query	reference	ani	ani_uniform	af_query	af_reference	std_err
CAINOE010000001.1	NZ_NHRY01000001.1	87.3489	88.3601	0.1198	0.1201	0.12751
CAIWTY010000001.1	NZ_NHRY01000001.1	87.4682	88.0003	0.1425	0.1350	0.12508
JAGADB010000017.1	CAJOMW010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFEFW010000100.1	CAJATU010000001.1	87.8304	87.8304	0.0142	0.0151	0.37579
CAIWTY010000001.1	DNXO01000027.1	86.6177	87.6077	0.0335	0.0417	0.27111
NZ_NHRY01000001.1	CAIZFE010000001.1	87.4748	87.4748	0.0261	0.0283	0.27822
JADFXU010000010.1	JADFXI010000100.1	89.5108	92.2435	0.0062	0.0040	0.71047
NZ_FWXS01000027.1	JAAYKY010000022.1	86.2361	86.2361	0.0301	0.0362	0.52499
NZ_JACDZE010000001.1	NZ_FWXS01000027.1	81.3228	84.8143	0.0868	0.0724	0.34153
NZ_NRRL01000001.1	NZ_KI911559.1	87.4347	89.6372	0.4141	0.5734	0.07324
NZ_LARW01000001.1	NZ_CP049107.1	83.1842	86.0384	0.2545	0.2774	0.13459
NZ_CP023449.1	NZ_LMIB01000001.1	82.1365	88.1705	0.4115	0.4719	0.08171
NZ_LMIB01000001.1	NZ_SACN01000001.1	85.6579	87.9607	0.1187	0.1163	0.16894
JADBKJ010000001.1	NZ_BAZY01000001.1	89.8085	91.4727	0.6512	0.6090	0.09295
NZ_FQUR01000036.1	NZ_BAZY01000001.1	90.7180	92.2368	0.6702	0.6587	0.08318
NZ_VTOU01000001.1	SCUQ01000464.1	91.3439	91.3439	0.0180	0.0271	0.32209
NC_010321.1	NC_015958.1	94.7138	96.5477	0.7405	0.7562	0.05039
NZ_CP023449.1	NZ_JQMC01000001.1	85.2296	87.7179	0.0815	0.0911	0.18781
NZ_CP047165.1	NZ_JABGBN010000001.1	82.2498	91.8834	0.0422	0.0407	0.33883
NZ_JABGBO010000001.1	NZ_JABGBN010000001.1	77.2752	86.2578	0.0813	0.0879	0.34618
NC_010321.1	DULG01000026.1	85.9507	91.9501	0.6111	0.5689	0.09313
NZ_BAZY01000001.1	DULG01000026.1	86.7723	89.7369	0.4787	0.4768	0.12005
NZ_CP047165.1	NZ_JABGBO010000001.1	82.5535	93.2848	0.0257	0.0227	0.37872
NZ_AYSV01000001.1	NZ_CP047165.1	86.9886	91.2607	0.0163	0.0217	0.54610
URRZ01000001.1	DVKR01000011.1	84.9111	86.8285	0.1337	0.1345	0.25384
DVKR01000011.1	CAAEDC010000001.1	86.6115	89.4937	0.1249	0.1213	0.20864
CAAEDC010000001.1	URRZ01000001.1	89.8788	91.6167	0.3108	0.3143	0.10771
NZ_RRYD01000001.1	NZ_MSSM01000001.1	94.3545	94.3545	0.0018	0.0016	0.99028
JAFMFC010000015.1	CAINLH010000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_BBAI01000001.1	NZ_RRYD01000001.1	83.1205	94.1929	0.0149	0.0163	0.34969
NZ_BOLR01000001.1	NZ_RHOI01000001.1	85.0896	90.8930	0.0272	0.0258	0.33860
NZ_MSSM01000001.1	NZ_RHOL01000001.1	89.1378	92.3328	0.0074	0.0087	0.58646
NZ_JABEKX010000001.1	NZ_RHOL01000001.1	77.1895	87.0998	0.0386	0.0448	0.39716
DFDK01000041.1	CAINTF010000001.1	89.5621	89.5621	0.4575	0.4716	0.10278
QYPH01000064.1	WLPO01000001.1	86.2216	86.2216	0.3857	0.4244	0.15195
WLKU01000001.1	WLPO01000001.1	88.8433	89.1763	0.4930	0.4628	0.11327
WLPO01000001.1	CAITUB010000001.1	87.8861	87.8861	0.0061	0.0048	1.18222
SLIC01000155.1	DHHJ01000011.1	NaN	NaN	0.0000	0.0000	NaN
NZ_PQVF01000001.1	NZ_FXSZ01000001.1	83.5670	89.4946	0.0142	0.0184	0.49233
JAENYZ010000004.1	DIXG01000011.1	83.2139	83.2139	0.0047	0.0081	1.52405
JACQGD010000056.1	CP011211.1	83.9059	88.6746	0.0227	0.0201	0.83312
MGCS01000001.1	CP011211.1	77.2749	85.2229	0.0423	0.0534	0.65865
NZ_LT859958.1	DPKV01000101.1	NaN	NaN	0.0000	0.0000	NaN
DHHJ01000011.1	CP069394.1	NaN	NaN	0.0000	0.0000	NaN
SKPR01000135.1	JAENZD010000007.1	85.4984	85.4984	0.0099	0.0056	1.04462
NZ_FXSZ01000001.1	NC_017770.1	83.3868	89.5046	0.0139	0.0117	0.57258
CP011211.1	SEAL01000069.1	70.3077	84.6566	0.0308	0.0274	0.87722
SEAL01000069.1	MGCS01000001.1	81.3811	86.1117	0.0299	0.0284	0.75950
JAFCDM010000058.1	JAFCDH010000005.1	86.1145	86.1145	0.0088	0.0085	2.01830
NC_010424.1	DBEH01000049.1	87.0781	88.4817	0.4879	0.7433	0.11451
DMCG01000220.1	QHPX01000108.1	91.1873	91.8835	0.4953	0.3512	0.08807
QHRC01000086.1	QHPX01000108.1	90.6828	91.2173	0.5752	0.4267	0.08278
WOZY01000107.1	NZ_LS974202.1	90.1867	90.1867	0.0123	0.0074	0.63302
SHYX01000062.1	VGRQ01000001.1	91.0874	91.0874	0.0016	0.0011	0.78001
CAISIK010000001.1	SXOM01000010.1	86.6676	86.6676	0.0343	0.0404	0.29049
NZ_FOXX01000035.1	NZ_FXAJ01000031.1	95.7386	95.9859	0.8328	0.8574	0.03080
SXON01000033.1	CAISIK010000001.1	89.5270	89.5270	0.0047	0.0051	0.54620
SHYX01000062.1	CAISIK010000001.1	81.4928	84.2810	0.0845	0.0681	0.24675
JAFGAP010000040.1	NZ_JFHL01000021.1	84.4727	89.2657	0.2791	0.1752	0.14707
DBRH01000012.1	NZ_JFHL01000021.1	61.7403	82.0710	0.0511	0.0395	0.56260
BJHF01000001.1	SXON01000033.1	87.0961	87.0961	0.0055	0.0058	0.61168
LVBU01000547.1	WOZY01000107.1	90.2946	90.2946	0.0010	0.0019	1.75744
JAFGAP010000040.1	DSBT01000120.1	87.8174	91.0091	0.1287	0.0914	0.18351
JAGPBG010000011.1	NKIU01000027.1	86.0424	87.8569	0.0320	0.0202	0.43110
NZ_KK211375.1	CAJOKH010000001.1	86.8375	86.8375	0.2076	0.2286	0.28063
NZ_BAGX02000054.1	CAJOKH010000001.1	85.4541	86.7769	0.1473	0.1625	0.31915
NZ_MRCT01000001.1	CAJOKH010000001.1	88.6341	88.6341	0.0805	0.0833	0.38320
NZ_KK211375.1	NZ_BAGX02000054.1	81.8901	87.5013	0.2708	0.2717	0.24192
MHZT01000001.1	JAAFIJ010000001.1	87.4517	87.4517	0.0134	0.0239	0.48913
NZ_LGIC01000001.1	JAAFIJ010000001.1	91.5869	91.5869	0.0039	0.0074	0.63543
JAGPBG010000011.1	NZ_LGIC01000001.1	87.2681	87.2681	0.0161	0.0085	0.63882
NZ_FPBJ01000090.1	NZ_NJAK01000001.1	84.1725	86.5157	0.5601	0.4823	0.10650
NZ_JACOII010000001.1	NZ_JADEUG010000001.1	85.9059	87.6728	0.6073	0.6495	0.07861
NZ_FO704550.1	NZ_FORG01000092.1	80.2164	85.4110	0.5909	0.5098	0.10092
NZ_NJAJ01000001.1	NZ_JACOII010000001.1	79.2406	85.7895	0.3895	0.4236	0.11633
NZ_NJAK01000001.1	NZ_FO818637.1	78.9558	86.0488	0.5289	0.4479	0.10405
DUSI01000014.1	DUSU01000020.1	82.3859	83.9445	0.3241	0.3687	0.21679
JAFSVF010000001.1	OMVK01000084.1	NaN	NaN	0.0000	0.0000	NaN
DUSI01000014.1	DGDN01000116.1	81.0766	83.5735	0.4139	0.3750	0.19524
JAEENX010000004.1	JAFSVF010000001.1	87.0957	87.0957	0.0467	0.0434	0.72482
JACQKO010000035.1	MFPJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
MFOC01000001.1	MFPJ01000001.1	97.1826	97.1826	0.0015	0.0016	1.12887
JAFXXB010000032.1	DJYF01000047.1	91.4537	91.4537	0.0013	0.0015	1.88097
JAEENX010000004.1	DJYF01000047.1	90.2713	90.2713	0.0117	0.0155	0.92877
DITU01000027.1	CAIMMI010000001.1	88.0540	88.0540	0.0180	0.0189	0.33734
CAIYFP010000001.1	CAIRNV010000001.1	92.6801	95.1308	0.1032	0.0954	0.08084
WBXI01000001.1	DITU01000027.1	90.7060	90.7060	0.0036	0.0030	0.72089
CAJQOA010000001.1	NZ_LT629733.1	84.0272	84.0272	0.0743	0.0804	0.41670
NZ_JUGU01000001.1	NZ_JXJP01000001.1	75.5797	83.6035	0.1766	0.1801	0.24863
NZ_JXJO01000001.1	NZ_JXJP01000001.1	76.7723	82.8667	0.2450	0.2569	0.23650
MAAQ01000008.1	NZ_JADILU010000010.1	80.1414	83.4143	0.5119	0.4508	0.16254
NZ_NJAG01000001.1	NZ_NHPP01000010.1	76.5592	82.5630	0.3475	0.4576	0.13276
NZ_JXJO01000001.1	JAAEZI010000061.1	82.8214	82.8214	0.1209	0.1341	0.34440
NZ_NHPP01000010.1	NZ_FNGS01000019.1	67.8641	82.9940	0.0168	0.0140	0.70244
NZ_PTRA01000001.1	NZ_FNGS01000019.1	79.2564	83.2186	0.0325	0.0327	0.42331
NZ_PYHR01000002.1	NZ_RHPJ01000010.1	84.1075	88.0234	0.7046	0.7999	0.07051
NZ_NHPP01000010.1	NZ_PTRA01000001.1	74.6035	81.5417	0.5036	0.3861	0.13916
NZ_MRZU01000001.1	RYFX01000035.1	81.5087	86.2143	0.3164	0.3564	0.21692
CP000238.1	CP008985.1	77.7759	82.4464	0.8811	0.8684	0.32467
CP011787.1	CP008985.1	78.1084	84.0712	0.7296	0.7123	0.32931
CP008985.1	NJPO01000001.1	89.6480	89.6480	0.3483	0.3887	0.22372
CP011787.1	NJPO01000001.1	89.8189	89.8189	0.0193	0.0183	1.32481
JAFPBC010000091.1	JAFSAX010000074.1	92.3845	93.2579	0.5265	0.4724	0.08978
JAEPNB010000010.1	CP030887.1	71.8731	88.2485	0.0089	0.0102	0.78388
NZ_LXYG01000001.1	CP030887.1	79.7523	90.0462	0.0045	0.0060	0.82996
DEXK01000019.1	JAEPNB010000010.1	85.9461	90.0513	0.7161	0.6908	0.07494
DEXK01000019.1	NZ_AQXH01000001.1	80.9077	90.6915	0.0117	0.0188	0.57088
JAEPPZ010000010.1	NZ_LXYG01000001.1	93.5721	94.6651	0.8837	0.9016	0.04333
PULY01000048.1	PWFL01000014.1	85.9965	85.9965	0.0680	0.0610	1.07237
CAILEP010000001.1	MEPT01000001.1	NaN	NaN	0.0000	0.0000	NaN
PKWR01000217.1	CAIKZH010000001.1	88.2272	88.2272	0.0157	0.0134	0.67979
NZ_BMMS01000001.1	NZ_KB904634.1	82.7058	85.8644	0.2841	0.3546	0.09113
NZ_BMCU01000001.1	NZ_FOJN01000030.1	76.3720	82.3672	0.4515	0.5600	0.11508
NZ_LMRP01000001.1	NZ_FOJN01000030.1	79.4662	84.2578	0.6637	0.7158	0.08598
JACQEJ010000154.1	JACRML010000025.1	62.1035	87.8053	0.0083	0.0078	0.97233
NZ_BMCU01000001.1	NZ_LMRP01000001.1	72.4846	82.8703	0.5788	0.6440	0.09708
NZ_FOJN01000030.1	NZ_JMLQ01000001.1	81.1431	85.5174	0.7111	0.6680	0.08198
JACRNJ010000019.1	JACQEJ010000154.1	88.5802	88.5802	0.0085	0.0099	0.88371
JACRNK010000007.1	JACQEJ010000154.1	93.6782	93.6782	0.0450	0.0364	0.31021
USFG01000001.1	CAJOQL010000001.1	91.3029	91.3029	0.0005	0.0004	2.47829
CAJOQL010000001.1	URHW01000001.1	NaN	NaN	0.0000	0.0000	NaN
USFG01000001.1	CACXGV010000001.1	93.3922	93.3922	0.0016	0.0020	2.16305
URUT01000001.1	CACXGV010000001.1	82.7716	82.7716	0.0362	0.0419	1.39472
CAJTVJ010000001.1	JAAVHS010000001.1	85.4599	85.4599	0.0395	0.0425	0.62534
CAJTPC010000001.1	CAJTVJ010000001.1	85.3673	89.4013	0.0583	0.0506	0.41481
CAJUOK010000001.1	CAJTVJ010000001.1	85.3657	85.3657	0.0748	0.0769	0.49586
JAAVHS010000001.1	CAJUBA010000001.1	78.7994	85.3318	0.2775	0.2811	0.29328
NZ_AULQ01000001.1	NZ_CP061703.1	86.7371	90.1925	0.7993	0.8236	0.08619
JAAVHS010000001.1	JAAVHQ010000001.1	92.1559	94.9001	0.7557	0.7785	0.07639
NZ_JAGJRS010000001.1	JABFWW010000175.1	87.7007	89.8936	0.5037	0.5714	0.07480
NZ_FOXL01000016.1	JABFWW010000175.1	88.1453	89.9796	0.5140	0.6228	0.07060
NZ_FOXL01000016.1	NZ_JAGJRS010000001.1	85.8872	89.2355	0.7327	0.8029	0.06392
NZ_JAGJRS010000001.1	NZ_LMSL01000001.1	81.8596	86.9267	0.5487	0.4797	0.09285
NZ_FOXL01000016.1	NZ_LMSL01000001.1	81.5711	87.0749	0.5315	0.4996	0.09031
SVPO01000087.1	SVPG01000010.1	89.6180	89.6180	0.0013	0.0016	1.53607
SVPG01000010.1	JAGBFS010000167.1	91.3041	92.6463	0.0211	0.0183	0.41638
SVPO01000087.1	JAGBFS010000167.1	NaN	NaN	0.0000	0.0000	NaN
SVPT01000089.1	SVPO01000087.1	92.0607	92.0607	0.0022	0.0021	0.81794
NC_012883.1	NZ_JXCG01000001.1	79.2534	86.0056	0.6526	0.6415	0.12865
QMUF01000001.1	NC_012883.1	93.9324	94.2335	0.6193	0.5738	0.06738
CAJMMY010000001.1	CAAEEO010000001.1	88.0204	88.0204	0.0444	0.0377	0.48777
NZ_KE387145.1	QMUE01000001.1	86.1740	86.1740	0.0161	0.0211	0.64257
NZ_CP012200.1	NZ_KE387145.1	86.5186	89.2989	0.6493	0.6524	0.09445
QMUF01000001.1	NZ_KE387145.1	87.0368	87.0368	0.0500	0.0399	0.44456
JAFQPT010000002.1	JAGBAT010000031.1	89.0838	90.7958	0.0357	0.0601	0.33527
JAFQPT010000002.1	CAJMMY010000001.1	96.7433	96.7433	0.0005	0.0008	1.29371
CAJMMY010000001.1	JAFQDR010000036.1	93.4943	93.4943	0.0010	0.0004	1.88240
NZ_LAHO01000016.1	NZ_JAHRID010000001.1	75.4379	83.8656	0.6935	0.7041	0.10713
DIBV01000017.1	NZ_OBEB01000016.1	75.3178	83.6211	0.8326	0.8305	0.10237
DIBV01000017.1	JAGYIM010000007.1	78.8309	83.8606	0.7580	0.7640	0.10471
JAGYIM010000007.1	DEYP01000023.1	75.4924	83.8205	0.7193	0.7157	0.10661
DEYP01000023.1	NZ_LAHP01000001.1	77.7053	82.1412	0.5316	0.5349	0.14789
JACPWF010000015.1	JACQQX010000019.1	88.7025	88.7025	0.0029	0.0033	2.16962
CAJCJH010000001.1	JADHNH010000020.1	79.6136	86.0697	0.0225	0.0175	0.54019
NZ_ATVI01000001.1	PNMW01000011.1	83.1099	87.3218	0.4783	0.5648	0.08504
CAJCJH010000001.1	CAISIQ010000001.1	88.3727	88.3727	0.0036	0.0025	1.08821
DVGY01000071.1	JAEDDN010000016.1	NaN	NaN	0.0000	0.0000	NaN
JAEDDN010000016.1	DBRF01000016.1	NaN	NaN	0.0000	0.0000	NaN
JACPXC010000040.1	JACRDU010000042.1	83.3893	85.9387	0.2679	0.2833	0.13810
SCTT01000138.1	JACRDU010000042.1	88.4184	89.1959	0.1065	0.1042	0.16939
FNBQ01000061.1	JAFZWM010000034.1	91.3703	93.0329	0.7974	0.8487	0.04762
DFJD01000004.1	JAFSVK010000006.1	92.2445	94.1684	0.0118	0.0083	0.59692
CAJCJI010000001.1	CAIJRD010000001.1	84.5181	87.9300	0.0079	0.0096	0.55976
CAJCJH010000001.1	CAIJRD010000001.1	84.3415	85.3921	0.3207	0.2401	0.15272
SIBU01000013.1	JAGWZX010000107.1	NaN	NaN	0.0000	0.0000	NaN
JACPBQ010000005.1	JACPDF010000010.1	83.9644	83.9644	0.1942	0.1913	0.46728
JAGWZX010000107.1	JACPHR010000021.1	NaN	NaN	0.0000	0.0000	NaN
NZ_UFXX01000002.1	NZ_QWLM01000001.1	78.4660	87.8632	0.7461	0.7521	0.07630
NZ_QAJI01000001.1	MKSF01000001.1	96.8258	96.8258	0.0012	0.0012	0.86231
NZ_VWSH01000001.1	JAEUVV010000004.1	94.6970	94.6970	0.0005	0.0005	2.04763
CAIPDV010000001.1	JABDCH010000001.1	94.3121	94.3121	0.0013	0.0020	0.80577
JAEUVV010000004.1	NZ_QUZZ01000011.1	NaN	NaN	0.0000	0.0000	NaN
NZ_QAJI01000001.1	NZ_QUZZ01000011.1	93.0493	95.7373	0.0013	0.0010	0.97375
JABEUT010000130.1	JABDHI010000001.1	85.3886	93.9150	0.0018	0.0016	1.18179
JABDCA010000001.1	JABDHI010000001.1	80.1105	85.1496	0.1522	0.1681	0.26324
MKTB01000001.1	NZ_QVNU01000011.1	NaN	NaN	0.0000	0.0000	NaN
JABCZY010000001.1	CAIWVW010000001.1	84.8510	84.8510	0.0044	0.0022	2.02567
JABCZW010000001.1	CAIWVW010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYMW010000174.1	JAAYPH010000124.1	89.6158	91.1782	0.5971	0.4903	0.09481
JAAYPH010000124.1	NZ_JAFBEP010000001.1	86.6472	88.8852	0.5532	0.4623	0.10729
CAJTNL010000001.1	CAJFOO010000001.1	NaN	NaN	0.0000	0.0000	NaN
UQLQ01000001.1	URJZ01000001.1	91.1641	92.2692	0.7045	0.8372	0.07900
JAGCNJ010000019.1	JAFQPF010000027.1	90.9345	92.2820	0.2228	0.1841	0.19362
JAGCNJ010000019.1	JAFUMW010000032.1	84.8316	87.9314	0.0748	0.0427	0.46868
DHJP01000053.1	JAFUMW010000032.1	NaN	NaN	0.0000	0.0000	NaN
URJZ01000001.1	UQNI01000001.1	92.2673	92.7902	0.7665	0.7254	0.07959
UQLQ01000001.1	UQNI01000001.1	95.2823	95.7137	0.7281	0.8007	0.05294
JAGYNS010000001.1	CAIJNA010000001.1	NaN	NaN	0.0000	0.0000	NaN
DCWG01000090.1	VYDB01000118.1	90.3714	90.3714	0.0007	0.0006	1.88037
NZ_MSIE01000001.1	NZ_MSIF01000001.1	84.5723	87.3054	0.4482	0.3992	0.06320
NZ_JACHJQ010000001.1	NZ_MSIF01000001.1	81.5433	85.4562	0.3746	0.3598	0.07325
WHTD01000161.1	NZ_MSIF01000001.1	85.3680	87.2449	0.3778	0.3117	0.06977
JAFUMW010000032.1	SVSR01000033.1	83.5573	86.7866	0.0353	0.0462	0.55648
CP058602.1	CP055308.1	65.5637	85.1454	0.0467	0.0378	0.86414
PAHI01000073.1	PBGO01000023.1	83.4144	83.4144	0.0136	0.0181	1.67523
JAGYNS010000001.1	DQSS01000042.1	82.6176	82.6176	0.0092	0.0067	1.78420
DHQV01000042.1	JAAYAK010000074.1	82.9107	85.6290	0.0311	0.0256	0.50604
DBQU01000121.1	DIFE01000096.1	83.0063	84.6835	0.2668	0.2765	0.17171
VXLY01000002.1	VXSC01000002.1	90.8120	90.8120	0.0145	0.0174	0.37464
MPNB01000156.1	VXSC01000002.1	91.7108	91.7108	0.0125	0.0168	0.37197
CAIQJW010000001.1	DHVP01000006.1	88.9511	88.9511	0.0199	0.0147	0.49415
DNYO01000193.1	DBQU01000121.1	87.5699	87.5699	0.0727	0.0546	0.30542
VXLY01000002.1	MPNB01000156.1	87.4679	87.4679	0.5976	0.5330	0.07906
NZ_MOEL01000017.1	NZ_QLVE01000010.1	74.0196	83.4771	0.6903	0.6445	0.12727
NZ_ATCL01000001.1	NZ_JJMW01000001.1	81.4139	87.0690	0.7916	0.7825	0.08397
CABIYO010000001.1	NZ_SJUO01000010.1	77.0905	84.8747	0.5366	0.5287	0.12570
NZ_KK211189.1	NZ_JACSKZ010000001.1	72.4979	85.2758	0.7764	0.8186	0.10246
NZ_JACSKH010000001.1	NZ_JACSMD010000001.1	74.3963	83.3435	0.7634	0.7410	0.12004
DNDO01000121.1	JABTUU010000001.1	91.8615	91.8615	0.0004	0.0003	1.65149
JABWAU010000027.1	JAEURC010000077.1	87.7942	87.7942	0.0111	0.0140	0.58253
DSRX01000019.1	JAEURC010000077.1	84.9851	84.9851	0.0184	0.0244	0.56133
JACPSI010000018.1	JACQPT010000067.1	81.6157	85.5045	0.0772	0.0856	0.31000
DIDP01000084.1	MWTB01000014.1	94.4910	94.4910	0.0004	0.0006	1.04558
JADHWZ010000048.1	JACNFS010000181.1	90.0458	90.7735	0.0850	0.1037	0.23318
JADKIW010000001.1	DSRX01000019.1	81.4465	81.4465	0.0432	0.0521	0.44799
DUKS01000041.1	JAHJRD010000003.1	98.4403	98.4403	0.0008	0.0007	0.90030
PLTL01000316.1	PKXR01000155.1	88.9716	88.9716	0.0027	0.0044	0.97193
PLDE01000069.1	PKXR01000155.1	84.9167	89.4032	0.0252	0.0226	0.45633
PKXR01000155.1	PKXE01000176.1	86.6376	86.6376	0.1429	0.1302	0.22257
PLTL01000316.1	PKXE01000176.1	84.1364	86.4013	0.0246	0.0341	0.44567
PLDE01000069.1	PLTL01000316.1	98.3196	98.7025	0.0135	0.0079	0.15613
NZ_VYTY01000001.1	NZ_WBOL01000001.1	79.1724	89.0359	0.0238	0.0298	0.36343
JACPEK010000006.1	PCRZ01000028.1	NaN	NaN	0.0000	0.0000	NaN
SLCQ01000201.1	NZ_JMSZ01000001.1	80.7946	89.1111	0.0402	0.0303	0.35734
NZ_VYTY01000001.1	NZ_JMSZ01000001.1	85.5457	89.7321	0.0193	0.0249	0.36688
WLEA01000001.1	SKHB01000053.1	NaN	NaN	0.0000	0.0000	NaN
NZ_VYTY01000001.1	NZ_WBOM01000001.1	79.1379	88.7586	0.0207	0.0202	0.41496
REDB01000108.1	NZ_JRLB01000001.1	87.8924	91.0458	0.0155	0.0118	0.44179
LIAY01000001.1	NZ_CP026923.1	89.2286	89.2286	0.0034	0.0024	1.21202
JAFMKX010000080.1	NZ_CP026923.1	98.9074	98.9074	0.0006	0.0004	0.54600
LIAY01000001.1	NHEZ01000046.1	NaN	NaN	0.0000	0.0000	NaN
CAAGQX010000001.1	USOV01000001.1	91.0855	91.0855	0.0408	0.0736	0.42944
JAFMDO010000051.1	WLEA01000001.1	76.2101	83.3387	0.0361	0.0314	0.77015
CADCWF010000001.1	CAIPGK010000001.1	93.0980	93.0980	0.0003	0.0003	1.49140
MNWE01000034.1	ASKX01000001.1	83.7659	83.7659	0.0246	0.0233	1.62563
CAJUPN010000001.1	FR884145.1	84.2073	88.4193	0.0146	0.0184	0.89059
CAJUPN010000001.1	CAAFAN010000001.1	89.1680	89.1680	0.0162	0.0186	0.78951
CAJUMA010000001.1	CAAFAN010000001.1	89.2811	89.2811	0.0174	0.0193	0.73367
JAGAIS010000004.1	CAJUPN010000001.1	79.8428	85.7566	0.0649	0.0473	0.72485
JAGAIS010000004.1	CAJTKV010000001.1	88.8200	88.8200	0.0116	0.0074	1.11126
NZ_FOUO01000035.1	NZ_KK214995.1	79.8366	84.9373	0.5657	0.4537	0.13343
NZ_FOAA01000040.1	NZ_CP011994.1	86.5682	89.2701	0.8059	0.7616	0.06208
NZ_NRSK01000001.1	NZ_CP011994.1	81.6439	85.6404	0.4385	0.3680	0.13746
NZ_NRSM01000001.1	NZ_NRSK01000001.1	82.2521	85.3482	0.2327	0.2963	0.15552
NYYH01000102.1	JACNJS010000031.1	86.9444	86.9444	0.0367	0.0307	0.47109
JABJIE010000076.1	NYYH01000102.1	96.8484	98.0164	0.0056	0.0047	0.31679
JAERTF010000001.1	NYYH01000102.1	89.3499	89.3499	0.0005	0.0007	1.59129
CACAVP010000001.1	CABYTF010000001.1	92.7612	93.4723	0.7473	0.6345	0.11675
CAJKDY010000001.1	CAJUAS010000001.1	81.3787	85.6422	0.1336	0.1711	0.28052
JADHNN010000002.1	CACEHM010000001.1	82.3816	82.3816	0.6824	0.5936	0.34102
CACLCV010000001.1	CACEHM010000001.1	95.4223	96.0105	0.8698	0.6494	0.08936
JABMPH010000065.1	PANC01000003.1	90.2576	90.2576	0.0002	0.0004	1.88513
JABMPH010000065.1	JABJIE010000076.1	50.4292	83.9763	0.0022	0.0047	1.77180
CAJUAS010000001.1	CAJTUE010000001.1	85.9978	87.4203	0.6761	0.6239	0.11588
CAJKDY010000001.1	CAJTUE010000001.1	82.3167	84.6831	0.2416	0.2693	0.22222
JADHNN010000002.1	CACLCV010000001.1	82.7121	82.7121	0.2215	0.2715	0.58812
NZ_SLXG01000001.1	NZ_CP031337.1	88.7811	90.9365	0.7705	0.7733	0.07048
PVUG01000001.1	NZ_SMAR01000001.1	85.3740	90.4220	0.1428	0.1535	0.12647
DWWG01000083.1	DIAZ01000010.1	85.5919	87.3340	0.3710	0.4370	0.10311
NZ_VHLG01000013.1	NZ_VCLB01000001.1	80.9966	84.9309	0.2158	0.2359	0.15553
DWWG01000083.1	NZ_AGFF01000039.1	84.6149	86.4927	0.4395	0.4623	0.10149
NZ_AGFF01000039.1	NZ_CP024869.1	80.3020	84.1972	0.6910	0.6746	0.09915
NZ_SMAR01000001.1	NZ_CP014275.1	85.1533	90.9975	0.1302	0.1132	0.12814
NZ_JABUOU010000001.1	PVUG01000001.1	83.6712	86.4162	0.2804	0.2763	0.12415
NZ_CP020330.1	PVUG01000001.1	85.3407	88.3407	0.2928	0.3627	0.09561
DWWG01000083.1	NZ_BCSW01000001.1	85.2051	87.4975	0.5134	0.5118	0.08718
VGAC01000001.1	JAGWWV010000116.1	84.0320	85.0832	0.6714	0.6016	0.12178
SXZT01000023.1	JAGWWV010000116.1	85.3933	87.8098	0.5063	0.4347	0.11416
RGCG01000001.1	WLST01000001.1	NaN	NaN	0.0000	0.0000	NaN
RGCG01000001.1	VGAC01000001.1	84.4214	84.8599	0.4653	0.5119	0.14046
JAGATP010000039.1	JAGAIP010000008.1	86.6380	86.6380	0.0197	0.0294	0.74962
WLST01000001.1	CAIOHI010000001.1	88.8425	90.1686	0.5282	0.5379	0.08628
DWWU01000019.1	CAAGRM010000001.1	90.8993	90.8993	0.0029	0.0037	1.25130
DWWU01000019.1	NZ_JACJJN010000100.1	81.2218	84.7201	0.5000	0.3829	0.14809
DWWU01000019.1	DXEK01000058.1	84.2629	86.6353	0.3885	0.3606	0.14388
JAAVGZ010000030.1	NZ_NHYN01000100.1	NaN	NaN	0.0000	0.0000	NaN
DAVR01000050.1	JACDNT010000001.1	89.2071	89.2071	0.0456	0.0505	0.30205
DTLB01000002.1	JACDNT010000001.1	86.1281	86.1281	0.4826	0.4604	0.14672
DXEK01000058.1	NZ_JADNOP010000010.1	88.7717	88.7717	0.0067	0.0051	0.89322
NC_000917.1	NZ_JAEKIW010000010.1	82.7292	86.9747	0.0298	0.0305	0.48185
DAVR01000050.1	NC_000917.1	84.4214	87.4057	0.0340	0.0357	0.41998
JACDNT010000001.1	NC_000917.1	83.7793	84.3320	0.4252	0.4052	0.16891
NZ_RQYL01000001.1	CAJPSE010000001.1	90.5264	90.5264	0.0759	0.1232	0.19840
JAAVGZ010000030.1	CAJTQL010000001.1	88.8399	88.8399	0.6643	0.4391	0.13443
DNJI01000043.1	JAERTA010000001.1	87.9086	87.9086	0.2129	0.1684	0.28749
QOAH01000009.1	CAJVCK010000001.1	88.2727	88.2727	0.0915	0.0628	0.45954
QOAH01000009.1	DDCF01000030.1	94.4638	95.0402	0.7389	0.4712	0.09142
QOAB01000102.1	QOAH01000009.1	92.2762	93.0470	0.2776	0.3247	0.16328
DNJI01000043.1	DQNX01000041.1	88.9055	90.0214	0.1299	0.1108	0.31109
NZRT01000054.1	PBND01000001.1	75.8499	83.8060	0.1144	0.1623	0.25010
NC_014008.1	DKOA01000033.1	NaN	NaN	0.0000	0.0000	NaN
