query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags
GCF_000008985.1	GCA_009813475.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.991789	0.994000	97.230000	0.996528	0.988109	99
GCF_000008985.1	GCA_009814345.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.992073	0.993700	97.140000	0.997685	0.990365	108
GCF_000008985.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.992272	0.994000	97.440000	0.996811	0.988357	98
GCF_014672895.1	GCA_009813475.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999349	0.999500	98.720000	1.000000	0.994571	89
GCF_014672895.1	GCA_009814345.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999377	0.999500	98.590000	1.000000	0.994633	109
GCF_014672895.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999360	0.999500	98.740000	1.000000	0.994493	130
GCA_009813475.1	GCA_009814345.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999962	1.000000	98.800000	1.000000	0.994621	104
GCA_009813475.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999922	1.000000	98.820000	1.000000	0.994622	125
GCA_009814345.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999904	1.000000	98.850000	1.000000	0.994371	87
GCF_002554975.1	GCF_002200215.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A wiedmannii	s__Bacillus_A wiedmannii	0.963025	0.964700	81.270000	0.988391	0.977549	428
GCF_002554975.1	GCF_001583695.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A wiedmannii	s__Bacillus_A wiedmannii	0.963320	0.963300	83.810000	0.987274	0.975774	388
GCF_002200215.1	GCF_001583695.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A wiedmannii	s__Bacillus_A wiedmannii	0.988185	0.990200	92.970000	0.996467	0.987793	513
GCF_003432975.1	GCA_015679705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.979041	0.978700	85.980000	0.991521	0.980284	1043
GCF_003432975.1	GCF_003494925.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.977979	0.980500	85.220000	0.990957	0.980708	705
GCF_003432975.1	GCF_000800415.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.978853	0.979100	85.480000	0.991496	0.980274	1040
GCF_003432975.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.977349	0.977400	85.290000	0.990854	0.980921	738
GCA_015679705.1	GCF_003494925.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.977217	0.980600	86.420000	0.991893	0.982210	956
GCA_015679705.1	GCF_000800415.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.999022	0.999200	98.860000	0.999744	0.994272	1955
GCA_015679705.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.975828	0.978400	86.850000	0.990234	0.991896	352
GCF_003494925.1	GCF_000800415.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.978052	0.980600	88.120000	0.991797	0.982114	960
GCF_003494925.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.976838	0.978100	87.220000	0.990811	0.980568	874
GCF_000800415.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.976301	0.978300	87.040000	0.990000	0.991662	350
GCF_002925905.1	GCF_007097185.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella michiganensis	s__Klebsiella michiganensis	0.988719	0.989000	89.690000	0.995361	0.987104	2196
GCF_002925905.1	GCF_007097115.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella michiganensis	s__Klebsiella michiganensis	0.988740	0.988600	89.800000	0.995596	0.987209	2313
GCF_007097185.1	GCF_007097115.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella michiganensis	s__Klebsiella michiganensis	0.999990	1.000000	99.910000	0.999888	0.994160	2234
GCA_003687235.1	GCF_001069395.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.997834	0.998100	89.620000	0.999686	0.993713	199
GCA_003687235.1	GCF_001070155.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.994101	0.995000	96.120000	0.998288	0.991387	146
GCA_003687235.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.990108	0.992200	87.250000	0.997357	0.989705	201
GCA_003687235.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.993919	0.994900	95.030000	0.999742	0.992997	121
GCF_001069395.1	GCF_001070155.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.994471	0.995500	95.280000	0.998457	0.991113	162
GCF_001069395.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.991269	0.992500	91.390000	0.998311	0.991134	185
GCF_001069395.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.994721	0.996000	95.200000	0.999566	0.993135	144
GCF_001070155.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.992785	0.993300	87.160000	0.997788	0.988217	113
GCF_001070155.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.995810	0.997100	94.310000	0.999850	0.994167	209
GCF_000011925.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.992066	0.992300	95.520000	0.993750	0.970746	10
GCF_001949325.1	GCF_000013285.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens	0.968850	0.970000	88.200000	0.997024	0.987919	21
GCF_001949325.1	GCA_000013845.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens	0.953978	0.950200	78.410000	0.994318	0.985304	22
GCF_000013285.1	GCA_000013845.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens	0.965506	0.969200	81.670000	0.994693	0.985120	53
GCF_009874325.1	GCF_000365305.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola	0.995376	0.995300	96.570000	0.998832	0.991572	1686
GCF_009874325.1	GCF_014893095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola	0.974105	0.976400	82.870000	0.990063	0.980236	1346
GCF_000365305.1	GCF_014893095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola	0.974805	0.971200	83.910000	0.990687	0.980032	2134
GCF_003383635.1	GCF_003185385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	0.992809	0.991500	92.180000	0.997079	0.989085	428
GCF_003383635.1	GCF_001792775.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	0.993569	0.993000	93.260000	0.997551	0.990215	536
GCF_003185385.1	GCF_001792775.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	0.993167	0.993600	93.470000	0.996388	0.987910	398
GCF_000438685.2	GCF_000727125.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.993256	0.993200	92.360000	0.996002	0.987613	641
GCF_000438685.2	GCF_000168815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.993175	0.993000	92.310000	0.997389	0.988957	359
GCF_000438685.2	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.994184	0.993200	94.200000	0.996229	0.987062	895
GCF_000438685.2	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.992520	0.992300	94.220000	0.996075	0.987686	629
GCF_000727125.1	GCF_000168815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.993113	0.994400	93.900000	0.996932	0.988671	550
GCF_000727125.1	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.995183	0.995700	95.140000	0.995719	0.987330	657
GCF_000727125.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.997855	0.998400	98.090000	0.999685	0.993838	794
GCF_000168815.1	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.999670	0.999700	97.220000	0.999920	0.994454	389
GCF_000168815.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.994941	0.994600	94.100000	0.996875	0.988614	570
GCF_000307025.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.995033	0.995900	93.010000	0.995576	0.987187	657
GCF_013300365.1	GCF_000154065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena	0.985802	0.986100	83.520000	0.994869	0.986881	268
GCF_013300365.1	GCF_013299905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena	0.990683	0.991600	89.480000	0.996756	0.988383	501
GCF_000154065.1	GCF_013299905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena	0.985635	0.986500	80.790000	0.995370	0.987162	405
GCF_000628045.1	GCF_000628105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.999986	1.000000	100.000000	1.000000	0.994467	398
GCF_000628045.1	GCF_002055535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.998092	0.999200	92.960000	1.000000	0.994159	349
GCF_000628045.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997649	0.998800	94.210000	1.000000	0.994159	338
GCF_000628045.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.999963	1.000000	100.000000	1.000000	0.994467	398
GCF_000628105.1	GCF_002055535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.998131	0.999500	92.820000	1.000000	0.994159	349
GCF_000628105.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997747	0.999400	94.220000	1.000000	0.994159	338
GCF_000628105.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.999956	0.999900	100.000000	1.000000	0.994467	398
GCF_002055535.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997233	0.997000	96.470000	0.999917	0.994410	376
GCF_002055535.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.998283	0.999200	97.780000	1.000000	0.994159	349
GCF_000006785.2	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997469	0.999100	95.900000	1.000000	0.994328	338
GCF_013309755.1	GCF_001538885.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K	0.988002	0.988600	89.960000	0.993715	0.984593	2158
GCF_013309755.1	GCF_002220655.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K	0.986502	0.987300	90.440000	0.993338	0.984029	2627
GCF_001538885.1	GCF_002220655.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K	0.985903	0.987400	89.240000	0.992633	0.985563	2384
GCF_000762065.1	GCF_000372485.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni	0.997507	0.998200	95.990000	0.998576	0.991316	395
GCF_000762065.1	GCF_000762105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni	0.997737	0.996200	94.410000	0.999452	0.991236	228
GCF_000372485.1	GCF_000762105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni	0.997442	0.997100	94.790000	0.999826	0.992861	180
GCF_003976565.1	GCF_001457615.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.993113	0.992300	95.710000	0.995813	1.000000	1112
GCF_003976565.1	GCF_900148285.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.980103	0.982600	92.660000	0.990293	0.978651	2466
GCF_003976565.1	GCF_900148295.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.980178	0.982600	91.800000	0.990181	0.980198	3014
GCF_003976565.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.988691	0.989000	94.710000	0.994023	0.985165	3989
GCF_001457615.1	GCF_900148285.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.981402	0.982800	93.210000	0.990344	0.980397	3052
GCF_001457615.1	GCF_900148295.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.981495	0.982900	92.370000	0.990361	0.980785	3213
GCF_001457615.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.988258	0.989200	95.080000	0.993961	0.983941	1925
GCF_900148285.1	GCF_900148295.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.999827	0.999900	99.110000	0.999880	0.994326	3908
GCF_900148285.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.979445	0.981300	90.930000	0.989962	0.980065	2973
GCF_900148295.1	GCF_001449325.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas	g__Pseudomonas	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	0.979598	0.981600	91.210000	0.989688	0.979411	2891
GCF_001042655.1	GCF_002861965.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Bifidobacterium	g__Bifidobacterium	s__Bifidobacterium vaginale	s__Bifidobacterium vaginale	0.985374	0.987300	92.530000	0.994647	0.985573	683
GCF_001042655.1	GCF_014857145.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Bifidobacterium	g__Bifidobacterium	s__Bifidobacterium vaginale	s__Bifidobacterium vaginale	0.984830	0.984600	89.520000	0.993816	0.984673	379
GCF_002861965.1	GCF_014857145.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Bifidobacterium	g__Bifidobacterium	s__Bifidobacterium vaginale	s__Bifidobacterium vaginale	0.985026	0.986400	90.610000	0.994731	0.985567	427
GCF_000479615.1	GCF_000690095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.988138	0.989400	69.640000	0.994855	0.986558	1652
GCF_000479615.1	GCF_000690635.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.987929	0.990000	69.490000	0.994638	0.984603	2063
GCF_000479615.1	GCF_000689935.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.987951	0.988900	70.410000	0.993949	0.984907	1787
GCF_000479615.1	GCF_000306945.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.995899	0.998400	88.680000	0.999614	0.993795	2022
GCF_000690095.1	GCF_000690635.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.996985	0.997100	95.280000	0.998978	0.991691	3334
GCF_000690095.1	GCF_000689935.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.995893	0.995700	96.080000	0.998423	0.991155	2279
GCF_000690095.1	GCF_000306945.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.982187	0.987300	89.180000	0.994356	0.983177	1589
GCF_000690635.1	GCF_000689935.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Bordetella	g__Bordetella	s__Bordetella pertussis	s__Bordetella pertussis	0.995998	0.995700	96.100000	0.998709	0.991421	3267
