query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags	s2b_af_q	s2b_af_r	s2b_ref_gc
GCF_017876815.1	GCF_000473405.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sinorhizobium	g__Sinorhizobium	s__Sinorhizobium meliloti	s__Sinorhizobium meliloti	0.987107	0.987700	86.970000	0.992393	0.982770	2436	0.224682	0.233177	0.620887
GCF_017876815.1	GCF_004001905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sinorhizobium	g__Sinorhizobium	s__Sinorhizobium meliloti	s__Sinorhizobium meliloti	0.989012	0.990700	88.210000	0.996691	0.988077	4476	0.412839	0.450257	0.621470
GCF_000473405.1	GCF_004001905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sinorhizobium	g__Sinorhizobium	s__Sinorhizobium meliloti	s__Sinorhizobium meliloti	0.989764	0.990100	88.370000	0.997278	0.990276	4237	0.405571	0.426215	0.621470
GCF_002699855.1	GCF_001538045.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas_E	g__Pseudomonas_E	s__Pseudomonas_E amygdali	s__Pseudomonas_E amygdali	0.984624	0.986500	82.750000	0.993412	0.984322	2443	0.375731	0.342781	0.582749
GCF_002699855.1	GCF_001400605.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas_E	g__Pseudomonas_E	s__Pseudomonas_E amygdali	s__Pseudomonas_E amygdali	0.976259	0.977600	82.020000	0.990751	0.981195	2284	0.351277	0.341916	0.578735
GCF_001538045.1	GCF_001400605.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pseudomonas_E	g__Pseudomonas_E	s__Pseudomonas_E amygdali	s__Pseudomonas_E amygdali	0.976891	0.980000	85.080000	0.989813	0.979716	2267	0.318086	0.339371	0.578735
GCF_000959525.1	GCF_002981755.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia multivorans	s__Burkholderia multivorans	0.972196	0.972900	87.130000	0.986030	0.974131	6391	0.458465	0.450451	0.674007
GCF_000959525.1	GCF_002980815.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia multivorans	s__Burkholderia multivorans	0.970495	0.971600	87.910000	0.984798	0.971765	5618	0.403013	0.400199	0.674693
GCF_002981755.1	GCF_002980815.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia multivorans	s__Burkholderia multivorans	0.979401	0.980800	93.370000	0.989382	0.980002	6628	0.467155	0.472147	0.674693
GCF_000008985.1	GCF_014672895.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.992227	0.994000	97.300000	0.996324	0.987950	102	0.459459	0.467890	0.321711
GCF_000008985.1	GCA_009813475.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.991789	0.994000	97.230000	0.996528	0.988109	99	0.445946	0.454128	0.321721
GCF_000008985.1	GCA_009814345.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.992073	0.993700	97.140000	0.997685	0.990365	108	0.486486	0.495413	0.321850
GCF_000008985.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.992272	0.994000	97.440000	0.996811	0.988357	98	0.441441	0.449541	0.321740
GCF_014672895.1	GCA_009813475.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999349	0.999500	98.720000	1.000000	0.994571	89	0.408257	0.408257	0.321721
GCF_014672895.1	GCA_009814345.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999377	0.999500	98.590000	1.000000	0.994633	109	0.500000	0.500000	0.321850
GCF_014672895.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999360	0.999500	98.740000	1.000000	0.994493	130	0.596330	0.596330	0.321740
GCA_009813475.1	GCA_009814345.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999962	1.000000	98.800000	1.000000	0.994621	104	0.477064	0.477064	0.321850
GCA_009813475.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999922	1.000000	98.820000	1.000000	0.994622	125	0.573394	0.573394	0.321740
GCA_009814345.1	GCA_009814645.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Francisella	g__Francisella	s__Francisella tularensis	s__Francisella tularensis	0.999904	1.000000	98.850000	1.000000	0.994371	87	0.399083	0.399083	0.321740
GCF_002554975.1	GCF_002200215.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A wiedmannii	s__Bacillus_A wiedmannii	0.963025	0.964700	81.270000	0.988391	0.977549	428	0.339952	0.341580	0.351073
GCF_002554975.1	GCF_001583695.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A wiedmannii	s__Bacillus_A wiedmannii	0.963320	0.963300	83.810000	0.987274	0.975774	388	0.308181	0.319605	0.351935
GCF_002200215.1	GCF_001583695.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A wiedmannii	s__Bacillus_A wiedmannii	0.988185	0.990200	92.970000	0.996467	0.987793	513	0.409417	0.422570	0.351935
GCF_003432975.1	GCA_015679705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.979041	0.978700	85.980000	0.991521	0.980284	1043	0.550105	0.527834	0.517217
GCF_003432975.1	GCF_003494925.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.977979	0.980500	85.220000	0.990957	0.980708	705	0.371835	0.355343	0.514477
GCF_003432975.1	GCF_000800415.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.978853	0.979100	85.480000	0.991496	0.980274	1040	0.548523	0.526582	0.516790
GCF_003432975.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.977349	0.977400	85.290000	0.990854	0.980921	738	0.389241	0.375000	0.518826
GCA_015679705.1	GCF_003494925.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.977217	0.980600	86.420000	0.991893	0.982210	956	0.483806	0.481855	0.514477
GCA_015679705.1	GCF_000800415.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.999022	0.999200	98.860000	0.999744	0.994272	1955	0.989372	0.989873	0.516790
GCA_015679705.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.975828	0.978400	86.850000	0.990234	0.991896	352	0.178138	0.178862	0.518826
GCF_003494925.1	GCF_000800415.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.978052	0.980600	88.120000	0.991797	0.982114	960	0.483871	0.486076	0.516790
GCF_003494925.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.976838	0.978100	87.220000	0.990811	0.980568	874	0.440524	0.444106	0.518826
GCF_000800415.1	GCF_900638555.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Neisseria	g__Neisseria	s__Neisseria meningitidis	s__Neisseria meningitidis	0.976301	0.978300	87.040000	0.990000	0.991662	350	0.177215	0.177846	0.518826
GCF_002925905.1	GCF_007097185.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella michiganensis	s__Klebsiella michiganensis	0.988719	0.989000	89.690000	0.995361	0.987104	2196	0.508333	0.537051	0.559888
GCF_002925905.1	GCF_007097115.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella michiganensis	s__Klebsiella michiganensis	0.988740	0.988600	89.800000	0.995596	0.987209	2313	0.535417	0.565664	0.559883
GCF_007097185.1	GCF_007097115.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella michiganensis	s__Klebsiella michiganensis	0.999990	1.000000	99.910000	0.999888	0.994160	2234	0.546344	0.546344	0.559883
GCA_003687235.1	GCF_001069395.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.997834	0.998100	89.620000	0.999686	0.993713	199	0.546703	0.527851	0.318156
GCA_003687235.1	GCF_001070155.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.994101	0.995000	96.120000	0.998288	0.991387	146	0.401099	0.425656	0.319945
GCA_003687235.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.990108	0.992200	87.250000	0.997357	0.989705	201	0.552198	0.531746	0.321490
GCA_003687235.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.993919	0.994900	95.030000	0.999742	0.992997	121	0.332418	0.349711	0.322880
GCF_001069395.1	GCF_001070155.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.994471	0.995500	95.280000	0.998457	0.991113	162	0.429708	0.472303	0.319945
GCF_001069395.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.991269	0.992500	91.390000	0.998311	0.991134	185	0.490716	0.489418	0.321490
GCF_001069395.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.994721	0.996000	95.200000	0.999566	0.993135	144	0.381963	0.416185	0.322880
GCF_001070155.1	GCF_000011925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.992785	0.993300	87.160000	0.997788	0.988217	113	0.329446	0.298942	0.321490
GCF_001070155.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.995810	0.997100	94.310000	0.999850	0.994167	209	0.609329	0.604046	0.322880
GCF_000011925.1	GCF_006742205.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	0.992066	0.992300	95.520000	0.993750	0.970746	10	0.026455	0.028902	0.322880
GCF_001949325.1	GCF_000013285.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens	0.968850	0.970000	88.200000	0.997024	0.987919	21	0.238636	0.287671	0.283792
GCF_001949325.1	GCA_000013845.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens	0.953978	0.950200	78.410000	0.994318	0.985304	22	0.250000	0.220000	0.282309
GCF_000013285.1	GCA_000013845.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_P	g__Clostridium_P	s__Clostridium_P perfringens	s__Clostridium_P perfringens	0.965506	0.969200	81.670000	0.994693	0.985120	53	0.726027	0.530000	0.282309
GCF_009874325.1	GCF_000365305.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola	0.995376	0.995300	96.570000	0.998832	0.991572	1686	0.503284	0.541252	0.559370
GCF_009874325.1	GCF_014893095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola	0.974105	0.976400	82.870000	0.990063	0.980236	1346	0.401791	0.418532	0.559346
GCF_000365305.1	GCF_014893095.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Dickeya	g__Dickeya	s__Dickeya dianthicola	s__Dickeya dianthicola	0.974805	0.971200	83.910000	0.990687	0.980032	2134	0.685072	0.663557	0.559346
GCF_003383635.1	GCF_003185385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	0.992809	0.991500	92.180000	0.997079	0.989085	428	0.498254	0.480899	0.373696
GCF_003383635.1	GCF_001792775.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	0.993569	0.993000	93.260000	0.997551	0.990215	536	0.623981	0.584515	0.376243
GCF_003185385.1	GCF_001792775.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Staphylococcus	g__Staphylococcus	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	0.993167	0.993600	93.470000	0.996388	0.987910	398	0.447191	0.434024	0.376243
GCF_000438685.2	GCF_000727125.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.993256	0.993200	92.360000	0.996002	0.987613	641	0.609895	0.635282	0.376949
GCF_000438685.2	GCF_000168815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.993175	0.993000	92.310000	0.997389	0.988957	359	0.341579	0.374348	0.378143
GCF_000438685.2	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.994184	0.993200	94.200000	0.996229	0.987062	895	0.851570	0.902218	0.379926
GCF_000438685.2	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.992520	0.992300	94.220000	0.996075	0.987686	629	0.598478	0.629630	0.378345
GCF_000727125.1	GCF_000168815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.993113	0.994400	93.900000	0.996932	0.988671	550	0.545094	0.573514	0.378143
GCF_000727125.1	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.995183	0.995700	95.140000	0.995719	0.987330	657	0.651140	0.662298	0.379926
GCF_000727125.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.997855	0.998400	98.090000	0.999685	0.993838	794	0.786918	0.794795	0.378345
GCF_000168815.1	GCF_000307025.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.999670	0.999700	97.220000	0.999920	0.994454	389	0.405631	0.392137	0.379926
GCF_000168815.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.994941	0.994600	94.100000	0.996875	0.988614	570	0.594369	0.570571	0.378345
GCF_000307025.1	GCF_900029175.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Listeria	g__Listeria	s__Listeria monocytogenes_B	s__Listeria monocytogenes_B	0.995033	0.995900	93.010000	0.995576	0.987187	657	0.662298	0.657658	0.378345
GCF_013300365.1	GCF_000154065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena	0.985802	0.986100	83.520000	0.994869	0.986881	268	0.260194	0.285714	0.414221
GCF_013300365.1	GCF_013299905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena	0.990683	0.991600	89.480000	0.996756	0.988383	501	0.486408	0.520790	0.413435
GCF_000154065.1	GCF_013299905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Dorea_A	g__Dorea_A	s__Dorea_A longicatena	s__Dorea_A longicatena	0.985635	0.986500	80.790000	0.995370	0.987162	405	0.431770	0.420998	0.413435
GCF_000628045.1	GCF_000628105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.999986	1.000000	100.000000	1.000000	0.994467	398	0.997494	1.000000	0.384993
GCF_000628045.1	GCF_002055535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.998092	0.999200	92.960000	1.000000	0.994159	349	0.874687	0.857494	0.385032
GCF_000628045.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997649	0.998800	94.210000	1.000000	0.994159	338	0.847118	0.875648	0.385118
GCF_000628045.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.999963	1.000000	100.000000	1.000000	0.994467	398	0.997494	1.000000	0.384989
GCF_000628105.1	GCF_002055535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.998131	0.999500	92.820000	1.000000	0.994159	349	0.876884	0.857494	0.385032
GCF_000628105.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997747	0.999400	94.220000	1.000000	0.994159	338	0.849246	0.875648	0.385118
GCF_000628105.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.999956	0.999900	100.000000	1.000000	0.994467	398	1.000000	1.000000	0.384989
GCF_002055535.1	GCF_000006785.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997233	0.997000	96.470000	0.999917	0.994410	376	0.923833	0.974093	0.385118
GCF_002055535.1	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.998283	0.999200	97.780000	1.000000	0.994159	349	0.857494	0.876884	0.384989
GCF_000006785.2	GCF_000628065.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus pyogenes	s__Streptococcus pyogenes	0.997469	0.999100	95.900000	1.000000	0.994328	338	0.875648	0.849246	0.384989
GCF_013309755.1	GCF_001538885.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K	0.988002	0.988600	89.960000	0.993715	0.984593	2158	0.452221	0.450146	0.598929
GCF_013309755.1	GCF_002220655.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K	0.986502	0.987300	90.440000	0.993338	0.984029	2627	0.550503	0.556568	0.596967
GCF_001538885.1	GCF_002220655.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Serratia	g__Serratia	s__Serratia marcescens_K	s__Serratia marcescens_K	0.985903	0.987400	89.240000	0.992633	0.985563	2384	0.497288	0.505085	0.596967
GCF_000762065.1	GCF_000372485.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni	0.997507	0.998200	95.990000	0.998576	0.991316	395	0.500000	0.514993	0.378485
GCF_000762065.1	GCF_000762105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni	0.997737	0.996200	94.410000	0.999452	0.991236	228	0.288608	0.291560	0.377982
GCF_000372485.1	GCF_000762105.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Oenococcus	g__Oenococcus	s__Oenococcus oeni	s__Oenococcus oeni	0.997442	0.997100	94.790000	0.999826	0.992861	180	0.234681	0.230179	0.377982
