pairid	anim_ani	band	n_syn2b	n_dnadiff	n_matched	n_syn2b_only	n_dnadiff_only	median_dist	max_dist	shared_tags	spacing_bp	observable_fraction	dists
GCA_902583295.1__GCA_902578255.1		unknown	0	4	0	0	4			79	56962	0.7377	
GCA_902616595.1__GCA_902534675.1		unknown	2	3	2	0	1	332692	417906	103	43689	0.9600	247478,417906
GCA_014654035.1__GCA_902555655.1		unknown	1	3	1	0	2	259987	259987	20	225000	0.8571	259987
GCF_017696275.1__GCA_902574425.1		unknown	0	9	0	0	9			91	49451	1.0000	
GCF_009862265.1__GCF_000717995.1		unknown	12	20	12	0	8	424343	1881538	435	10345	0.8866	96511,104104,139573,156306,196215,291043,557643,702604,810918,908408,1827692,1881538
GCF_000350545.1__GCA_011389555.1		unknown	8	7	7	1	0	113289	636257	225	20000	0.9692	49253,86492,106589,113289,338638,386425,636257
GCA_902595805.1__GCA_902577945.1		unknown	1	0	0	1	0			35	128571	0.6250	
GCA_902595115.1__GCA_902572945.1		unknown	0	1	0	0	1			29	155172	0.8750	
GCA_017555745.1__GCA_017522255.1		unknown	2	15	2	0	13	244820	293701	184	24457	0.6406	195940,293701
GCA_902629935.1__GCA_902579105.1		unknown	0	1	0	0	1			8	562500	0.7500	
GCF_003458715.1__GCA_900754615.1		unknown	3	9	3	0	6	71359	311541	182	24725	0.8992	55368,71359,311541
GCF_002940945.1__GCA_019117285.1		unknown	2	4	2	0	2	49722	78092	72	62500	0.9508	21352,78092
GCA_003214195.1__GCA_902600395.1		unknown	0	3	0	0	3			54	83333	0.8667	
GCA_003213615.1__GCA_902589725.1		unknown	0	3	0	0	3			54	83333	0.7368	
GCA_017512365.1__GCA_902793875.1		unknown	0	4	0	0	4			157	28662	0.9888	
GCA_902555055.1__GCA_902519215.1		unknown	0	5	0	0	5			125	36000	0.8932	
GCA_902573755.1__GCA_902522385.1		unknown	0	2	0	0	2			58	77586	0.5854	
GCA_017560855.1__GCA_017502545.1		unknown	0	5	0	0	5			204	22059	0.5510	
GCA_902576335.1__GCA_902524345.1		unknown	0	2	0	0	2			127	35433	0.8644	
GCF_002204745.1__GCF_000382225.1		unknown	18	18	18	0	0	46972	999004	170	26471	0.7647	1344,6428,7440,7566,8923,10218,11197,22564,44188,49757,54488,57593,84510,124909,132613,751186,852651,999004
GCF_001280595.1__GCF_017874615.1		unknown	6	17	6	0	11	984514	3290154	203	22167	0.9018	3248,178049,502898,1466131,2358186,3290154
GCA_014654165.1__GCA_902555655.1		unknown	0	3	0	0	3			12	375000	0.6000	
GCF_001808555.1__GCF_000375645.1		unknown	41	20	20	21	0	16636	845926	285	15789	0.9039	3536,3903,8327,9356,9592,10173,10257,10310,11874,12423,20849,22338,43780,64913,241653,304545,363626,396087,652229,845926
GCA_902626605.1__GCA_902537725.1		unknown	0	5	0	0	5			23	195652	0.7000	
GCF_000564995.1__GCA_015259045.1		unknown	2	3	2	0	1	265214	526943	613	7341	0.9736	3486,526943
GCA_014360985.1__GCA_011057175.1		unknown	0	4	0	0	4			81	55556	0.8889	
GCF_001866135.1__GCF_008271365.1		unknown	5	10	5	0	5	439709	1337781	647	6955	0.9845	114103,250185,439709,784315,1337781
GCA_902577525.1__GCA_902531765.1		unknown	1	2	1	0	1	309132	309132	17	264706	0.7000	309132
GCA_902605135.1__GCA_902600225.1		unknown	1	0	0	1	0			44	102273	0.7667	
GCA_902594235.1__GCA_902566365.1		unknown	1	1	1	0	0	559760	559760	17	264706	1.0000	559760
GCF_016008875.1__GCF_009932725.1		unknown	15	14	14	1	0	123862	1233245	1491	3018	0.9815	8650,16073,37661,38319,61360,73155,85247,162478,195396,233252,278689,987732,1148281,1233245
GCA_902619665.1__GCA_902590295.1		unknown	0	1	0	0	1			46	97826	0.8000	
GCA_902630665.1__GCA_902543665.1		unknown	0	1	0	0	1			16	281250	0.7778	
GCA_002095305.1__GCA_018842655.1		unknown	0	1	0	0	1			96	46875	0.5161	
GCA_003212035.1__GCA_902590355.1		unknown	0	5	0	0	5			102	44118	0.7875	
GCA_015059875.1__GCA_015060075.1		unknown	3	33	3	0	30	26559	41037	119	37815	0.5294	15158,26559,41037
GCA_902592545.1__GCA_902537905.1		unknown	0	2	0	0	2			13	346154	0.6000	
GCF_011290385.1__GCF_000262715.1		unknown	0	1	0	0	1			17	264706	1.0000	
GCA_902609915.1__GCA_902578265.1		unknown	0	1	0	0	1			17	264706	0.8000	
GCF_000368085.1__GCF_009759685.1		unknown	3	31	3	0	28	4027	36719	671	6706	1.0000	612,4027,36719
GCA_903890485.1__GCA_903887455.1		unknown	0	3	0	0	3			115	39130	0.8864	
GCA_003278705.1__GCA_902578845.1		unknown	0	1	0	0	1			137	32847	0.8793	
GCA_900546345.1__GCA_900540375.1		unknown	5	12	5	0	7	45776	265598	196	22959	0.7484	1705,20303,45776,84465,265598
GCF_014201705.1__GCF_001945665.1		unknown	0	13	0	0	13			108	41667	0.9700	
GCF_000813965.1__GCA_001730095.1		unknown	14	21	14	0	7	41140	1538945	210	21429	0.9357	3792,4526,6411,7406,14709,16804,18770,63510,64163,227490,241214,480504,567424,1538945
GCA_017517465.1__GCA_017434775.1		unknown	0	7	0	0	7			89	50562	0.2432	
GCA_002310235.1__GCA_902800045.1		unknown	46	23	23	23	0	43693	213333	445	10112	0.9240	179,355,548,1880,2348,4068,18518,26400,28578,38925,40010,43693,43698,44767,52955,60761,61078,96945,105393,116972,142945,211113,213333
GCF_002086735.1__GCF_002086125.1		unknown	4	6	4	0	2	85362	1262727	190	23684	0.7699	48442,58285,112440,1262727
GCA_017556515.1__GCA_017380975.1		unknown	0	1	0	0	1			92	48913	0.6562	
GCA_902534685.1__GCA_902525585.1		unknown	0	5	0	0	5			100	45000	0.8667	
GCF_009193305.1__GCF_000741715.1		unknown	4	11	4	0	7	643213	982186	224	20089	0.9330	62422,515332,771094,982186
GCA_902539035.1__GCA_902526595.1		unknown	0	2	0	0	2			76	59211	0.8036	
GCF_902459645.1__GCF_902459705.1		unknown	5	6	5	0	1	2313400	2668828	247	18219	0.9956	511632,1705563,2313400,2358073,2668828
GCA_905215045.1__GCA_902362875.1		unknown	4	10	4	0	6	452178	910179	761	5913	0.8838	1951,174555,729800,910179
GCF_009829685.1__GCA_018898235.1		unknown	3	0	0	3	0			253	17787	0.5500	
GCF_003606285.1__GCF_001936255.1		unknown	0	1	0	0	1			8	562500	1.0000	
GCA_902599665.1__GCA_902535275.1		unknown	0	1	0	0	1			40	112500	0.7222	
GCA_902618205.1__GCA_902589315.1		unknown	0	1	0	0	1			208	21635	0.9465	
GCA_900552145.1__GCA_902364645.1		unknown	5	17	5	0	12	48840	367912	949	4742	0.8438	1009,25283,48840,52169,367912
GCA_902634935.1__GCA_902592445.1		unknown	1	2	1	0	1	123049	123049	122	36885	0.8879	123049
GCA_900551655.1__GCA_900541875.1		unknown	10	6	6	4	0	101600	999118	866	5196	0.6574	12591,16732,79278,123923,278528,999118
GCA_015066705.1__GCA_017451665.1		unknown	1	10	1	0	9	1256	1256	124	36290	0.9649	1256
GCF_015244565.1__GCF_006539125.1		unknown	3	3	3	0	0	480327	2363811	326	13804	0.9622	350160,480327,2363811
GCA_016463705.1__GCA_903840235.1		unknown	0	1	0	0	1			86	52326	0.7727	
GCA_003280265.1__GCA_003278445.1		unknown	0	2	0	0	2			20	225000	0.2857	
GCA_902604065.1__GCA_902580115.1		unknown	0	2	0	0	2			13	346154	0.8333	
GCA_017963105.1__GCA_902802585.1		unknown	42	18	18	24	0	27738	335044	391	11509	0.6981	398,409,2236,3367,3504,5096,5566,13341,21919,33558,51467,56249,63951,70188,82733,105097,106713,335044
GCA_017601225.1__GCA_017601395.1		unknown	3	13	3	0	10	273429	306170	99	45455	0.8525	70500,273429,306170
GCA_003210655.1__GCA_003209655.1		unknown	0	3	0	0	3			40	112500	0.7000	
GCA_902604245.1__GCA_902551985.1		unknown	0	1	0	0	1			19	236842	0.6154	
GCA_902580505.1__GCA_902535625.1		unknown	1	2	1	0	1	9211	9211	156	28846	0.9353	9211
GCA_017828955.1__GCA_017536405.1		unknown	2	15	2	0	13	21420	42203	367	12262	0.5412	636,42203
GCF_012910785.1__GCF_012910705.1		unknown	101	16	16	85	0	20245	111053	1874	2401	0.9166	1487,3343,4742,5993,7261,15101,15372,17545,22945,39988,47000,70583,76682,96230,110279,111053
GCA_902617285.1__GCA_902560025.1		unknown	0	6	0	0	6			104	43269	0.7778	
GCF_004331175.1__GCF_003105055.1		unknown	3	5	3	0	2	523643	912010	564	7979	0.9962	134651,523643,912010
GCF_002812085.1__GCF_000017685.1		unknown	0	4	0	0	4			96	46875	0.9032	
GCF_018688315.1__GCF_000019745.1		unknown	2	3	2	0	1	13894	24533	61	73770	1.0000	3254,24533
GCA_903921665.1__GCA_903913915.1		unknown	0	7	0	0	7			264	17045	0.2768	
GCF_013177695.1__GCF_902859805.1		unknown	59	20	20	39	0	47538	828647	1691	2661	0.9194	704,3709,7788,8861,10577,13808,18112,22695,25189,41369,53707,61356,67138,92868,108637,170902,207059,250993,352346,828647
GCA_003278735.1__GCF_017695975.1		unknown	3	3	3	0	0	226803	386800	213	21127	0.8673	86174,226803,386800
GCA_002691685.1__GCA_002691645.1		unknown	2	3	2	0	1	72548	113916	137	32847	0.5437	31181,113916
GCA_902632445.1__GCA_902552345.1		unknown	0	2	0	0	2			15	300000	0.6000	
GCA_019116485.1__GCA_904374465.1		unknown	0	3	0	0	3			71	63380	0.2791	
GCA_003216915.1__GCF_001180285.1		unknown	3	5	3	0	2	22055	280847	220	20455	0.9301	1338,22055,280847
GCA_900470155.1__GCF_000247475.1		unknown	9	4	4	5	0	179009	941273	1147	3923	0.9878	18762,112128,245890,941273
GCA_009924165.1__GCA_002299885.1		unknown	0	1	0	0	1			126	35714	0.3069	
GCA_017545535.1__GCA_902765005.1		unknown	23	23	23	0	0	21432	2013150	162	27778	0.8583	691,750,1687,4041,4552,6196,8758,9210,13352,14059,16563,21432,22773,83973,125928,215598,239384,264746,316625,531554,1683165,1800891,2013150
GCA_015060705.1__GCA_017466635.1		unknown	3	6	3	0	3	65433	105511	319	14107	0.8802	1874,65433,105511
GCA_003282225.1__GCA_902526435.1		unknown	0	1	0	0	1			139	32374	0.8661	
GCF_007681555.1__GCF_000010285.1		unknown	3	5	3	0	2	710453	988338	339	13274	0.9586	14215,710453,988338
GCA_002491825.1__GCA_902766885.1		unknown	3	7	3	0	4	109656	243718	146	30822	0.6939	3754,109656,243718
GCF_014252455.1__GCF_000334405.1		unknown	0	3	0	0	3			6	750000	1.0000	
GCF_003946465.1__GCF_001311195.1		unknown	1	3	1	0	2	72016	72016	159	28302	0.7831	72016
GCA_015066325.1__GCA_017436285.1		unknown	0	7	0	0	7			63	71429	0.4242	
GCA_902603665.1__GCA_902592445.1		unknown	0	1	0	0	1			91	49451	0.6296	
GCA_016845305.1__GCA_014239855.1		unknown	0	2	0	0	2			78	57692	0.6905	
GCF_904846285.1__GCF_904846175.1		unknown	5	4	4	1	0	731991	1253990	1211	3716	0.9757	129947,561809,902173,1253990
GCF_000012485.1__GCA_001622165.1		unknown	6	12	6	0	6	131908	283766	1102	4083	0.9991	416,99491,100722,163094,186417,283766
GCA_902610585.1__GCA_902519835.1		unknown	3	2	2	1	0	333972	666297	263	17110	0.9778	1647,666297
GCF_002101315.1__GCA_902617625.1		unknown	0	5	0	0	5			62	72581	0.9783	
GCA_902631535.1__GCA_902542165.1		unknown	0	1	0	0	1			9	500000	1.0000	
GCF_001891085.1__GCA_018375265.1		unknown	3	22	3	0	19	21343	144270	216	20833	0.9875	14259,21343,144270
GCA_900316905.1__GCA_902799665.1		unknown	46	28	28	18	0	29228	537768	405	11111	0.8012	647,1340,1413,1861,2037,3155,3744,5152,5259,5583,7578,12344,23111,28485,29971,33187,37589,69139,70038,80864,81169,107712,159185,162443,203783,215047,269407,537768
GCA_902598655.1__GCA_902525295.1		unknown	0	3	0	0	3			100	45000	0.9241	
GCA_003282985.1__GCA_902533075.1		unknown	0	1	0	0	1			17	264706	0.5714	
GCF_000170955.2__GCF_000008685.2		unknown	0	14	0	0	14			98	45918	0.9780	
GCA_902574695.1__GCA_902515185.1		unknown	0	1	0	0	1			13	346154	1.0000	
GCA_002384685.1__GCA_000168995.1		unknown	0	1	0	0	1			22	204545	0.1905	
GCA_902601545.1__GCA_902552345.1		unknown	0	1	0	0	1			23	195652	0.3571	
GCF_019050325.1__GCF_001245615.1		unknown	4	10	4	0	6	382393	545184	401	11222	0.9372	103356,353069,411717,545184
GCF_018688355.1__GCA_900095165.1		unknown	2	4	2	0	2	38712	77345	62	72581	1.0000	80,77345
GCA_902616725.1__GCA_902554995.1		unknown	1	1	1	0	0	563191	563191	138	32609	0.9417	563191
GCA_003216455.1__GCA_902583265.1		unknown	0	3	0	0	3			89	50562	0.8701	
GCA_017529865.1__GCA_902787555.1		unknown	38	26	26	12	0	55462	2144385	375	12000	0.9408	711,2447,4749,5272,6635,7130,21225,21668,23750,26722,30122,44506,47714,63210,67807,74423,91909,138213,145312,293396,336687,858433,1831784,1978795,2057336,2144385
GCA_017413085.1__GCA_016281055.1		unknown	54	45	45	9	0	19655	1150831	393	11450	0.9385	83,560,626,648,985,1273,2058,2175,2243,3248,5356,6772,7034,8565,8851,8973,9545,9627,10384,16103,16486,18804,19655,21929,22240,26187,30253,36564,41640,43702,45080,48578,49067,65948,86449,94075,118688,138710,160518,161922,191978,219450,254817,411370,1150831
GCF_018881595.1__GCA_903892315.1		unknown	1	2	1	0	1	71349	71349	42	107143	1.0000	71349
GCA_902628235.1__GCA_902627325.1		unknown	0	5	0	0	5			43	104651	0.8750	
GCA_003167305.1__GCA_003134855.1		unknown	16	14	14	2	0	150512	2286176	588	7653	0.6545	413,1963,2524,66155,89688,132133,133104,167919,260137,387781,737150,914097,1909569,2286176
GCA_902625845.1__GCA_902624105.1		unknown	1	2	1	0	1	707413	707413	54	83333	0.7297	707413
GCF_000760095.1__GCA_902535025.1		unknown	0	4	0	0	4			76	59211	0.9167	
GCA_902778895.1__GCA_902762495.1		unknown	48	21	21	27	0	9384	170434	851	5288	0.9948	1038,1121,1489,2922,3019,3496,3938,6075,6701,7209,9384,13931,14410,14913,20204,33731,35372,36140,109957,149700,170434
GCA_902561765.1__GCA_902536975.1		unknown	0	3	0	0	3			48	93750	0.7778	
GCA_902606105.1__GCA_902515625.1		unknown	0	2	0	0	2			48	93750	0.7241	
GCA_902577285.1__GCA_902549785.1		unknown	0	5	0	0	5			100	45000	0.9367	
GCA_015063035.1__GCA_017432245.1		unknown	1	5	1	0	4	10243	10243	152	29605	0.7368	10243
GCA_007128135.1__GCA_007116575.1		unknown	0	2	0	0	2			57	78947	0.1176	
GCA_902609235.1__GCA_902590535.1		unknown	4	2	2	2	0	82282	154001	49	91837	0.7429	10562,154001
GCA_002067235.1__GCA_002305765.1		unknown	3	8	3	0	5	31855	511741	412	10922	0.6960	11787,31855,511741
GCF_003001935.1__GCF_015645445.1		unknown	20	64	20	0	44	80188	719211	605	7438	0.9843	835,6577,8390,8823,14836,14860,48520,60576,77150,79448,80928,105657,148847,173027,247787,261162,335680,338678,464559,719211
GCA_017524445.1__GCA_902792295.1		unknown	3	6	3	0	3	62668	479713	137	32847	0.7654	52866,62668,479713
GCA_902536975.1__GCA_902528135.1		unknown	0	3	0	0	3			10	450000	1.0000	
GCF_001428075.1__GCF_000374905.1		unknown	10	13	10	0	3	201962	1769292	606	7426	0.9893	1864,11362,23743,45369,109184,294740,423148,526326,1050684,1769292
GCA_900544295.1__GCA_900752445.1		unknown	8	18	8	0	10	31698	152661	159	28302	0.7903	1382,5710,13048,13997,49400,78781,140924,152661
GCF_018274325.1__GCF_016876135.2		unknown	8	6	6	2	0	124852	245886	50	90000	0.8750	3659,54625,93838,155867,183742,245886
GCA_902580765.1__GCA_902539825.1		unknown	1	1	1	0	0	420166	420166	130	34615	0.8889	420166
GCA_900557315.1__GCA_019113065.1		unknown	1	4	1	0	3	427222	427222	194	23196	0.5905	427222
GCA_015067385.1__GCA_017621705.1		unknown	1	20	1	0	19	92559	92559	207	21739	0.5367	92559
GCF_004353895.1__GCA_002070045.1		unknown	1	3	1	0	2	124048	124048	61	73770	0.8750	124048
GCA_902587155.1__GCA_902578265.1		unknown	1	1	1	0	0	234739	234739	93	48387	0.8519	234739
GCA_902620465.1__GCA_902528645.1		unknown	0	4	0	0	4			25	180000	0.8667	
GCF_004348675.1__GCF_002210435.1		unknown	2	7	2	0	5	223110	405571	333	13514	0.4225	40649,405571
GCA_902617465.1__GCA_902610415.1		unknown	0	2	0	0	2			9	500000	0.5000	
GCA_003281685.1__GCA_902573335.1		unknown	2	5	2	0	3	47938	57460	117	38462	0.9863	38416,57460
GCA_003251995.1__GCF_000420465.1		unknown	0	3	0	0	3			146	30822	0.2290	
GCA_015256945.1__GCA_013333935.1		unknown	6	15	6	0	9	16206	194054	84	53571	0.7091	137,2838,10678,21735,21794,194054
GCA_017524965.1__GCA_017455665.1		unknown	50	4	4	46	0	33590	61462	921	4886	0.8170	4844,29081,38100,61462
GCA_003281045.1__GCA_902606065.1		unknown	0	2	0	0	2			121	37190	0.8842	
GCA_902611265.1__GCA_902528135.1		unknown	0	2	0	0	2			19	236842	0.6667	
GCA_902588925.1__GCA_902559935.1		unknown	0	1	0	0	1			12	375000	0.6667	
GCA_902522365.1__GCA_902520695.1		unknown	0	3	0	0	3			64	70312	0.5208	
GCA_902628195.1__GCA_902623975.1		unknown	0	1	0	0	1			13	346154	0.4286	
GCA_003279015.1__GCA_902535175.1		unknown	2	7	2	0	5	397563	761508	200	22500	0.9655	33618,761508
GCF_019050325.1__GCF_002086835.1		unknown	6	6	6	0	0	121040	2937643	366	12295	0.9477	22417,76297,111441,130640,432211,2937643
GCA_900555675.1__GCA_015257635.1		unknown	0	1	0	0	1			96	46875	0.7500	
GCF_016734765.1__GCF_014699075.1		unknown	35	23	23	12	0	86846	1235236	1002	4491	0.9451	1223,1944,4148,14522,18644,24658,41933,50568,51716,63088,69519,86846,89809,131405,157309,165381,200396,237265,311746,390232,425559,751341,1235236
GCA_902632665.1__GCA_902628565.1		unknown	0	3	0	0	3			53	84906	0.4571	
GCF_009496155.1__GCA_905373305.1		unknown	3	7	3	0	4	237287	346234	73	61644	0.9286	129570,237287,346234
GCA_017646185.1__GCA_017399965.1		unknown	0	2	0	0	2			185	24324	0.2671	
GCA_003213715.1__GCA_902533965.1		unknown	0	2	0	0	2			132	34091	0.8774	
GCF_900176385.1__GCF_001570945.1		unknown	4	13	4	0	9	294700	532264	429	10490	0.9745	241866,244065,345335,532264
GCA_015521565.1__GCA_013152685.1		unknown	0	2	0	0	2			47	95745	0.2143	
GCA_005798925.1__GCA_903921665.1		unknown	0	2	0	0	2			122	36885	0.3214	
GCA_903938445.1__GCA_903819975.1		unknown	0	6	0	0	6			34	132353	0.5652	
GCA_015059925.1__GCA_017380275.1		unknown	0	11	0	0	11			349	12894	0.9693	
GCA_902611405.1__GCA_902600245.1		unknown	0	3	0	0	3			31	145161	0.7692	
GCA_009841005.1__GCA_012270965.1		unknown	2	17	2	0	15	60896	69475	250	18000	0.5773	52318,69475
GCA_902565325.1__GCA_902554745.1		unknown	0	5	0	0	5			59	76271	0.6486	
GCA_005888745.1__GCA_005883085.1		unknown	0	8	0	0	8			74	60811	0.7333	
GCA_902619835.1__GCA_902555185.1		unknown	0	1	0	0	1			15	300000	0.5714	
GCA_902594235.1__GCA_902592675.1		unknown	0	3	0	0	3			14	321429	0.6667	
GCA_003209585.1__GCF_002026015.1		unknown	0	8	0	0	8			175	25714	0.8699	
GCA_902563555.1__GCA_902561015.1		unknown	0	2	0	0	2			88	51136	0.9565	
GCA_003284215.1__GCA_902593675.1		unknown	0	3	0	0	3			19	236842	0.3636	
GCA_003282055.1__GCA_902557235.1		unknown	0	3	0	0	3			7	642857	1.0000	
GCA_902615325.1__GCA_902524215.1		unknown	2	2	2	0	0	217349	228845	128	35156	0.7959	205853,228845
GCA_003213275.1__GCA_902521995.1		unknown	1	5	1	0	4	5374	5374	89	50562	0.7612	5374
GCA_012800515.1__GCA_012800655.1		unknown	0	3	0	0	3			168	26786	0.7821	
GCA_903941145.1__GCA_903930035.1		unknown	0	1	0	0	1			178	25281	0.3200	
GCF_000367405.1__GCF_000014345.1		unknown	2	15	2	0	13	21424	33038	6	750000	1.0000	9810,33038
GCF_002161235.1__GCA_018715985.1		unknown	1	3	1	0	2	306102	306102	124	36290	0.8966	306102
GCF_000802205.1__GCA_013694585.1		unknown	0	32	0	0	32			51	88235	1.0000	
GCF_014649655.1__GCF_003112535.1		unknown	34	24	24	10	0	137697	1367199	2803	1605	0.9844	1366,1485,1657,2455,2817,11379,28980,37841,47338,64048,111612,135293,140101,155169,213492,230696,238885,397928,438215,488875,691560,963187,1139915,1367199
GCA_902802805.1__GCA_902761365.1		unknown	18	16	16	2	0	44494	528240	181	24862	0.5586	146,575,1218,6631,7219,14122,17480,32052,56937,65291,83436,84835,184712,221381,399315,528240
GCF_902460875.1__GCF_902460625.1		unknown	29	11	11	18	0	27455	189191	627	7177	0.9885	576,1305,2566,10021,18212,27455,31258,54818,100174,124022,189191
GCA_013333515.2__GCA_905373275.1		unknown	0	8	0	0	8			224	20089	0.8415	
GCA_902588925.1__GCA_902588855.1		unknown	0	2	0	0	2			61	73770	0.8718	
GCA_902560225.1__GCA_902522915.1		unknown	0	6	0	0	6			137	32847	0.8857	
GCF_002284575.1__GCF_000502835.1		unknown	60	46	46	14	0	70625	2471940	562	8007	0.9280	119,189,961,1305,2419,3016,3307,3969,4049,6710,7148,7464,12088,12629,14977,16758,28972,29389,36376,43767,54054,64983,68404,72846,77152,96129,103331,109707,118979,129253,129747,131552,151703,185261,191386,213795,263977,268832,270717,293200,296242,411115,472386,499708,1501837,2471940
GCA_003213155.1__GCA_003278065.1		unknown	0	2	0	0	2			8	562500	0.7500	
GCA_902536655.1__GCA_902526865.1		unknown	0	2	0	0	2			78	57692	0.8039	
GCA_900543155.1__GCA_900542795.1		unknown	1	3	1	0	2	349446	349446	159	28302	0.7500	349446
GCA_902598305.1__GCA_902595825.1		unknown	0	3	0	0	3			56	80357	0.8649	
GCA_003216595.1__GCA_003216895.1		unknown	1	6	1	0	5	346217	346217	105	42857	0.7805	346217
GCA_002699615.1__GCA_902633855.1		unknown	0	1	0	0	1			17	264706	0.8571	
GCA_900314695.1__GCA_902801725.1		unknown	1	4	1	0	3	104392	104392	77	58442	0.7500	104392
GCF_002289575.1__GCF_000186325.1		unknown	3	5	3	0	2	134051	435959	297	15152	0.9150	104056,134051,435959
GCA_902608975.1__GCA_902554035.1		unknown	0	2	0	0	2			10	450000	0.0000	
GCA_002348925.1__GCA_902781465.1		unknown	0	15	0	0	15			13	346154	0.2857	
GCF_007670255.1__GCF_014648735.1		unknown	3	4	3	0	1	3094817	3166305	347	12968	0.9571	767,3094817,3166305
GCA_001603415.1__GCA_011367975.1		unknown	0	3	0	0	3			203	22167	0.3780	
GCA_003215895.1__GCA_003284445.1		unknown	0	1	0	0	1			43	104651	0.7143	
GCA_002310995.1__GCA_902780365.1		unknown	15	13	13	2	0	267743	520289	213	21127	0.8317	3951,10386,12812,31081,41572,261183,267743,334040,367249,435440,476896,503919,520289
GCF_002157835.1__GCF_001570425.1		unknown	11	37	11	0	26	67261	207128	1485	3030	0.9993	1391,10179,13625,41780,65411,67261,135842,149945,179803,184541,207128
GCA_902569245.1__GCA_902527265.1		unknown	0	2	0	0	2			113	39823	0.8588	
GCA_003209755.1__GCA_902564695.1		unknown	0	6	0	0	6			30	150000	0.8571	
GCF_000344155.1__GCF_000298235.1		unknown	3	7	3	0	4	533682	1052437	257	17510	0.8517	34114,533682,1052437
GCA_002325245.1__GCA_905479755.1		unknown	0	5	0	0	5			478	9414	0.9679	
GCF_003289925.1__GCF_018613655.1		unknown	1	11	1	0	10	132821	132821	80	56250	0.9677	132821
GCA_017417315.1__GCA_016287995.1		unknown	1	35	1	0	34	1421	1421	137	32847	0.8780	1421
GCA_016703005.1__GCA_902825795.1		unknown	16	16	16	0	0	155133	1424578	1200	3750	0.9900	468,12086,17755,50602,54966,56602,82756,92445,217821,256075,349446,468365,479702,618827,651112,1424578
GCF_900187225.1__GCF_013282665.1		unknown	0	17	0	0	17			495	9091	1.0000	
GCA_003210095.1__GCA_902583455.1		unknown	0	4	0	0	4			53	84906	0.9512	
GCA_016937035.1__GCA_012729265.1		unknown	19	18	18	1	0	172406	2372613	286	15734	0.7561	4641,12765,16556,17282,31533,31894,32328,63644,79130,265683,333081,374358,602445,623230,1899158,1932730,2134272,2372613
