assembly_acc	strain	biosample	organism	assembly_level	genome_file	epi_type	serovar_pd	serotype_biosample	geo	host	isolation_source	collection_date	host_disease	amrfinderplus_applied	n_amr_genes	AMR_genotypes	AMR_genotypes_core	AST_phenotypes	n_virulence_genes	virulence_genotypes	stress_genotypes
GCF_016904115.1	FDAARGOS_1290	SAMN16357432	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904115.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	4	acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE	cyaA_S352T=POINT		21	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA-O113=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,sat=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,arsD=COMPLETE,emrE=COMPLETE
GCF_016904175.1	FDAARGOS_1372	SAMN16357514	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904175.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	4	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT,parE_D475E=POINT	marR_S3N=POINT,parE_D475E=POINT		12	bfpA=COMPLETE,fdeC=COMPLETE,ibeA=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,senB=COMPLETE,sinH=HMM,sslE=COMPLETE,traT=COMPLETE,vactox=MISTRANSLATION,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904195.1	FDAARGOS_1296	SAMN16357438	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904195.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	9	aadA2=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,dfrA12=COMPLETE,marR_S3N=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompC_Q76Ter=POINT,sul1=COMPLETE	aadA2=COMPLETE,dfrA12=COMPLETE,marR_S3N=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompC_Q76Ter=POINT,sul1=COMPLETE		15	clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,ibeA=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-III=COMPLETE,papH=COMPLETE,senB=COMPLETE,sslE=PARTIAL,vactox=PARTIAL,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE
GCF_016904235.1	FDAARGOS_1287	SAMN16357429	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904235.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	7	acrF=COMPLETE,blaEC=COMPLETE,cirA_Q56Ter=POINT,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,nfsA_Q44Ter=POINT	cirA_Q56Ter=POINT,cyaA_S352T=POINT,nfsA_Q44Ter=POINT		26	cdtB=COMPLETE,cvaB=COMPLETE,cvaC=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA-O113=COMPLETE,mchB=COMPLETE,mchF=COMPLETE,sinH=HMM,sslE=COMPLETE,traT=COMPLETE,tsh=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904255.1	FDAARGOS_1371	SAMN16357513	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904255.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	11	acrF=COMPLETE,acrR_K80NfsTer9=POINT,blaEC=COMPLETE,cyaA_S352T=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,ompF_N57KfsTer11=POINT,parC_E84V=POINT,parC_S57T=POINT,parC_S80I=POINT,tet(B)=COMPLETE	acrR_K80NfsTer9=POINT,cyaA_S352T=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,ompF_N57KfsTer11=POINT,parC_E84V=POINT,parC_S57T=POINT,parC_S80I=POINT,tet(B)=COMPLETE		8	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904335.1	FDAARGOS_1370	SAMN16357512	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904335.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	17	aadA5=COMPLETE,acrF=COMPLETE,acrR_K80NfsTer9=POINT,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_N57KfsTer11=POINT,parC_E84V=POINT,parC_S57T=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(B)=COMPLETE	aadA5=COMPLETE,acrR_K80NfsTer9=POINT,blaCTX-M-15=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_N57KfsTer11=POINT,parC_E84V=POINT,parC_S57T=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(B)=COMPLETE		20	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,sat=COMPLETE,senB=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE
GCF_016904395.1	FDAARGOS_1277	SAMN16357419	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904395.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	10	acrF=COMPLETE,blaCTX-M-32=COMPLETE,blaEC=MISTRANSLATION,dfrA1=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	blaCTX-M-32=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5	capU=COMPLETE,espX1=MISTRANSLATION,fdeC=MISTRANSLATION,iss=COMPLETE,sslE=HMM	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE
GCF_016904435.1	FDAARGOS_1301	SAMN16357443	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904435.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT	marR_S3N=POINT		16	cdtB=COMPLETE,clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sslE=COMPLETE,traT=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904455.1	FDAARGOS_1298	SAMN16357440	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904455.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	7	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,gyrA_S83L=POINT,marR_S3N=POINT,tet(B)=COMPLETE	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_S83L=POINT,marR_S3N=POINT,tet(B)=COMPLETE		28	astA=COMPLETE,clbB=COMPLETE,clbN=COMPLETE,cvaB=COMPLETE,cvaC=COMPLETE,fdeC=COMPLETE,ibeA=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904475.1	FDAARGOS_1292	SAMN16357434	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904475.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	4	acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT,mdtM=COMPLETE	marR_S3N=POINT		16	clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,senB=COMPLETE,sslE=COMPLETE,traT=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904495.1	FDAARGOS_1281	SAMN16357423	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904495.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	19	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,cyaA_S352T=POINT,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_Y253EfsTer3=POINT,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(B)=COMPLETE	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL,cyaA_S352T=POINT,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompF_Y253EfsTer3=POINT,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(B)=COMPLETE		8	air=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE
GCF_016904535.1	FDAARGOS_1297	SAMN16357439	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904535.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	10	aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA17=COMPLETE,marR_S3N=POINT,sul1=COMPLETE,sul2=COMPLETE	aadA5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,dfrA17=COMPLETE,marR_S3N=POINT,sul1=COMPLETE,sul2=COMPLETE		25	clbB=COMPLETE,clbN=COMPLETE,cnf1=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,ibeA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-III=COMPLETE,papH=COMPLETE,senB=COMPLETE,sfaF=COMPLETE,sfaS=COMPLETE,sslE=COMPLETE,traT=COMPLETE,vactox=PARTIAL,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE
GCF_016904555.1	FDAARGOS_1285	SAMN16357427	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904555.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	19	aadA1=COMPLETE,acrF=COMPLETE,acrR_V29YfsTer44=POINT,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-6=COMPLETE,blaTEMp_C32T=POINT,cyaA_S352T=POINT,dfrA1=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84K=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	aadA1=COMPLETE,acrR_V29YfsTer44=POINT,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-6=COMPLETE,blaTEMp_C32T=POINT,cyaA_S352T=POINT,dfrA1=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,parC_E84K=POINT,parC_S80I=POINT,sat2=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE		28	air=COMPLETE,cvaB=COMPLETE,cvaC=COMPLETE,eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA-O113=COMPLETE,mchF=PARTIAL,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,sinH=HMM,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904575.1	FDAARGOS_1276	SAMN16357418	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904575.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	16	aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE		9	eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iroD=COMPLETE,iroE=PARTIAL,iss=COMPLETE,sslE=HMM,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE
GCF_016904615.1	FDAARGOS_1283	SAMN16357425	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904615.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	4	acrF=PARTIAL,blaEC=COMPLETE,cirA_G88AfsTer1=POINT,uhpT_E350Q=POINT	cirA_G88AfsTer1=POINT,uhpT_E350Q=POINT		22	fdeC=PARTIAL,ibeA=COMPLETE,iha=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA=COMPLETE,papA=COMPLETE,papC=COMPLETE,papF=COMPLETE,papG-II=COMPLETE,papH=COMPLETE,sat=COMPLETE,senB=COMPLETE,sinH=HMM,sslE=COMPLETE,traT=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016904655.1	FDAARGOS_1284	SAMN16357426	Escherichia coli	Complete Genome	genomes/ecoli/GCF_016904655.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	12	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEMp_C32T=POINT,catA1=COMPLETE,dfrA8=COMPLETE,gyrA_S83L=POINT,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,blaTEMp_C32T=POINT,catA1=COMPLETE,dfrA8=COMPLETE,gyrA_S83L=POINT,parE_D475E=POINT,sul2=COMPLETE,tet(B)=COMPLETE		23	clbB=COMPLETE,clbN=COMPLETE,fdeC=COMPLETE,ibeA=COMPLETE,iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,mchB=COMPLETE,mchF=MISTRANSLATION,papA=COMPLETE,papC=COMPLETE,papE=COMPLETE,papF=COMPLETE,papG-III=COMPLETE,sfaF=COMPLETE,sinH=HMM,sslE=HMM,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,emrE=COMPLETE
GCF_016985495.1	FDAARGOS_1358	SAMN16357500	Escherichia coli	Contig	genomes/ecoli/GCF_016985495.1.fna	clinical			USA:MD	missing	missing	missing	missing	1	21	aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,emrD=COMPLETE,erm(B)=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_Q26Ter=POINT,parC_E84G=POINT,parC_S57T=POINT,parC_S80I=POINT,sul2=COMPLETE,uhpT_E350Q=POINT	aadA5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,erm(B)=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,nfsA_Q26Ter=POINT,parC_E84G=POINT,parC_S57T=POINT,parC_S80I=POINT,sul2=COMPLETE,uhpT_E350Q=POINT		9	eilA=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,lpfA-O113=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,arsD=COMPLETE,emrE=COMPLETE
GCF_017081115.1	FDAARGOS_1238	SAMN16357380	Escherichia coli	Contig	genomes/ecoli/GCF_017081115.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	5	acrF=MISTRANSLATION,blaEC=COMPLETE,catA1=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE	catA1=COMPLETE		26	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=PARTIAL_END_OF_CONTIG,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx2_operon=MISTRANSLATION,stx2_operon=PARTIAL,stxA2=MISTRANSLATION,stxB2=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=COMPLETE	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE
GCF_017081125.1	FDAARGOS_1239	SAMN16357381	Escherichia coli	Contig	genomes/ecoli/GCF_017081125.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	5	acrF=MISTRANSLATION,blaEC=COMPLETE,catA1=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE	catA1=COMPLETE		26	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=PARTIAL_END_OF_CONTIG,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx2_operon=PARTIAL,stx2c_operon=COMPLETE,stxA2=COMPLETE,stxB2=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=COMPLETE	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE
GCF_017081135.1	FDAARGOS_1269	SAMN16357411	Escherichia coli	Scaffold	genomes/ecoli/GCF_017081135.1.fna	clinical			USA:WA	Homo sapiens	missing	missing	missing	1	21	aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEMp_C32T=POINT,catA1=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,emrD=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaTEM-1=COMPLETE,blaTEMp_C32T=POINT,catA1=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		8	eilA=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iroD=COMPLETE,iroE=PARTIAL,iss=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,qacEdelta1=COMPLETE
GCF_017081175.1	FDAARGOS_1352	SAMN16357494	Escherichia coli	Scaffold	genomes/ecoli/GCF_017081175.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	5	acrF=MISTRANSLATION,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE,rpsL_K43T=POINT	rpsL_K43T=POINT		24	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx2c_operon=COMPLETE,stxA2=COMPLETE,stxB2=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=COMPLETE	emrE=COMPLETE
GCF_017081185.1	FDAARGOS_1240	SAMN16357382	Escherichia coli	Contig	genomes/ecoli/GCF_017081185.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	4	acrF=MISTRANSLATION,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE			23	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx2a_operon=COMPLETE,stx2c_operon=COMPLETE,stxA2=COMPLETE,stxB2=COMPLETE,tir=COMPLETE,toxB=COMPLETE	emrE=COMPLETE
GCF_017081215.1	FDAARGOS_1348	SAMN16357490	Escherichia coli	Scaffold	genomes/ecoli/GCF_017081215.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	6	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,sul2=COMPLETE		32	cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iucD=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA-O113=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,stx1a_operon=COMPLETE,stx2a_operon=COMPLETE,stxA1=COMPLETE,stxA2=COMPLETE,stxB1=COMPLETE,stxB2=COMPLETE,tir=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE
GCF_017081225.1	FDAARGOS_1346	SAMN16357488	Escherichia coli	Contig	genomes/ecoli/GCF_017081225.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	4	acrF=MISTRANSLATION,blaEC=COMPLETE,emrD=COMPLETE,mdtM=COMPLETE			25	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stx2a_operon=COMPLETE,stx2c_operon=COMPLETE,stxA2=COMPLETE,stxB2=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=COMPLETE	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE
GCF_017081235.1	FDAARGOS_1349	SAMN16357491	Escherichia coli	Contig	genomes/ecoli/GCF_017081235.1.fna	clinical			USA:MD	not applicable	missing	missing	missing	1	3	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE			28	cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,katP=COMPLETE,lpfA-O113=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=COMPLETE,stx1a_operon=COMPLETE,stxA1=COMPLETE,stxB1=COMPLETE,tir=COMPLETE,toxB=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	ariR=COMPLETE
