assembly_acc	assembly_name	organism	strain	biosample	seq_rel_date	submission	assembly_level
GCF_019930845.1	ASM1993084v1	Eikenella corrodens (b-proteobacteria)	FDAARGOS_1474	SAMN20888891	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930825.1	ASM1993082v1	Aeromonas enteropelogenes (g-proteobacteria)	FDAARGOS_1459	SAMN20888876	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930805.1	ASM1993080v1	Legionella pneumophila (g-proteobacteria)	FDAARGOS_1482	SAMN20888899	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930785.1	ASM1993078v1	Burkholderia dolosa (b-proteobacteria)	FDAARGOS_1463	SAMN20888880	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930765.1	ASM1993076v1	Legionella pneumophila (g-proteobacteria)	FDAARGOS_1483	SAMN20888900	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930745.1	ASM1993074v1	Mycolicibacterium smegmatis (high G+C Gram-positive bacteria)	FDAARGOS_1484	SAMN20888901	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930725.1	ASM1993072v1	Capnocytophaga ochracea (CFB group bacteria)	FDAARGOS_1468	SAMN20888885	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930705.1	ASM1993070v1	Haemophilus influenzae (g-proteobacteria)	FDAARGOS_1479	SAMN20888896	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930685.1	ASM1993068v1	Legionella longbeachae (g-proteobacteria)	FDAARGOS_1481	SAMN20888898	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930665.1	ASM1993066v1	Bacteroides nordii (CFB group bacteria)	FDAARGOS_1461	SAMN20888878	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930645.1	ASM1993064v1	Gordonia bronchialis (high G+C Gram-positive bacteria)	FDAARGOS_1476	SAMN20888893	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930625.1	ASM1993062v1	Nocardia asteroides (high G+C Gram-positive bacteria)	FDAARGOS_1485	SAMN20888902	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCF_019930605.1	ASM1993060v1	Prevotella nigrescens (CFB group bacteria)	FDAARGOS_1486	SAMN20888903	2021/09/12 00:00	2021/09/12 00:00	Complete Genome
GCA_019397185.1	ASM1939718v1	Escherichia coli (E. coli)	FDAARGOS_1390	SAMN16357532	2021/07/26 00:00	2021/07/26 00:00	Scaffold
GCA_019397165.1	ASM1939716v1	Escherichia coli (E. coli)	FDAARGOS_1391	SAMN16357533	2021/07/26 00:00	2021/07/26 00:00	Scaffold
GCF_019355995.1	ASM1935599v1	Acinetobacter haemolyticus (g-proteobacteria)	FDAARGOS_1392	SAMN16357534	2021/07/27 00:00	2021/07/27 00:00	Chromosome
GCF_019355975.1	ASM1935597v1	Acinetobacter septicus (g-proteobacteria)	FDAARGOS_1401	SAMN16357543	2021/07/27 00:00	2021/07/27 00:00	Chromosome
GCF_019355955.1	ASM1935595v1	Lelliottia amnigena (enterobacteria)	FDAARGOS_1445	SAMN16357587	2021/07/27 00:00	2021/07/27 00:00	Chromosome
GCF_019344915.1	ASM1934491v1	Bacillus sp. FDAARGOS_1420 (firmicutes)	FDAARGOS_1420	SAMN16357562	2021/07/26 00:00	2021/07/26 00:00	Scaffold
GCF_019344895.1	ASM1934489v1	Hafnia alvei (enterobacteria)	FDAARGOS_1439	SAMN16357581	2021/07/26 00:00	2021/07/26 00:00	Contig
GCA_019344865.1	ASM1934486v1	Streptococcus mutans (firmicutes)	FDAARGOS_1457	SAMN16357599	2021/07/26 00:00	2021/07/26 00:00	Contig
GCF_019344855.1	ASM1934485v1	Proteus vulgaris (enterobacteria)	FDAARGOS_1448	SAMN16357590	2021/07/26 00:00	2021/07/26 00:00	Contig
GCA_019056115.1	ASM1905611v1	Escherichia coli (E. coli)	FDAARGOS 1383	SAMN16357525	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048805.1	ASM1904880v1	Citrobacter braakii (enterobacteria)	FDAARGOS 1421	SAMN16357563	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048745.1	ASM1904874v1	Aeromonas sp. FDAARGOS 1410 (g-proteobacteria)	FDAARGOS 1410	SAMN16357552	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048725.1	ASM1904872v1	Aeromonas sp. FDAARGOS 1407 (g-proteobacteria)	FDAARGOS 1407	SAMN16357549	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048705.1	ASM1904870v1	Aeromonas sp. FDAARGOS 1409 (g-proteobacteria)	FDAARGOS 1409	SAMN16357551	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048685.1	ASM1904868v1	Acinetobacter nosocomialis (g-proteobacteria)	FDAARGOS 1395	SAMN16357537	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048665.1	ASM1904866v1	Aeromonas sp. FDAARGOS 1408 (g-proteobacteria)	FDAARGOS 1408	SAMN16357550	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048645.1	ASM1904864v1	Streptococcus mutans (firmicutes)	FDAARGOS 1458	SAMN16357600	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048625.1	ASM1904862v1	Enterobacter hormaechei (CDC Enteric Group 75)	FDAARGOS 1435	SAMN16357577	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048605.1	ASM1904860v1	Escherichia coli (E. coli)	FDAARGOS 1375	SAMN16357517	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048585.1	ASM1904858v1	Aeromonas sp. FDAARGOS 1418 (g-proteobacteria)	FDAARGOS 1418	SAMN16357560	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048565.1	ASM1904856v1	Aeromonas sp. FDAARGOS 1406 (g-proteobacteria)	FDAARGOS 1406	SAMN16357548	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048545.1	ASM1904854v1	Providencia rettgeri (enterobacteria)	FDAARGOS 1451	SAMN16357593	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048525.1	ASM1904852v1	Acinetobacter lwoffii (g-proteobacteria)	FDAARGOS 1394	SAMN16357536	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048505.1	ASM1904850v1	Escherichia coli (E. coli)	FDAARGOS 1387	SAMN16357529	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048485.1	ASM1904848v1	Enterobacter asburiae (enterobacteria)	FDAARGOS 1432	SAMN16357574	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048465.1	ASM1904846v1	Jonesia denitrificans (high G+C Gram-positive bacteria)	FDAARGOS 1440	SAMN16357582	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048445.1	ASM1904844v1	Escherichia coli (E. coli)	FDAARGOS 1382	SAMN16357524	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048425.1	ASM1904842v1	Escherichia coli (E. coli)	FDAARGOS 1380	SAMN16357522	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048405.1	ASM1904840v1	Acinetobacter seifertii (g-proteobacteria)	FDAARGOS 1400	SAMN16357542	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048385.1	ASM1904838v1	Pantoea agglomerans (enterobacteria)	FDAARGOS 1447	SAMN16357589	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048365.1	ASM1904836v1	Aeromonas sp. FDAARGOS 1415 (g-proteobacteria)	FDAARGOS 1415	SAMN16357557	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048345.1	ASM1904834v1	Escherichia coli (E. coli)	FDAARGOS 1377	SAMN16357519	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048325.1	ASM1904832v1	Enterococcus durans (firmicutes)	FDAARGOS 1437	SAMN16357579	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048305.1	ASM1904830v1	Acinetobacter lwoffii (g-proteobacteria)	FDAARGOS 1393	SAMN16357535	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048285.1	ASM1904828v1	Escherichia coli (E. coli)	FDAARGOS 1389	SAMN16357531	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048265.1	ASM1904826v1	Aeromonas sp. FDAARGOS 1405 (g-proteobacteria)	FDAARGOS 1405	SAMN16357547	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048245.1	ASM1904824v1	Enterobacter hormaechei (CDC Enteric Group 75)	FDAARGOS 1433	SAMN16357575	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048225.1	ASM1904822v1	Acinetobacter pittii (g-proteobacteria)	FDAARGOS 1396	SAMN16357538	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048185.1	ASM1904818v1	Lelliottia amnigena (enterobacteria)	FDAARGOS 1446	SAMN16357588	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048165.1	ASM1904816v1	Corynebacterium coyleae (high G+C Gram-positive bacteria)	FDAARGOS 1425	SAMN16357567	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048145.1	ASM1904814v1	Escherichia coli (E. coli)	FDAARGOS 1386	SAMN16357528	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048125.1	ASM1904812v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS 1442	SAMN16357584	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048105.1	ASM1904810v1	Providencia rettgeri (enterobacteria)	FDAARGOS 1450	SAMN16357592	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048085.1	ASM1904808v1	Aeromonas sp. FDAARGOS 1416 (g-proteobacteria)	FDAARGOS 1416	SAMN16357558	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048065.1	ASM1904806v1	Citrobacter farmeri (enterobacteria)	FDAARGOS 1423	SAMN16357565	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048045.1	ASM1904804v1	Citrobacter braakii (enterobacteria)	FDAARGOS 1422	SAMN16357564	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019048025.1	ASM1904802v1	Staphylococcus haemolyticus (firmicutes)	FDAARGOS 1453	SAMN16357595	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019048005.1	ASM1904800v1	Escherichia coli (E. coli)	FDAARGOS_1385	SAMN16357527	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047985.1	ASM1904798v1	Klebsiella quasipneumoniae (enterobacteria)	FDAARGOS 1443	SAMN16357585	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047965.1	ASM1904796v1	Escherichia coli (E. coli)	FDAARGOS_1378	SAMN16357520	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047945.1	ASM1904794v1	Enterobacter hormaechei (CDC Enteric Group 75)	FDAARGOS 1434	SAMN16357576	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047925.1	ASM1904792v1	Klebsiella aerogenes (enterobacteria)	FDAARGOS 1441	SAMN16357583	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047905.1	ASM1904790v1	Escherichia coli (E. coli)	FDAARGOS_1388	SAMN16357530	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047885.1	ASM1904788v1	Providencia rettgeri (enterobacteria)	FDAARGOS 1449	SAMN16357591	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047825.1	ASM1904782v1	Streptococcus mitis (firmicutes)	FDAARGOS 1456	SAMN16357598	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047805.1	ASM1904780v1	Corynebacterium freneyi (high G+C Gram-positive bacteria)	FDAARGOS 1426	SAMN16357568	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047785.1	ASM1904778v1	Enterobacter cancerogenus (enterobacteria)	FDAARGOS 1428	SAMN16357570	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047765.1	ASM1904776v1	Citrobacter pasteurii (enterobacteria)	FDAARGOS 1424	SAMN16357566	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047745.1	ASM1904774v1	Escherichia coli (E. coli)	FDAARGOS_1381	SAMN16357523	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047725.1	ASM1904772v1	Escherichia coli (E. coli)	FDAARGOS 1374	SAMN16357516	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047645.1	ASM1904764v1	Escherichia coli (E. coli)	FDAARGOS_1376	SAMN16357518	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047545.1	ASM1904754v1	Escherichia fergusonii (enterobacteria)	FDAARGOS 1438	SAMN16357580	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047505.1	ASM1904750v1	Streptococcus gordonii (firmicutes)	FDAARGOS 1455	SAMN16357597	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047465.1	ASM1904746v1	Lelliottia amnigena (enterobacteria)	FDAARGOS 1444	SAMN16357586	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047325.1	ASM1904732v1	Aeromonas sp. FDAARGOS 1403 (g-proteobacteria)	FDAARGOS 1403	SAMN16357545	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047205.1	ASM1904720v1	Acinetobacter pittii (g-proteobacteria)	FDAARGOS 1399	SAMN16357541	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047185.1	ASM1904718v1	Acinetobacter pittii (g-proteobacteria)	FDAARGOS 1397	SAMN16357539	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047165.1	ASM1904716v1	Escherichia coli (E. coli)	FDAARGOS_1384	SAMN16357526	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCA_019047145.1	ASM1904714v1	Escherichia coli (E. coli)	FDAARGOS_1379	SAMN16357521	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047125.1	ASM1904712v1	Aeromonas sp. FDAARGOS 1411 (g-proteobacteria)	FDAARGOS 1411	SAMN16357553	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047105.1	ASM1904710v1	Enterobacter cloacae (enterobacteria)	FDAARGOS 1431	SAMN16357573	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047085.1	ASM1904708v1	Aeromonas sp. FDAARGOS 1404 (g-proteobacteria)	FDAARGOS 1404	SAMN16357546	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047065.1	ASM1904706v1	Aeromonas sp. FDAARGOS 1414 (g-proteobacteria)	FDAARGOS 1414	SAMN16357556	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047045.1	ASM1904704v1	Aeromonas sp. FDAARGOS 1419 (g-proteobacteria)	FDAARGOS 1419	SAMN16357561	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047025.1	ASM1904702v1	Enterobacter roggenkampii (enterobacteria)	FDAARGOS 1430	SAMN16357572	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019047005.1	ASM1904700v1	Enterobacter ludwigii (enterobacteria)	FDAARGOS 1436	SAMN16357578	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019046985.1	ASM1904698v1	Aeromonas sp. FDAARGOS 1417 (g-proteobacteria)	FDAARGOS 1417	SAMN16357559	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019046965.1	ASM1904696v1	Acinetobacter pittii (g-proteobacteria)	FDAARGOS 1398	SAMN16357540	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019046945.1	ASM1904694v1	Streptococcus gordonii (firmicutes)	FDAARGOS 1454	SAMN16357596	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019046925.1	ASM1904692v1	Aeromonas sp. FDAARGOS 1402 (g-proteobacteria)	FDAARGOS 1402	SAMN16357544	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_019046905.1	ASM1904690v1	Enterobacter bugandensis (enterobacteria)	FDAARGOS 1427	SAMN16357569	2021/06/28 00:00	2021/06/28 00:00	Complete Genome
GCF_017309805.1	ASM1730980v1	Bacteroides cellulosilyticus (CFB group bacteria)	FDAARGOS_1237	SAMN16357379	2021/03/09 00:00	2021/03/09 00:00	Contig
GCA_017136555.1	ASM1713655v1	Escherichia coli (E. coli)	FDAARGOS_1278	SAMN16357420	2021/03/02 00:00	2021/03/02 00:00	Chromosome
GCF_017081385.1	ASM1708138v1	Escherichia coli (E. coli)	FDAARGOS_1350	SAMN16357492	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081375.1	ASM1708137v1	Escherichia coli (E. coli)	FDAARGOS_1351	SAMN16357493	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081345.1	ASM1708134v1	Escherichia coli (E. coli)	FDAARGOS_1354	SAMN16357496	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081335.1	ASM1708133v1	Escherichia coli (E. coli)	FDAARGOS_1355	SAMN16357497	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081275.1	ASM1708127v1	Escherichia coli (E. coli)	FDAARGOS_1347	SAMN16357489	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081315.1	ASM1708131v1	Escherichia coli (E. coli)	FDAARGOS_1353	SAMN16357495	2021/02/28 00:00	2021/02/28 00:00	Scaffold
GCF_017081285.1	ASM1708128v1	Escherichia coli (E. coli)	FDAARGOS_1356	SAMN16357498	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081235.1	ASM1708123v1	Escherichia coli (E. coli)	FDAARGOS_1349	SAMN16357491	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081225.1	ASM1708122v1	Escherichia coli (E. coli)	FDAARGOS_1346	SAMN16357488	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081215.1	ASM1708121v1	Escherichia coli (E. coli)	FDAARGOS_1348	SAMN16357490	2021/02/28 00:00	2021/02/28 00:00	Scaffold
GCF_017081175.1	ASM1708117v1	Escherichia coli (E. coli)	FDAARGOS_1352	SAMN16357494	2021/02/28 00:00	2021/02/28 00:00	Scaffold
GCF_017081185.1	ASM1708118v1	Escherichia coli (E. coli)	FDAARGOS_1240	SAMN16357382	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081135.1	ASM1708113v1	Escherichia coli (E. coli)	FDAARGOS_1269	SAMN16357411	2021/02/28 00:00	2021/02/28 00:00	Scaffold
GCF_017081125.1	ASM1708112v1	Escherichia coli (E. coli)	FDAARGOS_1239	SAMN16357381	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_017081115.1	ASM1708111v1	Escherichia coli (E. coli)	FDAARGOS_1238	SAMN16357380	2021/02/28 00:00	2021/02/28 00:00	Contig
GCF_016985495.1	ASM1698549v1	Escherichia coli (E. coli)	FDAARGOS_1358	SAMN16357500	2021/02/26 00:00	2021/02/26 00:00	Contig
GCF_016985475.1	ASM1698547v1	Clostridioides difficile (firmicutes)	FDAARGOS_1345	SAMN16357487	2021/02/26 00:00	2021/02/26 00:00	Contig
GCA_016985455.1	ASM1698545v1	Escherichia coli (E. coli)	FDAARGOS_1294	SAMN16357436	2021/02/22 00:00	2021/02/22 00:00	Scaffold
GCF_016939475.1	ASM1693947v1	Acinetobacter calcoaceticus (g-proteobacteria)	FDAARGOS_1218	SAMN16357360	2021/02/25 00:00	2021/02/25 00:00	Complete Genome
GCF_016939455.1	ASM1693945v1	Leuconostoc falkenbergense (firmicutes)	FDAARGOS_1201	SAMN16357343	2021/02/25 00:00	2021/02/25 00:00	Complete Genome
GCF_016918825.1	ASM1691882v1	Klebsiella oxytoca (enterobacteria)	FDAARGOS_1336	SAMN16357478	2021/02/22 00:00	2021/02/22 00:00	Complete Genome
GCF_016906265.1	ASM1690626v1	Streptomyces californicus (high G+C Gram-positive bacteria)	FDAARGOS_1210	SAMN16357352	2021/02/18 00:00	2021/02/18 00:00	Complete Genome
GCF_016906245.1	ASM1690624v1	Streptomyces californicus (high G+C Gram-positive bacteria)	FDAARGOS_1213	SAMN16357355	2021/02/18 00:00	2021/02/18 00:00	Complete Genome
GCF_016906225.1	ASM1690622v1	Streptomyces californicus (high G+C Gram-positive bacteria)	FDAARGOS_1211	SAMN16357353	2021/02/18 00:00	2021/02/18 00:00	Complete Genome
GCF_016906205.1	ASM1690620v1	Streptomyces californicus (high G+C Gram-positive bacteria)	FDAARGOS_1212	SAMN16357354	2021/02/18 00:00	2021/02/18 00:00	Complete Genome
GCF_016906185.1	ASM1690618v1	Streptomyces californicus (high G+C Gram-positive bacteria)	FDAARGOS_1209	SAMN16357351	2021/02/18 00:00	2021/02/18 00:00	Complete Genome
GCF_016906045.1	ASM1690604v1	Lacrimispora saccharolytica (firmicutes)	FDAARGOS_1340	SAMN16357482	2021/02/18 00:00	2021/02/18 00:00	Chromosome
GCF_016904655.1	ASM1690465v1	Escherichia coli (E. coli)	FDAARGOS_1284	SAMN16357426	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904635.1	ASM1690463v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1320	SAMN16357462	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904615.1	ASM1690461v1	Escherichia coli (E. coli)	FDAARGOS_1283	SAMN16357425	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904595.1	ASM1690459v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1310	SAMN16357452	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904575.1	ASM1690457v1	Escherichia coli (E. coli)	FDAARGOS_1276	SAMN16357418	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904555.1	ASM1690455v1	Escherichia coli (E. coli)	FDAARGOS_1285	SAMN16357427	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904535.1	ASM1690453v1	Escherichia coli (E. coli)	FDAARGOS_1297	SAMN16357439	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904515.1	ASM1690451v1	Klebsiella oxytoca (enterobacteria)	FDAARGOS_1331	SAMN16357473	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904495.1	ASM1690449v1	Escherichia coli (E. coli)	FDAARGOS_1281	SAMN16357423	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904475.1	ASM1690447v1	Escherichia coli (E. coli)	FDAARGOS_1292	SAMN16357434	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904455.1	ASM1690445v1	Escherichia coli (E. coli)	FDAARGOS_1298	SAMN16357440	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904435.1	ASM1690443v1	Escherichia coli (E. coli)	FDAARGOS_1301	SAMN16357443	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904415.1	ASM1690441v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1314	SAMN16357456	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904395.1	ASM1690439v1	Escherichia coli (E. coli)	FDAARGOS_1277	SAMN16357419	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904375.1	ASM1690437v1	Bordetella pertussis (b-proteobacteria)	FDAARGOS_1366	SAMN16357508	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904355.1	ASM1690435v1	Bordetella pertussis (b-proteobacteria)	FDAARGOS_1365	SAMN16357507	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904335.1	ASM1690433v1	Escherichia coli (E. coli)	FDAARGOS_1370	SAMN16357512	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904315.1	ASM1690431v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1316	SAMN16357458	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904295.1	ASM1690429v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1306	SAMN16357448	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904275.1	ASM1690427v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1328	SAMN16357470	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904255.1	ASM1690425v1	Escherichia coli (E. coli)	FDAARGOS_1371	SAMN16357513	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904235.1	ASM1690423v1	Escherichia coli (E. coli)	FDAARGOS_1287	SAMN16357429	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904215.1	ASM1690421v1	Bordetella pertussis (b-proteobacteria)	FDAARGOS_1367	SAMN16357509	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904195.1	ASM1690419v1	Escherichia coli (E. coli)	FDAARGOS_1296	SAMN16357438	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904175.1	ASM1690417v1	Escherichia coli (E. coli)	FDAARGOS_1372	SAMN16357514	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904155.1	ASM1690415v1	Allocoprococcus comes (firmicutes)	FDAARGOS_1339	SAMN16357481	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904135.1	ASM1690413v1	Staphylococcus epidermidis (firmicutes)	FDAARGOS_1361	SAMN16357503	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904115.1	ASM1690411v1	Escherichia coli (E. coli)	FDAARGOS_1290	SAMN16357432	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904095.1	ASM1690409v1	Klebsiella pneumoniae (enterobacteria)	FDAARGOS_1319	SAMN16357461	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
GCF_016904075.1	ASM1690407v1	Escherichia coli (E. coli)	FDAARGOS_1303	SAMN16357445	2021/02/17 00:00	2021/02/17 00:00	Complete Genome
