pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum
GCF_002739945.1__GCF_013184205.1	GCF_002739945.1	GCF_013184205.1	95-97	test	95.7300	strict	
GCF_002759075.1__GCF_014269035.2	GCF_002759075.1	GCF_014269035.2	95-97	train	96.1300	strict	
GCF_002763625.1__GCF_002763815.1	GCF_002763625.1	GCF_002763815.1	95-97	train	96.8300	strict	
GCF_002836675.1__GCF_014841975.1	GCF_002836675.1	GCF_014841975.1	95-97	train	95.5100	strict	
GCF_002843095.1__GCF_003935455.1	GCF_002843095.1	GCF_003935455.1	95-97	train	95.5200	strict	
GCF_002860585.1__GCF_004564745.1	GCF_002860585.1	GCF_004564745.1	95-97	train	96.6900	strict	
GCF_002871495.1__GCF_003944325.1	GCF_002871495.1	GCF_003944325.1	95-97	train	95.0800	strict	
GCF_002877155.1__GCF_005146585.1	GCF_002877155.1	GCF_005146585.1	95-97	test	96.7200	strict	
GCF_002894505.1__GCF_008274755.1	GCF_002894505.1	GCF_008274755.1	95-97	train	95.6400	strict	
GCF_002938985.1__GCF_009756075.1	GCF_002938985.1	GCF_009756075.1	95-97	train	96.4600	strict	
GCF_003015035.1__GCF_010607825.1	GCF_003015035.1	GCF_010607825.1	95-97	test	96.1900	strict	
GCF_003024475.1__GCF_017579825.1	GCF_003024475.1	GCF_017579825.1	95-97	train	96.3600	strict	
GCF_003044485.1__GCF_003493325.1	GCF_003044485.1	GCF_003493325.1	95-97	test	95.8200	strict	
GCF_003151025.1__GCF_014324215.1	GCF_003151025.1	GCF_014324215.1	95-97	train	96.7100	strict	
GCF_003173275.1__GCF_011290345.1	GCF_003173275.1	GCF_011290345.1	95-97	train	96.2100	strict	
GCF_003352995.1__GCF_009831195.1	GCF_003352995.1	GCF_009831195.1	95-97	test	96.9900	strict	
GCF_003382655.2__GCF_014946905.1	GCF_003382655.2	GCF_014946905.1	95-97	train	95.9000	strict	
GCF_003416965.1__GCF_009857635.1	GCF_003416965.1	GCF_009857635.1	95-97	test	96.1900	strict	
GCF_003434755.1__GCF_003480365.1	GCF_003434755.1	GCF_003480365.1	95-97	train	96.6100	strict	
GCF_003434765.1__GCF_003480945.1	GCF_003434765.1	GCF_003480945.1	95-97	test	96.5600	strict	
GCF_003437565.1__GCF_003472325.1	GCF_003437565.1	GCF_003472325.1	95-97	train	96.2700	strict	
GCF_003493125.1__GCF_013401795.1	GCF_003493125.1	GCF_013401795.1	95-97	train	95.6800	strict	
GCF_003637375.1__GCF_004013925.1	GCF_003637375.1	GCF_004013925.1	95-97	train	95.7400	strict	
GCF_003814635.1__GCF_015350875.1	GCF_003814635.1	GCF_015350875.1	95-97	train	96.1600	strict	
GCF_003992185.1__GCF_003992195.1	GCF_003992185.1	GCF_003992195.1	95-97	train	96.9000	strict	
GCF_004054145.1__GCF_004303365.1	GCF_004054145.1	GCF_004303365.1	95-97	test	96.3800	strict	
GCF_004352805.1__GCF_005774755.1	GCF_004352805.1	GCF_005774755.1	95-97	test	95.2200	strict	
GCF_004684015.1__GCF_013337225.1	GCF_004684015.1	GCF_013337225.1	95-97	train	95.6100	strict	
GCF_005153965.1__GCF_900095345.1	GCF_005153965.1	GCF_900095345.1	95-97	train	96.7000	strict	
GCF_007002765.1__GCF_900012565.1	GCF_007002765.1	GCF_900012565.1	95-97	train	95.4100	strict	
GCF_007682295.1__GCF_017579825.1	GCF_007682295.1	GCF_017579825.1	95-97	train	96.4500	strict	
GCF_007989785.1__GCF_014856535.1	GCF_007989785.1	GCF_014856535.1	95-97	train	96.7400	strict	
GCF_008326825.1__GCF_014931035.1	GCF_008326825.1	GCF_014931035.1	95-97	test	95.4500	strict	
GCF_008756925.1__GCF_008756975.1	GCF_008756925.1	GCF_008756975.1	95-97	train	96.5000	strict	
GCF_008756925.1__GCF_009363355.1	GCF_008756925.1	GCF_009363355.1	95-97	train	96.6300	strict	
GCF_008756975.1__GCF_009363355.1	GCF_008756975.1	GCF_009363355.1	95-97	train	96.3100	strict	
GCF_008764415.1__GCF_904886855.1	GCF_008764415.1	GCF_904886855.1	95-97	train	96.7200	strict	
GCF_009600045.1__GCF_009600205.1	GCF_009600045.1	GCF_009600205.1	95-97	train	96.5500	strict	
GCF_009600285.1__GCF_009600525.1	GCF_009600285.1	GCF_009600525.1	95-97	train	96.5800	strict	
GCF_009678265.1__GCF_009678295.1	GCF_009678265.1	GCF_009678295.1	95-97	train	96.8200	strict	
GCF_012933495.1__GCF_015864505.1	GCF_012933495.1	GCF_015864505.1	95-97	train	96.6800	strict	
GCF_013283495.1__GCF_900116725.1	GCF_013283495.1	GCF_900116725.1	95-97	train	95.7900	strict	
GCF_013283525.1__GCF_900116725.1	GCF_013283525.1	GCF_900116725.1	95-97	train	95.7800	strict	
GCF_014076795.1__GCF_014076955.1	GCF_014076795.1	GCF_014076955.1	95-97	test	95.7300	strict	
GCF_014145525.1__GCF_014397075.1	GCF_014145525.1	GCF_014397075.1	95-97	test	95.6900	strict	
GCF_014251295.1__GCF_014251355.1	GCF_014251295.1	GCF_014251355.1	95-97	test	96.0100	strict	
GCF_014696495.1__GCF_014696555.1	GCF_014696495.1	GCF_014696555.1	95-97	test	95.5700	strict	
GCF_014696555.1__GCF_014696565.1	GCF_014696555.1	GCF_014696565.1	95-97	test	95.5800	strict	
GCF_015477435.1__GCF_015478245.1	GCF_015477435.1	GCF_015478245.1	95-97	train	96.0500	strict	
GCF_016503485.1__GCF_018919525.1	GCF_016503485.1	GCF_018919525.1	95-97	train	96.8000	strict	
GCF_016861485.1__GCF_900455475.1	GCF_016861485.1	GCF_900455475.1	95-97	train	96.8400	strict	
GCF_016919345.1__GCF_900113075.1	GCF_016919345.1	GCF_900113075.1	95-97	train	95.8500	strict	
GCF_017312765.1__GCF_018729305.1	GCF_017312765.1	GCF_018729305.1	95-97	test	95.4100	strict	
GCF_017917325.1__GCF_017917955.1	GCF_017917325.1	GCF_017917955.1	95-97	test	96.3300	strict	
GCF_018130125.1__GCF_018130205.1	GCF_018130125.1	GCF_018130205.1	95-97	train	96.3100	strict	
GCF_018328665.1__GCF_018328885.1	GCF_018328665.1	GCF_018328885.1	95-97	test	96.9200	strict	
GCF_018617985.1__GCF_018618075.1	GCF_018617985.1	GCF_018618075.1	95-97	test	96.8800	strict	
GCF_900108235.1__GCF_900114965.1	GCF_900108235.1	GCF_900114965.1	95-97	test	96.4300	strict	
GCF_900108885.1__GCF_900114395.1	GCF_900108885.1	GCF_900114395.1	95-97	test	96.8200	strict	
GCF_900169325.1__GCF_900451365.1	GCF_900169325.1	GCF_900451365.1	95-97	test	96.1900	strict	
GCF_900773955.1__GCF_900774285.1	GCF_900773955.1	GCF_900774285.1	95-97	train	95.8800	strict	
GCF_902196095.1__GCF_902196115.1	GCF_902196095.1	GCF_902196115.1	95-97	train	96.0300	strict	
GCF_902381785.1__GCF_902410085.1	GCF_902381785.1	GCF_902410085.1	95-97	test	96.6000	strict	
GCF_902499025.1__GCF_902499305.1	GCF_902499025.1	GCF_902499305.1	95-97	test	95.0700	strict	
GCA_000219475.3__GCA_002311195.1	GCA_000219475.3	GCA_002311195.1	97-100	train	97.6700	strict	
GCA_000300755.1__GCF_016026055.1	GCA_000300755.1	GCF_016026055.1	97-100	train	99.8700	strict	
GCA_000383155.1__GCA_018673875.1	GCA_000383155.1	GCA_018673875.1	97-100	test	97.9200	strict	
GCA_000431435.1__GCA_900538395.1	GCA_000431435.1	GCA_900538395.1	97-100	train	99.1200	strict	
GCA_000431935.1__GCA_001915685.1	GCA_000431935.1	GCA_001915685.1	97-100	test	97.9100	strict	
GCA_000434715.1__GCF_015552165.1	GCA_000434715.1	GCF_015552165.1	97-100	train	98.7400	strict	
GCA_000436595.1__GCA_900551685.1	GCA_000436595.1	GCA_900551685.1	97-100	train	98.1700	strict	
GCA_000436935.1__GCA_900538615.1	GCA_000436935.1	GCA_900538615.1	97-100	train	98.8500	strict	
GCA_000437815.1__GCA_900542455.1	GCA_000437815.1	GCA_900542455.1	97-100	train	97.7300	strict	
GCA_000438335.1__GCA_018377045.1	GCA_000438335.1	GCA_018377045.1	97-100	train	99.3000	strict	
GCA_000485415.1__GCF_018603815.1	GCA_000485415.1	GCF_018603815.1	97-100	train	99.7400	strict	
GCA_000508445.1__GCA_900066685.1	GCA_000508445.1	GCA_900066685.1	97-100	train	98.5300	strict	
GCA_000687435.1__GCF_014653075.1	GCA_000687435.1	GCF_014653075.1	97-100	train	99.9600	strict	
GCA_000740805.1__GCA_000740865.1	GCA_000740805.1	GCA_000740865.1	97-100	train	99.0300	strict	
GCA_000745515.1__GCF_017309995.1	GCA_000745515.1	GCF_017309995.1	97-100	train	98.4200	strict	
GCA_000820745.1__GCF_001717125.1	GCA_000820745.1	GCF_001717125.1	97-100	train	98.2700	strict	
GCA_000953195.1__GCF_900444665.1	GCA_000953195.1	GCF_900444665.1	97-100	train	99.9900	strict	
GCA_000980475.1__GCA_003512465.1	GCA_000980475.1	GCA_003512465.1	97-100	test	98.3600	strict	
GCA_000991695.1__GCA_001775325.1	GCA_000991695.1	GCA_001775325.1	97-100	train	99.8500	strict	
GCA_000991855.1__GCA_000991935.1	GCA_000991855.1	GCA_000991935.1	97-100	train	99.9400	strict	
GCA_000992135.1__GCA_000992505.1	GCA_000992135.1	GCA_000992505.1	97-100	train	99.4300	strict	
GCA_000995905.1__GCA_001776705.1	GCA_000995905.1	GCA_001776705.1	97-100	test	99.9000	strict	
GCA_000996945.1__GCA_003521685.1	GCA_000996945.1	GCA_003521685.1	97-100	train	99.5000	strict	
GCA_000997995.1__GCA_001772745.1	GCA_000997995.1	GCA_001772745.1	97-100	test	99.8600	strict	
GCA_000998065.1__GCA_003520815.1	GCA_000998065.1	GCA_003520815.1	97-100	train	99.9400	strict	
GCA_000998105.1__GCA_001000245.1	GCA_000998105.1	GCA_001000245.1	97-100	train	99.5300	strict	
GCA_000998145.1__GCA_003449455.1	GCA_000998145.1	GCA_003449455.1	97-100	train	99.8400	strict	
GCA_000998355.1__GCA_001779135.1	GCA_000998355.1	GCA_001779135.1	97-100	train	99.9400	strict	
GCA_000998355.1__GCA_001780935.1	GCA_000998355.1	GCA_001780935.1	97-100	train	99.9200	strict	
GCA_000998635.1__GCA_003488405.1	GCA_000998635.1	GCA_003488405.1	97-100	test	99.6500	strict	
GCA_000999405.1__GCA_000999505.1	GCA_000999405.1	GCA_000999505.1	97-100	train	99.7800	strict	
GCA_001000245.1__GCA_001000965.1	GCA_001000245.1	GCA_001000965.1	97-100	train	99.4700	strict	
GCA_001000345.1__GCA_001001575.1	GCA_001000345.1	GCA_001001575.1	97-100	train	99.9300	strict	
GCA_001001575.1__GCA_001788675.1	GCA_001001575.1	GCA_001788675.1	97-100	train	99.7000	strict	
GCA_001001885.1__GCA_001001955.1	GCA_001001885.1	GCA_001001955.1	97-100	train	99.9300	strict	
GCA_001002965.1__GCA_001791055.1	GCA_001002965.1	GCA_001791055.1	97-100	train	99.8600	strict	
GCA_001188635.1__GCA_905205815.1	GCA_001188635.1	GCA_905205815.1	97-100	test	98.4800	strict	
GCA_001305095.1__GCF_015550675.1	GCA_001305095.1	GCF_015550675.1	97-100	train	99.7900	strict	
GCA_001312025.1__GCF_002200915.1	GCA_001312025.1	GCF_002200915.1	97-100	test	99.6000	strict	
GCA_001312385.1__GCF_900461315.1	GCA_001312385.1	GCF_900461315.1	97-100	train	99.8500	strict	
GCA_001312585.1__GCF_001465255.1	GCA_001312585.1	GCF_001465255.1	97-100	train	99.4000	strict	
GCA_001312585.1__GCF_005403365.1	GCA_001312585.1	GCF_005403365.1	97-100	train	99.4200	strict	
GCA_001314745.1__GCF_900215475.1	GCA_001314745.1	GCF_900215475.1	97-100	test	98.7800	strict	
GCA_001466235.1__GCF_000728775.1	GCA_001466235.1	GCF_000728775.1	97-100	test	99.6100	strict	
GCA_001487915.2__GCF_000825205.2	GCA_001487915.2	GCF_000825205.2	97-100	train	99.9100	strict	
GCA_001508615.1__GCA_018433005.1	GCA_001508615.1	GCA_018433005.1	97-100	train	99.9000	strict	
GCA_001508615.1__GCA_018434505.1	GCA_001508615.1	GCA_018434505.1	97-100	train	99.6600	strict	
GCA_001508665.1__GCA_001509255.1	GCA_001508665.1	GCA_001509255.1	97-100	train	99.5700	strict	
GCA_001508665.1__GCA_002496255.1	GCA_001508665.1	GCA_002496255.1	97-100	train	99.1500	strict	
GCA_001508995.1__GCA_002452655.1	GCA_001508995.1	GCA_002452655.1	97-100	train	98.7800	strict	
GCA_001508995.1__GCA_003445665.1	GCA_001508995.1	GCA_003445665.1	97-100	train	99.7200	strict	
GCA_001509255.1__GCA_002503525.1	GCA_001509255.1	GCA_002503525.1	97-100	train	99.2700	strict	
GCA_001512825.1__GCA_002391705.1	GCA_001512825.1	GCA_002391705.1	97-100	train	99.8500	strict	
GCA_001515095.1__GCF_018398255.1	GCA_001515095.1	GCF_018398255.1	97-100	train	99.8300	strict	
GCA_001557295.1__GCF_001556725.1	GCA_001557295.1	GCF_001556725.1	97-100	test	99.9700	strict	
GCA_001603365.1__GCA_002482475.1	GCA_001603365.1	GCA_002482475.1	97-100	test	97.9300	strict	
GCA_001603365.1__GCF_900168155.1	GCA_001603365.1	GCF_900168155.1	97-100	test	98.1700	strict	
GCA_001626545.1__GCA_001626595.1	GCA_001626545.1	GCA_001626595.1	97-100	train	99.4700	strict	
GCA_001626545.1__GCF_017744235.1	GCA_001626545.1	GCF_017744235.1	97-100	train	97.2600	strict	
GCA_001626685.1__GCA_001626755.1	GCA_001626685.1	GCA_001626755.1	97-100	train	98.1200	low-AF	
GCA_001626955.1__GCA_002380095.1	GCA_001626955.1	GCA_002380095.1	97-100	test	97.2100	strict	
GCA_001628035.1__GCA_001628185.1	GCA_001628035.1	GCA_001628185.1	97-100	test	99.1500	strict	
GCA_001628475.1__GCA_001629165.1	GCA_001628475.1	GCA_001629165.1	97-100	train	98.8900	strict	
GCA_001628475.1__GCA_002496005.1	GCA_001628475.1	GCA_002496005.1	97-100	train	99.6700	strict	
GCA_001629165.1__GCA_002713925.1	GCA_001629165.1	GCA_002713925.1	97-100	train	98.4100	strict	
GCA_001683555.1__GCA_001726015.1	GCA_001683555.1	GCA_001726015.1	97-100	test	98.5500	strict	
GCA_001705955.1__GCF_003864275.1	GCA_001705955.1	GCF_003864275.1	97-100	train	97.4000	strict	
GCA_001724095.1__GCA_017307975.1	GCA_001724095.1	GCA_017307975.1	97-100	train	99.9500	strict	
GCA_001724385.1__GCA_017306495.1	GCA_001724385.1	GCA_017306495.1	97-100	train	99.8400	strict	
GCA_001724385.1__GCF_001278365.1	GCA_001724385.1	GCF_001278365.1	97-100	train	97.0200	strict	
GCA_001768435.1__GCA_001769775.1	GCA_001768435.1	GCA_001769775.1	97-100	train	99.7800	strict	
GCA_001769115.1__GCA_003499605.1	GCA_001769115.1	GCA_003499605.1	97-100	test	99.9800	strict	
GCA_001769395.1__GCA_003512225.1	GCA_001769395.1	GCA_003512225.1	97-100	test	99.9100	strict	
GCA_001769435.1__GCA_001769695.1	GCA_001769435.1	GCA_001769695.1	97-100	train	99.7100	strict	
GCA_001769435.1__GCA_003499665.1	GCA_001769435.1	GCA_003499665.1	97-100	train	99.7600	strict	
GCA_001769465.1__GCA_001769775.1	GCA_001769465.1	GCA_001769775.1	97-100	train	99.7200	strict	
GCA_001769465.1__GCA_003542255.1	GCA_001769465.1	GCA_003542255.1	97-100	train	98.4100	strict	
GCA_001769695.1__GCA_003499665.1	GCA_001769695.1	GCA_003499665.1	97-100	train	99.8800	strict	
GCA_001771425.1__GCA_001771465.1	GCA_001771425.1	GCA_001771465.1	97-100	test	99.9900	strict	
GCA_001772855.1__GCA_003485585.1	GCA_001772855.1	GCA_003485585.1	97-100	train	99.0500	strict	
GCA_001777735.1__GCA_001780065.1	GCA_001777735.1	GCA_001780065.1	97-100	train	99.9500	strict	
GCA_001777875.1__GCA_001780065.1	GCA_001777875.1	GCA_001780065.1	97-100	train	99.9300	strict	
GCA_001778615.1__GCA_001778835.1	GCA_001778615.1	GCA_001778835.1	97-100	train	99.9500	strict	
GCA_001778705.1__GCA_001780705.1	GCA_001778705.1	GCA_001780705.1	97-100	train	99.8300	strict	
GCA_001778815.1__GCA_001780755.1	GCA_001778815.1	GCA_001780755.1	97-100	train	99.4200	strict	
GCA_001779255.1__GCA_001779265.1	GCA_001779255.1	GCA_001779265.1	97-100	test	99.4800	strict	
GCA_001779425.1__GCA_001780935.1	GCA_001779425.1	GCA_001780935.1	97-100	train	99.7900	strict	
GCA_001780475.1__GCA_001780555.1	GCA_001780475.1	GCA_001780555.1	97-100	test	99.9400	strict	
GCA_001782205.1__GCA_001783775.1	GCA_001782205.1	GCA_001783775.1	97-100	train	99.8900	strict	
GCA_001782635.1__GCA_001783815.1	GCA_001782635.1	GCA_001783815.1	97-100	train	99.9000	strict	
GCA_001783815.1__GCA_001784035.1	GCA_001783815.1	GCA_001784035.1	97-100	train	99.9800	strict	
GCA_001785255.1__GCA_001785785.1	GCA_001785255.1	GCA_001785785.1	97-100	train	99.9100	strict	
GCA_001788055.1__GCA_001789405.1	GCA_001788055.1	GCA_001789405.1	97-100	train	99.6700	strict	
GCA_001788055.1__GCA_001789895.1	GCA_001788055.1	GCA_001789895.1	97-100	train	99.1600	strict	
GCA_001791055.1__GCA_001791535.1	GCA_001791055.1	GCA_001791535.1	97-100	train	99.9000	strict	
GCA_001792375.1__GCA_001792575.1	GCA_001792375.1	GCA_001792575.1	97-100	test	99.8100	strict	
GCA_001792415.1__GCA_001793165.1	GCA_001792415.1	GCA_001793165.1	97-100	train	99.9700	strict	
GCA_001793985.1__GCA_001794285.1	GCA_001793985.1	GCA_001794285.1	97-100	test	99.9800	strict	
GCA_001794965.1__GCA_003535795.1	GCA_001794965.1	GCA_003535795.1	97-100	test	99.9700	low-AF	
GCA_001795465.1__GCA_003537935.1	GCA_001795465.1	GCA_003537935.1	97-100	test	99.9300	strict	
GCA_001796065.1__GCA_003530315.1	GCA_001796065.1	GCA_003530315.1	97-100	train	99.5300	strict	
GCA_001796095.1__GCA_001796185.1	GCA_001796095.1	GCA_001796185.1	97-100	train	99.6000	strict	
GCA_001796365.1__GCA_003535795.1	GCA_001796365.1	GCA_003535795.1	97-100	test	99.9900	low-AF	
GCA_001797945.1__GCA_001829835.1	GCA_001797945.1	GCA_001829835.1	97-100	test	98.5700	strict	
GCA_001799535.1__GCA_003510505.1	GCA_001799535.1	GCA_003510505.1	97-100	test	99.3800	strict	
GCA_001802705.1__GCA_001802975.1	GCA_001802705.1	GCA_001802975.1	97-100	test	99.8400	strict	
GCA_001805545.1__GCA_001805805.1	GCA_001805545.1	GCA_001805805.1	97-100	train	98.9700	strict	
GCA_001805605.1__GCA_001805775.1	GCA_001805605.1	GCA_001805775.1	97-100	train	99.6500	strict	
GCA_001805735.1__GCA_003508135.1	GCA_001805735.1	GCA_003508135.1	97-100	train	99.6600	strict	
GCA_001805815.1__GCA_003452895.1	GCA_001805815.1	GCA_003452895.1	97-100	train	99.0900	strict	
GCA_001805945.1__GCA_003500255.1	GCA_001805945.1	GCA_003500255.1	97-100	test	99.7400	strict	
GCA_001805995.1__GCA_001806045.1	GCA_001805995.1	GCA_001806045.1	97-100	train	99.6600	strict	
GCA_001822375.1__GCA_001822455.1	GCA_001822375.1	GCA_001822455.1	97-100	test	99.3100	strict	
GCA_001822535.1__GCA_001824735.1	GCA_001822535.1	GCA_001824735.1	97-100	train	99.9000	strict	
GCA_001822615.1__GCA_001822765.1	GCA_001822615.1	GCA_001822765.1	97-100	train	99.9100	strict	
GCA_001824105.1__GCA_001825255.1	GCA_001824105.1	GCA_001825255.1	97-100	test	99.6900	strict	
GCA_001824155.1__GCA_001825405.1	GCA_001824155.1	GCA_001825405.1	97-100	train	99.9300	strict	
GCA_001830015.1__GCA_003487205.1	GCA_001830015.1	GCA_003487205.1	97-100	train	100.0000	strict	
GCA_001830635.1__GCA_003487245.1	GCA_001830635.1	GCA_003487245.1	97-100	test	99.7500	strict	
GCA_001872145.1__GCA_002790895.1	GCA_001872145.1	GCA_002790895.1	97-100	train	99.8400	low-AF	
GCA_001872145.1__GCA_002792655.1	GCA_001872145.1	GCA_002792655.1	97-100	train	99.9400	strict	
GCA_001872435.1__GCA_002786675.1	GCA_001872435.1	GCA_002786675.1	97-100	train	99.3800	strict	
GCA_001872855.1__GCA_009993785.1	GCA_001872855.1	GCA_009993785.1	97-100	test	99.8000	strict	
GCA_001896735.1__GCA_018434265.1	GCA_001896735.1	GCA_018434265.1	97-100	train	98.0300	strict	
GCA_001897265.1__GCF_001423825.1	GCA_001897265.1	GCF_001423825.1	97-100	test	98.6700	strict	
GCA_001898665.1__GCA_017307555.1	GCA_001898665.1	GCA_017307555.1	97-100	test	97.2000	strict	
GCA_001914545.1__GCA_001918075.1	GCA_001914545.1	GCA_001918075.1	97-100	test	97.9800	strict	
GCA_001914615.1__GCA_003220805.1	GCA_001914615.1	GCA_003220805.1	97-100	train	98.8500	strict	
GCA_001918475.1__GCA_005877475.1	GCA_001918475.1	GCA_005877475.1	97-100	train	99.0900	strict	
GCA_001918555.1__GCA_001919115.1	GCA_001918555.1	GCA_001919115.1	97-100	train	99.0300	strict	
GCA_001920235.1__GCA_005880655.1	GCA_001920235.1	GCA_005880655.1	97-100	test	98.1500	low-AF	
GCA_001942245.1__GCF_016889285.1	GCA_001942245.1	GCF_016889285.1	97-100	test	97.0200	strict	
GCA_002010295.1__GCA_002494665.1	GCA_002010295.1	GCA_002494665.1	97-100	test	99.9600	strict	
GCA_002010385.1__GCA_002376485.1	GCA_002010385.1	GCA_002376485.1	97-100	test	99.2100	strict	
GCA_002067495.1__GCA_002067955.1	GCA_002067495.1	GCA_002067955.1	97-100	test	99.4100	strict	
GCA_002070525.1__GCA_012800225.1	GCA_002070525.1	GCA_012800225.1	97-100	train	99.8000	strict	
GCA_002070525.1__GCA_019136235.1	GCA_002070525.1	GCA_019136235.1	97-100	train	99.8000	strict	
GCA_002071015.1__GCA_003527065.1	GCA_002071015.1	GCA_003527065.1	97-100	train	99.4400	low-AF	
GCA_002071265.1__GCA_004294795.1	GCA_002071265.1	GCA_004294795.1	97-100	train	98.1400	strict	
GCA_002071555.1__GCA_017993015.1	GCA_002071555.1	GCA_017993015.1	97-100	test	99.4600	strict	
GCA_002071555.1__GCA_018436145.1	GCA_002071555.1	GCA_018436145.1	97-100	test	99.0600	strict	
GCA_002103135.1__GCA_018713865.1	GCA_002103135.1	GCA_018713865.1	97-100	train	97.4900	strict	
GCA_002168455.2__GCA_002295295.1	GCA_002168455.2	GCA_002295295.1	97-100	train	99.5400	strict	
GCA_002168805.2__GCA_002502485.1	GCA_002168805.2	GCA_002502485.1	97-100	test	99.5800	strict	
GCA_002169235.1__GCA_905479245.1	GCA_002169235.1	GCA_905479245.1	97-100	train	97.2000	strict	
GCA_002170155.1__GCA_902538015.1	GCA_002170155.1	GCA_902538015.1	97-100	test	99.7500	strict	
GCA_002250645.1__GCA_002563805.1	GCA_002250645.1	GCA_002563805.1	97-100	test	98.4000	strict	
GCA_002254585.1__GCA_003695875.1	GCA_002254585.1	GCA_003695875.1	97-100	test	99.6900	strict	
GCA_002255865.1__GCA_004000515.1	GCA_002255865.1	GCA_004000515.1	97-100	train	98.7400	strict	
GCA_002256885.1__GCA_002279885.1	GCA_002256885.1	GCA_002279885.1	97-100	test	99.8200	strict	
GCA_002279175.1__GCA_002282755.1	GCA_002279175.1	GCA_002282755.1	97-100	test	99.3000	strict	
GCA_002281275.1__GCA_002281915.1	GCA_002281275.1	GCA_002281915.1	97-100	train	99.9800	strict	
GCA_002284945.1__GCF_002284975.1	GCA_002284945.1	GCF_002284975.1	97-100	test	99.9900	strict	
GCA_002288415.1__GCA_002290545.1	GCA_002288415.1	GCA_002290545.1	97-100	train	99.9200	strict	
GCA_002288415.1__GCA_003528925.1	GCA_002288415.1	GCA_003528925.1	97-100	train	99.5900	strict	
GCA_002290545.1__GCA_003528925.1	GCA_002290545.1	GCA_003528925.1	97-100	train	99.6300	strict	
GCA_002294605.1__GCA_002377215.1	GCA_002294605.1	GCA_002377215.1	97-100	test	98.4700	strict	
GCA_002295565.1__GCA_002480705.1	GCA_002295565.1	GCA_002480705.1	97-100	train	100.0000	strict	
GCA_002295625.1__GCA_003513645.1	GCA_002295625.1	GCA_003513645.1	97-100	test	99.8200	strict	
GCA_002295665.1__GCA_002708665.1	GCA_002295665.1	GCA_002708665.1	97-100	test	98.9200	strict	
GCA_002295765.1__GCF_900457115.1	GCA_002295765.1	GCF_900457115.1	97-100	test	98.0100	strict	
GCA_002295945.1__GCA_002707065.1	GCA_002295945.1	GCA_002707065.1	97-100	train	99.9400	strict	
GCA_002296595.1__GCF_003935565.1	GCA_002296595.1	GCF_003935565.1	97-100	test	98.2400	strict	
GCA_002297875.1__GCA_002404685.1	GCA_002297875.1	GCA_002404685.1	97-100	train	98.9900	strict	
GCA_002298755.1__GCA_002690205.1	GCA_002298755.1	GCA_002690205.1	97-100	test	97.1300	strict	
GCA_002299055.1__GCA_002500395.1	GCA_002299055.1	GCA_002500395.1	97-100	test	100.0000	strict	
GCA_002304695.1__GCA_002425115.1	GCA_002304695.1	GCA_002425115.1	97-100	train	99.9800	strict	
GCA_002306245.1__GCA_002306405.1	GCA_002306245.1	GCA_002306405.1	97-100	train	99.9600	strict	
