pairid	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_002049255.1__GCF_003047205.1	247	127	2392183	1228144	0.5133988495027345
GCF_001556235.1__GCF_003815615.1	400	174	3737444	1693204	0.4530379585620547
GCF_001556235.1__GCF_003815635.1	399	190	3740349	1673023	0.4472906137903174
GCF_003815615.1__GCF_003815635.1	189	4	3846504	16673	0.004334585379347
GCA_018000135.1__GCA_018435005.1	86	50	4387229	2294512	0.522998001699934
GCA_002359565.1__GCA_009926805.1	363	173	2468799	1262495	0.5113802298202487
GCA_002359565.1__GCA_009927355.1	414	214	2202753	1200203	0.5448649939416721
GCA_009926805.1__GCA_009927355.1	389	186	2230307	995114	0.4461780373733302
GCA_017422705.1__GCA_902767505.1	277	117	1129469	521145	0.4614070859846529
GCA_902767505.1__GCA_902798315.1	466	223	1435119	617502	0.4302793008802754
GCA_902767505.1__GCA_902800885.1	377	171	1616165	749643	0.4638406350836703
GCF_001854285.1__GCF_001854305.1	257	234	7265269	7249798	0.997870553726228
GCF_005887445.1__GCF_005887475.1	300	146	5270556	2973430	0.5641586959705959
GCA_004560015.1__GCA_015655785.1	303	163	1350822	801697	0.5934882612216857
GCA_900540325.1__GCA_905211165.1	219	113	1559882	839914	0.538447138950254
GCA_014465835.1__GCA_015655785.1	170	56	1817143	552633	0.3041219100533089
GCF_002253345.1__GCF_002253365.1	154	62	1698554	753836	0.4438104411163849
GCF_002253325.1__GCF_002253455.1	133	54	1699472	844478	0.4969060978939341
GCF_002253455.1__GCF_002253465.1	150	93	1709881	1232021	0.7205302591232957
GCA_003241585.1__GCA_003241635.1	184	0	8374384	0	0.0
GCA_009392385.1__GCA_009392625.1	486	239	1646581	790566	0.4801257879205456
GCA_009391445.1__GCA_009392385.1	449	230	2251880	1164143	0.5169649359646162
GCA_002816355.1__GCA_009392645.1	202	111	1331600	730150	0.5483253229197957
GCA_009698005.1__GCA_009701225.1	13	3	1460201	630727	0.4319453280746965
GCA_009700495.1__GCA_009702335.1	50	20	1335826	616263	0.4613347846201526
GCA_009701225.1__GCA_009702335.1	15	6	1392934	786606	0.564711608733795
GCF_000174695.1__GCF_016728685.1	108	48	2730926	1113574	0.4077642528578218
GCA_003516525.1__GCA_013822525.1	322	183	1393987	803410	0.5763396645736295
GCA_003516525.1__GCF_001598955.1	323	174	1459481	782376	0.5360645325290292
GCA_013822525.1__GCF_001598955.1	148	76	2869422	1119129	0.390018965492005
GCA_903845385.1__GCA_903924745.1	223	121	1097106	671219	0.6118087039903164
GCA_903914725.1__GCA_903927785.1	151	70	749766	381404	0.5086973802493044
GCA_903819525.1__GCA_903898735.1	368	195	965769	514101	0.5323229467916241
GCA_016777665.1__GCA_902542575.1	155	69	1253260	521850	0.4163940443323811
GCA_016777665.1__GCA_016780545.1	135	66	2457691	1055267	0.429373342702561
GCA_016780855.1__GCA_902539465.1	164	74	1532374	782282	0.5105033105495134
GCA_018052765.1__GCA_019136315.1	123	64	1501095	727281	0.4845003147702177
GCA_019136315.1__GCA_019136965.1	214	105	1611612	714582	0.4433958049456072
GCA_017993075.1__GCA_019136965.1	229	112	1615138	807776	0.5001281624232728
GCA_903837215.1__GCA_903860295.1	451	229	2460468	1268573	0.5155819949700626
GCA_903860295.1__GCA_903911465.1	490	241	2494692	1213577	0.4864636596421522
GCA_903832185.1__GCA_903837215.1	263	106	2618903	1036349	0.3957187417785233
GCF_002777325.1__GCF_002777705.1	234	114	2277890	828686	0.3637954422733319
GCF_002777325.1__GCF_002777795.1	156	91	2489619	1625266	0.6528171579667411
GCF_002777705.1__GCF_002777795.1	204	91	2301447	1086884	0.4722611470088166
GCA_902535235.1__GCA_902591215.1	59	31	856099	422013	0.4929488295162125
GCA_902535235.1__GCA_902633865.1	44	18	1035096	407903	0.3940726270800003
GCA_902591215.1__GCA_902633865.1	61	24	992801	244248	0.2460190914392713
GCA_013331705.1__GCA_018303935.1	119	56	664842	284594	0.4280626073563343
GCA_013330855.1__GCA_018303935.1	111	51	649591	311805	0.4800020320478578
GCA_013330725.1__GCA_018303935.1	119	51	662951	297319	0.4484780926493813
GCA_003560415.1__GCA_003564115.1	707	333	3189128	1455119	0.4562748814095891
GCA_003560415.1__GCA_007126425.1	572	292	1916477	1015237	0.5297412909207885
GCA_003564115.1__GCA_007126425.1	466	221	2090919	1002125	0.4792749025667661
GCA_001775315.1__GCA_001777095.1	71	20	784483	188588	0.2403978161413313
GCA_910577625.1__GCF_900157005.1	223	106	2062362	1046810	0.5075782040204387
GCF_004153525.1__GCF_013408895.1	651	336	5483119	2829460	0.5160311129486703
GCF_002112905.1__GCF_004153525.1	682	385	5626658	3331078	0.5920171441022362
GCF_004368175.1__GCF_017350015.1	292	143	5998545	3510300	0.5851919090379417
GCA_017856755.1__GCA_903926905.1	322	165	1923273	994561	0.5171189945473159
GCA_017856755.1__GCA_903827255.1	326	159	1919693	929816	0.4843566132709761
GCA_903858065.1__GCA_903926905.1	194	74	2319069	953580	0.4111908701293493
GCA_902785195.1__GCA_902799115.1	657	314	2881739	1446669	0.5020125000910909
GCA_003585625.1__GCA_015700695.1	552	148	1353343	332482	0.2456745998612325
GCA_003585625.1__GCF_000263655.1	523	320	1372426	844849	0.615588017131707
GCA_015700695.1__GCF_000263655.1	190	94	1387263	695706	0.5014953905640098
GCA_017444725.1__GCA_017960495.1	316	168	1747782	1029407	0.5889790603175911
GCA_017444725.1__GCA_017963185.1	431	223	1828971	974093	0.5325907299787694
GCA_017960495.1__GCA_017963185.1	574	280	2021217	994216	0.4918897871925676
GCA_001769395.1__GCA_001769745.1	624	270	3293511	1390499	0.4221935193172271
GCA_001769395.1__GCA_003512225.1	338	185	4812073	2671992	0.5552683843324904
GCA_001769745.1__GCA_003512225.1	540	297	3373229	1902493	0.563997582138657
GCA_003550585.1__GCA_003556465.1	379	178	1790798	836516	0.4671191278971721
GCA_003550585.1__GCA_003564375.1	383	183	1909042	903916	0.473491939936366
GCA_003556465.1__GCA_003564375.1	368	180	1919868	1042323	0.5429138878297883
GCA_000435895.1__GCA_905206395.1	577	296	3224975	1612346	0.4999561236908813
GCA_000435895.1__GCF_015097275.1	193	128	3588605	2464835	0.6868504613909862
GCA_009808535.1__GCF_009913895.1	182	103	1712955	745648	0.4352992343640084
GCA_009808245.1__GCF_004100005.1	156	107	1708777	1143261	0.6690521934693644
GCA_009808295.1__GCF_001436795.1	96	42	1781385	786092	0.4412813625353307
GCA_005777705.1__GCA_005790615.1	316	148	2351124	1072376	0.4561120553403393
GCA_005777705.1__GCA_005800055.1	207	112	2562705	1327950	0.5181829356090537
GCA_005790615.1__GCA_005800055.1	324	182	2555582	1425505	0.5578005323249263
GCF_015732255.1__GCF_015732315.1	288	141	2507180	1451754	0.579038601137533
GCF_015732255.1__GCF_015732325.1	299	151	2637480	1481072	0.5615481444409057
GCF_015732195.1__GCF_015732255.1	269	172	2439997	1336560	0.5477711652924163
GCF_010857985.1__GCF_010868115.1	270	147	6167350	3412783	0.5533629516729227
GCF_010857985.1__GCF_010868155.1	296	141	6139940	2942043	0.4791647801118577
GCF_010868115.1__GCF_010868155.1	356	174	6134646	3200738	0.5217477911520892
GCA_003526955.1__GCF_015553695.1	233	133	1715311	840351	0.489911741952334
GCA_003539535.1__GCA_018370305.1	221	131	1352759	817222	0.6041149975716296
GCA_003539535.1__GCA_014870035.1	261	109	1326670	529497	0.3991173389011585
GCA_015228835.1__GCA_015231415.1	567	262	2341221	1091305	0.4661264357358831
GCA_015228835.1__GCA_015231655.1	565	270	2295683	1095957	0.4773991008340437
GCA_015231415.1__GCA_015231655.1	438	215	2793292	1334571	0.4777771174656999
GCA_009700315.1__GCA_009706105.1	377	172	3223932	1457540	0.4521001063297861
GCA_009698525.1__GCA_009706105.1	238	133	3524954	2084909	0.5914712645895521
GCA_009700745.1__GCA_009706105.1	429	224	3035949	1553117	0.5115754579540038
GCF_001063195.1__GCF_003989425.1	41	20	2437156	1278772	0.5246984600083048
GCA_002398805.1__GCA_002427175.1	997	555	2179268	1228109	0.5635419783156547
GCA_002396905.1__GCA_002427175.1	868	413	2195010	1014107	0.4620056400654211
GCA_002396905.1__GCA_002397125.1	789	365	2251112	1014082	0.4504804736503559
GCA_002380895.1__GCA_002454595.1	242	149	3970176	2513731	0.6331535428152304
GCA_003709175.1__GCA_004124375.1	196	102	982390	432725	0.4404818860126833
GCA_003709175.1__GCA_004124485.1	204	123	841269	513377	0.6102411951468555
GCA_004124375.1__GCA_004124485.1	251	126	1357088	715187	0.52700119667995
GCA_002349445.1__GCA_002472185.1	399	218	1808361	1027911	0.5684213494982473
GCA_002472185.1__GCA_002481205.1	94	49	1998182	1096675	0.548836392280583
GCA_002481205.1__GCA_002481465.1	77	46	2102066	1443937	0.6869132558159449
GCA_903833765.1__GCA_903903895.1	33	12	1571385	663923	0.422508169544701
GCA_903823145.1__GCA_903824885.1	42	19	1594355	706461	0.4431014422760301
GCA_903823145.1__GCA_903826785.1	79	45	1631353	1006272	0.6168327762293017
GCA_018702485.1__GCA_905478545.1	297	142	2065972	1080995	0.5232379722474457
GCA_002430105.1__GCA_018668115.1	683	359	1700998	906856	0.5331317261983847
GCA_002336165.1__GCA_002382385.1	705	348	1592927	781799	0.4907939911872923
GCA_007128785.1__GCA_007136415.1	155	72	2322458	1163958	0.501175048160182
GCF_002813655.1__GCF_002813675.1	119	106	2287172	2123191	0.928304036600658
GCA_002839685.1__GCF_012933645.1	549	280	2024784	1053343	0.5202248733692088
GCA_013331025.1__GCF_002813655.1	464	223	1375262	698744	0.5080806420885621
GCF_003732075.1__GCF_003732125.1	708	327	6079216	2850774	0.4689377709230927
GCA_003155355.1__GCA_003157625.1	699	351	3043766	1449806	0.4763197959370069
GCA_003154505.1__GCA_003158325.1	386	171	3618821	1577919	0.4360312377981669
GCA_003154505.1__GCA_003155355.1	729	351	3069186	1359284	0.4428809462834771
GCA_902757345.1__GCA_902794225.1	364	189	2397541	1234493	0.5148996409237632
GCA_900321125.1__GCA_902794225.1	364	189	2397541	1234493	0.5148996409237632
GCA_900321125.1__GCA_902757345.1	208	0	2642899	0	0.0
GCF_002569075.1__GCF_002569205.1	526	266	5295364	2645981	0.4996787756233566
GCF_002555415.1__GCF_002557285.1	1163	578	4700996	2180934	0.4639301969199718
GCF_002576515.1__GCF_002579785.1	1159	619	4668483	2162227	0.4631540909541707
GCA_903888535.1__GCA_903911155.1	477	233	4263657	1991396	0.4670628992904448
GCA_903888535.1__GCA_903932365.1	784	390	4121871	1978198	0.4799271981097904
GCA_903911155.1__GCA_903932365.1	764	393	4437334	2173033	0.4897158969777799
GCF_009904915.1__GCF_013048825.1	423	207	3078603	1584449	0.5146649308143986
GCF_009904915.1__GCF_009904955.1	432	220	3225943	1458505	0.4521174118699555
GCF_009904955.1__GCF_009905005.1	518	241	3115737	1353788	0.4345000877801945
GCA_903832485.1__GCA_903837715.1	116	55	731752	358953	0.4905391444095814
GCA_903837715.1__GCA_903859675.1	26	13	788130	331061	0.4200588735360918
GCA_903838495.1__GCA_903859675.1	161	92	692252	376899	0.5444534649231783
GCA_002494565.1__GCA_013306115.1	57	39	447059	379081	0.8479440073905234
GCA_013306055.1__GCA_013306075.1	88	43	651875	307440	0.4716241610738255
GCA_013306115.1__GCA_013306135.1	108	49	635154	328004	0.5164164911186894
GCF_013385685.1__GCF_013386905.1	327	152	7011925	3263631	0.4654400895617109
GCF_013385575.1__GCF_013386805.1	308	149	7021306	3134735	0.4464603878537697
GCF_013385725.1__GCF_013386815.1	179	88	7230910	3643155	0.5038307764859471
GCA_000414345.1__GCA_001512275.1	186	90	3181039	1710311	0.5376579790439538
GCA_002725245.1__GCA_003672895.1	187	88	1063706	515420	0.4845511823755812
GCA_002725245.1__GCA_013330135.1	187	88	1063706	515420	0.4845511823755812
GCA_003672895.1__GCA_013330135.1	199	0	1162391	0	0.0
GCA_903843195.1__GCA_903897095.1	350	178	3243805	1704158	0.5253577203315243
GCA_900761455.1__GCA_905198065.1	658	352	1971350	1027979	0.5214594059908185
GCA_900548065.1__GCA_900761455.1	362	170	2509047	1049187	0.4181615569576815
GCA_905198065.1__GCF_003665055.1	620	324	2041673	1072035	0.5250767385374642
GCF_001465255.1__GCF_005403365.1	122	47	4758274	1268491	0.2665863714447717
GCA_001312585.1__GCF_001465255.1	218	106	4817946	2195250	0.455640225108376
GCA_001312585.1__GCF_005403365.1	262	138	4757788	2362752	0.4966072468970874
GCA_900760415.1__GCA_905208525.1	208	97	2888820	1283971	0.4444620987115846
GCF_000226455.1__GCF_009862985.1	274	0	8861849	0	0.0
GCF_000226455.1__GCF_900236505.1	324	148	9007080	4256697	0.4725945589469617
GCF_009862985.1__GCF_900236505.1	324	147	9007080	4256488	0.472571354978528
GCA_018665205.1__GCA_018703045.1	1082	514	3330583	1503464	0.4514116597604684
GCA_018665205.1__GCA_018676175.1	1100	550	2907841	1422071	0.4890470283622797
GCA_018675555.1__GCA_018703045.1	1096	531	3284340	1515646	0.4614765828142032
GCA_001001575.1__GCA_001788675.1	72	22	834901	271765	0.3255056587547505
GCA_001000345.1__GCA_001001575.1	21	12	1028404	612560	0.5956414016281539
GCA_001000345.1__GCA_003484695.1	25	9	959414	367648	0.3832005786865732
GCA_003503375.1__GCA_003525025.1	945	483	2284544	1188125	0.5200709638334827
GCF_001297765.1__GCF_001297785.1	53	20	4593599	1148804	0.2500880028927209
GCF_001297765.1__GCF_001297845.1	53	26	4614708	1652865	0.358173258199652
GCF_001297785.1__GCF_001297855.1	131	62	4790213	2471554	0.5159591024449226
GCF_001422425.1__GCF_001422845.1	186	82	4312554	1778969	0.412509385389725
GCF_001422775.1__GCF_001424745.1	232	102	4333722	1603321	0.3699639709238387
GCF_001422425.1__GCF_001424745.1	193	66	4298226	911052	0.2119600039644262
GCA_003555365.1__GCA_017536985.1	477	218	2266217	1034762	0.4566032290817693
GCA_900552505.1__GCA_905205205.1	181	0	2413585	0	0.0
GCA_000431935.1__GCA_001915685.1	352	184	2720789	1393101	0.5120209615666632
GCA_001915685.1__GCA_900552505.1	346	167	2226963	1156599	0.5193615699946519
GCA_903853235.1__GCA_903994335.1	193	107	1578002	1035215	0.6560289530685005
GCA_903903105.1__GCA_903994335.1	229	124	1512698	962439	0.6362400161830055
GCA_903994335.1__GCA_903994355.1	96	47	1596282	767759	0.4809670221176458
GCA_002361395.1__GCA_017519245.1	336	164	1581348	724697	0.458278000794259
GCA_002361395.1__GCA_017627425.1	313	147	1660327	837989	0.504713228177341
GCA_017519245.1__GCA_017627425.1	354	181	2121400	1057371	0.4984307532761384
GCF_003124115.1__GCF_003989055.1	402	212	1132836	684866	0.6045588240486708
GCF_000820525.2__GCF_016082235.1	259	112	1173103	549943	0.4687934478046685
GCF_003124105.1__GCF_016082235.1	260	111	1163772	542086	0.4658008613371004
GCF_000348585.1__GCF_000775195.1	517	277	4498402	2317818	0.5152536389589014
GCA_001487915.2__GCF_000825205.2	353	25	5119426	53657	0.0104810578373434
GCF_000741885.1__GCF_002759215.2	215	114	4877314	2487606	0.5100360567312254
GCA_002350285.1__GCA_002472355.1	119	52	1688765	639326	0.3785760600201923
GCA_002350285.1__GCA_002481225.1	67	38	1713679	833378	0.4863092796258809
GCA_002472355.1__GCA_002481925.1	124	51	1694204	648919	0.3830229417472748
GCA_002388925.1__GCF_001579905.1	20	9	5656321	1471936	0.2602285124907161
GCF_000475275.1__GCF_012273635.1	147	51	6034384	1990660	0.3298861988232767
GCF_001932055.1__GCF_017303085.1	286	142	6036349	3223292	0.5339803911271532
GCA_902759045.1__GCA_902768775.1	545	274	1659527	861268	0.5189840237609873
GCA_903835775.1__GCA_903889485.1	134	68	3641617	1846631	0.5070909433913561
GCA_903843165.1__GCA_903854505.1	54	10	3656401	330088	0.0902767502798516
GCA_903843165.1__GCA_903889485.1	132	62	3629296	1745090	0.4808342995445949
GCA_001830015.1__GCA_001830905.1	18	11	2162864	1626638	0.7520759511462579
GCA_003511045.1__GCA_003524005.1	17	10	2173570	1406757	0.6472103497931974
GCA_001830015.1__GCA_003487205.1	16	5	2158345	851376	0.3944577905756494
GCF_014841695.1__GCF_014841725.1	204	133	4368881	3085133	0.7061609139731662
GCF_014841915.1__GCF_014842235.1	177	108	4389120	2835160	0.6459518081073199
GCF_014841695.1__GCF_014842725.1	198	105	4398614	2234400	0.507978194949591
GCA_002699795.1__GCA_002705225.1	105	57	1061229	583232	0.5495816642779269
GCA_002699795.1__GCA_003331375.1	65	31	1187383	555564	0.4678894678465162
GCA_002705225.1__GCA_003331375.1	70	37	702949	380592	0.5414219239233572
GCA_004552785.1__GCA_900541165.1	342	156	1673883	816956	0.4880603960969793
GCA_004552785.1__GCA_905195025.1	344	174	1699652	855947	0.5036013254477976
GCA_900541165.1__GCA_905195025.1	287	138	2363962	1165442	0.4930036946448378
GCA_905210685.1__GCF_003358645.1	245	133	4308673	2448245	0.5682132294560297
GCF_002965105.1__GCF_900637015.1	180	100	4041360	2415866	0.5977853989746026
GCF_003358435.1__GCF_014331035.1	189	113	4116553	2439904	0.5927055961626146
GCA_905213015.1__GCA_910585885.1	157	76	2420186	1080947	0.4466379856754811
GCA_016405405.1__GCA_905213015.1	194	96	2151140	1212283	0.5635537435964186
GCA_009775485.1__GCA_900551125.1	410	201	2215989	1127771	0.5089244576575064
GCA_903852115.1__GCA_903911315.1	137	71	2303245	1048655	0.4552945952341153
GCA_903844655.1__GCA_903921305.1	174	79	2340599	784680	0.3352475157000409
GCA_903861635.1__GCA_903883725.1	146	70	2281527	1162761	0.5096415690018132
GCA_002295585.1__GCA_002360855.1	10	0	1804060	0	0.0
GCA_002295585.1__GCA_002707865.1	8	1	1740384	18718	0.0107550977255594
GCA_002360855.1__GCA_002707865.1	11	2	1739826	20455	0.0117569228187186
GCF_009649495.1__GCF_011028005.1	150	96	1840152	1223287	0.6647749751107517
GCA_902406385.1__GCF_014145555.1	133	76	1678881	776994	0.4628046895521481
GCF_014145525.1__GCF_014397075.1	159	82	1886941	783008	0.4149615700755879
GCF_000505765.1__GCF_007989265.1	340	209	3057821	1641348	0.5367704649814361
GCF_000724025.1__GCF_900465315.1	274	128	2736780	1361758	0.4975767142408231
GCF_000724025.1__GCF_007989265.1	135	78	3036584	2307611	0.7599364944292666
GCF_014145165.1__GCF_014145265.1	732	355	2582147	1265205	0.4899817864745888
GCA_014360525.1__GCF_014145125.1	542	288	2288293	1194755	0.5221162674535123
GCF_014145085.1__GCF_014145265.1	758	369	2523711	1181653	0.4682204103401697
GCA_002377925.1__GCA_900299445.1	120	63	3198908	1440037	0.4501651813681419
GCA_002470035.1__GCA_900299445.1	350	178	3002885	1599867	0.5327766464583226
GCA_900299445.1__GCF_000350125.1	1063	513	2187043	941442	0.4304634156712968
GCA_002344475.1__GCA_002345135.1	206	102	3127647	1744398	0.5577349361996414
GCA_002344635.1__GCA_002345945.1	383	233	3066071	1797976	0.586410425590275
GCA_002344475.1__GCA_002345945.1	273	127	3182835	1661682	0.5220760736890225
GCA_017439365.1__GCA_017451445.1	349	193	1269865	691694	0.5446988459403165
GCA_002371185.1__GCA_002373495.1	142	69	1248784	574731	0.4602325141898038
GCA_002371185.1__GCA_002392595.1	144	69	1597609	710796	0.4449123659168169
GCA_002373495.1__GCA_002392595.1	75	36	1408376	663522	0.471125608502275
GCA_900752685.1__GCA_905204585.1	434	211	1006649	502143	0.4988263039053334
GCF_001460955.1__GCF_002007845.1	41	13	1169356	147904	0.1264832950786587
GCF_001610775.1__GCF_013620765.1	27	8	1340149	22647	0.0168988672155111
GCF_002007845.1__GCF_002007865.1	3	0	1394395	0	0.0
GCA_900066715.1__GCF_018785625.1	503	256	3447997	1825880	0.5295480245487453
GCA_017851495.1__GCA_018378145.1	543	275	1935302	999498	0.5164558296327911
GCA_014847525.1__GCA_900086605.1	356	182	1870977	947476	0.5064070803649644
GCF_014297355.1__GCF_015560005.1	229	115	2892156	1197224	0.4139555404341951
GCF_003468725.1__GCF_003469845.1	269	129	2919396	1034203	0.3542523864525402
GCA_903897845.1__GCA_903911875.1	473	238	2119446	1003183	0.4733232174823043
GCA_903893505.1__GCA_903928475.1	619	318	2434206	1292266	0.5308778303890468
GCA_903897945.1__GCA_903922125.1	434	210	2470640	1202162	0.4865791859599132
GCF_003260285.1__GCF_012999505.1	29	24	2089209	1971018	0.9434278715054358
GCA_009700945.1__GCA_009702765.1	313	167	832849	422537	0.5073392655811557
GCA_009700945.1__GCA_009705295.1	278	131	763637	347804	0.4554572394999194
GCA_009702765.1__GCA_009705295.1	263	146	752629	403236	0.5357699477431775
GCF_000803285.1__GCF_001510805.1	46	12	3744195	1099355	0.2936158506701707
GCF_000803285.1__GCF_904887615.1	218	61	3368479	730015	0.2167194748727838
GCF_001510805.1__GCF_904887615.1	222	91	3363451	1359291	0.4041358117005421
GCA_009922485.1__GCA_010028745.1	494	220	1704481	739466	0.4338364581359369
