pairid	band	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_902196095.1__GCF_902196115.1	95-97	254	120	1470711	637576	0.43351549012688423
GCF_902381785.1__GCF_902410085.1	95-97	368	230	3533472	2370909	0.6709856481104138
GCF_902499025.1__GCF_902499305.1	95-97	744	386	7024981	3578349	0.5093749008004435
GCA_000219475.3__GCA_002311195.1	97-100	163	63	1605661	618066	0.3849293219428011
GCA_000300755.1__GCF_016026055.1	97-100	1083	558	5822522	2821513	0.48458606081694494
GCA_000383155.1__GCA_018673875.1	97-100	321	181	1501581	833112	0.5548232163299882
GCA_000431435.1__GCA_900538395.1	97-100	165	90	2074960	1088067	0.5243797470794618
GCA_000431935.1__GCA_001915685.1	97-100	352	184	2720789	1393101	0.5120209615666632
GCA_000434715.1__GCF_015552165.1	97-100	143	72	1563714	871897	0.5575808619734811
GCA_000436595.1__GCA_900551685.1	97-100	462	237	2205355	1057321	0.4794334698948695
GCA_000436935.1__GCA_900538615.1	97-100	203	98	2363435	1163996	0.49250180351903056
GCA_000437815.1__GCA_900542455.1	97-100	317	172	1850488	970722	0.5245762198944278
GCA_000438335.1__GCA_018377045.1	97-100	122	82	1170614	821748	0.7019803282721717
GCA_000485415.1__GCF_018603815.1	97-100	148	65	4697859	2197269	0.46771710262057675
GCA_000508445.1__GCA_900066685.1	97-100	485	270	1935130	1216313	0.6285433020003824
GCA_000687435.1__GCF_014653075.1	97-100	261	129	4312554	2241193	0.5196904201083627
GCA_000740805.1__GCA_000740865.1	97-100	413	198	1107748	435256	0.39291968931562055
GCA_000745515.1__GCF_017309995.1	97-100	249	103	4671670	1609654	0.34455644341316916
GCA_000820745.1__GCF_001717125.1	97-100	736	366	6343028	3349187	0.5280107544850818
GCA_000953195.1__GCF_900444665.1	97-100	4	1	1587172	986	0.0006212307172757584
GCA_000980475.1__GCA_003512465.1	97-100	258	116	2582407	1243777	0.4816347694224807
GCA_000991695.1__GCA_001775325.1	97-100	59	34	685524	426748	0.6225135808520198
GCA_000991855.1__GCA_000991935.1	97-100	31	11	1075448	301832	0.2806569913189666
GCA_000992135.1__GCA_000992505.1	97-100	73	33	600186	218211	0.3635722925892973
GCA_000995905.1__GCA_001776705.1	97-100	34	16	1252395	625699	0.49960196263958256
GCA_000996945.1__GCA_003521685.1	97-100	63	37	269522	174717	0.6482476384117066
GCA_000997995.1__GCA_001772745.1	97-100	54	18	491738	138091	0.2808223078143239
GCA_000998065.1__GCA_003520815.1	97-100	19	13	690462	531224	0.7693747085284925
GCA_000998105.1__GCA_001000245.1	97-100	122	54	889228	408149	0.4589925193538665
GCA_000998145.1__GCA_003449455.1	97-100	25	12	879174	440294	0.5008041639083959
GCA_000998355.1__GCA_001779135.1	97-100	196	87	1136440	515114	0.4532698602653902
GCA_000998355.1__GCA_001780935.1	97-100	208	91	1069913	488463	0.4565445975513897
GCA_000998635.1__GCA_003488405.1	97-100	38	20	1129093	802330	0.7105969127432372
GCA_000999405.1__GCA_000999505.1	97-100	37	25	854386	534530	0.625630569789299
GCA_001000245.1__GCA_001000965.1	97-100	81	36	1051206	441109	0.41962184386314383
GCA_001000345.1__GCA_001001575.1	97-100	21	12	1028404	612560	0.5956414016281539
GCA_001001575.1__GCA_001788675.1	97-100	72	22	834901	271765	0.32550565875475057
GCA_001001885.1__GCA_001001955.1	97-100	36	8	1075909	348104	0.3235440915542114
GCA_001002965.1__GCA_001791055.1	97-100	139	59	965900	360916	0.37365772854332746
GCA_001188635.1__GCA_905205815.1	97-100	208	121	2205952	1352177	0.6129675532377857
GCA_001305095.1__GCF_015550675.1	97-100	51	32	2173754	1746291	0.8033526332786507
GCA_001312025.1__GCF_002200915.1	97-100	139	75	4557191	2203438	0.4835079328472298
GCA_001312385.1__GCF_900461315.1	97-100	89	46	5222693	2415598	0.46251962349692005
GCA_001312585.1__GCF_001465255.1	97-100	218	106	4817946	2195250	0.45564022510837604
GCA_001312585.1__GCF_005403365.1	97-100	262	138	4757788	2362752	0.49660724689708746
GCA_001314745.1__GCF_900215475.1	97-100	317	166	3261312	1901596	0.583076994780015
GCA_001466235.1__GCF_000728775.1	97-100	49	17	2255102	1105648	0.4902873572902689
GCA_001487915.2__GCF_000825205.2	97-100	353	25	5119426	53657	0.010481057837343483
GCA_001508615.1__GCA_018433005.1	97-100	151	69	1961931	851121	0.43381800889022093
GCA_001508615.1__GCA_018434505.1	97-100	181	80	2112432	1013003	0.479543483529884
GCA_001508665.1__GCA_001509255.1	97-100	550	204	1297582	429747	0.3311906299563342
GCA_001508665.1__GCA_002496255.1	97-100	563	274	1554451	721288	0.4640146263857787
GCA_001508995.1__GCA_002452655.1	97-100	367	178	1606304	781548	0.4865504910652031
GCA_001508995.1__GCA_003445665.1	97-100	205	105	1942019	915162	0.4712425573591196
GCA_001509255.1__GCA_002503525.1	97-100	658	317	1419999	662082	0.46625525792623795
GCA_001512825.1__GCA_002391705.1	97-100	360	180	1930827	1016330	0.5263703066095512
GCA_001515095.1__GCF_018398255.1	97-100	132	58	3850496	1141758	0.2965223181636859
GCA_001557295.1__GCF_001556725.1	97-100	380	178	4295879	2338676	0.5443998771846228
GCA_001603365.1__GCA_002482475.1	97-100	228	120	2947963	1572320	0.5333581188094966
GCA_001603365.1__GCF_900168155.1	97-100	216	92	3177306	1274060	0.4009875032496083
GCA_001626545.1__GCA_001626595.1	97-100	455	228	2482646	1237129	0.498310673370267
GCA_001626545.1__GCF_017744235.1	97-100	104	59	2311664	1382471	0.5980414973802421
GCA_001626685.1__GCA_001626755.1	97-100	433	199	996673	449045	0.4505439597541019
GCA_001626955.1__GCA_002380095.1	97-100	882	416	3062482	1379438	0.4504313821273072
GCA_001628035.1__GCA_001628185.1	97-100	275	138	1291248	573804	0.44437939110070257
GCA_001628475.1__GCA_001629165.1	97-100	321	155	915843	435530	0.4755509404996271
GCA_001628475.1__GCA_002496005.1	97-100	244	115	864886	377594	0.4365823935177584
GCA_001629165.1__GCA_002713925.1	97-100	204	112	855579	439933	0.5141933123650767
GCA_001683555.1__GCA_001726015.1	97-100	144	69	1607870	877440	0.5457157606025362
GCA_001705955.1__GCF_003864275.1	97-100	239	75	4169834	1122902	0.26929177516419117
GCA_001724095.1__GCA_017307975.1	97-100	170	87	6362734	3170325	0.49826458248922556
GCA_001724385.1__GCA_017306495.1	97-100	576	289	2839815	1413698	0.49781341390196193
GCA_001724385.1__GCF_001278365.1	97-100	299	146	2437091	1334271	0.5474850959607171
GCA_001768435.1__GCA_001769775.1	97-100	211	92	2076738	919157	0.4425965143412409
GCA_001769115.1__GCA_003499605.1	97-100	50	21	3426688	1535603	0.448130381289455
GCA_001769395.1__GCA_003512225.1	97-100	338	185	4812073	2671992	0.5552683843324904
GCA_001769435.1__GCA_001769695.1	97-100	489	200	2464957	919376	0.3729785144325033
GCA_001769435.1__GCA_003499665.1	97-100	335	160	2735614	1258120	0.4599040654127373
GCA_001769465.1__GCA_001769775.1	97-100	265	102	2052428	752953	0.36685964136135346
GCA_001769465.1__GCA_003542255.1	97-100	422	230	1676877	947485	0.5650295161779904
GCA_001769695.1__GCA_003499665.1	97-100	261	115	2386968	919854	0.3853650321244357
GCA_001771425.1__GCA_001771465.1	97-100	1	0	1668697	0	0.0
GCA_001772855.1__GCA_003485585.1	97-100	121	69	558160	296607	0.5314013902823563
GCA_001777735.1__GCA_001780065.1	97-100	61	19	786762	236498	0.3005966226126834
GCA_001777875.1__GCA_001780065.1	97-100	64	25	800373	237945	0.2972926373078552
GCA_001778615.1__GCA_001778835.1	97-100	21	5	570527	165842	0.29068212372070035
GCA_001778705.1__GCA_001780705.1	97-100	62	18	675530	132653	0.19636877710834455
GCA_001778815.1__GCA_001780755.1	97-100	81	31	373396	112409	0.30104500316018384
GCA_001779255.1__GCA_001779265.1	97-100	119	41	1240672	417932	0.3368593794330814
GCA_001779425.1__GCA_001780935.1	97-100	158	53	1182096	329096	0.2784004006442793
GCA_001780475.1__GCA_001780555.1	97-100	42	13	707841	152511	0.21545940401869912
GCA_001782205.1__GCA_001783775.1	97-100	29	9	557154	171128	0.30714667757926895
GCA_001782635.1__GCA_001783815.1	97-100	41	19	991028	367848	0.37117821090826897
GCA_001783815.1__GCA_001784035.1	97-100	25	5	1044974	77732	0.07438653976079787
GCA_001785255.1__GCA_001785785.1	97-100	35	9	461988	77477	0.16770349013394287
GCA_001788055.1__GCA_001789405.1	97-100	120	33	1017864	238754	0.23456375311436498
GCA_001788055.1__GCA_001789895.1	97-100	189	68	928396	296259	0.3191084407946609
GCA_001791055.1__GCA_001791535.1	97-100	75	34	986939	384232	0.3893168676078258
GCA_001792375.1__GCA_001792575.1	97-100	87	28	1046214	348117	0.3327397645223635
GCA_001792415.1__GCA_001793165.1	97-100	53	11	980202	77197	0.07875621555556916
GCA_001793985.1__GCA_001794285.1	97-100	23	4	650386	118679	0.18247471501539086
GCA_001794965.1__GCA_003535795.1	97-100	44	16	1912280	797823	0.4172103457652645
GCA_001795465.1__GCA_003537935.1	97-100	88	47	3822755	2080390	0.5442122239065804
GCA_001796065.1__GCA_003530315.1	97-100	187	90	1018428	584034	0.5734661655021268
GCA_001796095.1__GCA_001796185.1	97-100	113	44	1086770	444344	0.4088666415156841
GCA_001796365.1__GCA_003535795.1	97-100	46	25	1919310	892667	0.46509787371503303
GCA_001797945.1__GCA_001829835.1	97-100	354	190	1653823	809827	0.48966969258499854
GCA_001799535.1__GCA_003510505.1	97-100	416	221	2222787	1202528	0.5410001048233591
GCA_001802705.1__GCA_001802975.1	97-100	299	124	3888561	1622062	0.4171368277365329
GCA_001805545.1__GCA_001805805.1	97-100	204	57	904950	239314	0.26444996961158074
GCA_001805605.1__GCA_001805775.1	97-100	96	42	636925	294065	0.4616948620324214
GCA_001805735.1__GCA_003508135.1	97-100	269	149	950379	507042	0.5335155764174082
GCA_001805815.1__GCA_003452895.1	97-100	300	137	1302246	607517	0.46651477524215856
GCA_001805945.1__GCA_003500255.1	97-100	231	119	2014548	1255993	0.6234614414747129
GCA_001805995.1__GCA_001806045.1	97-100	197	77	2554562	982667	0.38467142312459046
GCA_001822375.1__GCA_001822455.1	97-100	105	39	666990	242699	0.36387202206929636
GCA_001822535.1__GCA_001824735.1	97-100	99	51	899179	446913	0.4970233957866009
GCA_001822615.1__GCA_001822765.1	97-100	37	18	656550	427837	0.6516442007463255
GCA_001824105.1__GCA_001825255.1	97-100	58	18	456610	164031	0.3592365476007972
GCA_001824155.1__GCA_001825405.1	97-100	54	18	553935	173591	0.31337792340256526
GCA_001830015.1__GCA_003487205.1	97-100	16	5	2158345	851376	0.3944577905756494
GCA_001830635.1__GCA_003487245.1	97-100	155	82	3011867	1485273	0.4931403013479679
GCA_001872145.1__GCA_002790895.1	97-100	49	18	408883	172853	0.4227444036558135
GCA_001872145.1__GCA_002792655.1	97-100	37	11	546571	193304	0.3536667697334838
GCA_001872435.1__GCA_002786675.1	97-100	100	41	500226	178128	0.35609504503964207
GCA_001872855.1__GCA_009993785.1	97-100	536	243	2010037	912733	0.4540876610729056
GCA_001896735.1__GCA_018434265.1	97-100	612	315	2525823	1223555	0.48441834602028727
GCA_001897265.1__GCF_001423825.1	97-100	318	215	2850364	1735509	0.6088727615139681
GCA_001898665.1__GCA_017307555.1	97-100	766	375	3540872	1801968	0.5089051510475385
GCA_001914545.1__GCA_001918075.1	97-100	229	124	936841	505639	0.5397276592292609
GCA_001914615.1__GCA_003220805.1	97-100	265	111	1809767	824664	0.4556741282165052
GCA_001918475.1__GCA_005877475.1	97-100	161	82	1039637	489829	0.47115387390021707
GCA_001918555.1__GCA_001919115.1	97-100	152	65	1082956	448934	0.4145450045985248
GCA_001920235.1__GCA_005880655.1	97-100	466	240	1705231	847500	0.49700011318114673
GCA_001942245.1__GCF_016889285.1	97-100	306	82	2108455	738292	0.3501578169797316
GCA_002010295.1__GCA_002494665.1	97-100	191	91	2166085	1149912	0.5308711338659379
GCA_002010385.1__GCA_002376485.1	97-100	196	112	1627199	893208	0.5489236411772622
GCA_002067495.1__GCA_002067955.1	97-100	295	137	1900925	883652	0.4648536896510909
GCA_002070525.1__GCA_012800225.1	97-100	203	100	1316412	693070	0.5264841098379535
GCA_002070525.1__GCA_019136235.1	97-100	73	37	1632361	844418	0.5172985632467328
GCA_002071015.1__GCA_003527065.1	97-100	452	218	2038701	973087	0.4773073638557101
GCA_002071265.1__GCA_004294795.1	97-100	186	86	896629	361022	0.4026436798274426
GCA_002071555.1__GCA_017993015.1	97-100	394	220	1536236	898342	0.5847682257153198
GCA_002071555.1__GCA_018436145.1	97-100	396	204	1438798	737710	0.512726595394211
GCA_002103135.1__GCA_018713865.1	97-100	372	200	1716771	837496	0.4878320987481732
GCA_002168455.2__GCA_002295295.1	97-100	130	66	995825	608633	0.6111846961062436
GCA_002168805.2__GCA_002502485.1	97-100	244	125	1557105	798486	0.5128016415077982
GCA_002169235.1__GCA_905479245.1	97-100	89	46	638834	294649	0.4612293647489019
GCA_002170155.1__GCA_902538015.1	97-100	47	20	774416	344258	0.4445388525030475
GCA_002250645.1__GCA_002563805.1	97-100	220	129	4293247	2192759	0.5107460623625895
GCA_002254585.1__GCA_003695875.1	97-100	435	193	2234496	1034798	0.46310129890588303
GCA_002255865.1__GCA_004000515.1	97-100	318	120	6279254	2273001	0.3619858346230301
GCA_002256885.1__GCA_002279885.1	97-100	71	23	2773809	886809	0.3197080260392839
GCA_002279175.1__GCA_002282755.1	97-100	383	162	1889497	787579	0.4168193969082777
GCA_002281275.1__GCA_002281915.1	97-100	16	6	2539165	1459728	0.5748850507942571
GCA_002284945.1__GCF_002284975.1	97-100	137	74	3596629	2065497	0.574286922559986
GCA_002288415.1__GCA_002290545.1	97-100	94	55	2885701	1746152	0.6051049640971119
GCA_002288415.1__GCA_003528925.1	97-100	458	232	2145218	1155683	0.5387252018209804
GCA_002290545.1__GCA_003528925.1	97-100	459	232	2317664	1217902	0.5254868695376034
GCA_002294605.1__GCA_002377215.1	97-100	251	132	4757045	2361754	0.49647501757919044
GCA_002295565.1__GCA_002480705.1	97-100	177	101	3529212	2002072	0.5672858417119743
GCA_002295625.1__GCA_003513645.1	97-100	412	173	2013014	854848	0.42466073261288795
GCA_002295665.1__GCA_002708665.1	97-100	94	57	840040	454355	0.5408730536641112
GCA_002295765.1__GCF_900457115.1	97-100	284	123	4933164	2136547	0.433098717172184
GCA_002295945.1__GCA_002707065.1	97-100	201	100	3169508	1719241	0.5424315067196549
GCA_002296595.1__GCF_003935565.1	97-100	240	128	3976052	1916347	0.4819723182694794
GCA_002297875.1__GCA_002404685.1	97-100	354	164	1568887	680518	0.433758454241765
GCA_002298755.1__GCA_002690205.1	97-100	433	219	1672428	828069	0.49512983518572995
GCA_002299055.1__GCA_002500395.1	97-100	144	68	3679200	1799560	0.489117199391172
GCA_002304695.1__GCA_002425115.1	97-100	168	93	779971	454783	0.5830768067017876
GCA_002306245.1__GCA_002306405.1	97-100	70	31	4579455	2464068	0.5380701415343092
GCA_002306455.1__GCA_002306535.1	97-100	142	59	3115895	1362284	0.4372047196712341
GCA_002306515.1__GCA_002343515.1	97-100	214	102	2823627	1290192	0.4569272074533924
GCA_002306565.1__GCA_002342765.1	97-100	389	174	3094089	1418339	0.45840278026908726
GCA_002313745.1__GCA_002404685.1	97-100	378	185	1326603	686094	0.5171811009020785
GCA_002313745.1__GCA_002439785.1	97-100	239	136	1329887	752666	0.5659623712390601
GCA_002313955.1__GCA_002716545.1	97-100	142	76	2167141	1277934	0.5896865963036092
GCA_002316185.1__GCA_002440275.1	97-100	457	203	1214884	550816	0.4533897886547193
GCA_002316375.1__GCA_002439445.1	97-100	663	311	3848261	1896768	0.49288964547882796
GCA_002321345.1__GCA_003499445.1	97-100	355	179	1289675	690775	0.5356194390059511
GCA_002321935.1__GCF_012583295.1	97-100	411	230	3438664	2119670	0.6164225408472593
GCA_002322415.1__GCA_002789335.1	97-100	128	59	707747	326532	0.4613682573009847
GCA_002322435.1__GCA_002788415.1	97-100	109	57	910795	484676	0.5321460921502643
GCA_002322435.1__GCA_002792975.1	97-100	89	43	909299	403079	0.4432854319646233
GCA_002322835.1__GCA_002331685.1	97-100	142	89	3412123	2259357	0.6621557898117976
GCA_002323055.1__GCA_002792255.1	97-100	29	14	739614	339553	0.45909487922078274
GCA_002323365.1__GCA_002436445.1	97-100	334	172	1657058	850453	0.5132306775019342
GCA_002325835.1__GCA_002387305.1	97-100	301	101	3665263	1357301	0.37031476322435797
GCA_002331065.1__GCA_014240155.1	97-100	413	227	1920478	989563	0.5152691152931718
GCA_002331405.1__GCF_009996725.1	97-100	237	131	3396536	1609407	0.4738377570560124
GCA_002332665.1__GCF_018917625.1	97-100	577	274	3044397	1437385	0.47214111694368377
GCA_002332965.1__GCA_002391835.1	97-100	613	317	2737629	1487168	0.5432321180116079
GCA_002333435.1__GCA_016789285.1	97-100	431	206	3225517	1670132	0.5177873810617026
GCA_002335965.1__GCA_002479915.1	97-100	380	191	2061484	1120283	0.5434352146317896
GCA_002336125.1__GCA_002473315.1	97-100	247	129	5914073	2969378	0.5020868021074478
GCA_002337535.1__GCA_002379435.1	97-100	816	385	3569887	1813666	0.5080457728774048
GCA_002337535.1__GCA_002384965.1	97-100	501	264	3497115	1696597	0.4851418955338901
GCA_002338485.1__GCA_902572725.1	97-100	282	140	1122692	560988	0.49968112358509725
GCA_002340205.1__GCF_006351725.1	97-100	164	68	4095081	1864280	0.4552486263397476
GCA_002340675.1__GCA_905479305.1	97-100	593	282	2113534	1075621	0.508920604068825
GCA_002340685.1__GCA_002341045.1	97-100	754	371	3024635	1731453	0.5724502295318278
GCA_002341545.1__GCA_002414985.1	97-100	89	54	3227741	1759542	0.5451310994283618
GCA_002343245.1__GCA_016713455.1	97-100	455	240	3256008	1689761	0.5189670909899484
GCA_002343605.1__GCA_002433875.1	97-100	22	13	1168358	727260	0.6224633203179163
GCA_002343805.1__GCA_016860905.1	97-100	436	221	2881162	1476242	0.51237729777083
GCA_002343835.1__GCA_014584615.1	97-100	258	141	3247331	1941044	0.5977351862190827
GCA_002344305.1__GCA_003455755.1	97-100	1156	606	2428626	1297171	0.5341172333656973
GCA_002344635.1__GCA_002345945.1	97-100	383	233	3066071	1797976	0.586410425590275
GCA_002344645.1__GCA_003501905.1	97-100	874	460	2650054	1407606	0.5311612518084537
GCA_002344645.1__GCA_016789285.1	97-100	354	182	3051018	1615070	0.5293544646409821
GCA_002344735.1__GCA_002433925.1	97-100	60	33	809261	423989	0.5239212071260075
GCA_002345435.1__GCA_002383725.1	97-100	383	177	4758460	2100199	0.44136107059847096
GCA_002347465.1__GCA_002381895.1	97-100	345	163	2862495	1369138	0.4783023201787252
GCA_002349035.1__GCA_902791655.1	97-100	421	228	2257463	1214918	0.5381784773438147
GCA_002349035.1__GCA_902799165.1	97-100	322	154	2420006	1270627	0.5250511775590639
GCA_002349445.1__GCA_002472185.1	97-100	399	218	1808361	1027911	0.5684213494982473
GCA_002349805.1__GCA_004563465.1	97-100	459	218	1683454	855687	0.5082924748760584
GCA_002351105.1__GCA_902794375.1	97-100	495	236	2034147	914523	0.44958550193275115
GCA_002351805.1__GCA_902780715.1	97-100	102	56	1517410	742159	0.48909589366090905
GCA_002352025.1__GCA_002360485.1	97-100	597	302	2337425	1228265	0.5254778228178444
GCA_002352275.1__GCA_003455755.1	97-100	1293	630	2384620	1197253	0.5020728669557414
GCA_002353445.1__GCA_017940645.1	97-100	270	123	1889060	936676	0.49584237663176395
GCA_002358415.1__GCA_013316575.1	97-100	263	134	1051401	565784	0.5381238937379744
GCA_002359295.1__GCA_002419625.1	97-100	420	223	2948334	1576064	0.5345608740393727
GCA_002360485.1__GCA_003522815.1	97-100	532	247	1832385	855557	0.4669089738237325
GCA_002360855.1__GCA_002707865.1	97-100	11	2	1739826	20455	0.011756922818718653
GCA_002361075.1__GCA_017385005.1	97-100	444	252	1612917	928521	0.5756781037089943
GCA_002361395.1__GCA_017519245.1	97-100	336	164	1581348	724697	0.45827800079425907
GCA_002362375.1__GCF_002700155.1	97-100	234	108	3775850	2041795	0.5407510891587325
GCA_002362615.1__GCA_002492815.1	97-100	117	60	2012611	1060504	0.5269294463758769
GCA_002362815.1__GCA_002363355.1	97-100	297	133	2700260	1211350	0.4486049491530445
GCA_002362815.1__GCF_004421065.1	97-100	376	197	2567674	1365604	0.5318447746871293
GCA_002362895.1__GCA_002363375.1	97-100	160	69	3362922	1205790	0.35855425727982987
GCA_002363355.1__GCF_004421065.1	97-100	375	188	2565175	1196452	0.46642119933337883
GCA_002363785.1__GCA_002388535.1	97-100	126	68	3207183	1603981	0.5001214461413646
GCA_002365295.1__GCA_003519345.1	97-100	236	137	791309	447264	0.5652204132646034
GCA_002365435.1__GCA_002384095.1	97-100	262	122	1007108	575571	0.5715087160463426
GCA_002367435.1__GCA_009922895.1	97-100	391	191	1343311	661603	0.4925166249662215
GCA_002371185.1__GCA_002373495.1	97-100	142	69	1248784	574731	0.4602325141898038
GCA_002371185.1__GCA_002392595.1	97-100	144	69	1597609	710796	0.44491236591681693
