q_acc	r_acc	skani_ani	skani_af_min	band	phylum
GCF_009659625.1	GCF_000263715.2	90.33	62.02	90-95	Proteobacteria
GCF_003853705.1	GCF_000959445.1	88.51	42.05	85-90	Proteobacteria
GCF_002252585.1	GCF_000016525.1	93.57	79.88	90-95	Methanobacteriota
GCF_009717815.1	GCF_000314795.2	91.77	66.67	90-95	Firmicutes
GCF_010731815.2	GCF_010731735.1	82.75	17.61	80-85	Actinobacteriota
GCF_000253155.1	GCA_905221155.1	87.01	36.87	85-90	Firmicutes
GCF_002846365.1	GCF_001612825.1	84.64	17.60	80-85	Actinobacteriota
GCF_000373385.1	GCA_011391285.1	83.58	16.05	80-85	Proteobacteria
GCF_004769525.1	GCF_003114815.1	84.35	28.81	80-85	Spirochaetota
GCA_003209675.1	GCA_003214195.1	90.00	48.02	90-95	Cyanobacteria
GCA_013867245.1	GCA_905612295.1	84.98	19.30	80-85	Thermoproteota
GCA_003212195.1	GCA_000634515.1	90.50	50.27	90-95	Cyanobacteria
GCF_014084025.1	GCF_003076595.1	82.29	18.52	80-85	Spirochaetota
GCF_004684345.1	GCF_004353845.1	88.04	48.05	85-90	Proteobacteria
GCF_003385495.1	GCF_016745235.1	84.55	22.88	80-85	Bacteroidota
GCF_015206895.1	GCF_013343235.1	93.60	54.15	90-95	Cyanobacteria
GCF_004363865.1	GCF_018224885.1	84.34	18.79	80-85	Bacteroidota
GCA_017467265.1	GCA_017462505.1	82.88	16.24	80-85	Firmicutes_A
GCF_018704125.1	GCF_002355475.1	84.01	20.40	80-85	Proteobacteria
GCA_003278525.1	GCA_003281485.1	90.50	66.25	90-95	Cyanobacteria
GCF_007050945.1	GCF_001418335.1	88.18	25.84	85-90	Actinobacteriota
GCF_001984105.1	GCF_001792815.1	83.11	17.10	80-85	Actinobacteriota
GCF_002252755.1	GCF_000022205.1	84.91	19.01	80-85	Halobacteriota
GCA_900555155.1	GCF_905187535.1	89.52	21.10	85-90	Firmicutes
GCF_003353565.1	GCA_000824825.2	83.77	16.69	80-85	Proteobacteria
GCF_013403875.1	GCF_000203915.1	86.02	19.45	85-90	Proteobacteria
GCA_902555695.1	GCA_902530745.1	93.77	57.90	90-95	Proteobacteria
GCF_003112675.1	GCF_000347035.1	87.56	55.26	85-90	Spirochaetota
GCA_003212195.1	GCA_003281625.1	92.25	50.72	90-95	Cyanobacteria
GCF_900218035.1	GCF_000703005.1	93.99	72.14	90-95	Firmicutes_A
GCF_016467415.1	GCA_902168105.1	83.62	18.86	80-85	Bacteroidota
GCF_001021385.1	GCF_000230935.1	83.87	22.14	80-85	Actinobacteriota
GCA_004555145.1	GCA_900769905.1	88.25	33.96	85-90	Bacteroidota
GCF_014304815.1	GCF_014279975.1	87.79	47.17	85-90	Cyanobacteria
GCF_900094835.1	GCF_005405545.1	86.35	40.09	85-90	Firmicutes
GCF_014647975.1	GCF_006539505.1	85.00	16.90	85-90	Actinobacteriota
GCF_005048265.1	GCF_003259195.1	83.80	21.43	80-85	Proteobacteria
GCF_000836725.1	GCF_000833605.1	94.60	73.50	90-95	Firmicutes
GCA_017963125.1	GCA_002310995.1	87.32	27.56	85-90	UBP6
GCA_018657955.1	GCA_902512065.1	83.01	16.25	80-85	Bacteroidota
GCF_000332115.1	GCA_002162835.1	87.85	31.18	85-90	Bacteroidota
GCA_905181955.1	GCA_905181645.1	94.50	93.89	90-95	Proteobacteria
GCF_008642315.1	GCF_008642335.1	94.13	71.95	90-95	Actinobacteriota
GCF_005930475.1	GCF_000761485.1	84.86	19.48	80-85	Actinobacteriota
GCA_015259125.1	GCA_015259305.1	94.25	70.52	90-95	Bacteroidota
GCF_001423965.1	GCF_001275385.1	89.76	61.52	85-90	Firmicutes
GCF_002954245.1	GCF_900110125.1	86.06	29.57	85-90	Actinobacteriota
GCF_900099615.1	GCF_001945665.1	91.30	70.35	90-95	Spirochaetota
GCF_001187905.1	GCF_900068835.1	89.77	63.13	85-90	Proteobacteria
GCF_007475525.1	GCA_000953475.1	92.98	74.34	90-95	Verrucomicrobiota
GCF_001008345.1	GCF_014648195.1	84.29	15.04	80-85	Actinobacteriota
GCA_002842735.1	GCA_001464915.1	82.32	16.46	80-85	Proteobacteria
GCF_003933235.1	GCA_903868245.1	87.77	49.19	85-90	Proteobacteria
GCF_004745575.1	GCF_002900965.1	88.55	56.29	85-90	Proteobacteria
GCA_900550835.1	GCF_000763055.1	92.50	56.78	90-95	Actinobacteriota
GCF_016889425.1	GCF_000173655.1	94.39	87.01	90-95	Actinobacteriota
GCF_003966155.1	GCF_014192275.1	91.03	58.02	90-95	Proteobacteria
GCF_001641635.1	GCF_001641695.1	90.76	51.11	90-95	Proteobacteria
GCA_002839575.1	GCF_000691865.1	90.18	45.09	90-95	Halobacteriota
GCA_018268575.1	GCA_018268675.1	86.38	23.29	85-90	Actinobacteriota
GCF_900099835.1	GCF_904848625.1	89.05	47.89	85-90	Proteobacteria
GCA_902620465.1	GCA_902540785.1	93.06	62.74	90-95	Proteobacteria
GCA_011524755.1	GCA_002862405.1	92.80	51.42	90-95	Proteobacteria
GCF_000724485.1	GCF_000262755.1	87.58	42.10	85-90	Firmicutes
GCF_017183135.1	GCA_011050685.1	90.55	55.06	90-95	Proteobacteria
GCF_002914005.1	GCF_000466685.1	88.75	46.33	85-90	Campylobacterota
GCF_018613835.1	GCF_014694315.1	83.40	15.73	80-85	Actinobacteriota
GCA_902620465.1	GCA_902537895.1	92.84	66.32	90-95	Proteobacteria
GCF_000382405.1	GCF_000373905.1	93.99	75.21	90-95	Actinobacteriota
GCA_902566705.1	GCA_902557155.1	91.29	57.09	90-95	Proteobacteria
GCA_000435395.1	GCA_905215055.1	85.10	17.28	85-90	Firmicutes_A
GCA_003216455.1	GCA_003216775.1	89.89	45.76	85-90	Cyanobacteria
GCF_011604605.1	GCF_001274595.1	83.75	18.32	80-85	Proteobacteria
GCF_009764355.1	GCF_001435445.1	91.67	55.78	90-95	Firmicutes
GCF_902506025.1	GCF_018613675.1	89.13	49.82	85-90	Actinobacteriota
GCF_009707955.1	GCA_001507425.1	88.94	48.85	85-90	Bacteroidota
GCF_018448765.1	GCF_000253155.1	92.75	68.93	90-95	Firmicutes
GCA_902614065.1	GCA_902544085.1	92.45	72.06	90-95	Bacteroidota
GCA_900557455.1	GCA_900548255.1	91.75	25.78	90-95	Actinobacteriota
GCA_902604975.1	GCA_902596675.1	89.26	42.57	85-90	Proteobacteria
GCF_003935375.1	GCF_002909485.1	88.55	52.80	85-90	Proteobacteria
GCF_900475315.1	GCF_000176735.1	91.37	58.26	90-95	Proteobacteria
GCF_900580865.1	GCF_012935755.1	85.75	31.14	85-90	Proteobacteria
GCA_902610975.1	GCA_902566675.1	87.77	17.54	85-90	Proteobacteria
GCF_012986595.1	GCF_000282475.1	86.25	26.65	85-90	Proteobacteria
GCF_000721175.1	GCF_014650075.1	89.80	40.34	85-90	Actinobacteriota
GCA_003610235.1	GCF_016862575.1	86.35	26.40	85-90	Actinobacteriota
GCF_000814845.2	GCF_902459705.1	84.53	20.28	80-85	Proteobacteria
GCF_000744175.1	GCF_004684245.1	90.99	57.54	90-95	Deinococcota
GCF_002269505.1	GCF_001294575.1	85.51	30.03	85-90	Proteobacteria
GCF_000799715.1	GCF_900094585.1	83.27	17.07	80-85	Proteobacteria
GCF_002237655.1	GCF_014651035.1	91.11	52.24	90-95	Actinobacteriota
GCF_002005545.1	GCF_001070715.1	93.25	62.55	90-95	Firmicutes
GCA_003215895.1	GCA_003216295.1	84.87	17.47	80-85	Cyanobacteria
GCF_002632875.1	GCF_001037465.1	83.56	18.01	80-85	Proteobacteria
GCA_012910725.1	GCA_004193545.1	88.98	23.75	85-90	Halobacteriota
GCF_001921865.1	GCF_001269805.1	84.00	16.61	80-85	Proteobacteria
GCA_902581605.1	GCA_902538885.1	89.77	42.09	85-90	Proteobacteria
GCF_003851495.1	GCF_002934065.1	88.26	46.06	85-90	Proteobacteria
GCF_004124325.1	GCF_014673495.1	84.96	17.42	80-85	Actinobacteriota
GCF_002154335.2	GCF_900002405.1	88.71	46.78	85-90	Actinobacteriota
GCF_013141775.1	GCF_000758665.1	92.37	70.58	90-95	Firmicutes
GCF_002571225.1	GCF_001884135.1	90.28	56.22	90-95	Firmicutes
GCF_000716435.1	GCF_017948455.1	84.29	16.00	80-85	Actinobacteriota
GCF_001573155.1	GCA_002733915.1	84.28	25.02	80-85	Bacteroidota
GCF_003385595.1	GCF_903969135.1	83.06	15.45	80-85	Bacteroidota
GCA_905221215.1	GCA_905221145.1	93.76	73.00	90-95	Firmicutes
GCA_018882835.1	GCA_903850735.1	89.28	49.74	85-90	Proteobacteria
GCF_002920535.1	GCF_018070565.1	84.52	18.20	80-85	Actinobacteriota
GCF_000299035.1	GCF_000496285.1	84.01	15.96	80-85	Firmicutes
GCA_910584205.1	GCA_910583615.1	90.88	23.10	90-95	Firmicutes_A
GCA_015056415.1	GCA_017502305.1	84.33	21.41	80-85	Firmicutes_A
GCF_006782915.1	GCA_014650015.1	90.92	54.99	90-95	Actinobacteriota
GCF_014145615.1	GCA_003072625.1	94.71	67.12	90-95	Firmicutes
GCF_015209725.1	GCF_000768345.1	82.89	15.12	80-85	Proteobacteria
GCA_017617795.1	GCA_017545325.1	88.62	37.53	85-90	Firmicutes_A
GCA_017468365.1	GCA_017399625.1	83.58	17.01	80-85	Firmicutes_A
GCF_900102635.1	GCF_001941865.1	95.29	75.08	95-100	Proteobacteria
GCF_014621775.1	GCF_002192255.1	82.92	15.21	80-85	Proteobacteria
GCA_003158735.1	GCA_003153875.1	89.91	34.82	85-90	Myxococcota
GCA_003149065.1	GCA_902801755.1	85.82	19.28	85-90	Firmicutes_A
GCF_000732615.1	GCF_902499335.1	91.79	58.95	90-95	Proteobacteria
GCF_011516765.1	GCA_002409645.1	89.05	53.56	85-90	Proteobacteria
GCA_900754275.1	GCA_900752015.1	94.25	73.76	90-95	Actinobacteriota
GCF_008123965.1	GCF_000284375.1	87.51	33.69	85-90	Proteobacteria
GCF_001613225.1	GCF_001612725.1	90.64	48.19	90-95	Actinobacteriota
GCA_900316955.1	GCA_902785065.1	91.67	57.78	90-95	Bacteroidota
GCF_009795715.1	GCF_002843315.1	82.75	18.78	80-85	Bacteroidota
GCF_900129035.1	GCF_017311165.1	90.05	69.14	90-95	Bacteroidota
GCF_014203555.1	GCF_014655595.1	87.09	26.38	85-90	Actinobacteriota
GCF_001477055.1	GCF_900102345.1	94.47	73.60	90-95	Actinobacteriota
GCA_902576335.1	GCA_902540785.1	91.76	56.19	90-95	Proteobacteria
GCA_902635845.1	GCA_902558545.1	90.78	54.28	90-95	Proteobacteria
GCF_004155535.1	GCF_000771225.1	93.01	67.60	90-95	Actinobacteriota
GCF_004791025.1	GCF_013170825.1	84.52	20.51	80-85	Proteobacteria
GCA_900317925.1	GCA_902799895.1	91.58	60.02	90-95	Bacteroidota
GCF_014655715.1	GCF_000349325.1	85.51	23.69	85-90	Actinobacteriota
GCA_005798685.1	GCA_903959665.1	89.88	50.08	85-90	Actinobacteriota
GCF_004368965.1	GCF_004769235.1	85.29	36.17	85-90	Spirochaetota
GCF_004569295.1	GCA_019115985.1	93.86	62.25	90-95	Actinobacteriota
GCF_001909285.1	GCF_018617395.1	90.62	69.30	90-95	Firmicutes
GCF_013035315.1	GCF_900143525.1	82.95	21.00	80-85	Proteobacteria
GCF_003144395.1	GCF_003144325.1	92.01	71.12	90-95	Proteobacteria
GCF_002836635.1	GCF_011761925.1	84.01	21.67	80-85	Proteobacteria
GCA_015056685.1	GCA_017635265.1	86.78	22.28	85-90	Firmicutes_A
GCF_007827695.1	GCF_000427465.1	85.76	33.58	85-90	Proteobacteria
GCF_000500065.1	GCF_000500045.1	88.73	43.35	85-90	Spirochaetota
GCF_003217095.1	GCF_900067135.1	92.79	71.60	90-95	Proteobacteria
GCF_002803075.1	GCF_000383935.1	85.76	20.20	85-90	Actinobacteriota
GCF_013277515.1	GCF_001096185.1	94.25	71.55	90-95	Firmicutes
GCF_001939065.1	GCF_001423965.1	91.00	68.51	90-95	Firmicutes
GCF_002007485.1	GCF_002007565.1	87.76	37.23	85-90	Proteobacteria
GCF_013201665.1	GCF_013177675.1	84.21	21.74	80-85	Campylobacterota
GCF_000745575.1	GCF_000745255.1	84.55	27.35	80-85	Proteobacteria
GCA_900547975.1	GCA_002449145.1	93.19	67.41	90-95	Firmicutes_A
GCF_003289925.1	GCF_001687625.2	84.99	33.98	80-85	Firmicutes
GCA_900556255.1	GCA_900772715.1	90.73	28.54	90-95	Firmicutes_A
GCF_014490035.1	GCF_903652925.1	91.06	64.80	90-95	Proteobacteria
GCF_003234265.1	GCF_016907335.1	87.58	39.53	85-90	Actinobacteriota
GCA_017503015.1	GCA_002391195.1	94.97	69.60	90-95	Fibrobacterota
GCF_006715395.1	GCF_019049285.1	84.76	18.80	80-85	Actinobacteriota
GCF_018617395.1	GCA_902362975.1	90.24	59.04	90-95	Firmicutes
GCF_002929335.1	GCF_000876655.1	87.26	40.24	85-90	Actinobacteriota
GCF_001693485.1	GCF_001693385.1	91.54	60.48	90-95	Proteobacteria
GCA_017514845.1	GCA_017404585.1	88.64	17.22	85-90	Firmicutes_A
GCF_006711645.1	GCF_001598295.1	93.35	68.01	90-95	Proteobacteria
GCF_004328665.1	GCA_018402495.1	88.78	50.31	85-90	Proteobacteria
GCF_002551005.1	GCF_900116295.1	91.63	51.41	90-95	Firmicutes
GCF_013404075.1	GCF_002723835.1	85.05	28.04	85-90	Actinobacteriota
GCF_000337535.1	GCF_000337595.1	95.57	79.52	95-100	Halobacteriota
GCA_005791165.1	GCA_903933935.1	93.64	76.10	90-95	Bacteroidota
GCF_000017685.1	GCA_016742255.1	84.42	27.58	80-85	Spirochaetota
GCF_009600315.1	GCF_002269505.1	84.76	22.54	80-85	Proteobacteria
GCF_004216695.1	GCF_002188635.1	93.34	72.70	90-95	Proteobacteria
GCF_003952165.1	GCF_000382045.1	93.27	70.39	90-95	Proteobacteria
GCF_018881855.1	GCA_903909925.1	84.28	15.04	80-85	Proteobacteria
GCF_000745545.1	GCA_011058465.1	89.01	36.23	85-90	Proteobacteria
GCF_002940085.1	GCF_002939705.1	83.79	15.81	80-85	Proteobacteria
GCF_003384855.1	GCF_001660485.1	88.92	46.14	85-90	Actinobacteriota
GCA_009887195.1	GCA_013329925.1	86.11	34.30	85-90	Thermoplasmatota
GCF_002913745.1	GCF_003048675.2	94.51	74.58	90-95	Campylobacterota
GCF_002001175.1	GCF_000230695.2	83.19	16.33	80-85	Proteobacteria
GCF_900104815.1	GCF_014673495.1	89.81	44.60	85-90	Actinobacteriota
GCA_001873365.1	GCA_003609755.1	89.11	40.85	85-90	Cyanobacteria
GCF_003385515.1	GCF_900637665.1	86.78	35.41	85-90	Bacteroidota
GCF_003752655.1	GCF_002754715.1	85.75	20.56	85-90	Actinobacteriota
GCF_014200805.1	GCF_000341105.1	92.89	54.85	90-95	Actinobacteriota
GCA_002373855.1	GCA_902793845.1	94.24	57.70	90-95	Firmicutes_A
GCF_000515415.1	GCF_016907215.1	94.28	70.38	90-95	Proteobacteria
GCF_900005615.1	GCF_016919705.1	83.12	18.54	80-85	Proteobacteria
GCA_900539885.1	GCA_004558805.1	83.96	17.90	80-85	Firmicutes_A
GCA_017469945.1	GCA_902790935.1	92.21	66.05	90-95	Firmicutes_A
GCA_002686085.1	GCA_002420305.1	93.84	81.58	90-95	Verrucomicrobiota
GCF_003054045.1	GCA_000938735.2	92.86	67.52	90-95	Bacteroidota
GCF_002204185.1	GCF_014200175.1	89.76	55.17	85-90	Proteobacteria
GCA_009839745.1	GCA_009841255.1	85.29	20.23	85-90	Poribacteria
GCA_003212395.1	GCA_003280895.1	92.75	68.56	90-95	Cyanobacteria
GCF_003852405.1	GCF_001439815.1	87.25	40.40	85-90	Proteobacteria
GCA_003556955.1	GCF_015207755.1	88.59	15.71	85-90	Cyanobacteria
GCF_014764705.1	GCF_000219605.1	88.29	48.91	85-90	Proteobacteria
GCA_002071385.1	GCA_002409325.1	83.62	25.81	80-85	Bacteroidota
GCF_001045445.1	GCF_014207845.1	85.28	31.15	85-90	Bacteroidota
GCF_000689255.1	GCF_900157365.1	82.47	16.07	80-85	Actinobacteriota
GCF_003732705.1	GCF_018502625.1	88.25	42.10	85-90	Proteobacteria
GCA_005880575.1	GCA_005882765.1	84.75	24.54	80-85	Chloroflexota
GCF_008727715.1	GCF_004136315.1	83.29	17.71	80-85	Proteobacteria
GCF_018336915.1	GCF_000018105.1	85.60	30.20	85-90	Cyanobacteria
GCA_902526405.1	GCA_902515625.1	90.51	44.96	90-95	Proteobacteria
GCA_902619485.1	GCA_902618025.1	89.00	40.27	85-90	Proteobacteria
GCF_900105485.1	GCF_014863585.1	87.75	41.94	85-90	Proteobacteria
GCA_900315925.1	GCA_017405945.1	87.05	21.59	85-90	Firmicutes_C
GCA_900543605.1	GCA_900541725.1	94.00	72.18	90-95	Actinobacteriota
GCA_003210695.1	GCA_003211115.1	87.75	39.85	85-90	Cyanobacteria
GCF_900078205.2	GCF_900636535.1	83.05	15.34	80-85	Bacteroidota
GCF_006384875.1	GCA_018966865.1	89.75	53.94	85-90	Firmicutes
GCA_000648925.1	GCA_001544595.2	89.00	40.51	85-90	Proteobacteria
GCF_014236795.1	GCF_009769165.1	90.28	43.10	90-95	Proteobacteria
GCF_002205635.1	GCF_011926545.1	83.04	15.89	80-85	Proteobacteria
GCA_902578775.1	GCA_902578525.1	82.49	15.83	80-85	Proteobacteria
GCF_014692525.1	GCF_011043555.1	89.06	40.09	85-90	Bacteroidota
GCF_009649785.1	GCF_017726655.1	85.50	31.66	85-90	Proteobacteria
GCA_018647275.1	GCA_002478745.1	94.06	49.32	90-95	Proteobacteria
GCF_001718835.1	GCF_000959525.1	88.50	34.63	85-90	Proteobacteria
GCF_018881835.1	GCF_018688355.1	89.01	64.07	85-90	Proteobacteria
GCF_001613505.1	GCF_001613005.1	91.77	66.20	90-95	Actinobacteriota
GCF_018919215.1	GCF_018141165.1	94.38	65.31	90-95	Firmicutes_A
GCF_901542415.1	GCA_905221375.1	92.50	64.44	90-95	Firmicutes
GCF_009674495.1	GCF_900110275.1	84.05	18.26	80-85	Proteobacteria
GCF_003182475.1	GCF_001655675.1	92.53	71.97	90-95	Proteobacteria
GCF_000972785.3	GCF_902459565.1	92.00	65.19	90-95	Proteobacteria
GCA_009392675.1	GCA_003228105.1	89.80	52.52	85-90	Chloroflexota
GCF_003612015.1	GCA_001485295.1	86.53	18.69	85-90	Proteobacteria
GCF_009827445.1	GCF_009827315.1	82.74	17.73	80-85	Proteobacteria
GCF_001863355.1	GCF_017876735.1	82.74	15.60	80-85	Actinobacteriota
GCF_003666015.1	GCF_000337355.1	84.64	15.26	80-85	Halobacteriota
GCF_000271665.2	GCF_000271485.2	93.32	63.44	90-95	Firmicutes_C
GCA_900544645.1	GCA_905214895.1	92.75	40.56	90-95	Actinobacteriota
GCF_003287495.1	GCF_002549975.1	84.50	20.57	80-85	Firmicutes_A
GCA_017449215.1	GCA_002449755.1	86.55	32.02	85-90	Firmicutes
GCA_902558895.1	GCA_902525075.1	93.29	57.17	90-95	Cyanobacteria
GCA_900552565.1	GCF_000155955.1	83.66	16.69	80-85	Firmicutes_C
GCA_003210915.1	GCA_902572065.1	86.50	21.37	85-90	Cyanobacteria
GCF_000568755.1	GCF_000012085.2	89.55	42.01	85-90	Spirochaetota
GCF_004211955.1	GCF_000026225.1	90.33	46.03	90-95	Proteobacteria
GCA_002771015.1	GCA_003483855.1	87.11	28.28	85-90	Patescibacteria
GCA_009693165.1	GCA_002347925.1	85.05	18.58	85-90	Chloroflexota
GCF_001641635.1	GCF_016907215.1	85.75	25.21	85-90	Proteobacteria
GCA_900539145.1	GCF_900120295.1	91.70	55.03	90-95	Firmicutes_A
GCF_001279695.1	GCF_014649795.1	84.96	17.65	80-85	Actinobacteriota
GCF_001667945.1	GCF_002101585.1	84.00	23.79	80-85	Actinobacteriota
GCF_900102085.1	GCA_017512705.1	84.42	21.19	80-85	Firmicutes
GCA_016786785.1	GCA_002352105.1	84.61	20.47	80-85	Bacteroidota
GCF_004795055.1	GCF_014650775.1	91.41	54.89	90-95	Actinobacteriota
GCF_005502465.1	GCF_001047015.1	83.54	16.48	80-85	Proteobacteria
GCA_902625365.1	GCA_902514875.1	90.02	41.37	90-95	Proteobacteria
GCA_902610975.1	GCA_902610515.1	87.25	32.16	85-90	Proteobacteria
GCF_000744175.1	GCA_001311585.1	87.01	18.21	85-90	Deinococcota
GCF_900452385.1	GCF_001467625.1	93.85	78.51	90-95	Proteobacteria
GCA_017415555.1	GCA_900766865.1	88.06	18.95	85-90	Verrucomicrobiota
GCA_900547815.1	GCF_003458715.1	88.53	40.37	85-90	Firmicutes
GCA_900550345.1	GCF_000311745.1	88.73	25.59	85-90	Firmicutes_A
GCF_904831005.1	GCF_001049495.1	84.25	23.78	80-85	Actinobacteriota
GCF_012027355.1	GCF_002214545.1	85.04	27.69	85-90	Methanobacteriota_B
GCF_900102265.1	GCF_000426465.1	90.20	55.62	90-95	Bacteroidota
GCF_003634225.1	GCF_001735805.1	87.50	30.42	85-90	Actinobacteriota
GCF_003020125.1	GCF_018130785.1	88.00	42.75	85-90	Proteobacteria
GCF_004791585.1	GCF_019091085.1	87.01	36.12	85-90	Proteobacteria
GCF_005082365.1	GCF_005080885.1	81.63	17.19	80-85	Proteobacteria
GCF_017875735.1	GCF_013116745.1	88.89	54.98	85-90	Actinobacteriota
GCA_900471515.1	GCF_001657485.1	83.05	15.40	80-85	Proteobacteria
GCF_011046025.1	GCF_011045835.1	95.26	79.34	95-100	Proteobacteria
GCF_005517195.1	GCF_014650175.1	85.00	17.20	85-90	Actinobacteriota
GCF_016889805.1	GCF_000264295.1	95.14	79.48	95-100	Proteobacteria
GCA_017434555.1	GCA_902777885.1	88.01	16.83	85-90	Methanobacteriota
GCF_000814765.1	GCF_001750165.1	89.00	56.37	85-90	Proteobacteria
GCA_003216295.1	GCF_000012465.1	85.59	28.80	85-90	Cyanobacteria
GCF_013359775.1	GCA_001429255.1	91.45	66.41	90-95	Actinobacteriota
GCF_003331055.1	GCF_001636055.1	86.00	28.49	85-90	Proteobacteria
GCF_001870465.1	GCF_012844475.1	89.25	51.15	85-90	Proteobacteria
GCF_003324185.1	GCF_003287405.1	94.46	67.71	90-95	Firmicutes_A
GCF_001730685.1	GCF_001316435.1	92.20	66.73	90-95	Firmicutes_A
GCF_001813295.1	GCF_015553625.1	86.29	18.61	85-90	Firmicutes
GCF_005048155.1	GCF_002803155.1	85.28	15.82	85-90	Actinobacteriota
GCA_900548735.1	GCA_900770145.1	93.77	59.65	90-95	Firmicutes_A
GCF_001512285.1	GCF_002224285.1	85.58	29.59	85-90	Actinobacteriota
GCF_004770145.1	GCF_002811945.1	87.80	54.63	85-90	Spirochaetota
GCA_902779075.1	GCA_902761035.1	94.51	51.83	90-95	Verrucomicrobiota
GCA_018826515.1	GCA_002343425.1	88.29	40.75	85-90	Proteobacteria
GCF_002096855.1	GCF_001074155.1	84.10	15.65	80-85	Firmicutes
GCA_002728075.1	GCA_902595825.1	87.43	29.35	85-90	Bacteroidota
GCA_005502805.1	GCF_003952665.1	89.52	51.87	85-90	Proteobacteria
GCF_002287825.1	GCF_014268745.2	84.25	19.15	80-85	Proteobacteria
GCF_018866325.1	GCF_014650075.1	88.27	36.57	85-90	Actinobacteriota
GCA_002477505.1	GCA_905478895.1	91.39	44.96	90-95	Bacteroidota
GCF_900009135.1	GCA_003456035.1	89.70	25.81	85-90	Cyanobacteria
GCA_015067895.1	GCA_017409645.1	88.65	21.56	85-90	Firmicutes_A
GCF_900167475.1	GCF_013868155.1	93.95	79.78	90-95	Actinobacteriota
GCF_003943395.1	GCF_001072375.1	83.75	16.10	80-85	Firmicutes
GCF_000330705.1	GCA_019113295.1	88.82	54.80	85-90	Firmicutes
GCF_003111705.1	GCA_014138645.1	89.27	49.17	85-90	Proteobacteria
GCA_902605165.1	GCA_902594005.1	89.31	56.32	85-90	Proteobacteria
GCA_001510275.1	GCA_013390905.1	87.25	48.98	85-90	Thermoproteota
GCA_008015325.1	GCF_000711985.1	89.50	54.66	85-90	Proteobacteria
GCA_017613015.1	GCA_002308135.1	85.34	17.29	85-90	Bacteroidota
GCA_902613545.1	GCA_902535255.1	85.01	23.64	85-90	Proteobacteria
GCF_013359695.1	GCF_003363755.1	83.75	15.75	80-85	Proteobacteria
GCF_002154555.1	GCF_000802245.2	85.50	15.25	85-90	Actinobacteriota
GCA_902596925.1	GCA_902557235.1	90.50	53.02	90-95	Proteobacteria
GCA_003282945.1	GCA_902524635.1	91.40	49.61	90-95	Proteobacteria
GCA_004020875.1	GCF_900103325.1	83.27	16.68	80-85	Proteobacteria
GCF_002441885.1	GCF_001591765.1	85.31	26.81	85-90	Firmicutes
GCF_900155535.1	GCF_017942225.1	83.73	21.35	80-85	Actinobacteriota
GCF_003386735.1	GCF_014873155.1	85.83	23.04	85-90	Actinobacteriota
GCF_003461625.1	GCA_002437435.1	90.08	50.12	90-95	Firmicutes_A
GCF_016467395.1	GCF_007992495.1	88.78	39.91	85-90	Proteobacteria
GCF_002205165.1	GCF_001676385.1	83.50	16.65	80-85	Proteobacteria
GCF_018336935.1	GCF_003812745.1	85.50	29.92	85-90	Proteobacteria
GCA_016872595.1	GCA_005773755.1	87.61	16.88	85-90	Planctomycetota
GCA_900754605.1	GCA_003573975.1	89.36	28.29	85-90	Firmicutes_A
GCF_003752025.1	GCF_005490985.1	84.50	20.07	80-85	Actinobacteriota
GCF_000315425.1	GCF_900112225.1	84.04	18.48	80-85	Proteobacteria
GCA_019118245.1	GCA_019118505.1	93.06	59.87	90-95	Firmicutes_A
GCF_902832885.1	GCF_000012365.1	84.51	15.91	80-85	Proteobacteria
GCA_005788075.1	GCA_018969105.1	89.54	35.91	85-90	Actinobacteriota
GCF_004770475.1	GCF_004769575.1	84.92	33.76	80-85	Spirochaetota
GCA_007713455.1	GCF_014764705.1	96.79	79.50	95-100	Proteobacteria
GCF_002096355.1	GCA_905221165.1	86.76	39.49	85-90	Firmicutes
GCF_007097265.1	GCF_004349195.1	84.30	18.02	80-85	Bacteroidota
GCA_017459795.1	GCA_017431405.1	94.41	71.36	90-95	Firmicutes
GCF_001619615.1	GCF_017833635.1	83.50	15.57	80-85	Actinobacteriota
GCF_018343815.1	GCF_002895085.1	83.54	32.42	80-85	Chlamydiota
GCF_001074825.1	GCA_905221215.1	92.80	62.90	90-95	Firmicutes
GCF_003814875.1	GCF_014645815.1	90.02	40.30	90-95	Actinobacteriota
GCF_014229645.1	GCF_014224155.1	92.71	83.28	90-95	Firmicutes
GCF_003208335.1	GCF_000332815.1	84.01	18.27	80-85	Actinobacteriota
GCF_003027925.1	GCF_900091595.1	84.70	15.64	80-85	Actinobacteriota
GCF_007829815.1	GCF_003205575.1	87.08	16.46	85-90	Actinobacteriota
GCF_000518245.1	GCF_001049755.1	84.74	17.05	80-85	Spirochaetota
GCF_003590835.1	GCA_003537575.1	84.02	16.99	80-85	Proteobacteria
GCA_003170875.1	GCA_003134115.1	88.86	30.41	85-90	Dormibacterota
GCF_001427145.1	GCF_018588945.1	83.59	18.05	80-85	Actinobacteriota
GCF_018687935.1	GCF_018687695.1	83.35	17.36	80-85	Proteobacteria
GCF_003044455.1	GCF_000260655.1	87.00	15.53	85-90	Proteobacteria
GCF_900177805.1	GCA_902791475.1	92.46	56.95	90-95	Fibrobacterota
GCF_003700275.1	GCF_015471405.1	88.27	54.10	85-90	Proteobacteria
GCF_009177065.1	GCF_012958305.1	86.54	38.95	85-90	Planctomycetota
