pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95
GCA_902543575.1__GCA_902519255.1	CACBYV010000001.1	CABYIV010000001.1	95.9616	96.4108	0.5114	0.5819	0.20212	94.3469	15	0.9925	2	2.444	0.7642	95.8109	96.9672	1.7178	1.55	AlfI:97.19,AloI:95.47,BcgI:96.28,FalI:96.36	329	15	414	72	18.666666666666668	ok	95.9616	gamma	96.3002
GCF_009758125.1__GCF_900110995.1	NZ_WRXO01000010.1	NZ_FOJF01000008.1	90.9795	92.5152	0.6836	0.6879	0.08895	90.1713	52	0.9832	36	2.781	0.4582	91.8760	94.7335	0.9006	5.01	AlfI:92.60,AloI:92.64,BcgI:91.99,FalI:92.89	2725	52	5225	207	41.42307692307692	ok	90.9795	gamma	92.0441
GCA_003216175.1__GCA_003284445.1	QCJG01000001.1	QBVH01000001.1	91.1125	91.1125	0.4538	0.4894	0.28228	88.4219	21	0.9602	9	inf	0.3868	91.0209	91.6790	1.6886	1.01	AlfI:91.72,AloI:92.00,BcgI:90.31,FalI:91.02	312	21	661	30	11.333333333333334	ok	91.1125	uniform	91.5382
GCA_902564025.1__GCA_902533965.1	CACEZK010000001.1	CACANZ010000001.1	96.7072	97.2482	0.3708	0.5638	0.19121	94.8492	17	0.9825	4	1.392	0.8232	96.5055	97.7921	1.8873	3.08	AlfI:97.56,AloI:98.31,BcgI:96.42,FalI:97.20	290	17	343	35	14.176470588235293	ok	96.7072	gamma	97.0152
GCF_003606265.1__GCF_002327185.1	NZ_CP023671.1	NZ_CP018624.1	84.9246	90.1777	0.4198	0.4789	0.25916	87.6026	11	0.9603	10	1.611	0.3414	89.1892	94.7709	2.9166	4.49	AlfI:91.02,AloI:90.62,BcgI:92.64,FalI:89.72	403	11	992	55	23	INCONSISTENT	90.1777	uniform_fallback	89.6702
GCA_900543615.1__GCA_018368345.1	UQSC01000001.1	JAGZEK010000001.1	94.2575	95.2477	0.8167	0.7349	0.07576	93.8818	141	0.9938	13	1.911	0.6590	94.4883	96.4861	1.1157	6.30	AlfI:95.06,AloI:96.17,BcgI:95.14,FalI:95.87	2387	141	3894	82	15.843971631205674	ok	94.2575	gamma	94.6479
GCF_000425445.1__GCF_015351595.1	NZ_KE384377.1	NZ_JADKPT010000001.1	84.6164	87.7034	0.2945	0.2848	0.27316	84.1840	21	0.9452	12	3.930	0.2018	87.3208	91.9525	2.4254	3.66	AlfI:86.59,AloI:89.01,BcgI:86.65,FalI:88.26	438	21	1294	31	10.857142857142858	ok	84.6164	gamma	87.8033
GCA_014804355.1__GCA_014804365.1	JAAUZY010000001.1	JAAUZX010000001.1	94.5248	95.5821	0.6275	0.6560	0.08436	93.7262	104	0.9865	23	1.631	0.6902	94.7100	96.7811	0.6862	1.68	AlfI:95.40,AloI:96.08,BcgI:95.60,FalI:95.54	2014	104	2980	63	17.192307692307693	ok	94.5248	gamma	94.8942
GCF_004022425.1__GCF_003075375.1	NZ_RBZY01000001.1	NZ_QDFT01000001.1	88.2351	90.0540	0.3428	0.3625	0.15623	86.1470	64	0.9823	10	4.344	0.2827	89.6482	92.9461	5.6743	15.61	AlfI:90.45,AloI:87.42,BcgI:89.93,FalI:93.09	933	64	2529	31	9.65625	ok	88.2351	gamma	89.9268
GCF_002913945.1__GCF_003048835.2	NZ_POZK01000001.1	NZ_CP060705.1	90.9409	91.8988	0.5692	0.5812	0.17498	89.5145	56	0.9412	34	4.604	0.4268	91.4647	93.5795	4.1684	2.21	AlfI:92.69,AloI:88.52,BcgI:91.63,FalI:91.77	712	56	1496	42	10.714285714285714	ok	90.9409	gamma	91.7914
GCA_016870175.1__GCA_009693705.1	VGCG01000001.1	SHWS01000021.1	91.9888	91.9888	0.5484	0.4255	0.36061	89.1708	11	0.9775	2	inf	0.4417	91.6893	93.2176	4.2310	3.62	AlfI:92.85,AloI:92.01,BcgI:88.62,FalI:92.56	186	11	353	22	8.909090909090908	ok	91.9888	uniform	92.3683
GCF_003344345.1__GCA_018224395.1	NZ_QPIP01000001.1	JAGTUP010000001.1	91.4650	92.5012	0.2623	0.3395	0.27519	88.7242	27	0.9613	6	3.817	0.4686	91.9485	94.2827	2.0719	1.48	AlfI:92.56,AloI:94.12,BcgI:92.91,FalI:92.05	631	27	550	12	6.518518518518518	INCONSISTENT	91.4650	gamma	92.4744
GCF_900460065.1__GCF_016901035.1	NZ_UAVD01000060.1	NZ_JAFEUF010000614.1	94.4381	95.2136	0.5265	0.5708	0.05499	92.7099	298	0.9441	248	2.374	0.6558	94.5700	96.2570	1.9957	35.17	AlfI:94.78,AloI:94.66,BcgI:95.27,FalI:96.66	5267	298	7452	80	15.063758389261745	ok	94.4381	gamma	94.6859
GCA_902636075.1__GCA_902608845.1	CACPQM010000001.1	CACLPR010000001.1	92.8502	93.8056	0.4213	0.5182	0.31799	90.9193	18	0.9530	7	2.781	0.5708	93.2952	94.9328	2.6237	2.10	AlfI:95.25,AloI:94.54,BcgI:92.62,FalI:93.60	198	18	326	24	8.88888888888889	ok	92.8502	gamma	93.9362
GCA_002700095.1__GCF_017353515.1	PACL01000078.1	NZ_JAFMPY010000011.1	88.6835	89.8696	0.2945	0.3224	0.13196	85.8876	105	0.9441	49	6.320	0.2755	89.5532	92.2791	2.5303	4.97	AlfI:89.46,AloI:88.39,BcgI:89.92,FalI:90.92	1536	105	3646	27	8.876190476190477	ok	88.6835	gamma	89.7873
GCF_003236315.1__GCF_016863535.1	NZ_POTY01000100.1	NZ_BOPB01000001.1	90.2002	91.3348	0.4214	0.5216	0.09591	88.0030	147	0.9910	12	4.800	0.3624	90.9531	93.3865	1.0099	2.92	AlfI:91.47,AloI:91.47,BcgI:91.16,FalI:92.17	3429	147	5318	26	9.938775510204081	INCONSISTENT	90.2002	gamma	91.1269
GCF_001438805.1__GCF_001434275.1	NZ_JQCF01000001.1	NZ_AZEZ01000008.1	88.2404	89.6361	0.1757	0.2024	0.42247	85.2915	8	1.0000	0	5.239	0.2982	89.2756	92.0620	1.0192	0.13	AlfI:89.20,AloI:90.22,BcgI:89.41,FalI:89.69	212	8	386	20	10.375	ok	88.2404	gamma	90.0404
GCF_003591655.1__GCA_016463275.1	NZ_QVRA01000001.1	JAEMRQ010000020.1	95.2867	95.5887	0.3977	0.6227	0.06429	93.2835	278	0.9184	250	4.604	0.6853	95.2221	96.1180	0.5298	1.93	AlfI:95.50,AloI:96.03,BcgI:95.55,FalI:95.92	3570	278	4714	57	11.12589928057554	ok	95.2867	gamma	95.3606
GCF_011516925.1__GCF_002153655.1	NZ_WOTG01000001.1	NZ_JOPJ01000001.1	86.3575	88.7153	0.5560	0.6356	0.16600	86.1165	22	0.9789	12	4.472	0.2196	88.3642	92.1836	1.2523	1.82	AlfI:88.43,AloI:89.68,BcgI:88.77,FalI:89.06	657	22	2870	146	26.363636363636363	ok	86.3575	gamma	88.6564
GCA_902593235.1__GCA_902559935.1	CACJHS010000001.1	CACEJN010000001.1	96.3573	96.3573	0.3172	0.4180	0.26457	93.4256	19	0.9632	5	inf	0.7612	95.9658	96.7472	2.1560	2.82	AlfI:97.45,AloI:97.66,BcgI:95.51,FalI:96.07	230	19	243	19	7.894736842105263	ok	96.3573	uniform	96.6016
GCA_003279585.1__GCA_003280265.1	QCHH01000001.1	QCFJ01000001.1	89.5825	90.8497	0.3039	0.3955	0.35726	87.2917	13	0.9847	2	4.472	0.3714	90.4046	92.9201	1.0353	0.42	AlfI:91.62,AloI:90.71,BcgI:91.21,FalI:90.59	203	13	443	35	10.923076923076923	ok	89.5825	gamma	91.0649
GCF_001675165.1__GCF_001636845.1	NZ_LROS01000001.1	NZ_LITT01000011.1	95.0562	95.8107	0.5959	0.6037	0.10020	94.0702	68	0.9772	30	1.968	0.7229	94.9738	96.7857	1.2926	3.91	AlfI:95.37,AloI:95.96,BcgI:94.69,FalI:95.98	1951	68	2112	95	19.941176470588236	ok	95.0562	gamma	95.2032
GCF_900110755.1__GCF_003112535.1	NZ_FOFF01000122.1	NZ_BEWA01000001.1	90.3832	91.9791	0.6016	0.5870	0.06813	88.5282	104	0.9891	37	3.165	0.4062	91.4131	94.3872	2.2747	19.58	AlfI:91.83,AloI:91.23,BcgI:91.97,FalI:93.51	4045	104	9518	182	33.375	ok	90.3832	gamma	91.5389
GCF_003751785.1__GCF_017833035.1	NZ_RKIE01000001.1	NZ_JAFIBM010000001.1	87.7335	90.5357	0.7182	0.7646	0.10442	87.9365	34	0.9793	30	2.781	0.3076	89.9652	94.1540	3.1905	20.63	AlfI:90.54,AloI:90.18,BcgI:90.32,FalI:93.37	1596	34	5220	300	42.64705882352941	ok	87.7335	gamma	90.1528
GCF_003732425.1__GCF_014236655.1	NZ_MOBX01000013.1	NZ_JACMYG010000001.1	86.0862	88.8171	0.4332	0.4270	0.11390	85.0120	64	0.9566	52	3.930	0.2217	88.4241	92.5304	0.9308	1.79	AlfI:88.83,AloI:89.05,BcgI:88.66,FalI:89.59	1506	64	5978	113	18.921875	ok	86.0862	gamma	88.6245
GCA_902604565.1__GCA_902569245.1	CACKZF010000001.1	CACFTO010000001.1	93.8270	95.3789	0.4557	0.4019	0.28911	92.3342	16	0.9776	3	1.224	0.6869	94.2853	96.9118	3.4468	3.11	AlfI:95.14,AloI:96.78,BcgI:93.33,FalI:95.62	204	16	291	16	9.1875	ok	93.8270	gamma	94.9246
GCA_004283175.1__GCF_001467695.1	RXNW01000001.1	NZ_LNYE01000001.1	85.7225	87.7475	0.2934	0.3034	0.28665	84.3836	16	0.9839	3	5.624	0.2007	87.4525	90.7188	2.2426	1.68	AlfI:88.78,AloI:86.54,BcgI:87.46,FalI:87.53	442	16	1147	29	12.4375	INCONSISTENT	85.7225	gamma	87.9587
GCF_017874765.1__GCF_017874735.1	NZ_JAGGLX010000001.1	NZ_JAGGLV010000001.1	93.8283	94.7061	0.8375	0.8681	0.05089	93.0687	107	0.9905	53	2.516	0.6192	94.0373	95.9491	0.8821	8.57	AlfI:94.76,AloI:95.26,BcgI:94.61,FalI:94.38	5995	107	10007	286	52.6822429906542	ok	93.8283	gamma	94.1418
GCF_009696325.1__GCA_902363875.1	NZ_VUME01000001.1	CABJBO010000001.1	91.8808	93.1635	0.7510	0.7191	0.09686	91.1073	67	0.9712	47	2.781	0.4913	92.5810	95.0703	2.2686	24.22	AlfI:93.17,AloI:94.99,BcgI:92.72,FalI:94.81	1770	67	3719	99	24.686567164179106	ok	91.8808	gamma	92.7652
GCA_900552935.1__GCA_900544655.1	USBN01000001.1	UQWE01000001.1	95.4817	95.7597	0.5606	0.5243	0.09358	93.6237	122	0.9508	66	4.741	0.7010	95.3502	96.3165	1.2057	3.89	AlfI:95.56,AloI:96.76,BcgI:95.66,FalI:96.07	1605	122	2148	71	11.450819672131148	ok	95.4817	gamma	95.5555
GCA_902628635.1__GCA_902626575.1	CACONQ010000001.1	CACOFY010000001.1	93.6550	95.9153	0.5798	0.6022	0.23864	93.6808	14	0.9851	3	0.761	0.7281	94.5430	97.4988	0.5787	0.09	AlfI:95.72,AloI:96.30,BcgI:95.88,FalI:95.90	250	14	379	67	15.214285714285714	ok	93.6550	gamma	95.0949
GCA_018366035.1__GCA_018366195.1	JAGZIW010000001.1	JAGZIN010000037.1	89.2275	90.8997	0.7497	0.6895	0.13917	88.6984	36	0.9807	16	3.817	0.3378	90.4647	93.3810	1.0726	2.18	AlfI:91.18,AloI:91.56,BcgI:90.49,FalI:90.96	910	36	2748	105	23.555555555555557	ok	89.2275	gamma	90.7164
GCF_016650695.1__GCF_001307155.1	NZ_JAEKFH010000001.1	NZ_CP012830.1	86.3355	89.4210	0.5082	0.5319	0.10042	85.7659	67	0.9622	59	3.165	0.2519	88.9519	93.1525	0.4925	0.61	AlfI:89.25,AloI:89.74,BcgI:89.48,FalI:89.36	1874	67	6923	309	23.388059701492537	ok	86.3355	gamma	89.1301
GCA_905214525.1__GCA_900764955.1	CAJMMN010000001.1	CAAFPY010000001.1	96.3223	97.2739	0.2003	0.5967	0.10210	94.5643	41	0.9772	19	0.831	0.8204	96.3396	97.9680	1.2330	3.89	AlfI:96.92,AloI:98.15,BcgI:97.21,FalI:97.85	913	41	1130	133	20.853658536585368	ok	96.3223	gamma	96.6067
GCA_900473915.1__GCA_012103035.1	UCNG01000048.1	JAAVLL010000001.1	88.8563	90.2171	0.7526	0.7129	0.08650	87.5930	39	0.9946	12	5.239	0.2967	89.8693	92.6020	0.0917	0.04	AlfI:90.16,AloI:90.22,BcgI:90.23,FalI:90.25	2352	39	7997	231	57.69230769230769	ok	88.8563	gamma	90.0234
GCF_014224155.1__GCA_000183865.1	NZ_JAASUI010000010.1	CM001047.1	92.3148	93.8575	0.9779	0.9577	0.10587	93.1971	10	0.9979	3	1.911	0.5622	93.0799	95.7074	1.4608	13.24	AlfI:93.53,AloI:94.05,BcgI:93.14,FalI:94.60	1516	10	2886	718	144.5	ok	92.3148	gamma	93.2903
GCF_018688155.1__GCF_018687675.1	NZ_CP061312.1	NZ_CP061302.1	88.2325	90.1113	0.9125	0.9028	0.15846	88.9439	6	0.9926	5	4.046	0.2995	89.6862	92.8061	1.8756	2.18	AlfI:90.42,AloI:88.55,BcgI:90.27,FalI:89.70	690	6	2459	284	112.5	ok	88.2325	gamma	89.9711
GCF_001590835.1__GCA_018966865.1	NZ_LTAQ01000001.1	CP076653.1	83.5916	88.3060	0.3026	0.3237	0.22269	85.3156	13	0.9913	3	2.516	0.2301	87.7418	92.8918	2.0370	2.69	AlfI:87.29,AloI:87.00,BcgI:89.04,FalI:88.38	1322	13	1763	180	27.307692307692307	INCONSISTENT	88.3060	uniform_fallback	88.1403
GCF_014204815.1__GCF_000023205.1	NZ_JACHMC010000001.1	NC_012803.1	80.8859	87.8850	0.8983	0.9019	0.16642	NaN	4	0.9946	3	2.148	0.1869	87.2748	93.8439	3.2435	8.14	AlfI:87.73,AloI:87.11,BcgI:87.84,FalI:90.35	690	4	3420	538	138.75	BELOW_DETECTION	87.8850	uniform_fallback	87.5705
GCA_015523135.1__GCF_000025665.1	WAKY01000001.1	NC_013926.1	88.5663	88.5663	0.2425	0.2697	0.46993	84.8083	2	1.0000	0	inf	0.2355	88.4316	90.0091	1.3906	0.29	AlfI:88.71,AloI:89.05,BcgI:87.66,FalI:88.79	155	2	366	7	6	ok	88.5663	uniform	89.2649
GCF_014170305.1__GCF_002902905.1	NZ_LZZT01000001.1	NZ_CP026124.1	88.6226	90.1875	0.5270	0.5258	0.09470	86.7618	90	0.9762	43	4.741	0.2925	89.8094	92.8065	0.7784	4.96	AlfI:90.59,AloI:89.98,BcgI:89.84,FalI:90.62	2305	90	6712	167	20.6	ok	88.6226	gamma	89.9781
GCF_001908025.1__GCF_001277805.1	NZ_MQMG01000001.1	NZ_JYNW01000001.1	91.3129	93.6566	0.4505	0.5939	0.10740	90.6943	101	0.9713	35	1.520	0.5349	92.7200	95.9805	1.2631	3.98	AlfI:93.80,AloI:92.61,BcgI:93.87,FalI:93.09	1650	101	2865	74	12.742574257425742	ok	91.3129	gamma	92.9307
GCA_011620045.1__GCF_003228205.1	WOZY01000107.1	NZ_AYSI01000003.1	95.9329	96.2007	0.4023	0.3443	0.12062	93.4086	84	0.9889	6	4.046	0.7439	95.8256	96.5905	0.4683	0.30	AlfI:96.42,AloI:95.96,BcgI:96.16,FalI:96.24	1010	84	1187	24	7.357142857142857	ok	95.9329	gamma	96.1073
GCF_003722075.1__GCF_001889405.1	NZ_RDSK01000001.1	NZ_CP017921.1	92.7494	93.5238	0.8303	0.7965	0.13727	92.2838	22	0.9931	6	3.817	0.5364	92.9803	94.9122	0.6783	1.16	AlfI:93.90,AloI:93.36,BcgI:93.22,FalI:93.59	943	22	1797	146	40.13636363636363	ok	92.7494	gamma	93.2493
GCF_004785795.1__GCF_004137255.1	NZ_SRRO01000001.1	NZ_SDWT01000001.1	85.1443	88.8416	0.6283	0.7036	0.11143	86.5075	31	0.9760	29	3.074	0.2216	88.3520	93.3652	3.3908	23.64	AlfI:88.60,AloI:88.31,BcgI:88.62,FalI:91.70	1456	31	6271	210	39.064516129032256	INCONSISTENT	88.8416	uniform_fallback	88.5488
GCF_004211955.1__GCF_003697165.2	NZ_RHJI01000010.1	NZ_CP033092.2	91.7745	94.0127	0.8220	0.8278	0.07467	92.2014	42	0.9942	15	1.434	0.5587	93.0628	96.2362	1.6663	8.78	AlfI:94.25,AloI:94.92,BcgI:93.87,FalI:93.25	3030	42	5460	390	62.30952380952381	ok	91.7745	gamma	93.2105
GCF_003097355.1__GCF_000374925.1	NZ_PYUI01000001.1	NZ_KB895541.1	90.0835	91.4338	0.6807	0.7292	0.09477	88.9844	62	0.9826	32	4.046	0.3726	90.9780	93.7345	1.5634	8.91	AlfI:91.30,AloI:91.59,BcgI:91.19,FalI:92.76	2043	62	5434	150	30.112903225806452	ok	90.0835	gamma	91.1508
GCF_900098745.1__GCF_004102025.1	NZ_FQTT01000018.1	NZ_CP025228.1	85.8079	88.5780	0.6982	0.6711	0.13584	86.2047	37	0.9713	24	4.046	0.2111	88.1981	92.5684	3.0874	17.89	AlfI:89.19,AloI:89.32,BcgI:87.76,FalI:90.85	1071	37	4409	99	22.91891891891892	ok	85.8079	gamma	88.4365
GCF_002288635.1__GCA_001898335.1	NZ_NRSW01000001.1	MKTS01000001.1	92.6126	94.4969	0.8255	0.8500	0.09110	93.1864	37	0.9802	36	1.392	0.6077	93.5322	96.3650	0.4470	1.12	AlfI:94.27,AloI:94.72,BcgI:94.47,FalI:94.69	1856	37	3401	363	49.108108108108105	ok	92.6126	gamma	93.7185
GCA_902527545.1__GCA_902518505.1	CABZPR010000001.1	CABYGG010000001.1	94.9573	95.8736	0.5810	0.6348	0.19452	94.0080	23	0.9787	7	1.611	0.7248	95.0398	96.8054	0.8830	0.86	AlfI:96.56,AloI:95.84,BcgI:96.06,FalI:95.68	387	23	542	50	14.956521739130435	ok	94.9573	gamma	95.4877
GCF_006715165.1__GCF_006517815.1	NZ_VFMS01000001.1	NZ_CP041198.1	85.3419	88.9013	0.8135	0.7958	0.11527	86.8001	13	0.9903	12	3.035	0.2343	88.4144	93.0823	1.5270	6.50	AlfI:88.97,AloI:88.64,BcgI:88.61,FalI:90.14	1406	13	5873	274	95.07692307692308	ok	85.3419	gamma	88.6189
GCF_000701385.1__GCF_007833635.1	NZ_KL370779.1	NZ_CP031125.1	81.7904	86.4610	0.3089	0.3093	0.72243	NaN	5	0.8824	4	3.258	0.1708	86.0664	91.3056	2.3797	0.23	AlfI:87.26,AloI:87.70,BcgI:85.32,FalI:86.37	69	5	228	9	7	BELOW_DETECTION	86.4610	uniform_fallback	87.3541
GCF_013266735.1__GCF_000523515.1	NZ_JABSNU010000010.1	NZ_AWRU01000001.1	86.0928	89.0296	0.3228	0.3020	0.19902	85.3240	37	0.9602	17	3.258	0.2617	88.5420	92.7378	1.5915	3.45	AlfI:89.52,AloI:87.93,BcgI:88.05,FalI:89.44	687	37	1938	55	12.08108108108108	ok	86.0928	gamma	88.8983
GCA_900553215.1__GCA_900541145.1	USCJ01000001.1	UQIH01000001.1	93.9061	95.1569	0.7386	0.5998	0.08366	93.2928	170	0.9973	4	1.631	0.6514	94.2988	96.5807	0.5619	1.62	AlfI:95.11,AloI:95.35,BcgI:95.08,FalI:95.64	2008	170	3301	33	9.635294117647058	ok	93.9061	gamma	94.4742
GCA_000432135.1__GCA_902796245.1	HF990512.1	CADBOK010000001.1	94.1934	94.5749	0.2506	0.3179	0.12521	91.0005	115	0.9230	64	5.089	0.6035	94.2503	95.2385	0.8185	1.95	AlfI:94.07,AloI:94.68,BcgI:94.75,FalI:94.89	1459	115	1611	33	7.6695652173913045	ok	94.1934	gamma	94.5034
GCF_003053665.1__GCF_001425045.1	NZ_QAXZ01000001.1	NZ_LMDJ01000001.1	91.4206	92.7058	0.8962	0.8702	0.05464	90.3084	65	0.9923	41	3.165	0.4579	92.1450	94.6954	0.6963	8.79	AlfI:92.94,AloI:93.09,BcgI:92.39,FalI:92.88	5591	65	12818	444	81.92307692307692	ok	91.4206	gamma	92.2475
GCF_008868175.1__GCF_900090275.1	NZ_WBKT01000001.1	NZ_LT607755.1	88.6568	90.1110	0.4320	0.4161	0.11953	86.5200	95	0.9939	5	5.089	0.2893	89.7504	92.7273	1.6530	5.24	AlfI:90.29,AloI:89.98,BcgI:89.86,FalI:91.51	1631	95	4288	30	9.6	ok	88.6568	gamma	89.9632
GCF_006442965.1__GCF_000185905.1	NZ_VFWX01000075.1	NC_014923.1	86.1825	88.2858	0.5777	0.5587	0.09705	NaN	66	0.9766	38	5.395	0.1987	87.9556	91.6638	1.6168	4.02	AlfI:88.54,AloI:86.92,BcgI:88.36,FalI:87.80	1960	66	9024	141	25.03030303030303	BELOW_DETECTION	86.1825	gamma	88.1254
GCA_003280885.1__GCA_003279115.1	QCDN01000001.1	QCBG01000001.1	92.8528	92.8528	0.5636	0.4636	0.27128	90.3843	25	0.9868	3	inf	0.5060	92.6299	93.5021	1.4816	0.99	AlfI:94.10,AloI:93.03,BcgI:93.12,FalI:92.61	299	25	530	35	9.96	ok	92.8528	uniform	93.1542
GCF_014352935.1__GCF_004299785.2	NZ_CP060694.1	NZ_CP036246.2	87.9162	90.8058	0.0570	0.0562	0.73965	85.0611	6	0.8571	5	2.305	0.3788	89.8945	94.6863	11.9555	3.09	AlfI:84.71,AloI:89.16,BcgI:96.67,FalI:91.21	237	6	110	6	6	INCONSISTENT	87.9162	gamma	91.2936
GCF_002550035.1__GCF_002550015.1	NZ_NOUV01000001.1	NZ_NMTZ01000009.1	90.5474	92.9815	0.1899	0.2041	0.17008	88.3847	62	0.9101	48	1.729	0.4818	92.1702	95.5158	1.5479	6.16	AlfI:93.67,AloI:92.28,BcgI:92.23,FalI:93.78	1139	62	1295	45	8.838709677419354	INCONSISTENT	90.5474	gamma	92.4960
GCA_902578115.1__GCA_902573065.1	CACHBR010000001.1	CACGHX010000001.1	94.3863	95.2258	0.4617	0.5792	0.27845	92.7853	17	0.9521	8	2.086	0.6771	94.5457	96.2413	3.0192	1.41	AlfI:93.28,AloI:96.30,BcgI:95.24,FalI:95.31	227	17	313	25	10.352941176470589	ok	94.3863	gamma	95.1538
GCF_900157385.1__GCF_009741445.1	NZ_LT717690.1	NZ_CP046507.1	85.3317	87.6512	0.6453	0.7094	0.11745	NaN	30	0.9770	25	5.554	0.1725	87.3568	91.2708	2.0880	13.99	AlfI:88.75,AloI:86.66,BcgI:87.21,FalI:88.51	1397	30	6956	260	36.36666666666667	BELOW_DETECTION	85.3317	gamma	87.5611
GCA_003209565.1__GCA_902621675.1	QCQK01000001.1	CACNMX010000001.1	93.0603	93.9761	0.4505	0.5085	0.24763	91.2837	22	0.9876	3	2.948	0.5854	93.2386	95.4807	2.0949	2.06	AlfI:93.17,AloI:93.32,BcgI:95.26,FalI:93.92	335	22	532	29	11.863636363636363	ok	93.0603	gamma	93.7426
GCA_905210085.1__GCA_900768265.1	CAJLVJ010000001.1	CAAGCF010000001.1	93.4796	94.4201	0.7240	0.6909	0.08751	92.5504	95	0.9882	21	2.591	0.5910	93.7660	95.8234	1.5350	6.74	AlfI:94.60,AloI:95.72,BcgI:94.19,FalI:94.90	1979	95	3515	62	19.45263157894737	ok	93.4796	gamma	93.9415
GCF_900258035.1__GCA_001580565.1	NZ_OGTP01000072.1	LRBF01000001.1	93.6285	93.8453	0.7074	0.5255	0.04550	90.5905	221	0.9765	172	9.587	0.5421	93.6018	94.4793	0.6175	2.42	AlfI:93.96,AloI:93.94,BcgI:93.84,FalI:93.34	7824	221	14060	176	33.29864253393665	ok	93.6285	gamma	93.6898
GCF_002288225.1__GCA_002284855.1	NZ_CP016777.1	CP015603.1	79.4708	86.5902	0.9228	0.9276	0.23612	NaN	3	0.9930	2	2.516	0.1517	86.0523	92.7479	1.2651	2.15	AlfI:86.05,AloI:86.45,BcgI:87.32,FalI:86.08	300	3	2125	230	95.33333333333333	BELOW_DETECTION	86.5902	uniform_fallback	86.4712
GCA_003216725.1__GCA_000634515.1	QCIL01000001.1	JFNU01000001.1	88.6507	91.9487	0.3130	0.3136	0.36656	87.8184	13	1.0000	0	1.631	0.4423	91.0097	95.1154	2.2901	0.72	AlfI:92.49,AloI:90.34,BcgI:92.63,FalI:91.87	177	13	363	16	9.692307692307692	ok	88.6507	gamma	91.7114
GCF_012516395.1__GCF_001277295.1	NZ_CP051206.1	NZ_CP011456.1	95.1968	96.4848	0.0998	0.0908	0.21187	92.1929	36	0.8694	35	0.945	0.7672	95.4697	97.4381	1.6043	2.96	AlfI:96.38,AloI:97.49,BcgI:97.04,FalI:95.88	1447	36	378	17	7.472222222222222	INCONSISTENT	95.1968	gamma	95.9847
GCA_900550745.1__GCA_902373525.1	URTO01000001.1	CABKMN010000001.1	91.8311	92.2789	0.2498	0.1822	0.18108	88.0123	40	0.9958	1	7.948	0.4330	91.9929	93.4726	1.5132	2.33	AlfI:91.56,AloI:93.07,BcgI:92.48,FalI:92.09	907	40	1256	12	6.925	ok	91.8311	gamma	92.3296
GCF_002949795.1__GCA_015206945.1	NZ_CP026692.1	JADEXV010000067.1	93.8565	94.6448	0.3276	0.2799	0.10345	91.2733	146	0.8956	145	2.781	0.6194	94.0381	95.7440	0.8287	3.75	AlfI:94.75,AloI:94.91,BcgI:94.95,FalI:94.12	2644	146	2450	41	9.520547945205479	INCONSISTENT	93.8565	gamma	94.2509
GCA_015060115.1__GCA_017628735.1	SUZB01000015.1	JAGBYO010000023.1	92.6789	93.9790	0.6087	0.6157	0.11212	91.7119	101	0.9413	70	2.175	0.5627	93.2823	95.6885	2.0885	8.98	AlfI:93.88,AloI:95.67,BcgI:93.58,FalI:94.68	1433	101	2417	39	12.118811881188119	ok	92.6789	gamma	93.5040
GCF_000020665.1__GCA_002363385.1	NC_011071.1	DEVL01000003.1	82.9797	87.0145	0.7699	0.8230	0.10805	NaN	15	0.9890	14	3.930	0.1491	86.6508	92.1627	1.9406	11.70	AlfI:87.31,AloI:88.01,BcgI:86.44,FalI:88.38	1401	15	9355	405	84.66666666666667	BELOW_DETECTION	87.0145	uniform_fallback	86.8385
GCA_902599625.1__GCA_902599605.1	CACKGF010000001.1	CACKFV010000001.1	93.5151	94.4126	0.6232	0.7001	0.23943	92.6230	19	0.9599	11	2.516	0.6160	93.7525	95.6667	3.4719	4.57	AlfI:94.68,AloI:95.56,BcgI:92.09,FalI:94.72	308	19	513	66	14.842105263157896	ok	93.5151	gamma	94.2491
GCA_004298295.1__GCA_001771975.1	SCUH01000277.1	MERE01000001.1	91.2341	91.2341	0.2513	0.2551	0.17500	87.0719	53	0.9891	3	inf	0.3516	91.0763	92.1152	0.6019	0.35	AlfI:91.51,AloI:90.90,BcgI:91.16,FalI:91.04	783	53	1578	15	6.113207547169812	ok	91.2341	uniform	91.3909
GCF_003636935.1__GCF_000448485.1	NZ_MVVH01000001.1	NZ_ASYV01000001.1	96.2564	96.2564	0.4360	0.4385	0.15356	93.8426	62	0.9059	46	inf	0.7515	96.0998	96.4091	4.0451	5.63	AlfI:97.06,AloI:93.01,BcgI:95.56,FalI:96.25	810	62	707	25	8.14516129032258	ok	96.2564	uniform	96.4614
