pairid	ani_gated	breakpoint_count	synteny_score	dnadiff_blocks	dnadiff_breakpoints	dnadiff_large_indels	dnadiff_synteny_score	dnadiff_blocks_min10000	dnadiff_breakpoints_min10000	dnadiff_large_indels_min10000	dnadiff_blocks_min5000	dnadiff_breakpoints_min5000	dnadiff_large_indels_min5000	mm2_blocks	mm2_breakpoints	mm2_large_indels	mm2_synteny_score	mm2_status
GCA_902555435.1__GCA_902537905.1	95.9295	6	0.9686	85	61	42	0.2738095238095238	85	57	32	85	59	36	58	50	29	0.122807	ok
GCA_018664115.1__GCA_018670095.1	90.4208	1	0.991	395	277	196	0.2969543147208121	395	231	95	395	253	139	175	136	82	0.218391	ok
GCA_900550055.1__GCF_000236865.1	93.7615	14	0.9939	497	269	270	0.4576612903225806	497	228	148	497	255	202	118	87	55	0.25641	ok
GCF_007994075.1__GCF_006717045.1	89.2415	72	0.9852	1927	945	1238	0.5093457943925234	1927	945	837	1927	945	964	172	106	143	0.380117	ok
GCA_017517465.1__GCA_017437265.1	90.236	8	0.9743	759	544	312	0.2823218997361477	759	427	74	759	463	162	588	459	267	0.218058	ok
GCF_016616425.1__GCF_015624505.1	88.4059	43	0.9876	1616	139	1315	0.9139318885448916	1616	139	261	1616	139	694	141	75	114	0.464286	ok
GCF_001420695.1__GCF_016811915.1	86.947	20	0.9755	981	101	702	0.8969387755102041	981	99	213	981	101	387	162	72	135	0.552795	ok
GCF_004348325.1__GCF_018070575.1	89.5386	1	0.9985	1441	919	767	0.3618055555555556	1441	769	349	1441	850	528	619	464	286	0.249191	ok
GCF_002272075.1__GCF_002272135.1	89.7287	11	0.9922	405	280	215	0.306930693069307	405	265	173	405	273	196	128	95	59	0.251969	ok
GCA_012519355.1__GCA_012728125.1	93.7781	0	1.0	469	342	211	0.2692307692307693	469	267	62	469	296	118	352	305	148	0.131054	ok
GCF_001676785.2__GCA_910578695.1	94.2621	6	0.88	857	623	452	0.272196261682243	857	623	437	857	623	442	559	320	433	0.426523	ok
GCF_001808705.1__GCF_002386345.1	89.5493	6	0.9565	417	118	322	0.7163461538461539	417	114	113	417	115	203	317	237	173	0.25	ok
GCF_001280305.1__GCF_000801315.1	89.9953	6	0.997	719	19	706	0.9735376044568244	719	18	265	719	18	508	2	1	1	0.0	ok
GCF_003287975.1__GCF_019084045.1	86.2216	13	0.9898	1008	655	524	0.3495531281032771	1008	635	393	1008	649	439	217	154	123	0.287037	ok
GCA_902610845.1__GCA_902575375.1	94.2507	2	0.9672	97	65	50	0.3229166666666666	97	60	35	97	62	40	71	60	33	0.142857	ok
GCF_004114425.1__GCF_015291725.1	91.5433	26	0.9957	1716	215	1085	0.8746355685131195	1716	200	305	1716	204	610	328	243	171	0.256881	ok
GCA_902605865.1__GCA_902594675.1	88.4957	1	0.973	134	101	70	0.2406015037593984	134	97	63	134	99	65	59	47	40	0.189655	ok
GCF_000746095.1__GCF_000974685.2	85.6599	35	0.9361	507	99	382	0.8043478260869565	507	98	105	507	98	182	181	132	112	0.266667	ok
GCF_013623835.1__GCF_900169265.1	86.8126	40	0.9701	1141	709	659	0.3780701754385964	1141	705	508	1141	706	546	187	131	113	0.295699	ok
GCA_011390335.1__GCA_011390695.1	94.8297	8	0.9273	719	515	360	0.2827298050139275	719	495	309	719	506	336	497	423	219	0.147177	ok
GCF_001695835.1__GCF_013283665.1	89.1173	30	0.9914	1281	378	914	0.7046875	1281	351	336	1281	364	579	220	156	121	0.287671	ok
GCF_000756615.1__GCF_000520715.1	94.3505	239	0.9154	1282	963	645	0.2482435597189696	1282	963	642	1282	963	642	920	617	628	0.328618	ok
GCF_001905665.1__GCF_000725545.1	92.8209	56	0.9874	1635	1170	820	0.2839657282741737	1635	1164	769	1635	1166	797	292	210	182	0.278351	ok
GCF_012396365.1__GCF_000092985.1	95.2951	30	0.9939	1333	247	853	0.8145645645645645	1333	223	286	1333	230	551	166	120	80	0.272727	ok
GCF_002913745.1__GCF_003048615.2	95.7575	41	0.9728	282	131	172	0.5338078291814947	282	111	86	282	123	112	168	127	96	0.239521	ok
GCF_001953985.1__GCF_010730575.1	85.7926	10	0.9886	1173	119	938	0.8984641638225256	1173	113	183	1173	116	479	348	235	195	0.322767	ok
GCA_902593285.1__GCA_902592935.1	93.9513	10	0.9153	96	67	54	0.2947368421052632	96	64	45	96	65	47	62	52	39	0.147541	ok
GCA_003151115.1__GCA_013036105.1	85.4988	19	0.9697	369	254	181	0.3097826086956522	369	251	155	369	254	162	61	47	38	0.216667	ok
GCA_002050295.1__GCA_013285425.1	87.8071	0	1.0	566	129	463	0.7716814159292036	566	104	158	566	119	306	297	203	155	0.314189	ok
GCA_900541185.1__GCA_900756725.1	93.9796	66	0.9589	437	314	213	0.2798165137614679	437	278	128	437	298	165	283	247	130	0.124113	ok
GCF_003688935.1__GCF_000478175.1	89.6483	5	0.9948	357	217	218	0.3904494382022472	357	210	165	357	213	187	529	372	277	0.295455	ok
GCF_000758665.1__GCF_000758605.1	91.3546	40	0.9908	1271	75	535	0.9409448818897638	1271	71	149	1271	73	236	1	0	0	1.0	ok
GCA_003141615.1__GCA_003139775.1	92.0883	3	0.9892	1315	969	595	0.2625570776255708	1315	823	308	1315	890	449	918	718	453	0.217012	ok
GCF_000158035.1__GCF_000172175.1	91.141	69	0.9571	1026	381	699	0.6282926829268293	1026	381	374	1026	381	519	164	87	122	0.466258	ok
GCA_902592545.1__GCA_902522115.1	93.5987	0	1.0	95	76	40	0.1914893617021277	95	67	21	95	71	32	66	53	39	0.184615	ok
GCF_900258035.1__GCA_001184405.1	89.6867	91	0.9429	1413	999	734	0.2924929178470254	1413	971	644	1413	986	684	588	416	326	0.291312	ok
GCF_014845115.1__GCF_003111705.1	89.79	19	0.9896	1658	391	1069	0.764031382015691	1658	336	170	1658	361	402	638	476	335	0.252747	ok
GCA_007280515.1__GCA_013205585.1	94.2124	15	0.9198	374	275	192	0.2627345844504021	374	259	157	374	269	176	281	262	146	0.064286	ok
GCF_004348345.1__GCF_014207985.1	89.5717	13	0.9926	2246	607	1713	0.7296213808463252	2246	531	395	2246	569	851	1048	806	517	0.230181	ok
GCF_003857035.1__GCF_003172955.1	92.3695	55	0.9758	1648	1212	780	0.2641165755919854	1648	1062	485	1648	1139	634	848	689	421	0.186541	ok
GCF_900236475.1__GCF_001514125.1	85.6002	53	0.9689	2036	1494	962	0.2658476658476658	2036	1494	879	2036	1494	900	397	184	352	0.535354	ok
GCA_003222055.1__GCA_003220855.1	92.2695	51	0.946	871	633	433	0.2724137931034482	871	554	281	871	586	351	488	425	231	0.12731	ok
GCF_000956545.1__GCA_018268515.1	89.1677	46	0.9632	1009	751	466	0.2549603174603174	1009	720	398	1009	735	430	327	259	153	0.205521	ok
GCF_002096435.1__GCA_018364455.1	89.901	22	0.916	473	332	251	0.2966101694915254	473	329	226	473	331	242	236	174	155	0.259574	ok
GCA_900554275.1__GCA_900551355.1	93.196	0	1.0	500	377	217	0.2444889779559118	500	331	116	500	352	162	336	269	165	0.197015	ok
GCF_900458435.1__GCF_003718735.1	88.0491	6	0.9753	484	8	403	0.9834368530020704	484	8	135	484	8	272	20	8	15	0.578947	ok
GCF_003732425.1__GCF_004011755.1	92.4638	34	0.9943	1087	97	380	0.9106813996316758	1087	95	115	1087	95	188	38	28	19	0.243243	ok
GCF_010894405.1__GCF_010894435.1	89.4147	88	0.9835	2936	2038	1526	0.3056218057921636	2936	2008	1292	2936	2026	1392	1046	766	565	0.266986	ok
GCF_001579045.1__GCF_016127915.1	89.4079	24	0.9211	474	70	359	0.8520084566596194	474	68	115	474	69	214	218	158	125	0.271889	ok
GCA_900317845.1__GCA_002354005.1	95.92	99	0.9266	567	413	282	0.2703180212014134	567	394	245	567	403	260	275	244	125	0.109489	ok
GCA_902574685.1__GCA_902543485.1	94.7417	2	0.9933	83	60	45	0.2682926829268293	83	58	34	83	59	39	46	36	23	0.2	ok
GCF_003382285.1__GCF_016735495.2	88.4227	24	0.9894	1190	649	620	0.4541631623212784	1190	645	413	1190	648	471	214	152	120	0.286385	ok
GCF_002086115.1__GCF_001428895.1	86.5334	25	0.979	1287	906	689	0.2954898911353032	1287	876	587	1287	895	630	310	237	158	0.23301	ok
GCA_018711305.1__GCA_018712545.1	88.3664	5	0.9728	451	330	236	0.2666666666666667	451	292	154	451	309	190	235	187	104	0.200855	ok
GCA_009923995.1__GCF_001865675.1	92.2141	20	0.9964	1052	139	718	0.8677450047573739	1052	128	300	1052	134	493	204	154	99	0.241379	ok
GCA_003279455.1__GCA_003284445.1	91.546	2	0.9775	158	104	85	0.3375796178343949	158	92	57	158	97	68	95	70	54	0.255319	ok
GCF_003122385.1__GCA_017744675.1	85.7918	27	0.9493	1103	703	515	0.3620689655172413	1103	703	322	1103	703	389	98	42	88	0.56701	ok
GCA_902524805.1__GCA_902522825.1	87.1055	0	1.0	137	75	88	0.4485294117647058	137	73	64	137	73	72	60	48	28	0.186441	ok
GCF_006540305.1__GCA_014204745.1	86.2192	35	0.9767	1958	210	1877	0.8926928972917731	1958	207	273	1958	210	801	346	181	310	0.475362	ok
GCF_001419705.1__GCA_014650015.1	90.5391	3	0.9978	2322	1643	1001	0.2921154674709176	2322	1296	270	2322	1436	553	1159	862	588	0.255613	ok
GCF_003628475.1__GCF_016756775.1	88.4876	18	0.9662	765	563	360	0.2630890052356021	765	552	319	765	556	336	209	158	113	0.240385	ok
GCF_003011965.1__GCF_001445655.1	92.7814	38	0.9909	2059	1066	1131	0.4820213799805636	2059	978	552	2059	1023	727	774	549	449	0.28978	ok
GCF_018861005.1__GCF_001975665.1	91.0265	16	0.9729	616	66	456	0.8926829268292683	616	55	166	616	58	294	202	140	104	0.303483	ok
GCF_009908295.1__GCF_900091435.1	86.6443	28	0.9783	1606	1136	740	0.2922118380062305	1606	1125	608	1606	1131	646	298	198	211	0.333333	ok
GCA_003611875.1__GCA_910586205.1	88.9646	15	0.9747	982	696	496	0.290519877675841	982	675	433	982	683	458	330	258	167	0.215805	ok
GCF_012910805.1__GCF_900156155.1	91.603	46	0.9889	847	595	412	0.2966903073286052	847	553	297	847	567	340	333	261	151	0.213855	ok
GCF_004769525.1__GCA_016742255.1	84.8523	18	0.9466	603	446	292	0.2591362126245847	603	445	272	603	446	278	94	77	59	0.172043	ok
GCA_003278875.1__GCA_003281625.1	93.8445	6	0.9859	104	79	61	0.233009708737864	104	70	35	104	74	46	77	60	46	0.210526	ok
GCA_016717005.1__GCA_016707895.1	87.3108	127	0.9443	2887	2058	1494	0.2869022869022869	2887	2038	1365	2887	2046	1393	957	686	524	0.282427	ok
GCA_902616145.1__GCA_902583585.1	89.7828	0	1.0	91	60	48	0.3333333333333333	91	60	33	91	60	36	31	24	21	0.2	ok
GCF_000519185.1__GCF_000685015.1	88.3602	43	0.9836	2068	1480	1052	0.2839864537977745	2068	1433	947	2068	1456	998	549	412	291	0.248175	ok
GCF_900157365.1__GCF_002356315.1	85.9459	19	0.9859	1067	36	1057	0.9662288930581614	1067	33	292	1067	33	778	108	35	102	0.672897	ok
GCA_902595805.1__GCA_902530685.1	89.8531	0	1.0	120	76	79	0.3613445378151261	120	68	55	120	72	67	76	59	36	0.213333	ok
GCF_001553035.1__GCA_900766305.1	94.9527	17	0.9659	361	253	172	0.2972222222222223	361	237	125	361	245	150	250	191	120	0.232932	ok
GCF_007829885.1__GCA_000470535.1	93.7979	278	0.9333	1790	1310	923	0.2677473448854108	1790	1307	909	1790	1308	913	695	546	442	0.213256	ok
GCF_003231305.1__GCF_000019445.1	87.8003	29	0.9834	1209	201	798	0.8336092715231789	1209	185	204	1209	194	427	373	271	179	0.271505	ok
GCF_009469585.1__GCA_017983615.1	85.806	20	0.9703	719	460	383	0.3593314763231198	719	441	262	719	452	298	233	173	118	0.25431	ok
GCF_900167405.1__GCF_001552295.1	96.4599	41	0.9219	475	360	233	0.240506329113924	475	347	205	475	355	217	354	296	148	0.161473	ok
GCA_004297665.1__GCA_016234975.1	95.3248	0	1.0	520	349	228	0.327552986512524	520	240	25	520	272	80	437	360	169	0.174312	ok
GCF_002217655.1__GCA_001610955.1	94.5303	30	0.9911	595	87	555	0.8535353535353536	595	84	262	595	86	422	61	41	40	0.316667	ok
GCF_004114425.1__GCF_900114915.1	90.7983	44	0.9916	1862	1362	902	0.2681354110693176	1862	1322	772	1862	1351	842	369	293	177	0.203804	ok
GCF_001955855.1__GCF_018614975.1	94.1796	61	0.9858	955	654	437	0.3144654088050315	955	640	377	955	647	400	263	201	134	0.232824	ok
GCF_000720765.1__GCF_000349325.1	86.0606	49	0.976	2185	265	1622	0.8786630036630036	2185	260	340	2185	263	771	584	420	337	0.279588	ok
GCF_000373985.1__GCF_000233695.2	90.1025	0	1.0	950	295	651	0.6891464699683878	950	273	229	950	280	402	646	487	315	0.244961	ok
GCF_002846275.1__GCF_003030345.1	92.4553	67	0.987	1630	123	1139	0.9244935543278084	1630	120	374	1630	121	683	126	81	93	0.352	ok
GCF_003935375.1__GCF_000935215.1	97.3101	201	0.974	468	357	224	0.2355460385438972	468	351	210	468	355	217	344	305	154	0.110787	ok
GCF_002760245.1__GCF_000294495.1	93.7841	13	0.987	499	139	347	0.7208835341365463	499	125	124	499	132	221	328	244	164	0.253823	ok
GCA_019113675.1__GCA_002358975.1	92.3138	22	0.9625	523	361	273	0.3084291187739464	523	318	178	523	340	223	305	270	139	0.111842	ok
GCF_008638365.1__GCA_002529455.1	90.3858	36	0.983	1903	1322	971	0.3049421661409043	1903	1279	858	1903	1299	906	363	239	179	0.339779	ok
GCF_003853415.1__GCF_001718315.1	94.3095	81	0.992	837	353	572	0.5777511961722488	837	338	354	837	344	444	217	159	121	0.263889	ok
GCF_009749465.1__GCF_009749385.1	88.6038	31	0.9842	1158	820	542	0.2912705272255834	1158	805	424	1158	810	475	157	91	110	0.416667	ok
GCF_000710615.1__GCF_900156425.1	91.5178	12	0.9949	640	212	498	0.6682316118935837	640	210	280	640	212	401	56	39	36	0.290909	ok
GCF_000764665.1__GCF_000819865.1	88.1417	29	0.9676	1235	819	605	0.3363047001620746	1235	777	405	1235	799	473	376	276	181	0.264	ok
GCF_001894805.1__GCF_001552595.1	88.3972	51	0.9602	953	623	509	0.3455882352941176	953	619	410	953	622	450	271	176	174	0.348148	ok
GCF_900108565.1__GCF_001500025.1	85.6031	42	0.967	1054	787	478	0.2526115859449193	1054	786	445	1054	786	455	201	59	190	0.705	ok
GCF_003368325.1__GCF_902859805.1	93.2019	90	0.989	1218	773	676	0.3648315529991783	1218	770	518	1218	771	587	214	135	147	0.366197	ok
GCF_002096855.1__GCF_900104285.1	89.648	25	0.9378	425	239	238	0.4363207547169812	425	230	149	425	236	184	195	133	96	0.314433	ok
GCF_016894265.1__GCF_016127015.1	94.2864	19	0.9927	169	13	163	0.9226190476190476	169	13	132	169	13	151	20	15	11	0.210526	ok
GCA_017428805.1__GCA_902776545.1	93.8184	28	0.9842	799	541	403	0.3220551378446115	799	469	216	799	506	304	417	318	214	0.235577	ok
GCF_002111585.1__GCF_000688695.1	94.482	4	0.9986	288	183	146	0.3623693379790941	288	165	95	288	172	115	206	153	116	0.253659	ok
GCF_008868175.1__GCF_900156065.1	89.0516	7	0.9901	1620	1122	780	0.3069796170475602	1620	1002	467	1620	1066	606	712	540	354	0.240506	ok
GCF_003996995.1__GCF_000425965.1	90.1782	7	0.9964	1904	1367	864	0.2816605359957961	1904	1052	271	1904	1171	507	1030	776	500	0.24587	ok
GCF_003417065.2__GCF_900107135.1	88.8348	18	0.9869	1631	1128	830	0.3079754601226994	1631	1080	671	1631	1105	720	227	153	128	0.323009	ok
GCF_018130955.1__GCF_008932115.1	87.1316	45	0.9813	1971	288	1338	0.8538071065989847	1971	280	234	1971	285	592	581	433	292	0.253448	ok
GCA_902615715.1__GCA_902557935.1	92.1353	1	0.9583	101	59	72	0.41	101	58	50	101	58	57	42	36	26	0.121951	ok
GCF_002532045.1__GCF_000938305.1	88.0222	74	0.9805	2036	1413	1059	0.3056511056511056	2036	1391	895	2036	1395	950	320	233	198	0.269592	ok
GCA_900549715.1__GCA_905216045.1	94.7052	129	0.927	415	295	205	0.2874396135265701	415	283	180	415	287	189	253	221	126	0.123016	ok
GCF_900112425.1__GCF_000184745.1	89.4738	70	0.9835	1547	211	871	0.8635187580853816	1547	200	238	1547	208	431	352	253	196	0.279202	ok
GCF_004786035.1__GCF_004011755.1	84.8092	46	0.9591	1206	104	799	0.9136929460580911	1206	104	175	1206	104	349	249	107	230	0.568548	ok
GCF_004216715.1__GCF_003014575.1	89.126	25	0.9012	793	505	395	0.3623737373737373	793	504	302	793	504	328	275	135	175	0.507299	ok
GCF_002895085.1__GCF_000007605.1	85.3906	1	0.993	166	0	90	1.0	166	0	5	166	0	22	1	0	0	1.0	ok
GCF_000718305.1__GCA_000720555.1	92.4986	60	0.9884	1797	1265	947	0.2956570155902004	1797	1241	835	1797	1259	880	345	247	182	0.281977	ok
GCF_014205055.1__GCF_900105245.1	88.7482	43	0.9757	2032	189	1272	0.9069423929098966	2032	186	231	2032	186	447	334	142	310	0.573574	ok
GCF_004570325.1__GCF_001500125.1	86.8051	22	0.9785	1119	817	557	0.2692307692307693	1119	783	463	1119	804	515	344	253	173	0.262391	ok
GCA_902619375.1__GCA_902575725.1	96.5207	3	0.9746	75	46	44	0.3783783783783784	75	45	31	75	45	34	45	35	31	0.204545	ok
GCF_002112505.1__GCF_014268815.2	87.3717	32	0.9835	1240	187	925	0.8490718321226796	1240	181	248	1240	185	567	275	195	147	0.288321	ok
GCF_004137245.1__GCF_017086465.1	84.7996	21	0.9798	1076	61	946	0.9432558139534885	1076	59	139	1076	59	448	154	83	117	0.457516	ok
GCF_900108565.1__GCF_001499905.1	85.7586	47	0.956	1027	653	702	0.3635477582846004	1027	653	676	1027	653	687	234	64	220	0.725322	ok
GCA_016870155.1__GCA_018969105.1	91.3664	55	0.9058	448	335	220	0.2505592841163311	448	323	203	448	328	211	222	194	133	0.122172	ok
GCF_900112185.1__GCF_003952665.1	91.4149	71	0.9835	1230	208	809	0.8307567127746135	1230	206	281	1230	207	487	231	162	128	0.295652	ok
GCF_001280125.1__GCA_007858575.1	95.2222	26	0.9953	1380	223	737	0.8382886149383612	1380	204	277	1380	211	452	412	296	219	0.279805	ok
GCF_004404055.1__GCF_004402535.1	90.3713	20	0.99	633	452	305	0.2848101265822784	633	439	259	633	447	280	78	49	49	0.363636	ok
GCA_902592675.1__GCA_902540275.1	92.5473	0	1.0	128	84	76	0.3385826771653543	128	83	63	128	84	70	58	43	32	0.245614	ok
GCF_003942865.1__GCF_002096845.1	93.8533	44	0.9495	450	320	237	0.2873051224944321	450	311	203	450	319	222	195	134	103	0.309278	ok
GCF_001428305.1__GCA_019116945.1	86.876	53	0.8994	847	625	435	0.2612293144208037	847	622	417	847	623	428	342	261	213	0.234604	ok
GCA_017408885.1__GCA_017399555.1	91.2423	19	0.9246	406	288	207	0.2888888888888888	406	282	189	406	286	199	251	194	127	0.224	ok
GCF_014201875.1__GCF_014647055.1	87.902	42	0.9444	1185	798	579	0.3260135135135135	1185	783	514	1185	790	538	277	196	160	0.289855	ok
GCF_900156755.1__GCF_000024285.1	86.3816	4	0.9919	621	71	447	0.885483870967742	621	69	98	621	70	216	126	78	85	0.376	ok
GCF_002891295.1__GCF_014648775.1	89.8831	38	0.9714	1989	1314	970	0.3390342052313883	1989	1301	807	1989	1305	829	535	361	331	0.32397	ok
GCA_002685315.1__GCA_002497245.1		0	0.0	164	130	68	0.2024539877300614	164	101	16	164	117	49	104	85	40	0.174757	ok
GCA_003209375.1__GCA_902572915.1	93.8391	9	0.9451	123	85	71	0.3032786885245901	123	70	46	123	77	59	98	86	49	0.113402	ok
GCF_000986795.1__GCA_019113295.1	91.2834	24	0.9801	263	180	139	0.3129770992366412	263	177	121	263	179	128	89	65	54	0.261364	ok
GCA_902596355.1__GCA_902565325.1	94.8106	1	0.9841	107	75	54	0.2924528301886793	107	69	37	107	70	40	78	65	41	0.155844	ok
GCF_001751255.1__GCF_001751365.1	90.3156	3	0.9983	2412	1553	1128	0.3558689340522605	2412	1280	388	2412	1406	675	796	594	386	0.25283	ok
GCA_005862225.1__GCA_903843305.1	87.1927	5	0.9495	439	307	223	0.2990867579908676	439	307	202	439	307	207	209	154	123	0.259615	ok
GCF_003048575.1__GCF_000466745.1	94.3381	11	0.9917	126	62	74	0.504	126	58	53	126	61	62	37	28	18	0.222222	ok
GCF_002095435.2__GCF_002095395.1	92.9468	65	0.9871	577	401	303	0.3038194444444444	577	389	264	577	394	281	337	225	123	0.330357	ok
GCA_003279845.1__GCF_001180305.1	91.4674	7	0.9778	126	78	67	0.376	126	71	45	126	75	55	74	46	38	0.369863	ok
GCA_902615045.1__GCA_902537055.1	94.631	4	0.9842	96	65	49	0.3157894736842105	96	54	24	96	56	30	52	43	27	0.156863	ok
GCF_016031625.1__GCF_000617845.2	93.6561	59	0.9928	1515	211	1064	0.8606340819022458	1515	202	363	1515	204	702	235	161	139	0.311966	ok
GCF_004365875.1__GCF_014205295.1	87.5559	20	0.9889	1842	71	1351	0.9614340032590984	1842	70	198	1842	70	577	150	60	135	0.597315	ok
GCF_003965815.1__GCF_900106655.1	91.9893	78	0.986	850	611	413	0.2803297997644287	850	606	372	850	608	387	143	104	106	0.267606	ok
GCA_002729755.1__GCA_902586435.1	87.8998	0	1.0	132	96	66	0.2671755725190839	132	90	43	132	92	56	63	47	38	0.241935	ok
GCF_008370045.1__GCF_017114825.1	87.8402	52	0.9729	1361	941	764	0.3080882352941176	1361	922	693	1361	932	726	402	265	202	0.339152	ok
GCA_002863145.1__GCA_002683345.1	93.2548	13	0.9863	284	211	142	0.2544169611307421	284	153	35	284	174	75	223	185	98	0.166667	ok
GCA_003216415.1__GCA_003281415.1	92.7438	8	0.9725	105	78	50	0.25	105	72	41	105	76	47	70	63	35	0.086957	ok
GCF_000278235.1__GCF_000278135.1	85.79	7	0.969	445	260	284	0.4144144144144144	445	256	236	445	258	252	86	43	70	0.494118	ok
GCF_004762045.1__GCF_001954135.1	87.3694	92	0.9384	1124	826	537	0.2644701691896705	1124	826	517	1124	826	521	351	144	313	0.588571	ok
GCF_002879535.1__GCF_000688075.1	92.4202	23	0.9951	1410	956	725	0.3215046132008516	1410	827	436	1410	877	552	491	362	241	0.261224	ok
GCA_016787705.1__GCA_013816615.1	91.9719	3	0.9143	850	621	444	0.2685512367491166	850	617	423	850	618	430	356	295	193	0.169014	ok
GCF_002930105.1__GCF_013697085.1	85.2266	23	0.9673	904	615	448	0.3189368770764119	904	604	377	904	608	407	264	194	152	0.262357	ok
GCF_000719345.1__GCF_001941845.1	93.1398	31	0.9938	1428	192	1039	0.8654519971969166	1428	176	348	1428	184	633	328	254	148	0.223242	ok
GCF_002113375.1__GCF_016651305.1	86.2521	32	0.9803	1166	240	735	0.7939914163090129	1166	236	265	1166	239	421	276	200	141	0.272727	ok
GCA_900550185.1__GCA_900540945.1	93.2414	10	0.9935	517	364	229	0.2945736434108527	517	285	58	517	306	111	361	283	173	0.213889	ok
GCA_900544425.1__GCA_900754385.1	96.2728	53	0.9643	494	353	226	0.283975659229209	494	280	76	494	312	134	428	369	182	0.135831	ok
GCA_902800585.1__GCA_902769805.1	88.8966	12	0.9708	581	408	287	0.296551724137931	581	367	182	581	389	232	273	220	120	0.191176	ok
GCF_000801955.1__GCA_002298975.1	89.0636	60	0.9797	840	588	462	0.2991656734207389	840	575	408	840	583	434	279	204	174	0.266187	ok
GCF_900497695.1__GCF_016009175.1	87.4827	58	0.9694	885	627	454	0.2907239819004524	885	620	423	885	624	438	274	198	176	0.274725	ok
GCA_902622625.1__GCA_902606255.1	93.8942	4	0.9797	89	64	48	0.2727272727272727	89	57	32	89	61	39	73	63	37	0.125	ok
GCF_900110755.1__GCF_016860545.1	90.1718	31	0.9909	2160	1075	1226	0.5020842982862437	2160	1033	694	2160	1057	878	387	273	221	0.292746	ok
GCF_017357425.1__GCF_014648735.1	88.2302	37	0.9582	827	562	405	0.3196125907990315	827	561	332	827	561	359	167	66	137	0.60241	ok
GCF_002979865.1__GCF_006539525.1	89.2052	32	0.9836	463	292	267	0.3679653679653679	463	285	223	463	289	251	81	50	52	0.375	ok
GCA_900556145.1__GCA_900763705.1	94.0479	7	0.9927	386	259	178	0.3272727272727272	386	181	7	386	205	51	325	258	151	0.203704	ok
GCA_902606105.1__GCA_902520645.1	94.3958	1	0.9877	110	74	65	0.3211009174311926	110	65	46	110	68	54	86	68	48	0.2	ok
GCF_002929275.1__GCF_001428005.1	91.5592	35	0.9859	803	557	427	0.3054862842892768	803	545	368	803	552	393	221	152	128	0.309091	ok
GCF_001050035.1__GCA_900637135.1	89.3697	14	0.9945	738	48	545	0.9348710990502036	738	47	247	738	48	376	133	92	76	0.30303	ok
GCF_001485575.1__GCF_000223905.1	90.585	18	0.9914	557	144	430	0.7410071942446044	557	141	283	557	142	367	80	50	53	0.367089	ok
GCF_002878485.1__GCF_002843605.1	86.2555	22	0.9744	1374	245	1030	0.8215586307356154	1374	223	247	1374	237	513	456	344	217	0.243956	ok
