pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_902770275.1__GCA_902784825.1	GCA_902770275.1	GCA_902784825.1	ok	9	131	0.00330	0.46112	1257	0	0.9720	2571	0.9514	2726	40	1023	false
GCA_902771175.1__GCA_902798345.1	GCA_902771175.1	GCA_902798345.1	ok	6	84	0.00454	0.48336	639	0	0.9739	1230	0.9358	1322	26	385	false
GCA_902776575.1__GCA_902790225.1	GCA_902776575.1	GCA_902790225.1	ok	11	167	0.00972	0.46996	532	0	0.9151	905	0.8445	1132	22	429	false
GCA_902777565.1__GCA_902786375.1	GCA_902777565.1	GCA_902786375.1	ok	0	70	0.00000	0.43533	626	0	0.9560	1348	0.9509	1438	9	579	false
GCA_902778955.1__GCA_902800865.1	GCA_902778955.1	GCA_902800865.1	ok	3	151	0.00171	0.37350	654	0	0.9994	1597	0.9135	1751	16	627	false
GCA_902781695.1__GCA_902794995.1	GCA_902781695.1	GCA_902794995.1	ok	15	349	0.00419	0.44351	1586	0	0.9593	3136	0.8998	3576	62	1504	false
GCA_902784185.1__GCA_902784825.1	GCA_902784185.1	GCA_902784825.1	ok	5	130	0.00168	0.46465	1380	0	0.9775	2822	0.9559	2970	38	1032	false
GCA_902785195.1__GCA_902799115.1	GCA_902785195.1	GCA_902799115.1	ok	11	94	0.00502	0.49224	1078	0	0.9877	2084	0.9566	2190	55	549	false
GCA_902786495.1__GCA_902787845.1	GCA_902786495.1	GCA_902787845.1	ok	8	141	0.00413	0.49458	959	0	0.9386	1787	0.9269	1939	36	694	false
GCA_902790455.1__GCA_902794255.1	GCA_902790455.1	GCA_902794255.1	ok	4	551	0.00094	0.46626	1983	0	0.8920	3494	0.8654	4253	62	1316	false
GCA_902793085.1__GCA_902793625.1	GCA_902793085.1	GCA_902793625.1	ok	4	163	0.00195	0.49170	1007	0	0.9319	1847	0.9194	2048	20	723	false
GCA_903833345.1__GCA_903921545.1	GCA_903833345.1	GCA_903921545.1	ok	1	234	0.00117	0.47664	408	0	0.5694	320	0.6303	856	20	123	false
GCA_903833775.1__GCA_903922205.1	GCA_903833775.1	GCA_903922205.1	ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false
GCA_903873665.1__GCA_903900245.1	GCA_903873665.1	GCA_903900245.1	ok	0	244	0.00000	0.46455	1081	0	0.9511	2022	0.8928	2327	65	734	false
GCA_904373315.1__GCA_905207275.1	GCA_904373315.1	GCA_905207275.1	ok	0	42	0.00000	0.39659	163	0	0.9497	359	0.8953	411	6	63	false
GCA_905187715.1__GCF_002860845.1	GCA_905187715.1	GCF_002860845.1	ok	12	115	0.01253	0.43737	419	0	0.8889	840	0.8796	958	12	220	false
GCA_905199465.1__GCF_008831385.1	GCA_905199465.1	GCF_008831385.1	ok	6	21	0.00951	0.25198	159	0	0.9984	622	0.9670	631	11	130	false
GCA_905200075.1__GCF_015549175.1	GCA_905200075.1	GCF_015549175.1	ok	10	186	0.00555	0.45036	812	0	0.9064	1608	0.8967	1803	16	776	false
GCA_905207275.1__GCA_905214395.1	GCA_905207275.1	GCA_905214395.1	ok	1	50	0.00225	0.48090	214	0	0.9106	377	0.8834	445	7	59	false
GCA_905215445.1__GCF_003467795.1	GCA_905215445.1	GCF_003467795.1	ok	3	103	0.00182	0.46610	770	0	0.9546	1534	0.9371	1652	8	746	false
GCA_905372675.1__GCF_000318195.2	GCA_905372675.1	GCF_000318195.2	ok	29	123	0.01886	0.37126	571	0	0.9648	1451	0.9205	1538	35	511	false
GCA_910575095.1__GCA_910576525.1	GCA_910575095.1	GCA_910576525.1	ok	100	281	0.06993	0.48322	691	0	0.9873	1320	0.8132	1430	62	357	false
GCF_000010045.1__GCF_000378805.1	GCF_000010045.1	GCF_000378805.1	ok	19	41	0.00719	0.25530	674	1	0.9996	2638	0.9846	2641	76	648	false
GCF_000093165.1__GCF_014252515.1	GCF_000093165.1	GCF_014252515.1	ok	0	0	0.00000	0.00000	0	0	1.0000	182	1.0000	182	0	38	true
GCF_000162055.1__GCF_003350215.1	GCF_000162055.1	GCF_003350215.1	ok	13	138	0.00807	0.46865	755	0	0.9973	1484	0.9143	1611	12	405	false
GCF_000167395.1__GCF_016458385.1	GCF_000167395.1	GCF_016458385.1	ok	28	91	0.02806	0.36072	360	0	0.9654	949	0.9104	998	24	219	false
GCF_000235975.1__GCF_017312445.1	GCF_000235975.1	GCF_017312445.1	ok	29	101	0.00774	0.36555	1369	0	0.9898	3687	0.9731	3745	61	2320	false
GCF_000252835.1__GCF_016865275.1	GCF_000252835.1	GCF_016865275.1	ok	22	52	0.02945	0.06693	50	0	0.9852	734	0.9319	747	65	103	false
GCF_000264075.1__GCF_017897585.1	GCF_000264075.1	GCF_017897585.1	ok	12	84	0.00571	0.48597	1022	0	0.9902	2027	0.9600	2103	30	616	false
GCF_000312185.1__GCF_015207115.1	GCF_000312185.1	GCF_015207115.1	ok	174	649	0.14834	0.49702	583	0	0.9673	799	0.4922	1173	95	281	false
GCF_000314615.1__GCF_000369785.1	GCF_000314615.1	GCF_000369785.1	ok	4	40	0.00213	0.49094	921	0	1.0000	1842	0.9787	1876	30	481	false
GCF_000345605.2__GCF_004014595.1	GCF_000345605.2	GCF_004014595.1	ok	1	19	0.00180	0.48201	268	0	0.9773	517	0.9646	556	6	91	false
GCF_000348585.1__GCF_000775195.1	GCF_000348585.1	GCF_000775195.1	ok	4	107	0.00079	0.47771	2432	0	0.9996	4991	0.9790	5091	162	2912	false
GCF_000364285.1__GCF_900198355.1	GCF_000364285.1	GCF_900198355.1	ok	30	117	0.02904	0.42304	437	0	0.9959	969	0.8892	1033	78	234	false
GCF_000367805.1__GCF_002356075.1	GCF_000367805.1	GCF_002356075.1	ok	6	34	0.03191	0.48936	92	0	0.8449	158	0.8220	188	9	27	false
GCF_000368645.1__GCF_000964015.1	GCF_000368645.1	GCF_000964015.1	ok	5	46	0.00360	0.39265	545	0	1.0000	1348	0.9669	1388	28	384	false
GCF_000369145.1__GCF_013417805.1	GCF_000369145.1	GCF_013417805.1	ok	4	35	0.00231	0.38120	661	1	0.9821	1698	0.9798	1735	36	441	false
GCF_000369485.1__GCF_000369545.1	GCF_000369485.1	GCF_000369545.1	ok	10	25	0.00681	0.48910	718	0	0.9993	1462	0.9831	1468	49	450	false
GCF_000406205.1__GCF_009873225.1	GCF_000406205.1	GCF_009873225.1	ok	6	183	0.00223	0.46128	1239	0	0.9996	2513	0.9320	2686	49	726	false
GCF_000413375.1__GCF_002847685.1	GCF_000413375.1	GCF_002847685.1	ok	2	14	0.00081	0.28647	707	0	1.0000	2457	0.9943	2468	22	793	false
GCF_000452225.2__GCF_015668845.1	GCF_000452225.2	GCF_015668845.1	ok	4	66	0.00430	0.41461	386	0	0.9694	854	0.9279	931	18	125	false
GCF_000505765.1__GCF_007989265.1	GCF_000505765.1	GCF_007989265.1	ok	10	57	0.00389	0.46010	1182	0	0.9871	2522	0.9778	2569	9	1112	false
GCF_000506745.1__GCF_003599935.1	GCF_000506745.1	GCF_003599935.1	ok	16	136	0.01401	0.49737	568	0	0.9632	994	0.8781	1142	58	185	false
GCF_000519025.1__GCF_000526975.1	GCF_000519025.1	GCF_000526975.1	ok	2	75	0.00059	0.49777	1675	0	0.9894	3271	0.9776	3365	29	1015	false
GCF_000597925.1__GCF_002901665.1	GCF_000597925.1	GCF_002901665.1	ok	24	138	0.00510	0.39264	1847	0	0.9829	4595	0.9707	4704	96	1968	false
GCF_000613325.1__GCF_018127765.1	GCF_000613325.1	GCF_018127765.1	ok	68	183	0.04114	0.43255	715	0	0.9988	1606	0.8937	1653	100	511	false
GCF_000692275.1__GCF_001022525.2	GCF_000692275.1	GCF_001022525.2	ok	6	42	0.00240	0.35506	888	0	0.9864	2460	0.9832	2501	39	921	false
GCF_000719575.1__GCF_000721715.1	GCF_000719575.1	GCF_000721715.1	ok	54	176	0.01157	0.49743	2322	0	0.9950	4554	0.9624	4668	95	2197	false
GCF_000721345.1__GCF_000721625.1	GCF_000721345.1	GCF_000721625.1	ok	25	285	0.00420	0.49269	2931	0	0.9842	5612	0.9516	5949	102	1547	false
GCF_000738695.1__GCF_000988945.1	GCF_000738695.1	GCF_000988945.1	ok	74	968	0.01047	0.49632	3509	0	0.9989	6211	0.8638	7070	113	2303	false
GCF_000761335.1__GCF_008121555.1	GCF_000761335.1	GCF_008121555.1	ok	20	108	0.00405	0.36973	1825	0	0.9957	4840	0.9781	4936	68	2400	false
GCF_000803285.1__GCF_904887615.1	GCF_000803285.1	GCF_904887615.1	ok	9	41	0.00512	0.22014	387	0	0.9937	1725	0.9767	1758	28	377	false
GCF_000819905.1__GCF_013359465.2	GCF_000819905.1	GCF_013359465.2	ok	3	23	0.00175	0.40269	689	0	0.9959	1690	0.9865	1711	20	601	false
GCF_000819905.1__GCF_014634945.1	GCF_000819905.1	GCF_014634945.1	ok	0	13	0.00000	0.30398	573	0	0.9989	1869	0.9931	1885	6	574	false
GCF_000834105.1__GCF_014836545.1	GCF_000834105.1	GCF_014836545.1	ok	2	113	0.00064	0.43780	1369	0	0.9990	2986	0.9635	3127	18	1697	false
GCF_000877055.1__GCF_000937035.1	GCF_000877055.1	GCF_000937035.1	ok	2	148	0.00242	0.47394	391	0	0.8107	621	0.8129	825	63	208	false
GCF_001070785.1__GCF_003244735.1	GCF_001070785.1	GCF_003244735.1	ok	11	264	0.00294	0.46631	1744	0	0.9468	3414	0.9283	3740	29	2219	false
GCF_001263145.1__GCF_009902355.1	GCF_001263145.1	GCF_009902355.1	ok	6	32	0.00865	0.35447	246	0	0.9780	667	0.9538	694	16	104	false
GCF_001281205.1__GCF_006493415.1	GCF_001281205.1	GCF_006493415.1	ok	0	33	0.00000	0.48855	192	0	0.9944	355	0.9149	393	10	115	false
GCF_001282805.1__GCF_001461995.1	GCF_001282805.1	GCF_001461995.1	ok	40	190	0.00977	0.47789	1956	0	0.9836	3962	0.9538	4093	108	2144	false
GCF_001404815.1__GCF_015549285.1	GCF_001404815.1	GCF_015549285.1	ok	10	67	0.00922	0.45069	489	0	0.9808	1023	0.9380	1085	38	397	false
GCF_001425805.1__GCF_001514045.1	GCF_001425805.1	GCF_001514045.1	ok	54	160	0.00729	0.40000	2964	0	0.9951	7337	0.9785	7410	70	2176	false
GCF_001476555.1__GCF_003580695.1	GCF_001476555.1	GCF_003580695.1	ok	1	144	0.00160	0.36800	230	0	0.9442	457	0.7608	625	5	87	false
GCF_001510805.1__GCF_904887615.1	GCF_001510805.1	GCF_904887615.1	ok	9	37	0.00510	0.38492	679	0	0.9937	1732	0.9790	1764	20	373	false
GCF_001522845.1__GCF_900446275.1	GCF_001522845.1	GCF_900446275.1	ok	18	108	0.00364	0.47372	2343	0	0.9844	4867	0.9782	4946	159	3781	false
GCF_001528995.1__GCF_001636095.1	GCF_001528995.1	GCF_001636095.1	ok	15	96	0.00186	0.46851	3771	0	0.9914	7976	0.9881	8049	173	4434	false
GCF_001562845.1__GCF_016026575.1	GCF_001562845.1	GCF_016026575.1	ok	3	20	0.00334	0.47164	424	0	0.9833	883	0.9778	899	17	317	false
GCF_001573875.1__GCF_018916625.1	GCF_001573875.1	GCF_018916625.1	ok	8	84	0.01087	0.34647	255	0	0.9014	640	0.8841	736	30	133	false
GCF_001597285.1__GCF_900455475.1	GCF_001597285.1	GCF_900455475.1	ok	11	22	0.00278	0.09063	359	0	1.0000	3961	0.9945	3961	153	1630	true
GCF_001675095.1__GCF_003400125.1	GCF_001675095.1	GCF_003400125.1	ok	34	79	0.00463	0.07198	529	0	0.9992	7337	0.9893	7349	234	3137	false
GCF_001678995.1__GCF_002027585.1	GCF_001678995.1	GCF_002027585.1	ok	4	81	0.00235	0.46976	800	0	0.9793	1605	0.9519	1703	44	456	false
GCF_001681635.1__GCF_001682005.1	GCF_001681635.1	GCF_001682005.1	ok	20	73	0.00650	0.46879	1442	0	0.9951	3022	0.9763	3076	19	1189	false
GCF_001704385.2__GCF_900168155.1	GCF_001704385.2	GCF_900168155.1	ok	19	91	0.01070	0.40113	712	0	0.9861	1705	0.9488	1775	42	509	false
GCF_001758545.1__GCF_009380165.1	GCF_001758545.1	GCF_009380165.1	ok	9	64	0.00184	0.38673	1895	0	0.9904	4834	0.9869	4900	188	2465	false
GCF_001758795.1__GCF_009380165.1	GCF_001758795.1	GCF_009380165.1	ok	8	56	0.00169	0.42763	2021	0	0.9989	4670	0.9881	4726	572	2436	false
GCF_001810345.1__GCF_014931375.1	GCF_001810345.1	GCF_014931375.1	ok	3	19	0.00363	0.34220	283	0	0.9843	813	0.9771	827	13	147	false
GCF_001878775.1__GCF_018438165.1	GCF_001878775.1	GCF_018438165.1	ok	2	72	0.00127	0.36479	576	0	0.9987	1511	0.9545	1579	57	447	false
GCF_002112905.1__GCF_004153525.1	GCF_002112905.1	GCF_004153525.1	ok	14	138	0.00314	0.41093	1834	0	0.9966	4340	0.9691	4463	22	2071	false
GCF_002216165.1__GCF_002286955.1	GCF_002216165.1	GCF_002286955.1	ok	10	34	0.00545	0.37473	688	0	1.0000	1821	0.9816	1836	56	770	false
GCF_002258385.1__GCF_002259335.1	GCF_002258385.1	GCF_002259335.1	ok	15	41	0.00243	0.37502	2312	0	0.9990	6130	0.9933	6165	367	2852	false
GCF_002269425.1__GCF_013387095.1	GCF_002269425.1	GCF_013387095.1	ok	14	64	0.00254	0.46598	2568	0	0.9929	5471	0.9884	5511	14	1867	false
GCF_002313185.2__GCF_018917625.1	GCF_002313185.2	GCF_018917625.1	ok	3	48	0.00112	0.46966	1254	0	0.9992	2627	0.9820	2670	47	1144	false
GCF_002368135.1__GCF_002893155.1	GCF_002368135.1	GCF_002893155.1	ok	112	241	0.16255	0.43832	302	0	0.9331	642	0.6894	689	106	108	false
GCF_002368135.1__GCF_002893245.1	GCF_002368135.1	GCF_002893245.1	ok	117	251	0.16295	0.44429	319	0	0.9344	670	0.6913	718	96	119	false
GCF_002553705.1__GCF_007876425.1	GCF_002553705.1	GCF_007876425.1	ok	2	53	0.00300	0.33634	224	0	0.9984	617	0.9207	666	68	131	false
GCF_002555415.1__GCF_002557285.1	GCF_002555415.1	GCF_002557285.1	ok	53	222	0.02185	0.44600	1082	0	0.9830	2249	0.9084	2426	45	396	false
GCF_002739945.1__GCF_013184205.1	GCF_002739945.1	GCF_013184205.1	ok	8	114	0.00198	0.46042	1861	0	0.9789	3936	0.9718	4042	90	2112	false
GCF_002759075.1__GCF_014269035.2	GCF_002759075.1	GCF_014269035.2	ok	19	108	0.00381	0.41054	2049	0	0.9935	4907	0.9784	4991	103	2262	false
GCF_002763625.1__GCF_002763815.1	GCF_002763625.1	GCF_002763815.1	ok	17	34	0.02307	0.21438	158	0	1.0000	737	0.9549	737	45	81	true
GCF_002836675.1__GCF_014841975.1	GCF_002836675.1	GCF_014841975.1	ok	17	144	0.00555	0.49086	1504	0	0.9640	2943	0.9531	3064	34	1724	false
GCF_002843095.1__GCF_003935455.1	GCF_002843095.1	GCF_003935455.1	ok	12	57	0.00307	0.47096	1841	0	0.9938	3855	0.9854	3909	13	1818	false
GCF_002860585.1__GCF_004564745.1	GCF_002860585.1	GCF_004564745.1	ok	6	27	0.00583	0.35146	362	0	0.9921	1005	0.9737	1030	19	143	false
GCF_002871495.1__GCF_003944325.1	GCF_002871495.1	GCF_003944325.1	ok	4	81	0.00503	0.46038	366	0	0.9194	707	0.8972	795	46	160	false
GCF_002877155.1__GCF_005146585.1	GCF_002877155.1	GCF_005146585.1	ok	9	107	0.00268	0.45687	1536	0	0.9753	3235	0.9680	3362	33	609	false
GCF_002894505.1__GCF_008274755.1	GCF_002894505.1	GCF_008274755.1	ok	9	47	0.00241	0.18326	683	0	0.9925	3694	0.9874	3727	75	1847	false
GCF_002938985.1__GCF_009756075.1	GCF_002938985.1	GCF_009756075.1	ok	10	184	0.01035	0.48447	468	0	0.9925	795	0.8103	966	12	108	false
GCF_003015035.1__GCF_010607825.1	GCF_003015035.1	GCF_010607825.1	ok	3	148	0.00060	0.49247	2451	0	0.9841	4770	0.9699	4977	19	2292	false
GCF_003024475.1__GCF_017579825.1	GCF_003024475.1	GCF_017579825.1	ok	0	20	0.00000	0.36300	938	0	1.0000	2563	0.9923	2584	31	725	false
GCF_003044485.1__GCF_003493325.1	GCF_003044485.1	GCF_003493325.1	ok	20	62	0.01229	0.40996	667	0	0.9962	1589	0.9620	1627	62	473	false
GCF_003151025.1__GCF_014324215.1	GCF_003151025.1	GCF_014324215.1	ok	6	19	0.00583	0.13314	137	0	0.9990	1022	0.9816	1029	12	150	false
GCF_003173275.1__GCF_011290345.1	GCF_003173275.1	GCF_011290345.1	ok	74	148	0.01181	0.01899	119	0	1.0000	6268	0.9767	6268	212	1903	true
GCF_003352995.1__GCF_009831195.1	GCF_003352995.1	GCF_009831195.1	ok	13	36	0.01374	0.12262	116	0	0.9989	936	0.9625	946	43	188	false
GCF_003382655.2__GCF_014946905.1	GCF_003382655.2	GCF_014946905.1	ok	17	95	0.00700	0.49815	1209	0	0.9777	2329	0.9606	2427	18	702	false
GCF_003416965.1__GCF_009857635.1	GCF_003416965.1	GCF_009857635.1	ok	26	230	0.00467	0.46405	2582	0	0.9963	5374	0.9588	5564	71	2235	false
GCF_003434755.1__GCF_003480365.1	GCF_003434755.1	GCF_003480365.1	ok	67	181	0.02759	0.46211	1122	0	0.9795	2346	0.9266	2428	74	1081	false
GCF_003434765.1__GCF_003480945.1	GCF_003434765.1	GCF_003480945.1	ok	78	194	0.03433	0.46215	1050	0	0.9813	2199	0.9164	2272	65	1082	false
GCF_003437565.1__GCF_003472325.1	GCF_003437565.1	GCF_003472325.1	ok	8	59	0.00337	0.38085	903	0	0.9927	2311	0.9750	2371	13	821	false
GCF_003493125.1__GCF_013401795.1	GCF_003493125.1	GCF_013401795.1	ok	8	52	0.01242	0.48292	311	0	0.9816	586	0.9177	644	21	134	false
GCF_003637375.1__GCF_004013925.1	GCF_003637375.1	GCF_004013925.1	ok	0	30	0.00000	0.23092	118	0	0.9686	462	0.9393	511	6	84	false
GCF_003814635.1__GCF_015350875.1	GCF_003814635.1	GCF_015350875.1	ok	7	23	0.00240	0.32635	950	0	0.9969	2895	0.9921	2911	13	1270	false
GCF_003992185.1__GCF_003992195.1	GCF_003992185.1	GCF_003992195.1	ok	0	33	0.00000	0.44073	316	0	0.9568	665	0.9530	717	8	88	false
GCF_004054145.1__GCF_004303365.1	GCF_004054145.1	GCF_004303365.1	ok	41	109	0.00589	0.28463	1981	0	0.9958	6923	0.9844	6960	146	3177	false
GCF_004352805.1__GCF_005774755.1	GCF_004352805.1	GCF_005774755.1	ok	46	429	0.00865	0.48589	2583	0	0.9641	4757	0.9170	5316	114	2218	false
GCF_004684015.1__GCF_013337225.1	GCF_004684015.1	GCF_013337225.1	ok	4	25	0.00148	0.29455	795	0	0.9978	2667	0.9907	2699	13	1000	false
GCF_005153965.1__GCF_900095345.1	GCF_005153965.1	GCF_900095345.1	ok	5	21	0.00245	0.46967	960	0	0.9995	2033	0.9898	2044	64	528	false
GCF_007002765.1__GCF_900012565.1	GCF_007002765.1	GCF_900012565.1	ok	9	37	0.00267	0.30885	1043	0	0.9938	3354	0.9891	3377	35	1703	false
GCF_007682295.1__GCF_017579825.1	GCF_007682295.1	GCF_017579825.1	ok	0	6	0.00000	0.25598	674	0	0.9977	2626	0.9977	2633	25	742	false
GCF_007989785.1__GCF_014856535.1	GCF_007989785.1	GCF_014856535.1	ok	6	38	0.00286	0.38377	804	0	0.9932	2059	0.9818	2095	3	502	false
GCF_008326825.1__GCF_014931035.1	GCF_008326825.1	GCF_014931035.1	ok	19	57	0.00499	0.34235	1304	0	0.9947	3788	0.9851	3809	75	2242	false
GCF_008756925.1__GCF_008756975.1	GCF_008756925.1	GCF_008756975.1	ok	1	11	0.00041	0.20081	493	0	0.9971	2443	0.9955	2455	151	639	false
GCF_008756925.1__GCF_009363355.1	GCF_008756925.1	GCF_009363355.1	ok	8	29	0.00287	0.26084	728	0	0.9989	2778	0.9896	2791	95	620	false
GCF_008756975.1__GCF_009363355.1	GCF_008756975.1	GCF_009363355.1	ok	5	15	0.00203	0.39886	982	0	0.9992	2455	0.9939	2462	142	651	false
GCF_008764415.1__GCF_904886855.1	GCF_008764415.1	GCF_904886855.1	ok	14	38	0.00732	0.46914	897	0	0.9968	1889	0.9801	1912	16	472	false
GCF_009600045.1__GCF_009600205.1	GCF_009600045.1	GCF_009600205.1	ok	8	406	0.00217	0.49310	1822	0	0.9166	3209	0.8884	3695	87	1522	false
GCF_009600285.1__GCF_009600525.1	GCF_009600285.1	GCF_009600525.1	ok	21	202	0.00534	0.48651	1912	0	0.9728	3678	0.9478	3930	70	1477	false
GCF_009678265.1__GCF_009678295.1	GCF_009678265.1	GCF_009678295.1	ok	6	22	0.00965	0.36334	226	0	0.9900	597	0.9642	622	9	105	false
GCF_012933495.1__GCF_015864505.1	GCF_012933495.1	GCF_015864505.1	ok	11	63	0.00422	0.47562	1239	2	0.9969	2546	0.9758	2607	40	497	false
GCF_013283495.1__GCF_900116725.1	GCF_013283495.1	GCF_900116725.1	ok	16	73	0.00924	0.26790	464	0	0.9744	1673	0.9579	1732	41	640	false
GCF_013283525.1__GCF_900116725.1	GCF_013283525.1	GCF_900116725.1	ok	13	76	0.00751	0.43385	751	0	0.9982	1672	0.9562	1731	41	649	false
GCF_014076795.1__GCF_014076955.1	GCF_014076795.1	GCF_014076955.1	ok	5	38	0.00340	0.49457	728	0	0.9903	1426	0.9740	1472	25	288	false
GCF_014145525.1__GCF_014397075.1	GCF_014145525.1	GCF_014397075.1	ok	0	25	0.00000	0.42302	283	0	1.0000	641	0.9625	669	32	163	false
GCF_014251295.1__GCF_014251355.1	GCF_014251295.1	GCF_014251355.1	ok	0	0	0.00000	0.00000	0	0	1.0000	154	1.0000	154	3	35	true
GCF_014696495.1__GCF_014696555.1	GCF_014696495.1	GCF_014696555.1	ok	118	375	0.05196	0.43461	987	0	0.9758	2098	0.8408	2271	171	1082	false
GCF_014696555.1__GCF_014696565.1	GCF_014696555.1	GCF_014696565.1	ok	120	371	0.05270	0.49407	1125	0	0.9805	2114	0.8432	2277	167	1113	false
GCF_015477435.1__GCF_015478245.1	GCF_015477435.1	GCF_015478245.1	ok	17	65	0.00373	0.36979	1687	0	0.9945	4515	0.9858	4562	63	2187	false
GCF_016503485.1__GCF_018919525.1	GCF_016503485.1	GCF_018919525.1	ok	7	284	0.00253	0.43486	1205	0	0.8916	2451	0.8972	2771	33	763	false
GCF_016861485.1__GCF_900455475.1	GCF_016861485.1	GCF_900455475.1	ok	22	44	0.00542	0.17003	690	0	1.0000	4058	0.9892	4058	307	1603	true
GCF_016919345.1__GCF_900113075.1	GCF_016919345.1	GCF_900113075.1	ok	7	27	0.00155	0.17361	783	0	0.9971	4496	0.9940	4510	44	1881	false
GCF_017312765.1__GCF_018729305.1	GCF_017312765.1	GCF_018729305.1	ok	9	49	0.00351	0.34335	880	1	0.9961	2524	0.9809	2564	267	1123	false
GCF_017917325.1__GCF_017917955.1	GCF_017917325.1	GCF_017917955.1	ok	5	75	0.00149	0.48153	1616	0	0.9876	3263	0.9775	3356	9	665	false
GCF_018130125.1__GCF_018130205.1	GCF_018130125.1	GCF_018130205.1	ok	36	151	0.00490	0.42270	3106	0	0.9920	7223	0.9794	7348	95	2998	false
GCF_018328665.1__GCF_018328885.1	GCF_018328665.1	GCF_018328885.1	ok	6	23	0.00898	0.41168	275	0	0.9891	635	0.9648	668	16	90	false
GCF_018617985.1__GCF_018618075.1	GCF_018617985.1	GCF_018618075.1	ok	13	47	0.00571	0.39130	891	0	0.9894	2240	0.9794	2277	3	478	false
GCF_900108235.1__GCF_900114965.1	GCF_900108235.1	GCF_900114965.1	ok	12	28	0.00338	0.07636	271	0	1.0000	3539	0.9921	3549	22	1356	false
GCF_900108885.1__GCF_900114395.1	GCF_900108885.1	GCF_900114395.1	ok	33	256	0.00735	0.44019	1976	0	0.9756	4196	0.9423	4489	214	1542	false
GCF_900169325.1__GCF_900451365.1	GCF_900169325.1	GCF_900451365.1	ok	27	63	0.02006	0.28678	386	0	0.9911	1333	0.9540	1346	32	503	false
GCF_900773955.1__GCF_900774285.1	GCF_900773955.1	GCF_900774285.1	ok	22	58	0.01770	0.40708	506	0	0.9919	1219	0.9538	1243	16	333	false
GCF_902196095.1__GCF_902196115.1	GCF_902196095.1	GCF_902196115.1	ok	25	81	0.04472	0.44723	250	0	0.9580	502	0.8559	559	23	70	false
GCF_902381785.1__GCF_902410085.1	GCF_902381785.1	GCF_902410085.1	ok	12	53	0.00492	0.32937	803	0	0.9905	2408	0.9784	2438	76	554	false
GCF_902499025.1__GCF_902499305.1	GCF_902499025.1	GCF_902499305.1	ok	62	205	0.00905	0.48920	3353	0	0.9935	6733	0.9702	6854	154	5621	false
GCA_000219475.3__GCA_002311195.1	GCA_000219475.3	GCA_002311195.1	ok	4	38	0.00412	0.38454	373	0	0.9989	940	0.9610	970	30	128	false
GCA_000300755.1__GCF_016026055.1	GCA_000300755.1	GCF_016026055.1	ok	86	1095	0.00701	0.48578	5963	0	0.9182	11267	0.9112	12275	334	2649	false
GCA_000383155.1__GCA_018673875.1	GCA_000383155.1	GCA_018673875.1	ok	3	222	0.00428	0.45792	321	0	0.5894	402	0.6769	701	40	83	false
GCA_000431435.1__GCA_900538395.1	GCA_000431435.1	GCA_900538395.1	ok	6	72	0.00318	0.47168	891	0	0.9797	1782	0.9611	1889	5	232	false
GCA_000431935.1__GCA_001915685.1	GCA_000431935.1	GCA_001915685.1	ok	42	218	0.01446	0.49449	1436	0	0.9476	2729	0.9253	2904	72	564	false
GCA_000434715.1__GCF_015552165.1	GCA_000434715.1	GCF_015552165.1	ok	7	67	0.00638	0.45811	503	0	0.9714	1020	0.9382	1098	3	102	false
GCA_000436595.1__GCA_900551685.1	GCA_000436595.1	GCA_900551685.1	ok	9	239	0.00372	0.48451	1173	0	0.9832	2170	0.9004	2421	11	1135	false
GCA_000436935.1__GCA_900538615.1	GCA_000436935.1	GCA_900538615.1	ok	8	94	0.00410	0.49565	968	0	0.9914	1845	0.9513	1953	10	198	false
GCA_000437815.1__GCA_900542455.1	GCA_000437815.1	GCA_900542455.1	ok	11	109	0.00789	0.48350	674	0	0.9474	1260	0.9203	1394	6	250	false
GCA_000438335.1__GCA_018377045.1	GCA_000438335.1	GCA_018377045.1	ok	1	61	0.00108	0.27341	254	1	0.9942	860	0.9337	930	1	92	false
GCA_000485415.1__GCF_018603815.1	GCA_000485415.1	GCF_018603815.1	ok	11	92	0.00097	0.47091	5325	0	0.9977	11216	0.9919	11308	71	2714	false
GCA_000508445.1__GCA_900066685.1	GCA_000508445.1	GCA_900066685.1	ok	4	237	0.00434	0.35792	330	0	0.7033	640	0.7410	922	12	90	false
GCA_000687435.1__GCF_014653075.1	GCA_000687435.1	GCF_014653075.1	ok	3	173	0.00041	0.47363	3484	0	0.9993	7126	0.9763	7356	30	1018	false
GCA_000740805.1__GCA_000740865.1	GCA_000740805.1	GCA_000740865.1	ok	22	165	0.02613	0.40855	344	0	0.8670	626	0.7927	842	76	158	false
GCA_000745515.1__GCF_017309995.1	GCA_000745515.1	GCF_017309995.1	ok	16	42	0.00249	0.33863	2173	0	0.9983	6405	0.9935	6417	64	1483	false
GCA_000820745.1__GCF_001717125.1	GCA_000820745.1	GCF_001717125.1	ok	18	371	0.00409	0.47715	2099	0	0.9993	4057	0.9159	4399	25	645	false
