pairid	band	phylum	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_001613205.1__GCA_013361595.1	85-90	Actinobacteriota	1425	718	3483303	1736008	0.49837984235078026
GCF_006716975.1__GCF_011927635.1	90-95	Proteobacteria	616	437	3235667	2425448	0.7495975327498163
GCF_900142015.1__GCF_000513195.1	85-90	Bacteroidota	1046	536	3076679	1633903	0.5310606013822047
GCF_012570745.1__GCF_012570365.1	90-95	Proteobacteria	24	0	455295	0	0.0
GCF_003721435.2__GCF_000337355.1	85-90	Halobacteriota	1224	627	1899332	955084	0.5028525818550943
GCF_902506495.1__GCF_003008615.1	85-90	Proteobacteria	1225	578	3623625	1818327	0.5017977853668633
GCF_016239305.1__GCF_009914335.1	90-95	Proteobacteria	522	297	3236907	2033298	0.6281607719962298
GCA_004560915.1__GCA_004552445.1	85-90	Firmicutes	282	130	615700	295469	0.47989118076985543
GCA_005882235.1__GCA_005884335.1	90-95	Proteobacteria	710	330	1512655	702907	0.46468428028863157
GCA_017614715.1__GCA_017529425.1	85-90	Bacteroidota	353	196	1364886	686782	0.5031790200793327
GCF_014596565.1__GCF_001269885.1	85-90	Proteobacteria	1350	888	4276463	2849659	0.6663588577756898
GCF_003027925.1__GCF_900091605.1	85-90	Actinobacteriota	1243	523	4439938	1734281	0.3906092832827846
GCF_900582195.1__GCF_016650695.1	85-90	Proteobacteria	1211	639	3244049	1746836	0.5384739872918073
GCA_902547535.1__GCA_902516395.1	85-90	Proteobacteria	103	42	823288	280694	0.3409426591909514
GCF_016734815.1__GCF_015694735.1	80-85	Bacteroidota	1961	1084	2505448	1433750	0.5722529463792503
GCA_002212985.1__GCA_002212725.1	85-90	Bacteroidota	1134	559	2912423	1426850	0.4899185317517407
GCF_012034175.1__GCF_900142575.1	85-90	Actinobacteriota	2141	1005	4171696	1954236	0.46845120066275203
GCA_902566705.1__GCA_902553675.1	90-95	Proteobacteria	131	70	618527	345298	0.5582585723824506
GCF_900100115.1__GCF_003815655.1	80-85	Bacteroidota	914	659	2102964	1533693	0.7293006442335674
GCF_900141825.1__GCF_000424005.1	90-95	Firmicutes_A	532	308	2240349	1316314	0.5875486363954902
GCF_003061005.1__GCF_012986595.1	90-95	Proteobacteria	1229	543	4907621	2156256	0.4393688917705748
GCA_003211275.1__GCA_002687115.1	80-85	Cyanobacteria	290	139	889875	407780	0.458244135412277
GCF_001591405.1__GCF_000297495.1	85-90	Actinobacteriota	876	434	1952041	935710	0.4793495628421739
GCF_013337765.1__GCF_004362315.1	85-90	Actinobacteriota	890	420	4714802	2016212	0.42763450087617677
GCA_002762865.1__GCA_018901315.1	85-90	Nanoarchaeota	338	167	540155	278111	0.5148725828697318
GCA_002737455.1__GCA_905612275.1	85-90	Thermoproteota	131	53	507566	204822	0.40353766800770735
GCA_902616165.1__GCA_902581605.1	90-95	Proteobacteria	99	55	605350	352842	0.5828727182621624
GCF_003105115.1__GCF_002217435.1	80-85	Bacteroidota	989	521	2244282	1233516	0.5496261165040757
GCF_013407145.1__GCF_000299395.1	85-90	Thermoproteota	230	101	1089328	339816	0.31195011970682845
GCF_002910905.1__GCF_014650075.1	85-90	Actinobacteriota	1852	850	4948022	2244076	0.45352991559051276
GCA_018261955.1__GCA_017986195.1	85-90	Proteobacteria	403	181	1009788	421314	0.4172301512792784
GCF_001399685.1__GCF_004000865.1	90-95	Firmicutes	1306	582	6077931	2492282	0.41005434250569806
GCF_902459535.1__GCF_900104795.1	90-95	Proteobacteria	1009	971	5806770	5709966	0.9833291141202424
GCA_013695475.1__GCA_013697825.1	80-85	Actinobacteriota	1200	545	1822976	815478	0.4473333713663811
GCF_000027145.1__GCA_000183865.1	80-85	Firmicutes	823	12	1649701	6277	0.003804931924027445
GCF_001591845.1__GCF_001434975.1	80-85	Firmicutes	296	125	797364	334485	0.4194884644904962
GCA_900557255.1__GCF_000157935.1	95-100	Bacteroidota	619	301	1389134	647041	0.4657873178541451
GCF_002112385.1__GCF_003352185.1	90-95	Proteobacteria	474	252	5416209	2685114	0.4957552413505461
GCA_900547805.1__GCA_902364645.1	90-95	Actinobacteriota	425	228	1658518	813388	0.49043061335481436
GCF_000418325.1__GCF_000067165.1	85-90	Myxococcota	3790	400	8262934	603218	0.07300288251122422
GCF_001545035.1__GCA_001544595.2	85-90	Proteobacteria	1213	506	4396095	1772894	0.4032883729764712
GCF_013409625.1__GCF_900114845.1	85-90	Actinobacteriota	1332	532	2829502	1166817	0.4123753932670837
GCF_000507185.2__GCF_000444135.1	85-90	Proteobacteria	1033	547	4129189	2297072	0.556301007292231
GCA_003243275.1__GCA_001898835.1	85-90	Actinobacteriota	688	493	1707813	1252986	0.7336786873035865
GCF_001905465.1__GCF_000716545.1	85-90	Actinobacteriota	1862	876	4148611	2009090	0.4842801602753307
GCF_002113045.1__GCF_014268745.2	80-85	Proteobacteria	1260	586	2722431	1319758	0.484771882189117
GCF_000259195.1__GCF_014268885.2	80-85	Proteobacteria	1357	603	2714386	1142803	0.42101712873555935
GCF_003044425.1__GCF_000193735.1	90-95	Proteobacteria	602	258	2141465	835054	0.38994520106562564
GCF_014931395.1__GCA_905215245.1	90-95	Proteobacteria	394	193	1662609	755490	0.4544002829288185
GCA_900554455.1__GCA_900540905.1	90-95	Actinobacteriota	466	228	1347826	670737	0.49764361275120084
GCF_001735805.1__GCA_000415505.1	80-85	Actinobacteriota	2138	1014	3658531	1708114	0.46688520611141465
GCF_000721175.1__GCF_014649875.1	90-95	Actinobacteriota	1485	679	5259100	2406353	0.457559848643304
GCF_015278315.1__GCF_015277815.1	80-85	Actinobacteriota	907	601	1949003	1247021	0.6398250797972092
GCF_003323735.1__GCF_000424785.1	85-90	Actinobacteriota	2411	818	4470471	1359344	0.3040717633555838
GCA_017549705.1__GCA_905234275.1	80-85	Bacteroidota	501	272	945883	505015	0.5339085277988926
GCA_900318015.1__GCA_902781705.1	80-85	Bacteroidota	707	347	1259859	611838	0.4856400597209688
GCF_000238055.2__GCF_000238075.1	85-90	Firmicutes_A	506	248	937965	457054	0.48728257450970985
GCF_004570525.1__GCF_016458205.1	80-85	Firmicutes	427	159	878060	310229	0.35331184657084935
GCF_003752655.1__GCF_003443735.1	90-95	Actinobacteriota	1831	1597	6649868	6088990	0.9156557694077536
GCF_016862275.1__GCF_000494755.1	80-85	Actinobacteriota	1657	870	4247426	2130809	0.5016706588884656
GCA_015061625.1__GCA_017508015.1	85-90	Verrucomicrobiota	450	171	869833	357344	0.41081908826176977
GCF_900460065.1__GCF_003751445.1	80-85	Actinobacteriota	2012	997	3454084	1629198	0.4716729529449776
GCA_015233045.1__GCA_015233685.1	90-95	Nitrospirota	437	219	1309385	670553	0.5121129385169373
GCA_902801025.1__GCA_902761275.1	85-90	Verrucomicrobiota	1038	525	1584452	827804	0.5224544511288446
GCF_002179635.1__GCF_013372105.1	85-90	Campylobacterota	198	94	1293482	693326	0.5360151900065095
GCF_004785665.1__GCF_003035445.1	80-85	Firmicutes	526	239	1085045	512506	0.4723361703892465
GCF_001276515.1__GCF_003352385.1	90-95	Proteobacteria	247	122	1660840	869785	0.5237018617085331
GCF_002237755.1__GCF_001183605.1	85-90	Firmicutes	1575	695	3585285	1544192	0.4307027195885404
GCF_002096615.1__GCF_016028255.1	90-95	Firmicutes	246	119	1645164	915168	0.5562776720132461
GCA_902615855.1__GCA_000384495.1	90-95	Actinobacteriota	79	25	452313	142430	0.3148925633355663
GCF_001673535.1__GCF_002105755.1	80-85	Actinobacteriota	1326	647	2847600	1413339	0.4963263801095659
GCF_000721235.1__GCF_014651155.1	85-90	Actinobacteriota	2005	1000	5372059	2736096	0.5093197971206198
GCF_002007205.1__GCF_016919405.1	90-95	Proteobacteria	902	266	5381985	1869179	0.3473029003239511
GCF_900188445.1__GCF_001552135.1	80-85	Actinobacteriota	2146	1067	3937911	1835833	0.4661946397468099
GCA_003209055.1__GCA_003279935.1	85-90	Cyanobacteria	118	56	774734	341762	0.44113463459716495
GCF_012569925.1__GCF_012569045.1	85-90	Proteobacteria	50	0	450103	0	0.0
GCA_017527625.1__GCA_017519185.1	80-85	Bacteroidota	450	159	1217253	407336	0.33463544554829605
GCF_000160675.1__GCA_905371865.1	90-95	Firmicutes	358	200	1208077	670841	0.5552965580836321
GCF_014931215.1__GCF_000816305.1	90-95	Campylobacterota	173	8	1422428	10748	0.0075560942276164415
GCA_902596605.1__GCA_902581005.1	90-95	Proteobacteria	129	81	1121312	637860	0.5688514882566137
GCF_002934665.1__GCF_001952855.1	80-85	Proteobacteria	1320	599	2504081	1172162	0.4681006724622726
GCA_900554695.1__GCA_900553465.1	85-90	Bacteroidota	529	223	1490082	635935	0.4267785262824462
GCF_900089585.1__GCF_902825405.1	90-95	Actinobacteriota	1547	769	5282955	2626331	0.49713294926797597
GCF_017874715.1__GCF_001417735.1	85-90	Actinobacteriota	2613	1502	4777008	2681193	0.5612703600245175
GCF_009659625.1__GCF_000263715.2	90-95	Proteobacteria	794	362	4859158	2237266	0.4604225670373345
GCF_003853705.1__GCF_000959445.1	85-90	Proteobacteria	1438	611	4603387	2254820	0.4898176060365987
GCF_002252585.1__GCF_000016525.1	90-95	Methanobacteriota	190	93	1661274	678575	0.40846663464305105
GCF_009717815.1__GCF_000314795.2	90-95	Firmicutes	391	205	1794229	901213	0.5022842680616577
GCF_010731815.2__GCF_010731735.1	80-85	Actinobacteriota	1331	1283	2990808	2888119	0.9656651312956231
GCF_000253155.1__GCA_905221155.1	85-90	Firmicutes	428	135	1200734	342047	0.28486492428797716
GCF_002846365.1__GCF_001612825.1	80-85	Actinobacteriota	1485	252	3385017	543217	0.16047688977632904
GCF_000373385.1__GCA_011391285.1	80-85	Proteobacteria	647	337	1407817	755158	0.5364035240375702
GCF_004769525.1__GCF_003114815.1	80-85	Spirochaetota	621	186	2358396	706640	0.29962737385918226
GCA_003209675.1__GCA_003214195.1	90-95	Cyanobacteria	112	50	852307	436405	0.5120279429829862
GCA_013867245.1__GCA_905612295.1	80-85	Thermoproteota	133	74	449109	264499	0.5889416600424396
GCA_003212195.1__GCA_000634515.1	90-95	Cyanobacteria	167	92	903426	496185	0.5492259465634153
GCF_014084025.1__GCF_003076595.1	80-85	Spirochaetota	170	8	663157	8259	0.012454064422150411
GCF_004684345.1__GCF_004353845.1	85-90	Proteobacteria	632	482	3916128	3129419	0.799110498941812
GCF_003385495.1__GCF_016745235.1	80-85	Bacteroidota	974	564	2663086	1575075	0.5914472908497885
GCF_015206895.1__GCF_013343235.1	90-95	Cyanobacteria	2102	977	5676628	2644339	0.465829185918119
GCF_004363865.1__GCF_018224885.1	80-85	Bacteroidota	1322	697	3864789	2131883	0.5516169188020356
GCA_017467265.1__GCA_017462505.1	80-85	Firmicutes_A	331	135	665672	285674	0.4291512937302455
GCF_018704125.1__GCF_002355475.1	80-85	Proteobacteria	1220	591	2831568	1398008	0.49372220621224705
GCA_003278525.1__GCA_003281485.1	90-95	Cyanobacteria	117	64	1156667	647392	0.5597047378372514
GCF_007050945.1__GCF_001418335.1	85-90	Actinobacteriota	2725	1360	5249307	2614632	0.4980908908547357
GCF_001984105.1__GCF_001792815.1	80-85	Actinobacteriota	772	429	1671486	925621	0.5537713148659337
GCF_002252755.1__GCF_000022205.1	80-85	Halobacteriota	1147	501	1705524	735387	0.4311795084677788
GCA_900555155.1__GCF_905187535.1	85-90	Firmicutes	417	198	875722	433950	0.49553397082635814
GCF_003353565.1__GCA_000824825.2	80-85	Proteobacteria	1724	885	3119779	1645112	0.5273168387889013
GCF_013403875.1__GCF_000203915.1	85-90	Proteobacteria	1481	594	2887060	1221948	0.4232499497758966
GCA_902555695.1__GCA_902530745.1	90-95	Proteobacteria	92	44	818916	409014	0.4994578198496549
GCF_003112675.1__GCF_000347035.1	85-90	Spirochaetota	487	154	3575593	863537	0.2415087511358256
GCA_003212195.1__GCA_003281625.1	90-95	Cyanobacteria	113	56	824561	509720	0.6181713663391792
GCF_900218035.1__GCF_000703005.1	90-95	Firmicutes_A	350	162	2335942	980403	0.4197034857886026
GCF_016467415.1__GCA_902168105.1	80-85	Bacteroidota	1124	522	3979847	1875227	0.4711806760410639
GCF_001021385.1__GCF_000230935.1	80-85	Actinobacteriota	1019	272	3607600	1064427	0.2950512806297816
GCA_004555145.1__GCA_900769905.1	85-90	Bacteroidota	270	125	1176825	519704	0.44161536337178425
GCF_014304815.1__GCF_014279975.1	85-90	Cyanobacteria	298	10	1916770	5225	0.002725939992800388
GCF_900094835.1__GCF_005405545.1	85-90	Firmicutes	295	157	1298801	614771	0.47333733189303057
GCF_014647975.1__GCF_006539505.1	85-90	Actinobacteriota	2067	1012	3888805	1843106	0.47395176667382394
GCF_005048265.1__GCF_003259195.1	80-85	Proteobacteria	950	466	1712361	838133	0.4894604583963311
GCF_000836725.1__GCF_000833605.1	90-95	Firmicutes	377	166	2233245	789167	0.35337233487593167
GCA_017963125.1__GCA_002310995.1	85-90	UBP6	644	323	1383795	728238	0.5262614765915472
GCA_018657955.1__GCA_902512065.1	80-85	Bacteroidota	219	100	762099	312248	0.4097210467406466
GCF_000332115.1__GCA_002162835.1	85-90	Bacteroidota	811	406	2094933	1002275	0.47842818839552387
GCA_905181955.1__GCA_905181645.1	90-95	Proteobacteria	348	136	1190952	526488	0.44207323217056604
GCF_008642315.1__GCF_008642335.1	90-95	Actinobacteriota	1122	1060	7110836	6986996	0.982584326231121
GCF_005930475.1__GCF_000761485.1	80-85	Actinobacteriota	1379	687	2368700	1190359	0.5025368345505974
GCA_015259125.1__GCA_015259305.1	90-95	Bacteroidota	560	289	1869171	989655	0.5294619914389855
GCF_001423965.1__GCF_001275385.1	85-90	Firmicutes	261	64	2593006	583748	0.22512404522010362
GCF_002954245.1__GCF_900110125.1	85-90	Actinobacteriota	820	372	2330084	1028724	0.441496529738842
GCF_900099615.1__GCF_001945665.1	90-95	Spirochaetota	107	55	1022402	923321	0.9030899783059892
GCF_001187905.1__GCF_900068835.1	85-90	Proteobacteria	692	461	4308541	2747789	0.637753940370998
GCF_007475525.1__GCA_000953475.1	90-95	Verrucomicrobiota	226	222	2024156	2007411	0.9917274162663352
GCF_001008345.1__GCF_014648195.1	80-85	Actinobacteriota	1852	984	2974450	1517090	0.510040511691237
GCA_002842735.1__GCA_001464915.1	80-85	Proteobacteria	794	376	1382801	632223	0.45720461584855665
GCF_003933235.1__GCA_903868245.1	85-90	Proteobacteria	409	184	1747898	849065	0.48576347132384157
GCF_004745575.1__GCF_002900965.1	85-90	Proteobacteria	453	249	2908348	1570895	0.5401330927385581
GCA_900550835.1__GCF_000763055.1	90-95	Actinobacteriota	455	216	1530939	700682	0.45768120088390196
GCF_016889425.1__GCF_000173655.1	90-95	Actinobacteriota	196	96	2299893	1123158	0.4883522842149613
GCF_003966155.1__GCF_014192275.1	90-95	Proteobacteria	811	295	3053211	1078142	0.35311742293605
GCF_001641635.1__GCF_001641695.1	90-95	Proteobacteria	1845	966	6619360	3403028	0.5141022697058326
GCA_002839575.1__GCF_000691865.1	90-95	Halobacteriota	799	418	1756859	902214	0.5135380813144367
GCA_018268575.1__GCA_018268675.1	85-90	Actinobacteriota	1051	531	1975335	1060176	0.5367069383167918
GCF_900099835.1__GCF_904848625.1	85-90	Proteobacteria	1516	594	5405611	2214625	0.40969004243923585
GCA_902620465.1__GCA_902540785.1	90-95	Proteobacteria	70	37	688102	394610	0.5734760253567058
GCA_011524755.1__GCA_002862405.1	90-95	Proteobacteria	437	256	1550327	896872	0.5785050508699132
GCF_000724485.1__GCF_000262755.1	85-90	Firmicutes	838	495	2431919	1481558	0.6092135469972478
GCF_017183135.1__GCA_011050685.1	90-95	Proteobacteria	806	449	3288132	1883332	0.5727665434356042
GCF_002914005.1__GCF_000466685.1	85-90	Campylobacterota	381	209	1420461	764356	0.5381041788546113
GCF_018613835.1__GCF_014694315.1	80-85	Actinobacteriota	1000	401	2123710	829916	0.3907859359328722
GCA_902620465.1__GCA_902537895.1	90-95	Proteobacteria	73	33	723061	385546	0.5332136569390411
GCF_000382405.1__GCF_000373905.1	90-95	Actinobacteriota	552	277	3751028	1765714	0.47072802442423783
GCA_902566705.1__GCA_902557155.1	90-95	Proteobacteria	111	73	879858	582099	0.6615828917848108
GCA_000435395.1__GCA_905215055.1	85-90	Firmicutes_A	812	384	1228369	568301	0.46264681052680423
GCA_003216455.1__GCA_003216775.1	85-90	Cyanobacteria	102	55	916364	553320	0.6038211889598456
GCF_011604605.1__GCF_001274595.1	80-85	Proteobacteria	1241	29	2018077	31401	0.015559862185635136
GCF_009764355.1__GCF_001435445.1	90-95	Firmicutes	367	150	2301366	1077259	0.46809547025549175
GCF_902506025.1__GCF_018613675.1	85-90	Actinobacteriota	628	345	3030614	1717183	0.5666122442514949
GCF_009707955.1__GCA_001507425.1	85-90	Bacteroidota	1202	687	4065477	2396673	0.5895182779290106
GCF_018448765.1__GCF_000253155.1	90-95	Firmicutes	303	187	1512952	928760	0.6138727467890588
GCA_902614065.1__GCA_902544085.1	90-95	Bacteroidota	98	45	1147204	501205	0.43689265379130476
GCA_900557455.1__GCA_900548255.1	90-95	Actinobacteriota	162	108	632477	407691	0.6445941907768978
GCA_902604975.1__GCA_902596675.1	85-90	Proteobacteria	101	38	656899	172078	0.26195503418333715
GCF_003935375.1__GCF_002909485.1	85-90	Proteobacteria	663	306	3499803	1623283	0.4638212493674644
GCF_900475315.1__GCF_000176735.1	90-95	Proteobacteria	526	242	1478526	699730	0.473261883795077
GCF_900580865.1__GCF_012935755.1	85-90	Proteobacteria	1497	936	4038330	2590986	0.6415983834902051
GCA_902610975.1__GCA_902566675.1	85-90	Proteobacteria	67	41	281488	170372	0.6052549309384414
GCF_012986595.1__GCF_000282475.1	85-90	Proteobacteria	1385	819	3474013	2031499	0.5847701203190662
GCF_000721175.1__GCF_014650075.1	85-90	Actinobacteriota	1876	947	4908041	2325845	0.47388459061364807
GCA_003610235.1__GCF_016862575.1	85-90	Actinobacteriota	2256	1252	4877087	2757391	0.5653766274827576
GCF_000814845.2__GCF_902459705.1	80-85	Proteobacteria	1145	328	2673240	745768	0.27897532582184914
GCF_000744175.1__GCF_004684245.1	90-95	Deinococcota	418	351	1860000	1707733	0.9181360215053763
GCF_002269505.1__GCF_001294575.1	85-90	Proteobacteria	965	326	3093197	1129791	0.36525025725810545
GCF_000799715.1__GCF_900094585.1	80-85	Proteobacteria	1194	575	2925240	1430776	0.48911405559885685
GCF_002237655.1__GCF_014651035.1	90-95	Actinobacteriota	1600	866	5866547	3107876	0.5297623968579813
GCF_002005545.1__GCF_001070715.1	90-95	Firmicutes	457	258	1509127	870681	0.5769434911707232
GCA_003215895.1__GCA_003216295.1	80-85	Cyanobacteria	151	46	553676	147684	0.26673361316004307
GCF_002632875.1__GCF_001037465.1	80-85	Proteobacteria	805	366	2133491	1029998	0.48277588234494545
GCA_012910725.1__GCA_004193545.1	85-90	Halobacteriota	483	235	796097	385229	0.48389706279511163
GCF_001921865.1__GCF_001269805.1	80-85	Proteobacteria	1189	468	2640376	1012035	0.38329200083624454
GCA_902581605.1__GCA_902538885.1	85-90	Proteobacteria	110	61	619940	339076	0.5469497048101429
GCF_003851495.1__GCF_002934065.1	85-90	Proteobacteria	999	126	4438559	313765	0.07069073543913688
GCF_004124325.1__GCF_014673495.1	80-85	Actinobacteriota	2038	117	3817392	163017	0.0427037621496561
GCF_002154335.2__GCF_900002405.1	85-90	Actinobacteriota	909	520	2347996	1395086	0.594160296695565
GCF_013141775.1__GCF_000758665.1	90-95	Firmicutes	1165	523	6738388	2926298	0.43427270735968304
GCF_002571225.1__GCF_001884135.1	90-95	Firmicutes	1047	558	4220401	2248781	0.5328358608577716
GCF_000716435.1__GCF_017948455.1	80-85	Actinobacteriota	2225	1096	4338956	2100796	0.48417084662762194
GCF_001573155.1__GCA_002733915.1	80-85	Bacteroidota	596	160	1774105	514026	0.28973820602500977
GCF_003385595.1__GCF_903969135.1	80-85	Bacteroidota	877	360	2195145	879937	0.40085597990109995
GCA_905221215.1__GCA_905221145.1	90-95	Firmicutes	323	233	1540859	1166753	0.7572094526494637
GCA_018882835.1__GCA_903850735.1	85-90	Proteobacteria	558	260	2351655	1046356	0.4449445177970408
GCF_002920535.1__GCF_018070565.1	80-85	Actinobacteriota	2029	1024	3589868	1800544	0.501562731554475
GCF_000299035.1__GCF_000496285.1	80-85	Firmicutes	915	683	2207839	1651202	0.7478815257815448
GCA_910584205.1__GCA_910583615.1	90-95	Firmicutes_A	782	323	1688884	676489	0.40055385686642775
GCA_015056415.1__GCA_017502305.1	80-85	Firmicutes_A	597	192	1157212	360231	0.31129214007459305
GCF_006782915.1__GCA_014650015.1	90-95	Actinobacteriota	1805	1022	5813061	3471805	0.5972421414466492
GCF_014145615.1__GCA_003072625.1	90-95	Firmicutes	314	186	1520091	810541	0.5332187349310008
GCF_015209725.1__GCF_000768345.1	80-85	Proteobacteria	866	489	1309721	762420	0.5821239790764597
GCA_017617795.1__GCA_017545325.1	85-90	Firmicutes_A	466	197	1293742	517019	0.39963068370664323
GCA_017468365.1__GCA_017399625.1	80-85	Firmicutes_A	485	251	817859	389797	0.4766066033387173
GCF_900102635.1__GCF_001941865.1	95-100	Proteobacteria	629	255	4274419	1630047	0.38134937169238675
GCF_014621775.1__GCF_002192255.1	80-85	Proteobacteria	1011	540	1753501	956529	0.5454966948978073
GCA_003158735.1__GCA_003153875.1	85-90	Myxococcota	2221	1148	3853412	1918315	0.49782244929947794
GCA_003149065.1__GCA_902801755.1	85-90	Firmicutes_A	467	235	1108231	556111	0.5018006173803115
