pairid	anim_ani	anim_af_ref	anim_af_qry	aligned_bases_qry	af_tier
GCA_017655215.1__GCF_016583515.1	99.2300	89.35	91.39	3605045	strict
GCF_003546685.2__GCF_003546725.2	99.9800	99.97	100.00	2751656	strict
GCF_003546705.2__GCF_003546745.2	99.9900	99.86	99.89	2753622	strict
GCF_003546705.2__GCF_003546725.2	99.9800	99.97	99.89	2753790	strict
GCA_900540925.1__GCA_900762955.1	94.9600	85.30	83.58	1798964	strict
GCA_900540925.1__GCA_900761985.1	95.0900	84.46	75.03	1614841	strict
GCA_900544855.1__GCA_900756095.1	94.9400	82.54	80.51	1734665	strict
GCA_012965585.1__GCA_015663335.1	99.4400	76.90	90.81	1360532	strict
GCA_012964315.1__GCA_015663335.1	99.5400	69.59	88.90	1224423	strict
GCA_012965105.1__GCA_012965585.1	99.4700	80.72	80.38	1215369	strict
GCA_004557935.1__GCA_900753955.1	97.4700	72.18	83.25	931565	strict
GCA_016293115.1__GCA_016293275.1	98.8700	89.35	88.86	1132661	strict
GCA_016293115.1__GCA_905199065.1	97.2200	82.58	79.44	1012566	strict
GCA_903933835.1__GCA_903936745.1	99.8700	93.94	95.67	3648737	strict
GCA_903933835.1__GCA_903960055.1	98.2400	83.55	80.21	3059123	strict
GCA_903936745.1__GCA_903960055.1	98.2400	83.17	78.39	3049889	strict
GCA_003554265.1__GCA_007117365.1	99.6500	95.89	69.36	2990237	strict
GCA_007117365.1__GCA_007121625.1	99.6400	96.56	86.11	2674923	strict
GCA_003564625.1__GCA_007130795.1	99.6700	98.10	89.97	3111030	strict
GCF_003076355.1__GCF_003693415.1	99.9800	97.27	99.98	3235178	strict
GCF_000958465.1__GCF_003076355.1	99.8800	99.95	94.83	3231831	strict
GCF_000958465.1__GCF_003693415.1	99.8600	99.43	97.03	3306935	strict
GCA_001627675.1__GCA_009920825.1	97.5500	65.78	86.93	2206433	strict
GCA_009920825.1__GCA_012269845.1	98.0000	85.78	81.20	2729319	strict
GCA_002689755.1__GCA_011522785.1	96.7700	51.45	91.65	1878357	strict
GCA_903830075.1__GCA_903887125.1	99.4100	91.92	84.59	900478	strict
GCA_903840365.1__GCA_903887125.1	99.3500	90.01	83.47	871538	strict
GCA_903840365.1__GCA_903871375.1	99.2500	90.08	89.04	929743	strict
GCF_014199815.1__GCF_903970605.1	98.0400	91.98	91.88	4488886	strict
GCF_014195735.1__GCF_905367735.1	98.0500	91.29	92.75	4376170	strict
GCA_903826385.1__GCA_903835245.1	99.9900	99.44	99.76	2972041	strict
GCA_903826385.1__GCA_903839075.1	99.9900	99.50	99.77	2972232	strict
GCA_903835245.1__GCA_903839075.1	99.9900	99.96	99.91	2988481	strict
GCA_016708595.1__GCA_018063325.1	86.9900	4.79	3.86	193683	verylow-AF
GCA_016708595.1__GCA_018058405.1	98.9400	97.35	59.90	3009482	low-AF
GCA_016718365.1__GCA_018058405.1	82.0100	3.36	2.32	99270	verylow-AF
GCA_002414345.1__GCA_002415285.1	98.1300	91.86	94.56	4135411	strict
GCA_002380895.1__GCA_002415285.1	85.4400	59.53	62.81	2694085	strict
GCA_002415285.1__GCA_002454595.1	85.4600	61.46	59.59	2684827	low-AF
GCF_003383095.1__GCF_902410085.1	92.5200	71.56	76.45	3067336	strict
GCF_003383065.1__GCF_902381785.1	93.1400	79.10	82.42	3143200	strict
GCF_000337315.1__GCF_008806815.1	85.9000	40.58	37.35	1444101	low-AF
GCA_016760515.1__GCA_018067285.1	83.7500	5.54	7.08	130454	verylow-AF
GCA_002389205.1__GCA_016760515.1	83.4600	5.37	4.46	98516	verylow-AF
GCA_002470425.1__GCA_018646485.1	85.3800	0.56	0.36	7624	verylow-AF
GCF_001560855.1__GCF_009834045.1	99.1600	87.93	91.97	3256889	strict
GCF_001560855.1__GCF_014646615.1	82.9900	10.45	9.57	338824	verylow-AF
GCF_009834045.1__GCF_014646615.1	83.0500	10.57	9.30	352706	verylow-AF
GCA_001801965.1__GCA_018822395.1	86.3800	33.47	39.47	1204568	low-AF
GCA_001801965.1__GCA_018825225.1	86.3500	33.05	39.12	1193776	low-AF
GCA_018822395.1__GCA_018825225.1	99.9900	97.24	97.55	3537439	strict
GCA_017511975.1__GCA_017991715.1	88.9400	0.12	0.07	2137	verylow-AF
GCA_902780225.1__GCA_902791245.1	85.6300	29.12	31.41	761633	low-AF
GCA_002373235.1__GCA_902780625.1	83.1900	0.86	0.93	20247	verylow-AF
GCA_904380175.1__GCA_904384285.1	83.3700	16.06	16.07	215627	verylow-AF
GCA_904390505.1__GCA_904394675.1	98.5600	86.74	88.49	1322825	strict
GCA_004555315.1__GCA_904380175.1	82.5200	3.68	3.09	50019	verylow-AF
GCF_001310395.1__GCF_007990305.1	99.5800	95.60	93.86	2979532	strict
GCF_007990305.1__GCF_014645215.1	85.2800	28.47	25.83	803454	verylow-AF
GCF_007991355.1__GCF_014645215.1	99.9900	99.74	99.82	2829645	strict
GCF_002871755.1__GCF_014235805.1	85.7900	0.84	0.74	18652	verylow-AF
GCF_007666555.1__GCF_900187215.1	84.2600	5.49	4.43	127817	verylow-AF
GCF_003113375.1__GCF_016728365.1	83.6900	3.89	3.65	85407	verylow-AF
GCA_017408125.1__GCA_017532545.1	97.0900	87.66	89.34	2654521	strict
GCA_017408125.1__GCA_902767265.1	82.7200	2.00	1.75	52102	verylow-AF
GCA_017532545.1__GCA_902767265.1	82.8100	2.00	1.76	52207	verylow-AF
GCA_002347225.1__GCA_002382725.1	99.7300	85.09	90.08	2790928	strict
GCA_002347225.1__GCF_016918515.1	88.8900	54.44	70.74	2191802	strict
GCA_002382725.1__GCF_016918515.1	88.9100	57.14	70.00	2298317	strict
GCF_003289275.1__GCF_003944645.1	88.5400	74.72	78.40	3715295	strict
GCF_003944645.1__GCF_900077545.1	88.9500	73.15	74.54	3719880	strict
GCA_005779075.1__GCA_005798485.1	86.7200	25.62	24.37	1918367	verylow-AF
GCA_005798485.1__GCA_014193005.1	85.8000	33.53	27.54	2071694	verylow-AF
GCA_005779075.1__GCA_014193005.1	86.9000	54.22	42.70	3360899	low-AF
GCA_003023685.1__GCF_000497695.1	85.1400	1.17	1.15	35250	verylow-AF
GCA_003511545.1__GCF_001953285.1	82.2000	2.22	2.14	70381	verylow-AF
GCA_003511545.1__GCF_002903155.1	83.4700	0.44	0.42	13782	verylow-AF
GCA_018432345.1__GCA_018435645.1	98.1600	85.78	82.16	1952217	strict
GCA_012523235.1__GCA_018432345.1	82.2200	0.82	1.04	19388	verylow-AF
GCA_002345525.1__GCA_018432345.1	83.5500	11.91	13.38	280973	verylow-AF
GCA_005776855.1__GCA_903860385.1	82.2200	0.98	0.91	62217	verylow-AF
GCA_005776855.1__GCA_903884195.1	82.2300	1.00	0.91	62193	verylow-AF
GCA_903860385.1__GCA_903884195.1	99.9600	99.66	97.92	6147697	strict
GCA_016713705.1__GCA_016790965.1	90.9400	83.04	65.46	2701801	strict
GCA_016713705.1__GCA_017992095.1	99.9300	99.36	87.60	3615742	strict
GCA_016790965.1__GCA_017992095.1	90.9600	73.73	82.01	2511922	strict
GCA_017426505.1__GCA_017429135.1	98.8300	49.61	97.76	1111633	strict
GCA_017429135.1__GCA_900753195.1	82.8900	0.14	0.10	2227	verylow-AF
GCA_015656515.1__GCA_017429135.1	84.2600	2.98	3.30	67310	verylow-AF
GCA_001830725.1__GCA_002424905.1	83.0100	14.81	13.26	286016	verylow-AF
GCA_001830725.1__GCA_014763995.1	83.3100	20.23	13.70	295472	verylow-AF
GCA_001829555.1__GCA_001830685.1	84.9500	27.36	26.30	393491	verylow-AF
GCF_011602445.1__GCF_019061235.1	85.5600	44.12	35.36	1743413	low-AF
GCA_017649685.1__GCA_902780285.1	88.5200	26.03	26.75	747789	verylow-AF
GCA_017649685.1__GCA_017964285.1	87.6700	21.00	19.67	549961	verylow-AF
GCA_017964285.1__GCA_902780285.1	91.9800	41.43	45.00	1146151	low-AF
GCF_011947235.1__GCF_016862875.1	86.4400	49.19	42.40	2819497	low-AF
GCA_902777045.1__GCA_902782685.1	86.9700	56.63	44.00	1321102	low-AF
GCA_902777045.1__GCA_902794495.1	98.8500	91.70	75.84	2276891	strict
GCA_902782685.1__GCA_902794495.1	86.9000	48.88	51.96	1179817	low-AF
GCA_002439865.1__GCA_900547355.1	91.7400	70.47	72.97	879559	strict
GCA_002439865.1__GCA_905196965.1	91.7100	70.94	69.94	843021	strict
GCA_002404925.1__GCA_002439865.1	99.2600	90.74	85.05	1094804	strict
GCA_900757645.1__GCA_905212975.1	83.6700	5.34	5.04	59754	verylow-AF
GCA_900557305.1__GCA_905206315.1	84.7600	1.48	2.36	18036	verylow-AF
GCA_900767315.1__GCA_902793505.1	82.9900	4.31	3.84	48810	verylow-AF
GCA_003449625.1__GCA_902385955.1	93.1200	69.20	77.04	2316559	strict
GCA_000508965.1__GCA_902385955.1	100.0000	100.00	100.00	3357599	strict
GCA_003343865.1__GCA_003449625.1	98.0900	85.76	78.59	2702986	strict
GCA_000998475.1__GCA_001000945.1	99.8100	99.53	98.94	952428	strict
GCA_001000945.1__GCA_003508115.1	84.2900	3.19	3.13	29936	verylow-AF
GCA_000993695.1__GCA_003508115.1	99.9300	98.99	94.02	928619	strict
GCA_015656795.1__GCA_019115025.1	83.4200	0.36	0.71	11751	verylow-AF
GCA_015656795.1__GCF_904419935.1	84.3600	0.29	0.51	8564	verylow-AF
GCA_019115025.1__GCF_904419935.1	95.6000	87.36	79.51	2570276	strict
GCA_017623015.1__GCA_905198875.1	83.0000	2.59	2.94	94002	verylow-AF
GCA_017936995.1__GCA_900765545.1	83.3500	2.59	2.11	69841	verylow-AF
GCA_017623015.1__GCA_900765545.1	83.2900	2.78	2.35	74865	verylow-AF
GCA_015656135.1__GCA_015657045.1	83.8300	9.66	10.42	171246	verylow-AF
GCA_015656135.1__GCA_904501695.1	100.0000	100.00	100.00	1643254	strict
GCA_015657045.1__GCA_904501695.1	83.8300	10.46	9.69	172192	verylow-AF
GCA_002306245.1__GCA_002306405.1	99.9600	94.55	99.85	4562731	strict
GCA_002306245.1__GCF_005771485.1	82.9600	2.32	2.34	107022	verylow-AF
GCA_002306405.1__GCF_005771485.1	83.2600	2.96	2.83	136433	verylow-AF
GCF_007991695.1__GCF_008274645.2	83.4700	26.78	25.82	1608665	verylow-AF
GCF_007991695.1__GCF_900109255.1	82.4100	1.85	1.67	103839	verylow-AF
GCA_018222465.1__GCF_008274645.2	98.8900	89.40	90.49	5445827	strict
GCA_005804125.1__GCA_903891995.1	82.5600	3.67	4.33	275375	verylow-AF
GCA_903820515.1__GCA_903835925.1	99.9400	98.59	98.18	5874281	strict
GCA_005792815.1__GCA_903891995.1	82.4600	3.87	4.40	289683	verylow-AF
GCF_000764775.1__GCF_000764795.1	99.9400	99.95	99.92	3770518	strict
GCF_000764775.1__GCF_014636335.1	83.3000	18.35	20.06	757010	verylow-AF
GCF_000764795.1__GCF_014636335.1	83.3000	18.35	20.09	757520	verylow-AF
GCA_017524325.1__GCA_017650025.1	87.9900	79.70	69.51	1478250	strict
GCA_017650025.1__GCA_017651285.1	86.0100	47.06	40.84	777862	low-AF
GCA_017618835.1__GCA_017633455.1	84.9100	47.38	52.19	897368	low-AF
GCA_902559765.1__GCA_902593265.1	88.0000	70.26	57.90	738654	low-AF
GCA_902514675.1__GCA_902608535.1	84.1000	13.88	13.58	132077	verylow-AF
GCA_902572135.1__GCA_902593265.1	88.1600	64.15	60.80	674737	strict
GCA_009774575.1__GCA_910575345.1	83.6700	1.87	3.02	88369	verylow-AF
GCA_910575345.1__GCA_910577715.1	87.4200	43.18	43.94	2048514	low-AF
GCA_002492805.1__GCA_910587385.1	83.2000	2.88	4.62	130818	verylow-AF
GCA_016784505.1__GCA_018658395.1	87.3400	55.08	60.46	1990308	strict
GCA_018658395.1__GCA_018674435.1	88.0000	45.07	47.24	1778966	low-AF
GCA_014382565.1__GCA_018655865.1	86.9000	69.14	62.10	2340389	strict
GCA_017379435.1__GCA_017502365.1	83.9900	8.62	10.46	150281	verylow-AF
GCA_003501425.1__GCA_905200245.1	85.0500	26.19	27.38	591634	verylow-AF
GCA_003501425.1__GCA_900767225.1	85.0700	25.18	25.11	542512	verylow-AF
GCA_018376725.1__GCA_900546155.1	83.5200	14.83	14.40	225024	verylow-AF
GCA_004556445.1__GCA_900546155.1	83.7100	14.93	14.18	225777	verylow-AF
GCA_016293055.1__GCA_900546155.1	98.6900	86.76	92.44	1311865	strict
GCF_002091735.1__GCF_900475945.1	99.9900	99.92	100.00	5794130	strict
GCF_002091735.1__GCF_900625055.1	99.9800	99.90	100.00	5794123	strict
GCF_900475945.1__GCF_900625055.1	99.9900	99.98	100.00	5853060	strict
GCA_900752925.1__GCA_905201885.1	100.0000	96.37	96.52	1486049	strict
GCF_003111765.1__GCF_003287775.1	99.9900	99.95	99.38	3738356	strict
GCF_003111765.1__GCF_003287795.1	99.0700	93.90	95.28	3583918	strict
GCF_003287775.1__GCF_003287795.1	99.0800	93.78	95.58	3536141	strict
GCA_018676715.1__GCA_018692875.1	99.9600	80.31	85.99	2331707	strict
GCF_900108885.1__GCF_900114395.1	96.8200	86.45	83.75	4248165	strict
GCF_900108965.1__GCF_900114395.1	96.8800	85.64	82.82	4211029	strict
GCF_900108885.1__GCF_900108965.1	98.8400	88.95	89.23	4526145	strict
GCF_000576615.1__GCF_000800115.1	96.3400	88.38	87.02	2551971	strict
GCA_002454655.1__GCF_000576615.1	96.3600	85.28	88.41	2490952	strict
GCA_003538435.1__GCF_000374225.1	96.5900	68.68	91.49	2034410	strict
GCA_015656005.1__GCA_904374815.1	97.5500	88.90	89.17	1935632	strict
GCA_018378215.1__GCA_018714405.1	97.5900	90.33	74.50	1614132	strict
GCA_014465935.1__GCA_904374815.1	97.7000	89.99	90.49	1960062	strict
GCF_003186045.1__GCF_016949095.1	96.2300	80.92	82.18	3811612	strict
GCF_003186045.1__GCF_016949055.1	96.2600	83.26	82.39	3821122	strict
GCF_016949095.1__GCF_016949215.1	99.0300	92.92	88.83	4197590	strict
GCA_903868425.1__GCA_903924875.1	99.8300	92.88	94.09	1205456	strict
GCA_903868425.1__GCA_903900855.1	99.6500	87.83	94.80	1214576	strict
GCA_903900855.1__GCA_903924875.1	99.7200	96.99	91.11	1265420	strict
GCA_002496995.1__GCA_002499105.1	98.5700	76.86	86.18	1363084	strict
GCA_002496995.1__GCA_009387855.1	99.0700	85.34	84.09	1330063	strict
GCA_002499105.1__GCA_009387855.1	98.9100	85.73	75.37	1335954	strict
GCF_900102395.1__GCF_900112905.1	99.1500	84.58	86.15	2311976	strict
GCF_000262445.1__GCF_900112905.1	98.3600	79.44	85.58	2173949	strict
GCA_012842385.1__GCF_900102395.1	98.1600	60.21	72.83	1575650	strict
GCA_002763255.1__GCA_002785255.1	99.4900	89.86	87.20	680641	strict
GCA_002505035.1__GCA_002763205.1	99.7500	92.58	85.83	656181	strict
GCA_002505035.1__GCA_002763255.1	99.7700	89.44	91.08	696383	strict
GCF_000940515.1__GCF_900454515.1	97.5200	87.24	91.70	2005268	strict
GCA_000687435.1__GCF_014653075.1	99.9600	99.47	99.90	4256161	strict
GCA_002418405.1__GCA_018372615.1	98.7300	93.71	89.78	4124811	strict
GCA_902771175.1__GCA_902798345.1	96.2200	78.25	76.67	1619163	strict
GCA_902784215.1__GCA_902798345.1	96.0500	73.76	79.29	1525845	strict
GCA_902770155.1__GCA_902798345.1	98.9300	92.05	83.13	1912154	strict
GCA_003695985.1__GCF_016632315.1	95.5400	87.58	94.87	5415870	strict
GCA_900551875.1__GCF_000613705.1	96.7600	67.06	92.60	1519557	strict
GCA_013530545.1__GCF_001878775.1	97.4500	82.96	89.90	2664420	strict
GCF_001878775.1__GCF_018438165.1	95.9300	86.98	87.89	2830119	strict
GCA_002321025.1__GCF_001878775.1	95.9900	85.24	90.08	2732294	strict
GCA_905213455.1__GCF_015553015.1	94.7700	58.90	91.55	1156757	strict
GCF_002093575.1__GCF_015553015.1	94.8000	84.83	82.11	1671981	strict
GCF_000517765.1__GCF_015553015.1	99.8800	97.07	98.36	1905414	strict
GCA_902762885.1__GCA_902777975.1	97.8600	68.54	80.79	1746457	strict
GCA_902760835.1__GCA_902781235.1	98.3000	66.42	91.50	1684632	strict
GCA_902776005.1__GCA_902779955.1	98.7800	85.87	81.97	1999667	strict
GCF_000364325.1__GCF_900105895.1	99.8500	87.31	90.23	1540210	strict
GCA_018363815.1__GCF_000364325.1	99.6400	93.00	96.29	1587685	strict
GCF_000364325.1__GCF_000468815.1	99.8600	96.82	97.74	1668308	strict
GCF_000261705.1__GCF_009176665.1	99.0700	94.53	93.09	7898535	strict
GCF_018130265.1__GCF_018130405.1	99.9500	96.29	97.75	7269463	strict
GCF_009176685.1__GCF_018130425.1	99.1200	85.75	97.24	7159767	strict
GCA_018648725.1__GCA_018674115.1	99.9800	95.48	81.16	1325084	strict
GCA_018671675.1__GCA_018692795.1	99.9400	97.75	98.14	1364502	strict
GCA_018647545.1__GCA_018648725.1	99.9800	78.14	93.81	1264562	strict
GCF_004126515.1__GCF_900188075.1	98.9000	82.70	83.21	3100659	strict
GCF_002252865.1__GCF_005435235.1	98.8700	54.84	93.24	1969592	strict
GCF_000421805.1__GCF_005435095.1	99.0800	80.17	79.07	2839937	strict
GCA_002431505.1__GCA_003488365.1	99.8900	96.65	77.32	3246907	strict
GCA_003488365.1__GCF_900450975.1	98.3700	71.07	93.64	3150870	strict
GCA_002391805.1__GCA_003488365.1	98.3400	92.89	71.58	3116880	strict
GCA_011772325.1__GCA_011773605.1	100.0000	98.89	98.97	3157999	strict
GCA_019249625.1__GCF_900089575.1	99.4300	90.54	54.57	1890971	low-AF
GCA_011771215.1__GCA_011772325.1	100.0000	98.97	98.89	3157999	strict
GCF_000733145.1__GCF_002892425.1	98.9900	93.61	95.96	1664496	strict
GCA_900555565.1__GCA_900759645.1	94.9700	70.74	81.08	1462361	strict
GCA_900555565.1__GCA_905202145.1	94.5700	71.05	83.86	1512511	strict
GCA_900546425.1__GCA_900555565.1	94.5200	82.07	70.47	1462438	strict
GCA_017848705.1__GCA_018241295.1	98.2000	85.85	92.25	3104229	strict
GCA_017848705.1__GCA_018241375.1	98.5200	75.75	84.72	2850823	strict
GCA_018241295.1__GCA_018241375.1	98.9100	79.85	83.46	2922646	strict
GCF_000529675.1__GCF_004011905.1	97.1900	89.19	84.38	4371198	strict
GCF_001942325.1__GCF_004011905.1	97.7300	89.39	81.74	4413044	strict
GCF_000503935.1__GCF_009720185.1	99.0000	92.80	94.66	4757017	strict
GCA_002480055.1__GCA_905478815.1	99.7300	78.70	91.72	2018040	strict
GCA_018607465.1__GCA_905478815.1	99.8200	84.50	82.93	2172720	strict
GCA_002470525.1__GCA_018607465.1	99.7400	77.94	87.33	2034541	strict
GCA_001799535.1__GCA_003447635.1	99.4100	83.62	77.81	2218376	strict
GCA_001799535.1__GCA_003510505.1	99.3800	84.43	77.87	2220081	strict
GCA_003447635.1__GCA_003510505.1	99.2700	80.06	79.33	2107523	strict
GCA_902798225.1__GCA_902801445.1	98.3100	73.96	77.66	2109432	strict
GCA_001872435.1__GCA_002772615.1	99.5900	49.97	68.73	475995	strict
GCA_001872435.1__GCA_002786675.1	99.3800	73.15	72.31	500788	strict
GCA_002772615.1__GCA_002786675.1	99.4700	65.86	47.33	452358	low-AF
GCA_015260735.1__GCA_015260745.1	98.1500	82.37	94.81	1958530	strict
GCA_007119975.1__GCA_007129275.1	99.8600	94.81	90.25	3908080	strict
GCA_007119975.1__GCA_007130315.1	99.8600	96.74	87.91	3806873	strict
GCA_007129275.1__GCA_007130315.1	99.8700	95.31	90.94	3749746	strict
GCA_002313555.1__GCA_002710335.1	96.1800	68.29	39.86	1120360	low-AF
GCA_002313555.1__GCA_003509725.1	99.6500	78.09	78.15	2196614	strict
GCA_002710335.1__GCA_003509725.1	96.1600	41.95	71.79	1202059	strict
GCF_000632125.1__GCF_001598535.1	100.0000	98.15	99.79	4023836	strict
GCA_904392065.1__GCA_904418945.1	98.8300	90.09	90.01	2169900	strict
GCA_904392065.1__GCA_904418975.1	98.1000	92.64	75.44	1818637	strict
GCA_016291855.1__GCA_017422385.1	83.5700	2.04	1.08	29076	verylow-AF
GCA_017548395.1__GCA_902754855.1	85.4900	11.62	16.02	283130	verylow-AF
GCA_902758855.1__GCA_902798935.1	84.4500	4.10	3.41	99139	verylow-AF
GCF_006519705.1__GCF_014644955.1	85.5900	34.84	40.12	1337705	low-AF
GCF_006519705.1__GCF_900221015.1	84.8800	29.26	32.67	1089286	low-AF
GCF_014644955.1__GCF_900221015.1	85.0700	34.16	33.22	1277882	low-AF
GCA_002328885.1__GCA_003503735.1	86.4600	17.29	12.92	219276	verylow-AF
GCA_002328885.1__GCA_012965015.1	83.0400	16.50	8.28	140578	verylow-AF
GCA_002501165.1__GCA_002685605.1	86.0400	15.55	13.72	258900	verylow-AF
GCA_002384975.1__GCF_008124775.1	84.7200	44.27	48.69	1998426	low-AF
GCA_001626915.1__GCF_008124775.1	84.4500	18.82	22.39	866221	verylow-AF
GCA_001626915.1__GCA_002384975.1	83.2200	16.80	17.86	690994	verylow-AF
GCA_002404715.1__GCA_905187665.1	82.8200	0.76	0.94	18888	verylow-AF
GCA_003150305.1__GCA_900547065.1	86.6600	1.26	2.00	45504	verylow-AF
GCA_017935665.1__GCA_905198995.1	87.3900	0.08	0.10	1969	verylow-AF
GCA_006954425.1__GCA_017509655.1	84.0300	12.57	12.22	233855	verylow-AF
GCA_016292055.1__GCA_017540705.1	83.7900	1.82	1.85	31082	verylow-AF
GCA_002498545.1__GCA_017542975.1	83.3900	5.82	6.75	101188	verylow-AF
GCF_000283075.1__GCF_010093165.1	86.9300	51.26	53.97	1807658	low-AF
GCA_014879365.1__GCF_000526975.1	86.9900	40.60	62.55	1435056	strict
GCA_017577885.1__GCF_010093165.1	86.5100	47.51	58.79	1675523	low-AF
GCA_012512175.1__GCF_001975685.1	85.1200	4.23	6.22	95774	verylow-AF
GCA_019118485.1__GCF_001192875.1	83.6000	2.63	2.28	51727	verylow-AF
GCA_012512175.1__GCF_001192875.1	83.5200	3.87	5.14	79130	verylow-AF
GCF_000024665.1__GCF_900142495.1	86.6700	16.56	16.04	616261	verylow-AF
GCA_016295745.1__GCF_003253655.1	85.5000	9.06	10.71	328714	verylow-AF
GCA_002317455.1__GCA_905235255.1	84.7000	4.30	6.54	166175	verylow-AF
GCA_017886665.1__GCA_905213985.1	84.6000	1.13	1.12	36712	verylow-AF
GCA_900758105.1__GCA_904397875.1	83.7000	0.97	1.14	25592	verylow-AF
GCA_900758105.1__GCA_905209035.1	84.6100	10.12	13.04	292937	verylow-AF
GCF_014646175.1__GCF_017312765.1	85.4600	41.25	51.84	1685758	low-AF
GCF_014395645.1__GCF_018729305.1	85.4800	38.10	51.65	1672975	low-AF
GCF_017312765.1__GCF_018729305.1	95.4100	82.79	87.11	3567689	strict
GCA_903645335.1__GCA_905202355.1	84.2700	7.03	5.99	307277	verylow-AF
GCA_905202355.1__GCF_902387455.1	84.1500	8.31	9.00	376624	verylow-AF
GCA_017453425.1__GCA_905202355.1	83.0600	0.53	0.68	22090	verylow-AF
GCF_000374225.1__GCF_000799155.1	84.0900	3.28	3.01	89453	verylow-AF
GCA_003454695.1__GCF_006363915.1	82.3400	1.07	1.14	27892	verylow-AF
GCF_001425495.1__GCF_006363935.1	83.1800	11.74	10.30	303561	verylow-AF
GCA_001782815.1__GCA_903826655.1	87.1200	0.45	0.62	4098	verylow-AF
GCA_001782815.1__GCA_903871525.1	82.9000	0.23	0.27	1789	verylow-AF
GCA_903826655.1__GCA_903871525.1	99.9800	93.96	79.58	718686	strict
GCA_001304935.1__GCF_002161645.1	88.5800	6.37	3.66	234770	verylow-AF
GCA_019120495.1__GCA_905196365.1	84.9000	10.19	12.56	408846	verylow-AF
GCA_017887685.1__GCA_900547265.1	82.7400	1.38	2.97	78895	verylow-AF
GCA_002695845.1__GCA_002702225.1	98.2800	60.76	68.52	1043906	strict
GCA_002695845.1__GCA_003331415.1	83.1100	2.07	1.72	26259	verylow-AF
GCA_002702225.1__GCA_003331415.1	86.7400	1.87	1.44	23057	verylow-AF
GCA_002390365.1__GCA_017854515.1	84.1100	3.90	5.40	88004	verylow-AF
GCA_003506715.1__GCA_017857475.1	99.2600	71.47	75.14	1150715	strict
GCA_017854515.1__GCA_017857475.1	83.1100	3.92	2.80	63194	verylow-AF
GCA_002730265.1__GCA_018666675.1	84.0700	6.41	8.56	450804	verylow-AF
GCA_002718795.1__GCA_018675915.1	83.9100	3.21	6.32	220990	verylow-AF
GCA_002730265.1__GCA_018675915.1	84.0200	5.93	7.79	410042	verylow-AF
GCA_001508035.1__GCA_014896385.1	87.2000	41.94	77.27	1061776	strict
GCF_000971415.1__GCF_000975075.1	83.4600	8.44	7.42	223022	verylow-AF
GCA_016278765.1__GCF_000971435.1	83.5700	8.18	9.62	245064	verylow-AF
GCF_000971435.1__GCF_900109245.1	87.1900	59.30	58.55	1757432	low-AF
GCA_003553425.1__GCA_018335095.1	86.1500	0.40	0.34	6935	verylow-AF
GCA_002414805.1__GCA_016718115.1	87.9500	41.35	62.35	2436337	strict
GCA_017455485.1__GCA_900763045.1	84.7600	1.81	3.94	43061	verylow-AF
GCA_017416045.1__GCA_017455485.1	84.6100	2.41	1.13	24892	verylow-AF
GCA_017388805.1__GCA_017455485.1	98.3000	75.99	53.30	829313	low-AF
GCA_003672555.1__GCA_016777145.1	86.2100	72.93	70.14	1233429	strict
GCA_002494685.1__GCA_002701025.1	83.3600	2.24	2.37	39221	verylow-AF
GCA_002497885.1__GCA_003672505.1	84.8800	0.12	0.19	2152	verylow-AF
GCA_002306565.1__GCA_002342765.1	97.4500	76.65	75.42	3121419	strict
GCA_002306535.1__GCA_002306565.1	88.8200	23.14	26.42	934207	verylow-AF
GCA_002306235.1__GCA_002306565.1	86.8200	17.45	21.96	716484	verylow-AF
GCA_013822035.1__GCA_903927125.1	83.3700	8.27	7.21	273276	verylow-AF
GCA_003543295.1__GCA_013822035.1	83.8900	11.36	9.86	431640	verylow-AF
GCA_013822035.1__GCA_903823795.1	83.2700	7.66	6.32	239754	verylow-AF
GCA_005786885.1__GCA_009704005.1	86.0900	57.09	73.96	798607	strict
GCA_005786885.1__GCA_903859915.1	87.1400	54.98	74.67	806314	strict
GCA_005786885.1__GCA_009702505.1	86.0900	56.34	73.04	788723	strict
GCA_002343065.1__GCA_018063385.1	84.1500	13.29	10.70	394253	verylow-AF
