pairid	q_acc	r_acc	species
GCF_001307585.1__GCF_001988315.1	GCF_001307585.1	GCF_001988315.1	Bordetella pertussis
GCF_001307585.1__GCF_001988355.1	GCF_001307585.1	GCF_001988355.1	Bordetella pertussis
GCF_001307585.1__GCF_001988435.1	GCF_001307585.1	GCF_001988435.1	Bordetella pertussis
GCF_001307585.1__GCF_001988475.1	GCF_001307585.1	GCF_001988475.1	Bordetella pertussis
GCF_001307585.1__GCF_001988495.1	GCF_001307585.1	GCF_001988495.1	Bordetella pertussis
GCF_001307585.1__GCF_001988635.1	GCF_001307585.1	GCF_001988635.1	Bordetella pertussis
GCF_001307585.1__GCF_001988835.1	GCF_001307585.1	GCF_001988835.1	Bordetella pertussis
GCF_001307585.1__GCF_001989035.1	GCF_001307585.1	GCF_001989035.1	Bordetella pertussis
GCF_001307585.1__GCF_001989075.1	GCF_001307585.1	GCF_001989075.1	Bordetella pertussis
GCF_001307585.1__GCF_001989175.1	GCF_001307585.1	GCF_001989175.1	Bordetella pertussis
GCF_001307585.1__GCF_001989235.1	GCF_001307585.1	GCF_001989235.1	Bordetella pertussis
GCF_001307585.1__GCF_001989255.1	GCF_001307585.1	GCF_001989255.1	Bordetella pertussis
GCF_001307585.1__GCF_001989275.1	GCF_001307585.1	GCF_001989275.1	Bordetella pertussis
GCF_001307585.1__GCF_001989295.1	GCF_001307585.1	GCF_001989295.1	Bordetella pertussis
GCF_001307585.1__GCF_001989315.1	GCF_001307585.1	GCF_001989315.1	Bordetella pertussis
GCF_001307585.1__GCF_002018515.1	GCF_001307585.1	GCF_002018515.1	Bordetella pertussis
GCF_001307585.1__GCF_002068675.1	GCF_001307585.1	GCF_002068675.1	Bordetella pertussis
GCF_001307585.1__GCF_002068975.1	GCF_001307585.1	GCF_002068975.1	Bordetella pertussis
GCF_001307585.1__GCF_002240515.1	GCF_001307585.1	GCF_002240515.1	Bordetella pertussis
GCF_001307585.1__GCF_002285955.1	GCF_001307585.1	GCF_002285955.1	Bordetella pertussis
GCF_001307585.1__GCF_002286015.1	GCF_001307585.1	GCF_002286015.1	Bordetella pertussis
GCF_001307585.1__GCF_002286035.1	GCF_001307585.1	GCF_002286035.1	Bordetella pertussis
GCF_001307585.1__GCF_002286055.1	GCF_001307585.1	GCF_002286055.1	Bordetella pertussis
GCF_001307585.1__GCF_002286075.1	GCF_001307585.1	GCF_002286075.1	Bordetella pertussis
GCF_001307585.1__GCF_002286115.1	GCF_001307585.1	GCF_002286115.1	Bordetella pertussis
GCF_001307585.1__GCF_002286135.1	GCF_001307585.1	GCF_002286135.1	Bordetella pertussis
GCF_001307585.1__GCF_002286155.1	GCF_001307585.1	GCF_002286155.1	Bordetella pertussis
GCF_001307585.1__GCF_002442715.1	GCF_001307585.1	GCF_002442715.1	Bordetella pertussis
GCF_001307585.1__GCF_002442775.1	GCF_001307585.1	GCF_002442775.1	Bordetella pertussis
GCF_001307585.1__GCF_002442795.1	GCF_001307585.1	GCF_002442795.1	Bordetella pertussis
GCF_001307585.1__GCF_002859225.1	GCF_001307585.1	GCF_002859225.1	Bordetella pertussis
GCF_001307585.1__GCF_002859565.1	GCF_001307585.1	GCF_002859565.1	Bordetella pertussis
GCF_001307585.1__GCF_002859625.1	GCF_001307585.1	GCF_002859625.1	Bordetella pertussis
GCF_001307585.1__GCF_002859685.1	GCF_001307585.1	GCF_002859685.1	Bordetella pertussis
GCF_001307585.1__GCF_002859705.1	GCF_001307585.1	GCF_002859705.1	Bordetella pertussis
GCF_001307585.1__GCF_002859725.1	GCF_001307585.1	GCF_002859725.1	Bordetella pertussis
GCF_001307585.1__GCF_002859765.1	GCF_001307585.1	GCF_002859765.1	Bordetella pertussis
GCF_001307585.1__GCF_002859825.1	GCF_001307585.1	GCF_002859825.1	Bordetella pertussis
GCF_001307585.1__GCF_002892665.1	GCF_001307585.1	GCF_002892665.1	Bordetella pertussis
GCF_001307585.1__GCF_002892685.1	GCF_001307585.1	GCF_002892685.1	Bordetella pertussis
GCF_001307585.1__GCF_003186305.1	GCF_001307585.1	GCF_003186305.1	Bordetella pertussis
GCF_001307585.1__GCF_003186595.1	GCF_001307585.1	GCF_003186595.1	Bordetella pertussis
GCF_001307585.1__GCF_003355065.1	GCF_001307585.1	GCF_003355065.1	Bordetella pertussis
GCF_001307585.1__GCF_003991035.1	GCF_001307585.1	GCF_003991035.1	Bordetella pertussis
GCF_001307585.1__GCF_003991055.1	GCF_001307585.1	GCF_003991055.1	Bordetella pertussis
GCF_001307585.1__GCF_003991095.1	GCF_001307585.1	GCF_003991095.1	Bordetella pertussis
GCF_001307585.1__GCF_004006815.1	GCF_001307585.1	GCF_004006815.1	Bordetella pertussis
GCF_001307585.1__GCF_004008035.1	GCF_001307585.1	GCF_004008035.1	Bordetella pertussis
GCF_001307585.1__GCF_004008155.1	GCF_001307585.1	GCF_004008155.1	Bordetella pertussis
GCF_001307585.1__GCF_004008215.1	GCF_001307585.1	GCF_004008215.1	Bordetella pertussis
GCF_001307585.1__GCF_004008295.1	GCF_001307585.1	GCF_004008295.1	Bordetella pertussis
GCF_001307585.1__GCF_004008415.1	GCF_001307585.1	GCF_004008415.1	Bordetella pertussis
GCF_001307585.1__GCF_004008475.1	GCF_001307585.1	GCF_004008475.1	Bordetella pertussis
GCF_001307585.1__GCF_004008595.1	GCF_001307585.1	GCF_004008595.1	Bordetella pertussis
GCF_001307585.1__GCF_004008655.1	GCF_001307585.1	GCF_004008655.1	Bordetella pertussis
GCF_001307585.1__GCF_004008795.1	GCF_001307585.1	GCF_004008795.1	Bordetella pertussis
GCF_001307585.1__GCF_004009015.1	GCF_001307585.1	GCF_004009015.1	Bordetella pertussis
GCF_001307585.1__GCF_004009135.1	GCF_001307585.1	GCF_004009135.1	Bordetella pertussis
GCF_001307585.1__GCF_004009215.1	GCF_001307585.1	GCF_004009215.1	Bordetella pertussis
GCF_001307585.1__GCF_004009235.1	GCF_001307585.1	GCF_004009235.1	Bordetella pertussis
GCF_001307585.1__GCF_004009355.1	GCF_001307585.1	GCF_004009355.1	Bordetella pertussis
GCF_001307585.1__GCF_004009415.1	GCF_001307585.1	GCF_004009415.1	Bordetella pertussis
GCF_001307585.1__GCF_004009575.1	GCF_001307585.1	GCF_004009575.1	Bordetella pertussis
GCF_001307585.1__GCF_004009675.1	GCF_001307585.1	GCF_004009675.1	Bordetella pertussis
GCF_001307585.1__GCF_004009775.1	GCF_001307585.1	GCF_004009775.1	Bordetella pertussis
GCF_001307585.1__GCF_004634665.1	GCF_001307585.1	GCF_004634665.1	Bordetella pertussis
GCF_001307585.1__GCF_004634685.1	GCF_001307585.1	GCF_004634685.1	Bordetella pertussis
GCF_001307585.1__GCF_004634725.1	GCF_001307585.1	GCF_004634725.1	Bordetella pertussis
GCF_001307585.1__GCF_004634765.1	GCF_001307585.1	GCF_004634765.1	Bordetella pertussis
GCF_001307585.1__GCF_004634885.1	GCF_001307585.1	GCF_004634885.1	Bordetella pertussis
GCF_001307585.1__GCF_004634925.1	GCF_001307585.1	GCF_004634925.1	Bordetella pertussis
GCF_001307585.1__GCF_004635105.1	GCF_001307585.1	GCF_004635105.1	Bordetella pertussis
GCF_001307585.1__GCF_004635125.1	GCF_001307585.1	GCF_004635125.1	Bordetella pertussis
GCF_001307585.1__GCF_004635185.1	GCF_001307585.1	GCF_004635185.1	Bordetella pertussis
GCF_001307585.1__GCF_004635285.1	GCF_001307585.1	GCF_004635285.1	Bordetella pertussis
GCF_001307585.1__GCF_004635365.1	GCF_001307585.1	GCF_004635365.1	Bordetella pertussis
GCF_001307585.1__GCF_004635385.1	GCF_001307585.1	GCF_004635385.1	Bordetella pertussis
GCF_001307585.1__GCF_004635445.1	GCF_001307585.1	GCF_004635445.1	Bordetella pertussis
GCF_001307585.1__GCF_004635465.1	GCF_001307585.1	GCF_004635465.1	Bordetella pertussis
GCF_001307585.1__GCF_004635525.1	GCF_001307585.1	GCF_004635525.1	Bordetella pertussis
GCF_001307585.1__GCF_004635585.1	GCF_001307585.1	GCF_004635585.1	Bordetella pertussis
GCF_001307585.1__GCF_004635705.1	GCF_001307585.1	GCF_004635705.1	Bordetella pertussis
GCF_001307585.1__GCF_004635805.1	GCF_001307585.1	GCF_004635805.1	Bordetella pertussis
GCF_001307585.1__GCF_004635905.1	GCF_001307585.1	GCF_004635905.1	Bordetella pertussis
GCF_001307585.1__GCF_004635925.1	GCF_001307585.1	GCF_004635925.1	Bordetella pertussis
GCF_001307585.1__GCF_004635945.1	GCF_001307585.1	GCF_004635945.1	Bordetella pertussis
GCF_001307585.1__GCF_004636005.1	GCF_001307585.1	GCF_004636005.1	Bordetella pertussis
GCF_001307585.1__GCF_004636045.1	GCF_001307585.1	GCF_004636045.1	Bordetella pertussis
GCF_001307585.1__GCF_004636145.1	GCF_001307585.1	GCF_004636145.1	Bordetella pertussis
GCF_001307585.1__GCF_004636165.1	GCF_001307585.1	GCF_004636165.1	Bordetella pertussis
GCF_001307585.1__GCF_004636245.1	GCF_001307585.1	GCF_004636245.1	Bordetella pertussis
GCF_001307585.1__GCF_004636285.1	GCF_001307585.1	GCF_004636285.1	Bordetella pertussis
GCF_001307585.1__GCF_004636325.1	GCF_001307585.1	GCF_004636325.1	Bordetella pertussis
GCF_001307585.1__GCF_004636925.1	GCF_001307585.1	GCF_004636925.1	Bordetella pertussis
GCF_001307585.1__GCF_004637025.1	GCF_001307585.1	GCF_004637025.1	Bordetella pertussis
GCF_001307585.1__GCF_004637045.1	GCF_001307585.1	GCF_004637045.1	Bordetella pertussis
GCF_001307585.1__GCF_004637065.1	GCF_001307585.1	GCF_004637065.1	Bordetella pertussis
GCF_001307585.1__GCF_004637205.1	GCF_001307585.1	GCF_004637205.1	Bordetella pertussis
GCF_001307585.1__GCF_009625775.1	GCF_001307585.1	GCF_009625775.1	Bordetella pertussis
GCF_001307585.1__GCF_009625935.1	GCF_001307585.1	GCF_009625935.1	Bordetella pertussis
GCF_001307585.1__GCF_009626075.1	GCF_001307585.1	GCF_009626075.1	Bordetella pertussis
GCF_001307585.1__GCF_009626115.1	GCF_001307585.1	GCF_009626115.1	Bordetella pertussis
GCF_001307585.1__GCF_009626155.1	GCF_001307585.1	GCF_009626155.1	Bordetella pertussis
GCF_001307585.1__GCF_009626195.1	GCF_001307585.1	GCF_009626195.1	Bordetella pertussis
GCF_001307585.1__GCF_009626235.1	GCF_001307585.1	GCF_009626235.1	Bordetella pertussis
GCF_001307585.1__GCF_009626455.1	GCF_001307585.1	GCF_009626455.1	Bordetella pertussis
GCF_001307585.1__GCF_009626495.1	GCF_001307585.1	GCF_009626495.1	Bordetella pertussis
GCF_001307585.1__GCF_009626595.1	GCF_001307585.1	GCF_009626595.1	Bordetella pertussis
GCF_001307585.1__GCF_009626635.1	GCF_001307585.1	GCF_009626635.1	Bordetella pertussis
GCF_001307585.1__GCF_009626655.1	GCF_001307585.1	GCF_009626655.1	Bordetella pertussis
GCF_001307585.1__GCF_009626855.1	GCF_001307585.1	GCF_009626855.1	Bordetella pertussis
GCF_001307585.1__GCF_009627255.1	GCF_001307585.1	GCF_009627255.1	Bordetella pertussis
GCF_001307585.1__GCF_009627735.1	GCF_001307585.1	GCF_009627735.1	Bordetella pertussis
GCF_001307585.1__GCF_016903095.1	GCF_001307585.1	GCF_016903095.1	Bordetella pertussis
GCF_001307585.1__GCF_017357125.1	GCF_001307585.1	GCF_017357125.1	Bordetella pertussis
GCF_001307585.1__GCF_017357185.1	GCF_001307585.1	GCF_017357185.1	Bordetella pertussis
GCF_001307585.1__GCF_017357205.1	GCF_001307585.1	GCF_017357205.1	Bordetella pertussis
GCF_001307585.1__GCF_900327845.1	GCF_001307585.1	GCF_900327845.1	Bordetella pertussis
GCF_001307705.1__GCF_001307725.1	GCF_001307705.1	GCF_001307725.1	Bordetella pertussis
GCF_001307705.1__GCF_001307745.1	GCF_001307705.1	GCF_001307745.1	Bordetella pertussis
GCF_001307705.1__GCF_001509915.1	GCF_001307705.1	GCF_001509915.1	Bordetella pertussis
GCF_001307705.1__GCF_001605035.1	GCF_001307705.1	GCF_001605035.1	Bordetella pertussis
GCF_001307705.1__GCF_001605155.1	GCF_001307705.1	GCF_001605155.1	Bordetella pertussis
GCF_001307705.1__GCF_001605175.1	GCF_001307705.1	GCF_001605175.1	Bordetella pertussis
GCF_001307705.1__GCF_001605345.1	GCF_001307705.1	GCF_001605345.1	Bordetella pertussis
GCF_001307705.1__GCF_001605365.1	GCF_001307705.1	GCF_001605365.1	Bordetella pertussis
GCF_001307705.1__GCF_001605445.1	GCF_001307705.1	GCF_001605445.1	Bordetella pertussis
GCF_001307705.1__GCF_001605505.1	GCF_001307705.1	GCF_001605505.1	Bordetella pertussis
GCF_001307705.1__GCF_001605585.1	GCF_001307705.1	GCF_001605585.1	Bordetella pertussis
GCF_001307705.1__GCF_001605605.1	GCF_001307705.1	GCF_001605605.1	Bordetella pertussis
GCF_001307705.1__GCF_001605665.1	GCF_001307705.1	GCF_001605665.1	Bordetella pertussis
GCF_001307705.1__GCF_001686505.1	GCF_001307705.1	GCF_001686505.1	Bordetella pertussis
GCF_001307705.1__GCF_001686625.1	GCF_001307705.1	GCF_001686625.1	Bordetella pertussis
GCF_001307705.1__GCF_001831435.1	GCF_001307705.1	GCF_001831435.1	Bordetella pertussis
GCF_001307705.1__GCF_001984965.1	GCF_001307705.1	GCF_001984965.1	Bordetella pertussis
GCF_001307705.1__GCF_001985005.1	GCF_001307705.1	GCF_001985005.1	Bordetella pertussis
GCF_001307705.1__GCF_001985065.1	GCF_001307705.1	GCF_001985065.1	Bordetella pertussis
GCF_001307705.1__GCF_001985085.1	GCF_001307705.1	GCF_001985085.1	Bordetella pertussis
GCF_001307705.1__GCF_001985105.1	GCF_001307705.1	GCF_001985105.1	Bordetella pertussis
GCF_001307705.1__GCF_001985165.1	GCF_001307705.1	GCF_001985165.1	Bordetella pertussis
GCF_001307705.1__GCF_001985245.1	GCF_001307705.1	GCF_001985245.1	Bordetella pertussis
GCF_001307705.1__GCF_001985325.1	GCF_001307705.1	GCF_001985325.1	Bordetella pertussis
GCF_001307705.1__GCF_001985365.1	GCF_001307705.1	GCF_001985365.1	Bordetella pertussis
GCF_001307705.1__GCF_001985425.1	GCF_001307705.1	GCF_001985425.1	Bordetella pertussis
GCF_001307705.1__GCF_001985465.1	GCF_001307705.1	GCF_001985465.1	Bordetella pertussis
GCF_001307705.1__GCF_001985485.1	GCF_001307705.1	GCF_001985485.1	Bordetella pertussis
GCF_001307705.1__GCF_001985505.1	GCF_001307705.1	GCF_001985505.1	Bordetella pertussis
GCF_001307705.1__GCF_001985545.1	GCF_001307705.1	GCF_001985545.1	Bordetella pertussis
GCF_001307705.1__GCF_001985625.1	GCF_001307705.1	GCF_001985625.1	Bordetella pertussis
GCF_001307705.1__GCF_001985645.1	GCF_001307705.1	GCF_001985645.1	Bordetella pertussis
GCF_001307705.1__GCF_001985705.1	GCF_001307705.1	GCF_001985705.1	Bordetella pertussis
GCF_001307705.1__GCF_001985725.1	GCF_001307705.1	GCF_001985725.1	Bordetella pertussis
GCF_001307705.1__GCF_001985805.1	GCF_001307705.1	GCF_001985805.1	Bordetella pertussis
GCF_001307705.1__GCF_001985825.1	GCF_001307705.1	GCF_001985825.1	Bordetella pertussis
GCF_001307705.1__GCF_001985845.1	GCF_001307705.1	GCF_001985845.1	Bordetella pertussis
GCF_001307705.1__GCF_001985925.1	GCF_001307705.1	GCF_001985925.1	Bordetella pertussis
GCF_001307705.1__GCF_001985945.1	GCF_001307705.1	GCF_001985945.1	Bordetella pertussis
GCF_001307705.1__GCF_001985985.1	GCF_001307705.1	GCF_001985985.1	Bordetella pertussis
GCF_001307705.1__GCF_001986025.1	GCF_001307705.1	GCF_001986025.1	Bordetella pertussis
GCF_001307705.1__GCF_001986065.1	GCF_001307705.1	GCF_001986065.1	Bordetella pertussis
GCF_001307705.1__GCF_001986085.1	GCF_001307705.1	GCF_001986085.1	Bordetella pertussis
GCF_001307705.1__GCF_001986105.1	GCF_001307705.1	GCF_001986105.1	Bordetella pertussis
GCF_001307705.1__GCF_001986255.1	GCF_001307705.1	GCF_001986255.1	Bordetella pertussis
GCF_001307705.1__GCF_001986275.1	GCF_001307705.1	GCF_001986275.1	Bordetella pertussis
GCF_001307705.1__GCF_001986295.1	GCF_001307705.1	GCF_001986295.1	Bordetella pertussis
GCF_001307705.1__GCF_001986315.1	GCF_001307705.1	GCF_001986315.1	Bordetella pertussis
GCF_001307705.1__GCF_001986335.1	GCF_001307705.1	GCF_001986335.1	Bordetella pertussis
GCF_001307705.1__GCF_001986355.1	GCF_001307705.1	GCF_001986355.1	Bordetella pertussis
GCF_001307705.1__GCF_001986375.1	GCF_001307705.1	GCF_001986375.1	Bordetella pertussis
GCF_001307705.1__GCF_001986475.1	GCF_001307705.1	GCF_001986475.1	Bordetella pertussis
GCF_001307705.1__GCF_001986495.1	GCF_001307705.1	GCF_001986495.1	Bordetella pertussis
GCF_001307705.1__GCF_001986515.1	GCF_001307705.1	GCF_001986515.1	Bordetella pertussis
GCF_001307705.1__GCF_001986535.1	GCF_001307705.1	GCF_001986535.1	Bordetella pertussis
GCF_001307705.1__GCF_001986695.1	GCF_001307705.1	GCF_001986695.1	Bordetella pertussis
GCF_001307705.1__GCF_001986795.1	GCF_001307705.1	GCF_001986795.1	Bordetella pertussis
GCF_001307705.1__GCF_001986875.1	GCF_001307705.1	GCF_001986875.1	Bordetella pertussis
GCF_001307705.1__GCF_001986975.1	GCF_001307705.1	GCF_001986975.1	Bordetella pertussis
GCF_001307705.1__GCF_001987035.1	GCF_001307705.1	GCF_001987035.1	Bordetella pertussis
GCF_001307705.1__GCF_001987095.1	GCF_001307705.1	GCF_001987095.1	Bordetella pertussis
GCF_001307705.1__GCF_001987135.1	GCF_001307705.1	GCF_001987135.1	Bordetella pertussis
GCF_001307705.1__GCF_001987215.1	GCF_001307705.1	GCF_001987215.1	Bordetella pertussis
GCF_001307705.1__GCF_001987355.1	GCF_001307705.1	GCF_001987355.1	Bordetella pertussis
GCF_001307705.1__GCF_001987375.1	GCF_001307705.1	GCF_001987375.1	Bordetella pertussis
GCF_001307705.1__GCF_001987395.1	GCF_001307705.1	GCF_001987395.1	Bordetella pertussis
GCF_001307705.1__GCF_001987415.1	GCF_001307705.1	GCF_001987415.1	Bordetella pertussis
GCF_001307705.1__GCF_001987495.1	GCF_001307705.1	GCF_001987495.1	Bordetella pertussis
GCF_001307705.1__GCF_001987575.1	GCF_001307705.1	GCF_001987575.1	Bordetella pertussis
GCF_001307705.1__GCF_001987675.1	GCF_001307705.1	GCF_001987675.1	Bordetella pertussis
GCF_001307705.1__GCF_001987775.1	GCF_001307705.1	GCF_001987775.1	Bordetella pertussis
GCF_001307705.1__GCF_001987815.1	GCF_001307705.1	GCF_001987815.1	Bordetella pertussis
GCF_001307705.1__GCF_001987835.1	GCF_001307705.1	GCF_001987835.1	Bordetella pertussis
GCF_001307705.1__GCF_001987935.1	GCF_001307705.1	GCF_001987935.1	Bordetella pertussis
GCF_001307705.1__GCF_001988015.1	GCF_001307705.1	GCF_001988015.1	Bordetella pertussis
GCF_001307705.1__GCF_001988075.1	GCF_001307705.1	GCF_001988075.1	Bordetella pertussis
GCF_001307705.1__GCF_001988095.1	GCF_001307705.1	GCF_001988095.1	Bordetella pertussis
GCF_001307705.1__GCF_001988175.1	GCF_001307705.1	GCF_001988175.1	Bordetella pertussis
GCF_001307705.1__GCF_001988215.1	GCF_001307705.1	GCF_001988215.1	Bordetella pertussis
GCF_001307705.1__GCF_001988315.1	GCF_001307705.1	GCF_001988315.1	Bordetella pertussis
GCF_001307705.1__GCF_001988355.1	GCF_001307705.1	GCF_001988355.1	Bordetella pertussis
GCF_001307705.1__GCF_001988435.1	GCF_001307705.1	GCF_001988435.1	Bordetella pertussis
GCF_001307705.1__GCF_001988475.1	GCF_001307705.1	GCF_001988475.1	Bordetella pertussis
GCF_001307705.1__GCF_001988495.1	GCF_001307705.1	GCF_001988495.1	Bordetella pertussis
GCF_001307705.1__GCF_001988635.1	GCF_001307705.1	GCF_001988635.1	Bordetella pertussis
GCF_001307705.1__GCF_001988835.1	GCF_001307705.1	GCF_001988835.1	Bordetella pertussis
GCF_001307705.1__GCF_001989035.1	GCF_001307705.1	GCF_001989035.1	Bordetella pertussis
GCF_001307705.1__GCF_001989075.1	GCF_001307705.1	GCF_001989075.1	Bordetella pertussis
GCF_001307705.1__GCF_001989175.1	GCF_001307705.1	GCF_001989175.1	Bordetella pertussis
GCF_001307705.1__GCF_001989235.1	GCF_001307705.1	GCF_001989235.1	Bordetella pertussis
GCF_001307705.1__GCF_001989255.1	GCF_001307705.1	GCF_001989255.1	Bordetella pertussis
GCF_001307705.1__GCF_001989275.1	GCF_001307705.1	GCF_001989275.1	Bordetella pertussis
GCF_001307705.1__GCF_001989295.1	GCF_001307705.1	GCF_001989295.1	Bordetella pertussis
GCF_001307705.1__GCF_001989315.1	GCF_001307705.1	GCF_001989315.1	Bordetella pertussis
GCF_001307705.1__GCF_002018515.1	GCF_001307705.1	GCF_002018515.1	Bordetella pertussis
GCF_001307705.1__GCF_002068675.1	GCF_001307705.1	GCF_002068675.1	Bordetella pertussis
GCF_001307705.1__GCF_002068975.1	GCF_001307705.1	GCF_002068975.1	Bordetella pertussis
GCF_001307705.1__GCF_002240515.1	GCF_001307705.1	GCF_002240515.1	Bordetella pertussis
GCF_001307705.1__GCF_002285955.1	GCF_001307705.1	GCF_002285955.1	Bordetella pertussis
GCF_001307705.1__GCF_002286015.1	GCF_001307705.1	GCF_002286015.1	Bordetella pertussis
GCF_001307705.1__GCF_002286035.1	GCF_001307705.1	GCF_002286035.1	Bordetella pertussis
GCF_001307705.1__GCF_002286055.1	GCF_001307705.1	GCF_002286055.1	Bordetella pertussis
GCF_001307705.1__GCF_002286075.1	GCF_001307705.1	GCF_002286075.1	Bordetella pertussis
GCF_001307705.1__GCF_002286115.1	GCF_001307705.1	GCF_002286115.1	Bordetella pertussis
GCF_001307705.1__GCF_002286135.1	GCF_001307705.1	GCF_002286135.1	Bordetella pertussis
GCF_001307705.1__GCF_002286155.1	GCF_001307705.1	GCF_002286155.1	Bordetella pertussis
GCF_001307705.1__GCF_002442715.1	GCF_001307705.1	GCF_002442715.1	Bordetella pertussis
GCF_001307705.1__GCF_002442775.1	GCF_001307705.1	GCF_002442775.1	Bordetella pertussis
GCF_001307705.1__GCF_002442795.1	GCF_001307705.1	GCF_002442795.1	Bordetella pertussis
GCF_001307705.1__GCF_002859225.1	GCF_001307705.1	GCF_002859225.1	Bordetella pertussis
GCF_001307705.1__GCF_002859565.1	GCF_001307705.1	GCF_002859565.1	Bordetella pertussis
GCF_001307705.1__GCF_002859625.1	GCF_001307705.1	GCF_002859625.1	Bordetella pertussis
GCF_001307705.1__GCF_002859685.1	GCF_001307705.1	GCF_002859685.1	Bordetella pertussis
GCF_001307705.1__GCF_002859705.1	GCF_001307705.1	GCF_002859705.1	Bordetella pertussis
GCF_001307705.1__GCF_002859725.1	GCF_001307705.1	GCF_002859725.1	Bordetella pertussis
GCF_001307705.1__GCF_002859765.1	GCF_001307705.1	GCF_002859765.1	Bordetella pertussis
GCF_001307705.1__GCF_002859825.1	GCF_001307705.1	GCF_002859825.1	Bordetella pertussis
GCF_001307705.1__GCF_002892665.1	GCF_001307705.1	GCF_002892665.1	Bordetella pertussis
GCF_001307705.1__GCF_002892685.1	GCF_001307705.1	GCF_002892685.1	Bordetella pertussis
GCF_001307705.1__GCF_003186305.1	GCF_001307705.1	GCF_003186305.1	Bordetella pertussis
GCF_001307705.1__GCF_003186595.1	GCF_001307705.1	GCF_003186595.1	Bordetella pertussis
GCF_001307705.1__GCF_003355065.1	GCF_001307705.1	GCF_003355065.1	Bordetella pertussis
GCF_001307705.1__GCF_003991035.1	GCF_001307705.1	GCF_003991035.1	Bordetella pertussis
GCF_001307705.1__GCF_003991055.1	GCF_001307705.1	GCF_003991055.1	Bordetella pertussis
GCF_001307705.1__GCF_003991095.1	GCF_001307705.1	GCF_003991095.1	Bordetella pertussis
GCF_001307705.1__GCF_004006815.1	GCF_001307705.1	GCF_004006815.1	Bordetella pertussis
