query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	query_asm	ref_asm	band	anim_ani	skani_ani
NZ_JACOIK010000010.1	NZ_JACNYL010000010.1	85.0669	89.2777	0.2018	0.1988	0.27156	23	0.4425	252	2.444	0.2596	88.6511	93.8104	1.2366	0.61	AlfI:89.56,AloI:90.28,BcgI:89.05,FalI:89.13	476	23	996	28	9.695652173913045	INCONSISTENT	GCF_014692515.1	GCF_014692525.1	0.8-0.85	85.5402	83.35000000000001
NZ_KB907546.1	CAJQNH010000001.1	88.7788	88.7788	0.0079	0.0132	1.98712	1	0.0331	146	inf	0.251	90.3858	62.5316	5.0572	1.37	AloI:87.60,FalI:92.66	162	1	18	6	6.0	INCONSISTENT	GCF_000382125.1	GCA_905479615.1	0.8-0.85	84.0711	83.28999999999999
UQDU01000001.1	LUJR01000001.1	88.7987	91.0752	0.3117	0.2596	0.21102	31	0.6587	172	2.863	0.3449	90.5598	93.9819	1.5659	2.29	AlfI:90.96,AloI:92.15,BcgI:90.80,FalI:92.37	565	31	1158	37	11.709677419354838	INCONSISTENT	GCA_900539915.1	GCA_001689515.1	0.8-0.85	86.2841	84.61999999999999
NZ_SUPL01000001.1	NZ_JAATJT010000010.1	87.3608	89.218	0.1406	0.1473	0.43928	9	0.3441	162	4.604	0.2717	88.7523	92.6788	2.2092	1.2	AlfI:89.43,AloI:89.16,BcgI:87.63,FalI:89.84	260	9	385	14	10.444444444444445	INCONSISTENT	GCF_005047595.1	GCF_011777505.1	0.8-0.85	84.897	82.78
NC_014041.1	NZ_FOKV01000030.1	85.0704	88.2511	0.341	0.4119	0.23127	24	0.6739	150	3.497	0.2267	87.8093	92.2758	0.6997	0.48	AlfI:87.80,AloI:88.27,BcgI:88.01,FalI:88.50	461	24	1638	42	13.916666666666666	INCONSISTENT	GCF_000023465.1	GCF_900112105.1	0.8-0.85	85.0386	83.50999999999999
PAZG01000001.1	NHFO01000010.1			0.0	0.0		0	0.0	0					0.0		-	32	0	0	0	0.0	BELOW_DETECTION	GCA_002715445.1	GCA_002170235.1	0.8-0.85	84.6608	84.42
DJWN01000014.1	JACCQN010000096.1	90.0448	91.3739	0.0838	0.0767	0.36179	18	0.3797	183	4.097	0.3734	90.9341	93.6394	1.3028	0.96	AlfI:91.96,AloI:92.05,BcgI:90.74,FalI:91.98	386	18	376	12	7.222222222222222	INCONSISTENT	GCA_002440975.1	GCA_015709215.1	0.8-0.85	85.4854	83.63000000000001
CAIVPV010000001.1	DLPD01000035.1	93.9422	93.9422	0.0127	0.015	1.11845	2	0.1447	65	inf	0.568	93.3049	95.4316	2.0177	0.13	AlfI:95.03,AloI:93.01,BcgI:94.34,FalI:93.29	192	2	25	7	6.5	ok	GCA_903907915.1	GCA_002479785.1	0.8-0.85	84.1141	84.34
NZ_CP041637.1	NZ_LMAK01000001.1	86.2817	88.3479	0.2685	0.2472	0.33504	15	0.4706	162	4.943	0.2286	87.9655	91.9239	1.9537	1.19	AlfI:87.96,AloI:87.00,BcgI:87.74,FalI:88.96	307	15	763	23	10.6	INCONSISTENT	GCF_007197735.1	GCF_001439665.1	0.8-0.85	84.8952	83.78
JAFUDT010000006.1	JAFSRR010000051.1	87.4498	89.4267	0.3463	0.3854	0.23478	33	0.5806	195	4.472	0.2582	89.0615	92.2809	0.5439	0.17	AlfI:89.61,AloI:89.45,BcgI:89.43,FalI:89.07	481	33	1261	24	9.181818181818182	INCONSISTENT	GCA_017464285.1	GCA_017446025.1	0.8-0.85	85.7274	84.37
NZ_JTDV01000001.1	NZ_JTDW01000001.1	86.9525	88.1677	0.231	0.2205	0.31344	19	0.4659	180	7.948	0.2139	87.9031	90.9546	2.3814	0.88	AlfI:87.78,AloI:90.17,BcgI:87.86,FalI:88.44	356	19	887	28	9.263157894736842	INCONSISTENT	GCF_000943555.1	GCF_000943565.1	0.8-0.85	85.4129	83.07
VGFN01000001.1	SYHX01000015.1	89.8802	89.8802	0.0806	0.0686	0.59654	8	0.3106	91	inf	0.2862	89.7047	90.9647	6.011	5.04	AlfI:92.62,AloI:92.00,BcgI:88.76,FalI:86.61	246	8	177	9	6.125	ok	GCA_016868875.1	GCA_005799025.1	0.8-0.85	84.9808	84.05
DFUT01000014.1	DBPW01000041.1	87.852	89.1905	0.2558	0.2573	0.29683	22	0.5123	159	6.32	0.2492	88.927	91.6392	1.3619	0.54	AlfI:89.22,AloI:90.30,BcgI:88.94,FalI:89.42	363	22	820	16	8.590909090909092	INCONSISTENT	GCA_002381125.1	GCA_002305015.1	0.8-0.85	85.3742	83.15
RFOZ01000001.1	CAIOCC010000001.1	90.1758	90.1758	0.0842	0.0551	0.62305	8	0.25	111	inf	0.3061	89.7502	92.8225	0.957	0.08	AlfI:90.25,AloI:90.92,BcgI:90.02,FalI:89.97	207	8	159	9	5.625	ok	GCA_009926405.1	GCA_903856555.1	0.8-0.85	85.1618	84.83000000000001
DGOT01000074.1	QMPO01000001.1	93.1836	93.1836	0.0138	0.013	0.86217	3	0.1361	127	inf	0.5088	92.6369	94.8278	3.9926	1.08	AlfI:95.36,AloI:94.24,BcgI:91.37,FalI:92.79	285	3	49	11	7.666666666666667	ok	GCA_002389465.1	GCA_003648625.1	0.8-0.85	85.3113	84.47
DFBO01000211.1	NZ_QGGP01000001.1	91.3124	91.3124	0.0452	0.0402	0.71834	6	0.2286	108	inf	0.3955	91.1878	91.7715	2.0186	0.35	AlfI:92.84,AloI:91.59,BcgI:91.22,FalI:90.82	256	6	98	9	6.333333333333333	ok	GCA_002366675.1	GCF_003148645.1	0.8-0.85	85.5245	84.7
NHIO02000061.1	NZUB01000047.1			0.0	0.0		0	0.0	0					0.0		-	30	0	0	0	0.0	BELOW_DETECTION	GCA_002171975.2	GCA_002696965.1	0.8-0.85	83.0291	82.25
NZ_SDDZ01000008.1	NZ_JACGLT010000001.1	87.9639	87.9639	0.1355	0.136	0.41242	11	0.3125	209	inf	0.2132	87.6836	90.8813	1.5999	0.61	AlfI:88.63,AloI:87.73,BcgI:87.03,FalI:88.20	326	11	535	21	9.636363636363637	INCONSISTENT	GCF_004115975.1	GCF_014062315.1	0.8-0.85	84.9781	82.19
JACMRM010000094.1	JACMNL010000072.1	91.3703	91.3703	0.0879	0.0881	0.35271	23	0.3722	221	inf	0.396	91.1335	92.5642	0.902	0.28	AlfI:91.75,AloI:91.73,BcgI:90.85,FalI:91.50	510	23	404	13	6.695652173913044	ok	GCA_014376445.1	GCA_014378525.1	0.8-0.85	84.9457	84.99
MEQB01000001.1	MEPW01000001.1	88.9013	88.9013	0.0378	0.0805	0.74387	5	0.2296	104	inf	0.2649	88.7375	90.6036	8.6429	2.16	AlfI:87.69,AloI:81.62,BcgI:86.66,FalI:90.27	173	5	140	10	7.2	ok	GCA_001770015.1	GCA_001769975.1	0.8-0.85	84.3271	83.05
PAZA01000001.1	DKQD01000190.1	89.9083	89.9083	0.1361	0.0959	0.37975	21	0.4394	162	inf	0.3294	89.8847	89.9941	3.0976	2.39	AlfI:92.58,AloI:91.29,BcgI:89.54,FalI:89.48	375	21	451	13	7.0476190476190474	ok	GCA_002715375.1	GCA_002474345.1	0.8-0.85	84.7399	83.66
CAIQIK010000001.1	NZ_QXIU01000001.1	90.6171	90.6171	0.1208	0.1094	0.33519	25	0.2989	333	inf	0.3224	90.9985	87.6484	0.6677	0.19	AlfI:90.12,AloI:90.66,BcgI:90.75,FalI:90.79	512	25	469	14	6.68	INCONSISTENT	GCA_903871855.1	GCF_003570935.1	0.8-0.85	86.4778	84.7
PDJU01000010.1	NZ_NXIE01000010.1	85.5543	89.1262	0.2123	0.2098	0.37304	14	0.4517	159	2.548	0.2897	88.5206	93.0682	7.1213	1.42	AlfI:89.09,AloI:90.33,BcgI:83.20,FalI:89.24	310	14	556	19	10.357142857142858	INCONSISTENT	GCA_004116455.1	GCF_004116625.1	0.8-0.85	85.9613	84.6
NC_017741.1	NC_017735.1	88.5948	88.5948	0.1184	0.1076	0.68741	6	0.2079	141	inf	0.2411	89.078	83.6247	5.8101	1.76	AlfI:89.54,AloI:85.23,BcgI:83.73,FalI:89.39	179	6	163	8	7.166666666666667	INCONSISTENT	GCF_000277405.1	GCF_000259275.1	0.8-0.85	84.2487	82.31
NC_013512.1	NC_018002.1	78.983	85.9539	0.4028	0.3759	0.33022	6	0.529	130	2.701	0.1423	85.4426	92.1036	2.6102	1.99	AlfI:87.39,AloI:84.78,BcgI:85.30,FalI:85.79	277	6	1206	81	25.333333333333332	BELOW_DETECTION	GCF_000024885.1	GCF_000265295.1	0.8-0.85	84.6718	83.14
NC_017735.1	NZ_UGIA01000003.1	91.8228	91.8228	0.0075	0.0154	1.41299	2	0.0833	165	inf	0.427	92.2339	90.0431	3.5432	0.52	AlfI:90.41,BcgI:89.69,FalI:93.23	181	2	22	10	8.5	ok	GCF_000259275.1	GCF_900461455.1	0.8-0.85	84.5721	82.44
NZ_CP032098.1	NZ_CP032101.1	85.919	85.919	0.1653	0.1618	0.59164	6	0.2618	141	inf	0.1591	85.8671	87.3515	7.6311	1.45	AlfI:81.06,AloI:88.69,BcgI:84.31,FalI:85.99	192	6	362	15	9.333333333333334	BELOW_DETECTION	GCF_003544935.1	GCF_003544855.1	0.8-0.85	84.0421	82.82000000000001
NZ_MLAR01000010.1	NZ_MLAN01000010.1	89.2581	89.2581	0.2604	0.262	0.31256	26	0.4565	225	inf	0.2963	89.1192	90.1209	6.6784	2.36	AlfI:91.07,AloI:88.90,BcgI:84.39,FalI:89.05	443	26	743	29	8.26923076923077	ok	GCF_002272925.1	GCF_002272875.1	0.8-0.85	85.2027	83.99
NZ_CP042652.1	NZ_CP053833.1	88.4795	88.4795	0.1264	0.1346	0.53418	6	0.2772	146	inf	0.2551	88.2716	90.4082	6.6482	0.97	AlfI:88.94,AloI:89.22,BcgI:82.57,FalI:88.64	203	6	293	15	10.333333333333334	ok	GCF_013177675.1	GCF_013201935.1	0.8-0.85	84.5765	82.88
NZ_CP026530.1	NC_012115.1	77.8734	86.9377	0.9529	0.9708	0.24171	15	0.9154	34	1.833	0.1815	86.2768	93.54	3.3859	3.42	AlfI:87.19,AloI:89.08,BcgI:85.70,FalI:87.12	403	15	1912	273	25.533333333333335	BELOW_DETECTION	GCF_004006315.1	GCF_000021725.1	0.8-0.85	85.4338	84.55
PKUK01000007.1	NC_014166.1	85.7956	88.9523	0.3588	0.3052	0.3106	22	0.5184	170	2.948	0.2812	88.3221	93.0893	3.9837	1.16	AlfI:88.38,AloI:90.30,BcgI:86.32,FalI:89.00	362	22	826	16	9.318181818181818	INCONSISTENT	GCA_002869535.1	GCF_000092245.1	0.8-0.85	86.0096	84.97
WFMQ01000001.1	WFSU01000001.1	93.6997	93.6997	0.0177	0.0133	0.84077	5	0.1399	123	inf	0.5448	95.3654	88.0586	4.8386	1.1	AlfI:93.73,AloI:90.01,BcgI:94.84,FalI:91.40	245	5	37	6	5.0	INCONSISTENT	GCA_015488995.1	GCA_015485845.1	0.8-0.85	86.4013	84.54
PDKG01000010.1	NZ_CP031219.1	87.8991	87.8991	0.0831	0.0743	0.77321	4	0.2081	118	inf	0.2339	88.0787	85.8013	1.5503	0.08	AlfI:89.24,BcgI:87.69,FalI:88.16	163	4	149	12	8.75	ok	GCA_004116725.1	GCF_003346775.1	0.8-0.85	84.0534	81.86
JAAKFE010000001.1	JAAKFV010000001.1	91.8496	91.8496	0.0152	0.0164	1.33959	2	0.1176	75	inf	0.4299	93.499	82.6167	2.2065	0.11	AlfI:90.29,BcgI:92.49,FalI:91.99	155	2	22	7	6.0	INCONSISTENT	GCA_011065175.1	GCA_011064875.1	0.8-0.85	85.9942	83.89
JAAKFE010000001.1	JAAKFN010000001.1	93.5185	93.5185	0.0011	0.001	2.36905	1	0.0411	70	inf	0.547	99.9999	71.3579	1.2346	0.05	AloI:93.83,FalI:92.59	137	1	4	4	4.0	INCONSISTENT	GCA_011065175.1	GCA_011065045.1	0.8-0.85	85.1389	83.36
NC_007429.1	NZ_LT821323.1	75.8646	84.1604	0.8892	0.8693	0.37371	4	0.9615	5	2.985	0.098	83.715	91.4435	1.9389	0.56	AlfI:84.64,AloI:82.70,BcgI:84.23,FalI:84.27	131	4	1307	94	32.25	BELOW_DETECTION	GCF_000012125.1	GCF_900169085.1	0.8-0.85	83.0045	81.39
QEVS01000007.1	JABTUD010000001.1	84.8957	86.8766	0.7003	0.504	0.2027	24	0.8184	81	6.985	0.15	86.6536	90.7124	3.0	8.97	AlfI:86.30,AloI:87.03,BcgI:86.44,FalI:89.30	461	24	2711	50	16.208333333333332	BELOW_DETECTION	GCA_003577245.1	GCA_015075555.1	0.8-0.85	84.7499	82.84
PBID01000001.1	VFGW01000001.1	82.9149	88.2156	0.2781	0.272	0.57441	6	0.5376	43	2.305	0.2329	87.5439	93.2653	4.639	2.54	AlfI:91.61,AloI:87.22,BcgI:86.98,FalI:88.02	111	6	273	16	9.333333333333334	INCONSISTENT	GCA_002719675.1	GCA_009392295.1	0.8-0.85	85.1369	83.75
BEIF01000001.1	DSGD01000004.1	84.0561	86.0392	0.8983	0.9036	0.19456	9	0.9041	42	7.948	0.1241	85.853	89.9533	3.125	9.47	AlfI:85.87,AloI:86.19,BcgI:85.54,FalI:88.67	442	9	3456	122	45.0	BELOW_DETECTION	GCA_002898215.1	GCA_011048275.1	0.8-0.85	84.3024	82.3
JABFFZ010000001.1	JACTMP010000003.1	92.1886	92.1886	0.0664	0.0522	0.29641	27	0.125	1134	inf	0.4191	92.238	91.7561	2.9618	2.75	AlfI:92.92,AloI:90.43,BcgI:91.86,FalI:89.95	1421	27	452	13	7.0	ok	GCA_013112725.1	GCA_014584575.1	0.8-0.85	86.211	84.16
QEXY01000055.1	DTJX01000234.1	91.0743	91.0743	0.0939	0.1029	0.26912	39	0.386	315	inf	0.3457	91.0471	91.3019	4.5386	4.48	AlfI:90.85,AloI:88.84,BcgI:91.00,FalI:93.38	649	39	686	10	6.076923076923077	ok	GCA_003130875.1	GCA_011362805.1	0.8-0.85	85.6026	83.91
DHVJ01000014.1	NZ_AP018437.1	86.6414	88.1743	0.1988	0.1527	0.35845	16	0.5311	98	6.985	0.1999	87.891	90.8752	3.4254	4.76	AlfI:89.59,AloI:88.66,BcgI:87.06,FalI:86.16	260	16	674	16	7.9375	BELOW_DETECTION	GCA_002412595.1	GCF_003966975.1	0.8-0.85	83.9628	81.84
DUFA01000001.1	JAFGCW010000074.1	87.1034	87.1034	0.0095	0.0088	1.83366	1	0.0246	198	inf	0.1746	87.7777	78.1747	4.0133	0.29	AlfI:86.40,AloI:90.41,FalI:88.35	304	1	30	6	6.0	BELOW_DETECTION	GCA_011191975.1	GCA_016932435.1	0.8-0.85	84.7795	82.23
RQOU01000001.1	PBRL01000003.1	89.3584	89.3584	0.1232	0.1495	0.4864	11	0.411	96	inf	0.2629	89.4976	88.085	1.2307	0.31	AlfI:90.13,AloI:89.41,BcgI:88.90,FalI:89.64	230	11	289	12	7.090909090909091	ok	GCA_008373165.1	GCA_002725925.1	0.8-0.85	85.3055	82.64
PBEG01000001.1	PAJB01000025.1	89.4826	89.4826	0.1639	0.0992	0.87857	4	0.6897	9	inf	0.2826	89.1052	92.1586	1.712	0.3	AlfI:90.93,BcgI:89.22,FalI:89.58	40	4	91	8	6.0	ok	GCA_002718395.1	GCA_002710905.1	0.8-0.85	85.1304	84.91
CAJQSP010000001.1	JABIHL010000124.1	90.8377	90.8377	0.1554	0.0835	0.35902	19	0.404	180	inf	0.3375	91.1925	88.3527	0.7608	0.17	AlfI:91.25,AloI:90.49,BcgI:90.72,FalI:91.17	363	19	395	15	7.421052631578948	INCONSISTENT	GCA_905614375.1	GCA_018649665.1	0.8-0.85	86.5709	84.47
JADBJJ010000012.1	JACIWQ010000001.1	92.8114	92.8114	0.0463	0.0428	0.41582	14	0.161	448	inf	0.4711	92.912	92.5423	2.5438	1.28	AlfI:93.29,AloI:91.86,BcgI:92.41,FalI:94.40	561	14	209	18	7.142857142857143	ok	GCA_014874475.1	GCA_014360895.1	0.8-0.85	86.7283	84.37
VBIZ01000136.1	VBEU01000093.1	90.1504	90.1504	0.1009	0.1325	0.3276	22	0.376	229	inf	0.2918	90.1443	90.1777	2.2086	0.67	AlfI:89.84,AloI:88.83,BcgI:90.22,FalI:91.04	508	22	549	20	7.272727272727272	ok	GCA_005880575.1	GCA_005883775.1	0.8-0.85	85.8807	84.11
VGOP01000001.1	MGOH01000001.1	91.798	91.798	0.0057	0.0152	1.44045	2	0.0795	81	inf	0.4068	92.4235	87.9473	4.2078	0.92	AlfI:95.16,BcgI:90.95,FalI:91.00	104	2	20	5	4.5	ok	GCA_016875875.1	GCA_001795315.1	0.8-0.85	84.9743	84.54
PASL01000001.1	PAOV01000039.1			0.0	0.0		0	0.0	0					0.0		-	59	0	0	0	0.0	BELOW_DETECTION	GCA_002712125.1	GCA_002708145.1	0.8-0.85	83.8003	81.78
JAFGHK010000079.1	JAFGOC010000015.1	91.4745	91.4745	0.1039	0.1104	0.4071	17	0.316	197	inf	0.3827	91.4781	91.193	1.8123	0.84	AlfI:91.88,AloI:91.58,BcgI:91.81,FalI:90.07	370	17	282	11	6.352941176470588	ok	GCA_016930185.1	GCA_016926705.1	0.8-0.85	85.9554	84.94
JZRA01000001.1	JADJWE010000001.1	88.5132	89.0784	0.5398	0.4481	0.1312	73	0.6667	442	12.781	0.2335	88.8905	90.7732	1.0507	1.53	AlfI:89.09,AloI:88.16,BcgI:89.21,FalI:88.70	1445	73	4219	86	13.10958904109589	INCONSISTENT	GCA_001567485.1	GCA_016716525.1	0.8-0.85	85.9683	84.38
JAAYEF010000006.1	JAAYKA010000059.1	88.1816	90.7113	0.1613	0.1861	0.33297	24	0.4295	174	2.781	0.3359	90.1446	93.7905	1.6098	0.93	AlfI:90.35,AloI:91.59,BcgI:91.10,FalI:89.98	335	24	511	10	6.458333333333333	INCONSISTENT	GCA_012728875.1	GCA_012522635.1	0.8-0.85	85.4042	84.78999999999999
NZ_JAEVYN010000003.1	QBMH01000100.1	91.2523	92.9007	0.0461	0.0492	0.29257	24	0.1879	709	2.444	0.4778	92.2411	94.9242	4.3387	3.68	AlfI:92.01,AloI:89.32,BcgI:93.66,FalI:92.42	882	24	437	17	7.833333333333333	INCONSISTENT	GCF_016807185.1	GCA_003249025.1	0.8-0.85	86.1158	83.69
NZ_JACJRU010000001.1	NZ_JACJRV010000001.1	90.9187	91.7145	0.0592	0.0547	0.32101	20	0.1885	633	5.791	0.4002	91.3145	93.4746	1.8127	0.6	AlfI:91.47,AloI:93.18,BcgI:92.02,FalI:91.36	850	20	449	14	8.35	INCONSISTENT	GCF_014697425.1	GCF_014697475.1	0.8-0.85	87.082	84.09
QCPL01000001.1	QCHT01000001.1	83.8499	88.0425	0.2948	0.2757	0.43834	8	0.6423	49	2.863	0.2245	87.4907	92.4101	3.1293	2.0	AlfI:90.02,AloI:86.89,BcgI:87.14,FalI:87.78	163	8	475	23	12.0	INCONSISTENT	GCA_003212515.1	GCA_003279445.1	0.8-0.85	84.6926	83.26
NZ_PXOH01000030.1	NZ_BLJI01000001.1	91.445	92.8329	0.0327	0.0331	0.47174	10	0.1396	413	2.863	0.4862	92.1753	94.6906	4.3415	3.54	AlfI:95.20,AloI:93.91,BcgI:93.43,FalI:90.86	541	10	175	17	7.7	INCONSISTENT	GCF_003007785.1	GCF_017312365.1	0.8-0.85	86.058	83.77
NZ_LSZA01000001.1	NZ_ML776472.1	91.6398	93.0165	0.0591	0.0581	0.3486	17	0.2617	330	2.781	0.4882	92.3816	94.8087	4.4594	4.5	AlfI:91.37,AloI:89.45,BcgI:93.91,FalI:92.53	565	17	303	20	7.882352941176471	INCONSISTENT	GCF_001637315.1	GCF_009846485.1	0.8-0.85	86.7656	84.61
NZ_AJLL01000001.1	NZ_AJLJ01000001.1	92.6045	92.6045	0.0698	0.0525	0.34014	22	0.1832	584	inf	0.4681	92.3466	93.5003	4.4324	2.61	AlfI:92.03,AloI:89.04,BcgI:92.70,FalI:93.47	796	22	340	13	6.954545454545454	ok	GCF_000317225.1	GCF_000317245.1	0.8-0.85	87.8672	84.44
NC_013771.1	JPSP01000001.1	87.2794	88.7113	0.5741	0.5708	0.37594	14	0.7403	47	5.962	0.2574	88.3964	91.5536	5.0467	5.38	AlfI:87.13,AloI:92.18,BcgI:87.97,FalI:88.45	182	14	572	25	10.571428571428571	INCONSISTENT	GCF_000025125.1	GCA_000737945.1	0.8-0.85	85.9597	83.7
QCIF01000001.1	QCBV01000001.1	87.1934	87.1934	0.3399	0.33	0.49375	9	0.6339	41	inf	0.1958	87.0031	89.7084	2.5429	0.58	AlfI:86.43,AloI:85.04,BcgI:86.32,FalI:87.58	135	9	424	18	8.88888888888889	BELOW_DETECTION	GCA_003216835.1	GCA_003279015.1	0.8-0.85	84.466	83.36
NHBY01000053.1	DKOB01000108.1	88.7753	88.7753	0.1478	0.1711	0.36611	18	0.3777	173	inf	0.2229	88.5925	90.4085	2.0473	1.34	AlfI:89.64,AloI:87.60,BcgI:88.36,FalI:87.95	326	18	573	13	6.833333333333333	ok	GCA_002168155.1	GCA_002470305.1	0.8-0.85	83.8832	82.69
NZ_CP030139.1	NC_006576.1	85.7056	88.6434	0.494	0.4852	0.17888	41	0.69	208	3.817	0.215	88.252	92.2652	1.7437	2.19	AlfI:88.16,AloI:87.24,BcgI:88.99,FalI:88.17	672	41	2494	61	12.292682926829269	INCONSISTENT	GCF_003846445.1	GCF_000010065.1	0.8-0.85	85.2414	84.44
NZ_AP017308.1	NZ_BBWW01000001.1	86.8726	89.6924	0.0809	0.0849	0.30072	19	0.2121	598	3.165	0.2752	89.182	93.2491	0.369	0.06	AlfI:89.41,AloI:89.66,BcgI:89.78,FalI:89.61	763	19	742	27	9.473684210526317	INCONSISTENT	GCF_001548435.1	GCF_001485215.1	0.8-0.85	85.4678	83.37
NZ_CP060395.1	VGQC01000001.1	89.7272	89.7272	0.1756	0.3286	0.25569	31	0.4989	226	inf	0.2657	89.7227	89.7135	0.8029	0.7	AlfI:90.15,AloI:89.71,BcgI:89.40,FalI:89.35	452	31	968	18	8.258064516129032	ok	GCF_015840335.1	GCA_016882385.1	0.8-0.85	85.5182	84.25
QCJV01000001.1	QCPL01000001.1	87.3615	87.3615	0.3297	0.198	0.54573	6	0.76	18	inf	0.1966	87.0889	90.1985	2.4124	0.65	AlfI:88.75,AloI:86.33,BcgI:86.50,FalI:87.24	91	6	338	15	10.5	BELOW_DETECTION	GCA_003215795.1	GCA_003212515.1	0.8-0.85	84.5988	82.64
NZ_NAPS01000001.1	NZ_AJLL01000001.1	91.2931	91.2931	0.0256	0.0332	0.51921	10	0.0856	641	inf	0.3809	91.5729	89.8873	1.1346	0.3	AlfI:91.41,AloI:90.75,BcgI:90.67,FalI:91.80	706	10	178	13	7.0	ok	GCF_004323185.1	GCF_000317225.1	0.8-0.85	87.559	83.66
NZ_QMEA01000100.1	NZ_JXCA02000001.1	92.0145	92.0145	0.054	0.0577	0.30457	28	0.1492	918	inf	0.4244	91.7906	92.9092	1.8444	0.91	AlfI:92.24,AloI:93.31,BcgI:92.01,FalI:91.46	1294	28	469	12	6.75	ok	GCF_012912105.1	GCF_000828085.3	0.8-0.85	88.19	84.75
QCHR01000001.1	CACFCB010000001.1	85.9003	88.369	0.1933	0.1993	0.54515	9	0.5657	43	4.097	0.2427	87.9947	91.0431	4.3327	3.51	AlfI:91.44,AloI:90.12,BcgI:88.61,FalI:87.10	125	9	287	16	7.222222222222222	INCONSISTENT	GCA_003277985.1	GCA_902564695.1	0.8-0.85	85.214	83.75
NZ_LR812491.1	CAITND010000001.1	95.8865	95.8865	0.003	0.0029	0.71188	5	0.0376	538	inf	0.7162	97.5142	94.1213	7.0445	1.04	AlfI:89.69,AloI:94.81,BcgI:96.55,FalI:96.73	562	5	31	6	5.2	ok	GCF_900009275.2	GCA_903893625.1	0.8-0.85	87.6883	84.73
NZ_LUHJ01000001.1	NC_019684.1	91.431	91.431	0.069	0.0598	0.4003	13	0.1862	437	inf	0.3879	91.1557	92.817	3.6917	2.25	AlfI:90.59,AloI:94.28,BcgI:91.73,FalI:91.12	576	13	305	17	8.692307692307692	ok	GCF_001597745.1	GCF_000316645.1	0.8-0.85	87.0126	84.06
DXAQ01000097.1	CAJUJZ010000001.1	92.9227	92.9227	0.0336	0.0341	0.66752	7	0.1636	184	inf	0.5067	93.171	92.2819	3.1509	0.48	AlfI:92.44,BcgI:90.29,FalI:93.44	329	7	82	7	6.142857142857143	ok	GCA_019116905.1	GCA_910586745.1	0.8-0.85	85.0194	84.42
LUZY01000001.1	NZ_CP035108.1	78.7731	85.2312	0.3579	0.348	0.35625	9	0.3859	191	3.165	0.1223	84.7946	91.7336	1.5705	0.56	AlfI:85.18,AloI:86.12,BcgI:84.55,FalI:85.26	323	9	1186	33	14.333333333333334	BELOW_DETECTION	GCA_001603805.1	GCF_004087915.1	0.8-0.85	83.4321	81.52000000000001
NZ_QURO01000001.1	AP017920.1	90.3514	90.3514	0.1243	0.1294	0.46772	11	0.255	225	inf	0.3327	90.3197	90.8123	1.3804	0.31	AlfI:90.70,AloI:91.00,BcgI:89.62,FalI:90.32	303	11	272	12	8.0	ok	GCF_003426945.1	GCA_002355995.1	0.8-0.85	85.3231	84.76
WFNN01000001.1	WFXV01000001.1	86.8489	91.5233	0.031	0.0309	0.75618	5	0.2604	71	1.434	0.3949	90.5194	95.5233	0.9853	0.06	AlfI:91.89,AloI:90.90,BcgI:91.75,FalI:91.33	180	5	90	8	6.0	INCONSISTENT	GCA_015488545.1	GCA_015490435.1	0.8-0.85	84.6901	83.31
NC_006461.1	NZ_SIJL01000001.1	90.0166	90.0166	0.0463	0.044	0.78238	5	0.0985	238	inf	0.3146	89.654	92.1364	3.3997	0.73	AlfI:92.09,AloI:89.27,BcgI:88.69,FalI:90.18	266	5	105	8	6.2	ok	GCF_000091545.1	GCF_004307015.1	0.8-0.85	85.0225	83.72
NZ_JTJB01000001.1	NZ_KZ672956.1	87.154	91.0515	0.1226	0.13	0.39767	14	0.3495	188	1.781	0.3767	90.1462	94.7788	1.8555	1.49	AlfI:91.55,AloI:91.88,BcgI:92.01,FalI:90.15	323	14	355	13	8.214285714285714	INCONSISTENT	GCF_000794385.1	GCF_002964845.1	0.8-0.85	84.9145	84.28
NZ_JACADJ010000054.1	NZ_JQKJ01000001.1	91.5607	91.5607	0.0335	0.0319	0.52353	10	0.1429	342	inf	0.3947	91.6426	91.2934	2.2084	0.8	AlfI:91.49,AloI:93.23,BcgI:91.03,FalI:91.30	493	10	170	10	6.7	ok	GCF_013389365.1	GCF_000745975.1	0.8-0.85	87.4886	84.21
NZ_CP042466.1	PLYK01000145.1	89.8744	90.5856	0.137	0.18	0.23563	38	0.4105	392	7.948	0.3237	90.3421	92.1352	0.7958	0.49	AlfI:90.30,AloI:90.08,BcgI:90.78,FalI:90.88	666	38	1011	19	8.18421052631579	INCONSISTENT	GCF_008330225.1	GCA_003151775.1	0.8-0.85	86.8944	84.06
CAIPYE010000001.1	PHAW01000244.1	91.7219	91.7219	0.1068	0.1027	0.29179	29	0.2584	488	inf	0.3927	91.5743	92.3148	2.5552	2.31	AlfI:91.63,AloI:91.70,BcgI:92.36,FalI:89.80	675	29	525	11	6.862068965517241	ok	GCA_903869265.1	GCA_002841785.1	0.8-0.85	86.3377	84.61999999999999
