query	reference	fastani_ani	label	q_species	r_species	q_genus	r_genus	bcgi_raw_ani	bcgi_mash_ani	bcgi_af_q	bcgi_af_r	bcgi_shared_tags	cjepi_raw_ani	cjepi_mash_ani	cjepi_af_q	cjepi_af_r	cjepi_shared_tags	multi_raw_ani	multi_mash_ani	multi_af_q	multi_af_r	multi_shared_tags
GCA_902782995.1	GCA_910578885.1	0.776674	mid_high	s__RUG115 sp902782995	s__RUG115 sp910578885	g__RUG115	g__RUG115	0.000000	0.800104	0.001613	0.001723	0	0.946819	0.820059	0.009498	0.006345	39	1.000000	0.737344	0.000919	0.000737	166
GCA_902781345.1	GCA_902773485.1	0.828908	mid_high	s__RUG11462 sp902781345	s__RUG11462 sp902773485	g__RUG11462	g__RUG11462	0.968750	0.883583	0.024735	0.023490	14	0.950980	0.878008	0.030303	0.045455	34	1.000000	0.831212	0.009191	0.011606	661
GCF_000469505.1	GCF_001274535.1	0.889952	mid_high	s__Leptotrichia_A sp000469505	s__Leptotrichia_A sp001274535	g__Leptotrichia_A	g__Leptotrichia_A	0.979167	0.916996	0.080537	0.061224	12	0.961322	0.940334	0.204887	0.194629	587	1.000000	0.893404	0.058145	0.053986	6532
GCF_000633595.2	GCF_001038625.1	0.921832	mid_high	s__Clostridium_AM drakei	s__Clostridium_AM carboxidivorans	g__Clostridium_AM	g__Clostridium_AM	0.980324	0.926908	0.096085	0.096774	27	0.968751	0.937302	0.188199	0.179890	1043	1.000000	0.903234	0.072657	0.073216	18465
GCA_002732015.1	GCA_002171495.2	0.828703	mid_high	s__GCA-2732015 sp002732015	s__GCA-2732015 sp002171495	g__GCA-2732015	g__GCA-2732015	0.000000	0.280442	0.000000	0.000000	0	0.946914	0.899537	0.062893	0.070039	90	1.000000	0.827136	0.009128	0.009493	554
GCA_018302605.1	GCA_016203205.1	0.864334	mid_high	s__JACOZP01 sp018302605	s__JACOZP01 sp016203205	g__JACOZP01	g__JACOZP01	0.966667	0.921008	0.066079	0.096463	30	0.957207	0.906828	0.064069	0.101928	148	1.000000	0.857934	0.017290	0.026516	1362
GCA_900539345.1	GCA_900555105.1	0.935227	mid_high	s__UMGS124 sp900539345	s__UMGS124 sp900555105	g__UMGS124	g__UMGS124	0.978631	0.955462	0.196911	0.293631	816	0.978704	0.948225	0.209138	0.291971	920	1.000000	0.927554	0.115003	0.170441	23384
GCF_001748285.1	GCF_008974285.1	0.896120	mid_high	s__Thermogemmatispora onikobensis	s__Thermogemmatispora aurantia	g__Thermogemmatispora	g__Thermogemmatispora	0.973924	0.942946	0.161848	0.160360	767	0.968506	0.932878	0.165897	0.160701	1724	1.000000	0.904139	0.075096	0.074035	30528
GCF_003268475.1	GCF_000702505.1	0.877785	mid_high	s__Thermogemmatispora tikiterensis	s__Thermogemmatispora carboxidivorans	g__Thermogemmatispora	g__Thermogemmatispora	0.950000	0.827850	0.004029	0.004073	20	0.965142	0.785799	0.002960	0.003202	34	1.000000	0.746977	0.001038	0.001094	448
GCF_000183545.2	GCF_000184705.1	0.850291	mid_high	s__Thermaerobacter subterraneus	s__Thermaerobacter marianensis	g__Thermaerobacter	g__Thermaerobacter	0.974432	0.844585	0.006879	0.006962	11	0.968013	0.808931	0.005634	0.005865	22	1.000000	0.776268	0.002438	0.002325	461
GCA_013180565.1	GCA_013139985.1	0.945715	mid_high	s__QENH01 sp013180565	s__QENH01 sp013139985	g__QENH01	g__QENH01	0.986640	0.959015	0.244991	0.296256	269	0.984685	0.948066	0.213214	0.283941	1052	1.000000	0.935532	0.158020	0.192681	27174
GCA_002505325.1	GCA_014240285.1	0.846589	mid_high	s__Thalassarchaeum sp002505325	s__Thalassarchaeum sp014240285	g__Thalassarchaeum	g__Thalassarchaeum	0.960827	0.913667	0.069813	0.057074	71	0.953522	0.913358	0.100225	0.092703	357	1.000000	0.854598	0.020767	0.018447	2173
GCF_000559025.1	GCF_004803715.2	0.842427	mid_high	s__Luteimonas huabeiensis	s__Luteimonas yindakuii	g__Luteimonas	g__Luteimonas	0.961385	0.913864	0.063434	0.063614	314	0.952427	0.890924	0.047737	0.057957	232	1.000000	0.843147	0.012314	0.016259	3660
GCA_017635515.1	GCA_015058655.1	0.881524	mid_high	s__Selenomonas_B sp017635515	s__Selenomonas_B ruminantium_C	g__Selenomonas_B	g__Selenomonas_B	0.976342	0.931654	0.105420	0.119514	177	0.972898	0.919247	0.103840	0.122975	630	1.000000	0.892024	0.049449	0.058418	11339
GCF_000526375.1	GCA_002425685.1	0.933897	mid_high	s__Aminiphilus circumscriptus	s__Aminiphilus sp002425685	g__Aminiphilus	g__Aminiphilus	0.975099	0.957968	0.257323	0.263778	694	0.971809	0.950603	0.253760	0.273603	1704	1.000000	0.922111	0.121058	0.122941	30211
GCA_013698135.1	GCA_013812395.1	0.862993	mid_high	s__JACCTL01 sp013698135	s__JACCTL01 sp013812395	g__JACCTL01	g__JACCTL01	0.963682	0.913973	0.067704	0.060016	148	0.956186	0.901937	0.074556	0.067258	235	1.000000	0.854075	0.020333	0.018196	3227
GCF_000754225.1	GCF_009796845.1	0.831232	mid_high	s__Cobetia amphilecti	s__Cobetia sp009796845	g__Cobetia	g__Cobetia	0.962352	0.910176	0.054765	0.058190	254	0.955743	0.897934	0.071369	0.056604	513	1.000000	0.849559	0.017476	0.016521	5583
GCA_903874275.1	GCA_903904005.1	0.862397	mid_high	s__CAIOAK01 sp903874275	s__CAIOAK01 sp903904005	g__CAIOAK01	g__CAIOAK01	0.965739	0.917367	0.071142	0.070974	301	0.957223	0.907162	0.073852	0.090033	542	1.000000	0.858332	0.020771	0.022768	8261
GCA_902572695.1	GCA_001321855.1	0.964687	mid_high	s__PRT-SC02 sp902572695	s__PRT-SC02 sp001321855	g__PRT-SC02	g__PRT-SC02	0.987981	0.950745	0.220339	0.194030	13	0.982659	0.948341	0.252187	0.243662	173	1.000000	0.927547	0.143065	0.138800	4228
GCA_902633855.1	GCA_002694595.1	0.947411	mid_high	s__TMED25 sp902633855	s__TMED25 sp002694595	g__TMED25	g__TMED25	0.974432	0.930491	0.082397	0.141935	22	0.974392	0.937248	0.134102	0.251721	256	1.000000	0.910180	0.064301	0.120524	4604
GCF_017812015.1	GCF_009827545.1	0.784305	mid_high	s__Pontixanthobacter sp017812015	s__Pontixanthobacter gangjinensis	g__Pontixanthobacter	g__Pontixanthobacter	0.950521	0.822143	0.003033	0.003755	12	0.941015	0.799486	0.004253	0.004665	27	1.000000	0.727628	0.000581	0.000667	138
GCF_013820765.1	GCF_000766145.1	0.896830	mid_high	s__Listeria_A rustica	s__Listeria_A newyorkensis	g__Listeria_A	g__Listeria_A	0.968192	0.926053	0.097674	0.090129	168	0.963057	0.919802	0.115820	0.113613	787	1.000000	0.878895	0.038029	0.037435	8836
GCF_004217495.1	GCF_001425085.1	0.904849	mid_high	s__Microterricola gilva	s__Microterricola sp001425085	g__Microterricola	g__Microterricola	0.966659	0.934348	0.125956	0.118851	807	0.963387	0.923234	0.130810	0.121075	698	1.000000	0.882735	0.042745	0.040387	12784
GCF_900104895.1	GCF_002936985.1	0.963516	mid_high	s__Microterricola viridarii	s__Microterricola pindariensis	g__Microterricola	g__Microterricola	0.984508	0.955078	0.231894	0.243280	1412	0.980079	0.944310	0.215774	0.229067	1056	1.000000	0.929442	0.143957	0.150951	41886
GCA_002712335.1	GCA_002719885.1	0.936548	mid_high	s__UBA2964 sp002712335	s__UBA2964 sp002719885	g__UBA2964	g__UBA2964	0.974594	0.960646	0.274921	0.293065	262	0.973107	0.958129	0.317894	0.327914	1654	1.000000	0.924970	0.127308	0.135207	20840
GCA_002709005.1	GCA_002707605.1	0.836581	mid_high	s__Pseudohoeflea sp002709005	s__Pseudohoeflea sp002707605	g__Pseudohoeflea	g__Pseudohoeflea	0.967048	0.904085	0.047173	0.045746	257	0.965785	0.899459	0.067146	0.065329	420	1.000000	0.858743	0.021403	0.022168	7371
GCF_000759795.1	GCF_007680145.1	0.938579	mid_high	s__Pseudescherichia vulneris	s__Pseudescherichia sp002298805	g__Pseudescherichia	g__Pseudescherichia	0.974297	0.957641	0.257858	0.257779	845	0.972163	0.950747	0.264444	0.264594	1872	1.000000	0.923095	0.124727	0.123969	36552
GCF_007197735.1	GCF_001439665.1	0.829473	mid_high	s__Formosa sediminum	s__Formosa algae	g__Formosa	g__Formosa	0.953125	0.893315	0.036117	0.029991	32	0.953582	0.889874	0.057365	0.045572	229	1.000000	0.826676	0.010062	0.008368	1733
GCF_012912135.1	GCF_000828085.3	0.936985	mid_high	s__Brasilonema bromeliae	s__Brasilonema tolypothrichoides	g__Brasilonema	g__Brasilonema	0.981389	0.951394	0.234619	0.189954	450	0.976256	0.949866	0.286605	0.232800	3218	1.000000	0.925259	0.147393	0.118426	56353
GCA_902567855.1	GCA_902577425.1	0.929710	mid_high	s__MarineAlpha5-Bin3 sp902567855	s__MarineAlpha5-Bin3 sp902577425	g__MarineAlpha5-Bin3	g__MarineAlpha5-Bin3	0.984375	0.937209	0.133333	0.134831	12	0.972690	0.958421	0.355348	0.298013	495	1.000000	0.928754	0.154573	0.137200	9631
GCA_002771075.1	GCA_001825335.1	0.930014	mid_high	s__WO2-35-19 sp002771075	s__WO2-35-19 sp001825335	g__WO2-35-19	g__WO2-35-19	0.000000	0.933208	0.126984	0.109589	0	0.973214	0.925132	0.145078	0.120950	112	1.000000	0.902602	0.075981	0.067481	1818
GCF_000755145.1	GCF_000413095.1	0.893678	mid_high	s__Treponema_B putidum	s__Treponema_B denticola_A	g__Treponema_B	g__Treponema_B	0.972756	0.945964	0.194223	0.162095	195	0.965789	0.941127	0.204601	0.203431	498	1.000000	0.899479	0.067831	0.063837	9051
GCF_007559025.1	GCF_016599145.1	0.884624	mid_high	s__Tomitella sp007559025	s__Tomitella cavernea	g__Tomitella	g__Tomitella	0.964131	0.930387	0.109644	0.105955	548	0.958924	0.926535	0.139415	0.135769	706	1.000000	0.876703	0.035433	0.035631	11618
GCA_905182735.1	GCA_002723295.1	0.770616	mid_high	s__GCA-002723295 sp905182735	s__GCA-002723295 sp002723295	g__GCA-002723295	g__GCA-002723295	0.000000	0.280442	0.000000	0.000000	0	0.944444	0.827942	0.007769	0.011873	18	1.000000	0.717290	0.000398	0.000608	37
GCA_900540685.1	GCA_900764725.1	0.923771	mid_high	s__Catenibacterium sp900540685	s__Catenibacterium sp900764725	g__Catenibacterium	g__Catenibacterium	0.972222	0.934085	0.154286	0.095406	27	0.968647	0.942860	0.254156	0.179824	795	1.000000	0.909763	0.101843	0.074271	13326
GCA_017633865.1	GCA_017629765.1	0.771531	mid_high	s__UMGS1490 sp017633865	s__UMGS1490 sp017629765	g__UMGS1490	g__UMGS1490	0.000000	0.843812	0.007009	0.006503	0	0.938272	0.840814	0.014101	0.013108	24	1.000000	0.770476	0.001994	0.002051	178
GCF_900109225.1	GCF_000381065.1	0.964527	mid_high	s__Propionispira arboris	s__Propionispira raffinosivorans	g__Propionispira	g__Propionispira	0.984917	0.970916	0.395016	0.393544	634	0.983881	0.965340	0.385074	0.399598	2585	1.000000	0.950828	0.252318	0.275851	63232
GCF_003426945.1	GCA_002355995.1	0.852926	mid_high	s__Thermus sediminis	s__Thermus thermophilus_C	g__Thermus	g__Thermus	0.969952	0.910391	0.060890	0.053061	26	0.952016	0.899087	0.060381	0.071203	203	1.000000	0.854969	0.019925	0.020423	2379
GCF_000426085.1	GCF_011393025.1	0.919768	mid_high	s__URHB0009 sp000426085	s__URHB0009 sp011393025	g__URHB0009	g__URHB0009	0.972867	0.952371	0.217647	0.217968	296	0.967228	0.951374	0.272185	0.265933	2466	1.000000	0.913809	0.096166	0.098003	28308
GCA_017305815.1	GCF_014196455.1	0.811346	mid_high	s__Kaistia sp017305815	s__Kaistia hirudinis	g__Kaistia	g__Kaistia	0.957621	0.895885	0.041015	0.031131	278	0.948313	0.876446	0.039425	0.032111	225	1.000000	0.814461	0.007400	0.005770	2637
GCA_003559755.1	GCA_003553185.1	0.911389	mid_high	s__PUPC01 sp003559755	s__PUPC01 sp003553185	g__PUPC01	g__PUPC01	0.973382	0.947323	0.193889	0.177135	533	0.968060	0.938324	0.207718	0.172230	872	1.000000	0.908238	0.087255	0.080280	22341
GCA_005778045.1	GCA_903892045.1	0.930473	mid_high	s__F1-120-MAGs118 sp005778045	s__F1-120-MAGs118 sp903892045	g__F1-120-MAGs118	g__F1-120-MAGs118	0.973996	0.952919	0.246427	0.199391	1638	0.967308	0.944661	0.239721	0.210133	1236	1.000000	0.915171	0.110920	0.090621	31577
GCF_900107215.1	GCA_002385485.1	0.952253	mid_high	s__Acetomicrobium thermoterrenum	s__Acetomicrobium sp002385485	g__Acetomicrobium	g__Acetomicrobium	0.981477	0.960398	0.258945	0.306236	275	0.978549	0.956849	0.286121	0.340000	1105	1.000000	0.934112	0.156033	0.181209	19937
GCF_900156175.1	GCF_900451145.1	0.918695	mid_high	s__Janthinobacterium sp900156175	s__Janthinobacterium lividum	g__Janthinobacterium	g__Janthinobacterium	0.971086	0.953511	0.232642	0.219361	1806	0.968783	0.942413	0.220793	0.202065	1820	1.000000	0.911774	0.092556	0.089722	38450
GCA_905372355.1	GCF_000208405.1	0.949938	mid_high	s__Selenomonas sp905372355	s__Selenomonas sputigena	g__Selenomonas	g__Selenomonas	0.980615	0.963371	0.329317	0.291262	1230	0.978050	0.953351	0.303544	0.265320	788	1.000000	0.933709	0.179112	0.152960	31039
GCF_000517425.1	GCF_000517405.1	0.960224	mid_high	s__Sodalis_A praecaptivus	s__Sodalis_A pierantonius	g__Sodalis_A	g__Sodalis_A	0.984087	0.951134	0.190896	0.229601	650	0.983374	0.942477	0.203093	0.220439	1497	1.000000	0.926211	0.128587	0.142613	42813
GCA_016869835.1	GCA_011008935.1	0.828960	mid_high	s__KMS-5 sp016869835	s__KMS-5 sp011008935	g__KMS-5	g__KMS-5	0.960938	0.889822	0.036536	0.023708	100	0.948378	0.886515	0.050413	0.043254	226	1.000000	0.823694	0.009464	0.007559	2155
GCF_014652915.1	GCA_018401495.1	0.844304	mid_high	s__Thalassobaculum_A fulvum	s__Thalassobaculum_A sp018401495	g__Thalassobaculum_A	g__Thalassobaculum_A	0.963365	0.912659	0.057730	0.064710	441	0.950214	0.899017	0.068960	0.062111	459	1.000000	0.842272	0.013401	0.014501	6889
GCA_007693945.1	GCA_003558175.1	0.774650	mid_high	s__PWMO01 sp007693945	s__PWMO01 sp003558175	g__PWMO01	g__PWMO01	0.954327	0.828151	0.003534	0.004734	13	0.940741	0.829442	0.008726	0.011463	50	1.000000	0.747477	0.000914	0.001271	269
GCA_902624765.1	GCA_902578495.1	0.887139	mid_high	s__CACNYO01 sp902624765	s__CACNYO01 sp902578495	g__CACNYO01	g__CACNYO01	0.970052	0.932172	0.126984	0.102564	24	0.964875	0.943025	0.238342	0.193481	368	1.000000	0.899307	0.071558	0.060356	4228
GCA_012964235.1	GCA_002686675.1	0.934436	mid_high	s__UBA8229 sp012964235	s__UBA8229 sp002686675	g__UBA8229	g__UBA8229	0.979167	0.942243	0.100000	0.248120	33	0.974354	0.940725	0.132085	0.308348	543	1.000000	0.914676	0.065269	0.151581	7725
GCF_003013695.1	GCA_002434305.1	0.913577	mid_high	s__Pulveribacter suum	s__Pulveribacter sp002434305	g__Pulveribacter	g__Pulveribacter	0.971388	0.951652	0.212854	0.212854	616	0.961300	0.945917	0.241463	0.223252	891	1.000000	0.914759	0.101734	0.096371	19040
GCF_006539725.1	GCF_003261575.2	0.842125	mid_high	s__Klebsiella terrigena	s__Klebsiella huaxiensis	g__Klebsiella	g__Klebsiella	0.961475	0.902288	0.044345	0.043378	189	0.956995	0.900462	0.079854	0.057988	633	1.000000	0.843768	0.015363	0.013698	5648
GCA_900759445.1	GCF_009707385.1	0.832171	mid_high	s__Klebsiella sp900759445	s__Klebsiella oxytoca_C	g__Klebsiella	g__Klebsiella	0.961184	0.893508	0.040254	0.027244	95	0.950865	0.892898	0.067150	0.045837	398	1.000000	0.833202	0.013214	0.008977	3147
GCF_015690345.1	GCF_004217235.1	0.847534	mid_high	s__Plantactinospora sp015690345	s__Plantactinospora sp004217235	g__Plantactinospora	g__Plantactinospora	0.961959	0.912835	0.054603	0.069191	497	0.955433	0.901111	0.058717	0.081676	846	1.000000	0.850405	0.015567	0.019699	12543
GCF_007673525.1	GCF_005503015.1	0.922117	mid_high	s__Fictibacillus phosphorivorans_C	s__Fictibacillus sp005503015	g__Fictibacillus	g__Fictibacillus	0.971189	0.958744	0.268217	0.265949	346	0.968070	0.959998	0.345883	0.333382	2306	1.000000	0.924711	0.130029	0.130646	34430
GCA_017417215.1	GCA_017526725.1	0.838000	mid_high	s__RUG334 sp017417215	s__RUG334 sp017526725	g__RUG334	g__RUG334	0.977971	0.922791	0.096979	0.073671	61	0.960898	0.904757	0.087956	0.066389	287	1.000000	0.862237	0.026738	0.021363	3353
GCF_000407445.1	GCF_002141365.1	0.834759	mid_high	s__Enterococcus moraviensis	s__Enterococcus sp002141365	g__Enterococcus	g__Enterococcus	0.965461	0.900472	0.043084	0.039749	38	0.956677	0.897773	0.064025	0.062551	383	1.000000	0.845605	0.015797	0.014910	3365
GCA_016783995.1	GCA_002779205.1	0.920903	mid_high	s__Hydromicrobium sp016783995	s__Hydromicrobium americanum	g__Hydromicrobium	g__Hydromicrobium	0.984375	0.938021	0.152542	0.124138	18	0.980810	0.919522	0.119136	0.108794	193	1.000000	0.905643	0.075856	0.080006	4928
GCA_903857165.1	GCA_903911305.1	0.798753	mid_high	s__Methyloumidiphilus sp903857165	s__Methyloumidiphilus sp903911305	g__Methyloumidiphilus	g__Methyloumidiphilus	0.961268	0.878123	0.020391	0.020091	71	0.951999	0.867523	0.031682	0.024679	277	1.000000	0.810465	0.006424	0.005405	1998
GCA_003220935.1	GCA_001917665.1	0.918565	mid_high	s__20CM-4-69-16 sp003220935	s__20CM-4-69-16 sp001917665	g__20CM-4-69-16	g__20CM-4-69-16	0.968712	0.952892	0.168535	0.291039	812	0.964566	0.944705	0.164208	0.307488	924	1.000000	0.908415	0.064124	0.110230	21068
GCA_001919865.1	GCA_003222135.1	0.832649	mid_high	s__20CM-4-69-16 sp001919865	s__20CM-4-69-16 sp003222135	g__20CM-4-69-16	g__20CM-4-69-16	0.957082	0.913720	0.069222	0.057759	233	0.949605	0.903904	0.080816	0.069005	305	1.000000	0.835889	0.013015	0.010737	2976
GCA_019119775.1	GCA_019114465.1	0.850672	mid_high	s__Lachnoclostridium_A pullistercoris	s__Lachnoclostridium_A avicola	g__Lachnoclostridium_A	g__Lachnoclostridium_A	0.957908	0.911577	0.056911	0.061250	49	0.952635	0.911898	0.100483	0.085456	624	1.000000	0.852249	0.019229	0.017795	4223
GCF_009856415.1	GCF_900104185.1	0.903124	mid_high	s__Halobacillus litoralis_C	s__Halobacillus aidingensis	g__Halobacillus	g__Halobacillus	0.967959	0.940352	0.152216	0.144424	237	0.961564	0.933484	0.168427	0.163558	1403	1.000000	0.890623	0.053373	0.050351	14455
GCF_000382125.1	GCA_905479615.1	0.820381	mid_high	s__Eudoraea adriatica	s__Eudoraea sp905479615	g__Eudoraea	g__Eudoraea	0.961397	0.888844	0.019814	0.041063	17	0.944605	0.887016	0.036011	0.062213	230	1.000000	0.799077	0.003330	0.005700	670
GCF_001708505.1	GCF_012767755.2	0.845275	mid_high	s__Pseudomonas_F sp001708505	s__Pseudomonas_F sp003234055	g__Pseudomonas_F	g__Pseudomonas_F	0.962322	0.914989	0.068919	0.062922	457	0.955274	0.904188	0.071394	0.079316	737	1.000000	0.859856	0.023100	0.021813	9772
GCF_002355475.1	GCF_008807375.1	0.868652	mid_high	s__Pseudomonas_F furukawaii	s__Pseudomonas_F lalkuanensis	g__Pseudomonas_F	g__Pseudomonas_F	0.965089	0.933295	0.124307	0.112577	717	0.957552	0.921558	0.120828	0.119735	1191	1.000000	0.879997	0.037642	0.039832	16326
GCA_900544395.1	GCF_008121495.1	0.853162	mid_high	s__Ruminococcus_B sp900544395	s__Ruminococcus_B gnavus	g__Ruminococcus_B	g__Ruminococcus_B	0.974554	0.917058	0.084439	0.058626	70	0.965941	0.908382	0.090264	0.078680	572	1.000000	0.870289	0.034970	0.025529	6725
GCA_002813285.1	GCF_017810075.1	0.946950	mid_high	s__Pseudozobellia sp002813285	s__Pseudozobellia sp017810075	g__Pseudozobellia	g__Pseudozobellia	0.975284	0.937367	0.134721	0.134804	220	0.976368	0.924301	0.128512	0.130548	956	1.000000	0.899920	0.065493	0.067165	16620
GCA_013824165.1	GCF_015624425.1	0.826008	mid_high	s__Kinneretia sp013824165	s__Kinneretia sp015624425	g__Kinneretia	g__Kinneretia	0.962649	0.892453	0.036058	0.028428	210	0.953547	0.875648	0.035812	0.033859	236	1.000000	0.828449	0.010816	0.008423	3409
GCA_900539175.1	GCA_018714325.1	0.787524	mid_high	s__Pelethocola sp900539175	s__Pelethocola excrementipullorum	g__Pelethocola	g__Pelethocola	0.000000	0.825608	0.003487	0.004077	0	0.947961	0.825159	0.009759	0.008133	79	1.000000	0.754908	0.001297	0.001362	379
GCF_000189775.2	GCF_000747665.1	0.913579	mid_high	s__Thermoanaerobacterium xylanolyticum	s__Thermoanaerobacterium saccharolyticum_A	g__Thermoanaerobacterium	g__Thermoanaerobacterium	0.974646	0.946519	0.194495	0.167722	106	0.963998	0.949356	0.270035	0.240372	930	1.000000	0.910844	0.092093	0.087020	13837
GCF_009905255.1	GCF_017874545.1	0.848569	mid_high	s__Thermoanaerobacterium aotearoense	s__Thermoanaerobacterium butyriciformans	g__Thermoanaerobacterium	g__Thermoanaerobacterium	0.970052	0.899473	0.039024	0.041166	24	0.964103	0.889976	0.050861	0.051683	195	1.000000	0.853752	0.019440	0.018756	3068
GCF_000423645.1	GCA_011389955.1	0.843873	mid_high	s__Sediminimonas qiaohouensis	s__Sediminimonas sp011389955	g__Sediminimonas	g__Sediminimonas	0.958333	0.899584	0.029968	0.053988	111	0.950753	0.890428	0.039368	0.068421	182	1.000000	0.829086	0.007293	0.013173	1917
GCA_001898825.1	GCA_002435715.1	0.894705	mid_high	s__Magnetospirillum sp001898825	s__Magnetospirillum sp002435715	g__Magnetospirillum	g__Magnetospirillum	0.966825	0.935312	0.128659	0.123754	422	0.961211	0.921551	0.124265	0.116376	867	1.000000	0.880564	0.039928	0.038935	12651
GCF_900114005.1	GCF_007827365.1	0.838010	mid_high	s__Olleya namhaensis	s__Olleya sp002323495	g__Olleya	g__Olleya	0.958615	0.914202	0.066308	0.062185	37	0.954970	0.912082	0.096481	0.089891	329	1.000000	0.852849	0.018906	0.018335	3089
GCF_003260095.1	GCF_004519515.1	0.832743	mid_high	s__Glaesserella australis	s__Glaesserella indolica_A	g__Glaesserella	g__Glaesserella	0.962674	0.899291	0.037975	0.041812	36	0.948797	0.897699	0.063674	0.062644	217	1.000000	0.839217	0.012682	0.012960	1579
GCA_018712435.1	GCF_002160025.1	0.914344	mid_high	s__Caccousia avicola	s__Caccousia stercoris	g__Caccousia	g__Caccousia	0.970014	0.943410	0.193045	0.138493	272	0.967331	0.926898	0.180528	0.106927	636	1.000000	0.892504	0.065300	0.045607	11382
GCA_902364065.1	GCF_000155955.1	0.841629	mid_high	s__Mitsuokella sp003458855	s__Mitsuokella multacida	g__Mitsuokella	g__Mitsuokella	0.957056	0.923041	0.093769	0.077423	310	0.957206	0.892284	0.054674	0.054458	193	1.000000	0.842732	0.014727	0.013389	2900
GCF_013607875.1	GCF_003431825.1	0.847563	mid_high	s__Blastomonas ursincola	s__Blastomonas fulva	g__Blastomonas	g__Blastomonas	0.958873	0.910287	0.057272	0.056039	367	0.953419	0.900138	0.071610	0.063542	423	1.000000	0.845807	0.015875	0.014857	4998
GCF_003201955.1	GCF_003431825.1	0.840658	mid_high	s__Blastomonas natatoria	s__Blastomonas fulva	g__Blastomonas	g__Blastomonas	0.958960	0.905242	0.048163	0.048252	316	0.953181	0.894457	0.057151	0.058585	390	1.000000	0.838103	0.012505	0.012390	4168
GCF_003719295.1	GCA_002414665.1	0.815724	mid_high	s__Haliea alexandrii	s__Haliea sp002414665	g__Haliea	g__Haliea	0.959609	0.898005	0.038103	0.038381	147	0.952005	0.900431	0.068157	0.067828	436	1.000000	0.835908	0.011835	0.011568	3027
GCF_000423125.1	GCA_002416125.1	0.816051	mid_high	s__Haliea salexigens	s__Haliea sp002416125	g__Haliea	g__Haliea	0.956303	0.890999	0.028922	0.032293	118	0.948585	0.890714	0.046843	0.058397	322	1.000000	0.822180	0.007561	0.008674	2083
