query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
MWCD01000001.1	DIWT01000030.1	93.9642	94.6645	0.4857	0.7745	0.09978	100	0.9790	29	3.074	0.6167	94.0811	95.7418	0.7005	1.98	AlfI:94.32,AloI:95.02,BcgI:94.74,FalI:94.34	2041	100	2629	68	14.49	ok	93.9642	gamma
MWDO01000001.1	JAGOCL010000015.1	93.0249	93.0249	0.0265	0.0252	0.69937	3	1.0000	0	inf	0.5085	93.1927	92.5196	3.4607	0.38	AlfI:91.69,AloI:95.15,BcgI:92.81,FalI:93.06	280	3	73	7	6.666666666666667	INCONSISTENT	93.0249	uniform
MWDP01000001.1	JAGOOO010000019.1	91.8346	92.8233	0.5791	0.6511	0.16670	59	0.9948	2	3.707	0.4847	92.3026	94.3936	2.1929	5.71	AlfI:94.00,AloI:91.81,BcgI:92.56,FalI:92.58	708	59	1393	17	7.5423728813559325	ok	91.8346	gamma
MWEG01000001.1	JAAZKI010000400.1	93.5965	93.5965	0.3463	0.3923	0.09729	198	0.9272	114	inf	0.5284	93.5315	93.7899	0.8921	2.64	AlfI:93.81,AloI:94.21,BcgI:93.42,FalI:93.32	3173	198	3252	30	8.328282828282829	INCONSISTENT	93.5965	uniform
MSXN01000024.1	OMJA01000001.1	91.0968	91.0968	0.0817	0.1046	0.27955	36	0.9059	19	inf	0.3494	91.1790	90.5016	3.4028	2.26	AlfI:91.32,AloI:92.11,BcgI:91.19,FalI:88.71	609	36	629	13	6.083333333333333	INCONSISTENT	91.0968	uniform
MSXN01000024.1	NZ_OUNR01000022.1	87.6585	89.3029	0.6903	0.7194	0.12344	46	0.9820	19	5.395	0.2496	88.9630	91.9383	1.4704	5.52	AlfI:89.28,AloI:88.16,BcgI:89.63,FalI:88.40	1173	46	4643	93	23.5	ok	87.6585	gamma
NBLM01000003.1	QNBU01000001.1	92.7704	94.9963	0.0903	0.1170	0.30354	10	1.0000	0	1.044	0.6414	93.9429	96.8174	1.1815	0.45	AlfI:95.01,AloI:96.06,BcgI:94.88,FalI:94.88	616	10	271	9	6.3	INCONSISTENT	92.7704	gamma
NBMG01000116.1	DMCY01000031.1	92.0938	93.1539	0.2243	0.1175	0.40958	5	1.0000	0	3.074	0.5205	92.5779	94.7616	2.3556	1.48	AlfI:92.98,AloI:91.50,BcgI:92.14,FalI:93.86	164	5	225	9	6.6	ok	92.0938	gamma
MUZD01000001.1	NZ_FONM01000044.1	92.5580	93.5623	0.8410	0.8164	0.08683	48	0.9862	29	3.074	0.5304	92.9971	95.0400	0.7703	4.06	AlfI:93.38,AloI:93.77,BcgI:93.79,FalI:93.02	2238	48	4366	212	44.1875	ok	92.5580	gamma
NHCZ02000028.1	CACEUX010000001.1	95.2952	95.5344	0.4811	0.6070	0.16187	44	0.9725	14	5.395	0.6975	95.2636	95.8846	0.9627	0.82	AlfI:95.27,AloI:96.23,BcgI:95.56,FalI:95.48	648	44	808	42	12.272727272727273	ok	95.2952	gamma
NHCD02000035.1	SHAP01000001.1	84.9014	89.7414	0.7408	0.7916	0.15376	35	0.9924	5	2.026	0.2768	89.0815	94.0528	1.5533	5.14	AlfI:90.78,AloI:89.67,BcgI:89.43,FalI:89.23	721	35	2853	91	19.714285714285715	ok	84.9014	gamma
NHBY01000053.1	DKOB01000108.1	88.9445	88.9445	0.1578	0.1863	0.35236	18	0.9813	2	inf	0.2307	88.7481	90.5944	2.6763	1.60	AlfI:89.79,AloI:87.12,BcgI:88.65,FalI:88.02	326	18	600	13	6.833333333333333	INCONSISTENT	88.9445	uniform
NHHK01000027.1	PCDA01000021.1	93.0512	93.0512	0.0840	0.1684	0.70997	5	1.0000	0	inf	0.5148	93.3364	92.5441	3.9303	1.41	AlfI:90.16,AloI:93.40,BcgI:90.69,FalI:94.09	60	5	71	9	7	ok	93.0512	uniform
NHIO02000061.1	NZUB01000047.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	30	0	0	0	0	BELOW_DETECTION	NaN	none
MPMI01000038.1	WTHD01000313.1	92.6673	92.6673	0.2929	0.3066	0.12555	137	0.9151	85	inf	0.4580	92.6961	92.4906	1.3627	3.12	AlfI:93.10,AloI:92.39,BcgI:92.73,FalI:91.74	1868	137	2332	20	7.686131386861314	ok	92.6673	uniform
MPMJ01000081.1	VXQP01000084.1	91.5104	91.9378	0.6618	0.6909	0.09665	99	0.9737	45	8.932	0.4025	91.6841	93.1263	1.9030	8.29	AlfI:91.78,AloI:91.77,BcgI:91.85,FalI:93.67	2173	99	4633	71	17.818181818181817	ok	91.5104	gamma
MPMO01000101.1	VXMJ01000087.1	92.2609	92.9724	0.6404	0.6908	0.07887	134	0.9789	53	4.800	0.4791	92.5493	94.3746	0.4220	1.79	AlfI:93.22,AloI:92.99,BcgI:92.80,FalI:93.02	3074	134	5825	110	19.365671641791046	ok	92.2609	gamma
MPMO01000101.1	JAAXGZ010000095.1	92.8452	93.4606	0.5598	0.6412	0.08013	146	0.9701	71	4.741	0.5161	93.0492	94.6610	0.6037	3.06	AlfI:93.59,AloI:93.83,BcgI:93.22,FalI:93.75	2939	146	5111	85	16.767123287671232	ok	92.8452	gamma
MPMR01000028.1	VYDD01000451.1	92.2784	92.7504	0.2739	0.2943	0.12645	120	0.9116	87	6.985	0.4613	92.4339	93.9001	1.2275	3.21	AlfI:93.26,AloI:92.35,BcgI:92.55,FalI:93.58	1739	120	2334	30	8.475	ok	92.2784	gamma
MPMR01000028.1	JAAXGM010000125.1	91.6639	91.9461	0.2141	0.4705	0.15587	57	0.9547	30	11.907	0.4042	91.7144	93.0235	1.5138	2.70	AlfI:92.32,AloI:91.75,BcgI:91.70,FalI:93.22	922	57	1781	61	12.087719298245615	ok	91.6639	gamma
NNSG01000001.1	DJKX01000018.1	91.2334	91.2334	0.1872	0.2441	0.38355	11	0.9823	2	inf	0.3769	90.9469	92.7580	1.1842	0.61	AlfI:91.61,AloI:91.01,BcgI:90.56,FalI:91.75	225	11	348	37	11.090909090909092	ok	91.2334	uniform
NCFZ01000049.1	CAIVGK010000001.1	93.1826	93.4823	0.4969	0.4503	0.09186	188	0.9654	56	8.183	0.5133	93.2406	94.2157	0.5393	2.55	AlfI:93.82,AloI:93.50,BcgI:93.28,FalI:93.75	2110	188	3721	32	9.303191489361701	ok	93.1826	gamma
DBGM01000014.1	PAAB01000063.1	85.8994	89.9998	0.6727	0.6326	0.13526	66	0.9622	33	2.239	0.2838	89.3598	94.2478	2.6067	10.26	AlfI:90.38,AloI:89.82,BcgI:89.63,FalI:92.24	983	66	3505	43	13.727272727272727	ok	85.8994	gamma
DBIA01000013.1	DJZU01000088.1	87.4521	87.4521	0.4311	0.4732	0.25662	34	0.9141	22	inf	0.1759	87.4622	87.9548	1.5355	1.29	AlfI:86.99,AloI:88.53,BcgI:87.17,FalI:87.86	430	34	1486	22	7.882352941176471	BELOW_DETECTION	87.4521	uniform
DBOM01000050.1	QMOQ01000001.1	93.6719	93.6719	0.3418	0.4759	0.23874	27	0.9813	5	inf	0.5558	93.8642	93.2735	1.5947	1.74	AlfI:93.34,AloI:92.54,BcgI:92.97,FalI:94.14	389	27	549	35	10.74074074074074	ok	93.6719	uniform
DBCB01000222.1	QWPF01000001.1	92.1847	92.6361	0.4036	0.5783	0.10662	151	0.9770	27	7.192	0.4669	92.3433	93.6522	0.3692	0.62	AlfI:92.75,AloI:92.38,BcgI:92.74,FalI:92.45	1759	151	3414	23	8.582781456953642	ok	92.1847	gamma
DBCB01000222.1	CAJCCR010000001.1	95.1252	95.1694	0.6237	0.6037	0.06300	322	0.9725	86	18.063	0.6605	95.0683	95.3443	0.7004	3.89	AlfI:95.41,AloI:94.71,BcgI:94.96,FalI:95.31	4178	322	5536	61	10.437888198757763	ok	95.1252	gamma
DBPZ01000063.1	JAGVUR010000038.1	95.3752	95.9026	0.8187	0.7497	0.05387	254	0.9702	125	2.516	0.7156	95.3919	96.5311	0.1337	0.25	AlfI:95.95,AloI:96.00,BcgI:95.87,FalI:95.89	4748	254	6422	109	17.011811023622048	ok	95.3752	gamma
DBTP01000113.1	MNYL01000047.1	95.7097	95.7097	0.3095	0.3309	0.13317	80	0.9742	14	inf	0.7054	95.7426	95.6723	0.9199	1.67	AlfI:96.21,AloI:95.29,BcgI:95.46,FalI:95.80	1005	80	1075	30	7.6	ok	95.7097	uniform
DBVN01000021.1	JAEENR010000040.1	94.3899	95.3775	0.2948	0.3095	0.15043	70	0.9608	17	1.781	0.6740	94.7033	96.3346	0.9606	2.48	AlfI:95.49,AloI:94.85,BcgI:95.78,FalI:94.82	990	70	978	22	6.957142857142857	ok	94.3899	gamma
DBWC01000083.1	JAFSYU010000003.1	90.3701	90.3701	0.1258	0.1272	0.41402	8	1.0000	0	inf	0.3181	90.0520	92.1491	3.0519	2.38	AlfI:91.96,AloI:91.07,BcgI:90.16,FalI:88.91	288	8	343	10	6	INCONSISTENT	90.3701	uniform
DBXY01000021.1	JAFTCL010000028.1	95.2405	95.8194	0.7638	0.7586	0.06604	114	0.9808	54	2.444	0.7067	95.2450	96.5601	0.3277	1.07	AlfI:95.78,AloI:96.07,BcgI:95.74,FalI:95.89	2961	114	4392	89	25.24561403508772	ok	95.2405	gamma
DBYV01000039.1	JAGCNV010000093.1	90.7531	91.9621	0.2744	0.2402	0.19553	53	0.9567	17	3.817	0.4216	91.4868	93.8582	1.4385	1.37	AlfI:90.99,AloI:92.43,BcgI:92.21,FalI:91.79	826	53	1179	24	8.09433962264151	ok	90.7531	gamma
DBYY01000001.1	JAFQAA010000042.1	89.9169	89.9169	0.1303	0.1467	0.45762	11	0.9326	6	inf	0.3111	89.9614	90.0222	2.4945	1.23	AlfI:89.35,AloI:89.71,BcgI:88.10,FalI:90.60	227	11	303	17	8.545454545454545	INCONSISTENT	89.9169	uniform
DCAW01000147.1	PAIW01000019.1	94.7617	96.0683	0.5334	0.7176	0.08271	149	0.9674	53	1.174	0.7259	94.9998	97.3339	0.7672	4.18	AlfI:96.25,AloI:96.65,BcgI:95.88,FalI:95.92	1905	149	2741	42	11.570469798657719	ok	94.7617	gamma
DCFC01000005.1	USIX01000001.1	91.4189	92.2364	0.1556	0.1516	0.27693	30	0.9399	11	4.881	0.4302	91.9112	93.6936	2.2376	3.65	AlfI:92.56,AloI:92.83,BcgI:91.38,FalI:93.62	565	30	542	12	6.733333333333333	INCONSISTENT	91.4189	gamma
DCDR01000001.1	DKKO01000001.1	90.2826	92.9374	0.9177	0.9045	0.17062	11	0.9853	8	1.631	0.4818	92.0689	95.6241	0.9583	1.86	AlfI:93.57,AloI:93.19,BcgI:92.61,FalI:92.90	559	11	1304	140	49.63636363636363	ok	90.2826	gamma
DCKU01000116.1	NZ_AYKG01000001.1	85.5325	90.2429	0.3050	0.2963	0.20004	34	0.9962	1	1.911	0.2947	89.5832	94.4472	2.5913	3.90	AlfI:90.71,AloI:92.21,BcgI:89.92,FalI:89.62	596	34	1521	23	8.705882352941176	ok	85.5325	gamma
DCWS01000015.1	DRHF01000001.1	94.9892	94.9892	0.3450	0.2014	0.13484	86	0.9409	43	inf	0.6461	94.9143	95.1390	0.5235	0.44	AlfI:94.85,AloI:95.37,BcgI:94.98,FalI:94.91	1229	86	1273	32	8.965116279069768	ok	94.9892	uniform
DCWI01000071.1	PBSN01000001.1	85.9566	89.0073	0.1775	0.2045	0.40371	11	0.9851	1	3.355	0.2474	88.5172	92.5405	2.3170	2.32	AlfI:89.81,AloI:87.50,BcgI:89.81,FalI:87.53	228	11	467	15	7	ok	85.9566	gamma
DCTW01000009.1	CP055307.1	93.5816	93.9804	0.7658	0.5068	0.24287	11	0.9964	1	5.554	0.5808	93.6231	94.8365	1.3886	0.86	AlfI:93.19,AloI:94.57,BcgI:93.57,FalI:94.24	306	11	525	75	26.363636363636363	ok	93.5816	gamma
DDHB01000042.1	NZ_SLUI01000001.1	85.2001	89.0244	0.3043	0.2757	0.21788	29	0.9965	1	2.781	0.2460	88.4674	93.1553	2.1958	1.72	AlfI:89.44,AloI:87.24,BcgI:89.18,FalI:88.67	556	29	1601	34	10.724137931034482	ok	85.2001	gamma
DDZI01000007.1	SHVK01000005.1	89.0016	89.9960	0.3504	0.3772	0.33506	13	0.9878	1	6.784	0.2989	89.6777	92.2171	0.9570	0.28	AlfI:89.95,AloI:89.47,BcgI:89.82,FalI:90.43	226	13	564	18	7.230769230769231	ok	89.0016	gamma
DEAT01000085.1	DEBI01000034.1	95.3512	95.8587	0.6742	0.7267	0.08737	112	0.9625	58	2.701	0.7112	95.3399	96.5031	0.8249	2.86	AlfI:96.01,AloI:96.10,BcgI:95.94,FalI:95.28	1781	112	2468	64	14.294642857142858	ok	95.3512	gamma
DEIB01000010.1	CP021424.1	92.6502	94.5776	0.9192	0.8862	0.08184	50	0.9981	4	1.392	0.6061	93.5532	96.5533	1.3572	7.64	AlfI:94.92,AloI:95.17,BcgI:94.41,FalI:93.81	2178	50	4088	221	42.4	ok	92.6502	gamma
DEWA01000032.1	JAFVCI010000069.1	92.4666	94.5772	0.4279	0.4746	0.18291	51	0.9372	23	1.260	0.6061	93.5840	96.5024	1.5329	1.49	AlfI:94.22,AloI:95.75,BcgI:94.66,FalI:94.24	607	51	810	23	7.7254901960784315	ok	92.4666	gamma
DEXK01000019.1	JAEPNB010000010.1	84.5314	90.0551	0.6400	0.6086	0.17660	30	0.9751	14	1.631	0.3203	89.1568	94.6349	2.1444	10.19	AlfI:90.94,AloI:91.21,BcgI:90.94,FalI:89.07	728	30	2138	71	19.3	INCONSISTENT	90.0551	uniform_fallback
DFBK01000037.1	DMLA01000071.1	93.7496	93.7496	0.1824	0.2018	0.25647	20	0.9917	1	inf	0.5535	93.6217	94.1161	0.5838	0.23	AlfI:94.10,AloI:93.97,BcgI:93.51,FalI:93.75	562	20	478	13	6.95	INCONSISTENT	93.7496	uniform
DFBO01000211.1	NZ_QGGP01000001.1	87.2129	89.1451	0.3159	0.3054	0.33165	6	1.0000	0	4.472	0.2749	88.7010	91.9612	2.0300	2.03	AlfI:89.85,AloI:88.31,BcgI:90.34,FalI:88.59	256	6	682	9	6.333333333333333	ok	87.2129	gamma
DFBQ01000061.1	WTCF01000082.1	95.9613	95.9613	0.1724	0.2922	0.17550	31	0.9947	1	inf	0.7255	96.1119	95.7873	1.2567	2.66	AlfI:96.82,AloI:96.18,BcgI:95.57,FalI:95.73	666	31	574	14	7.064516129032258	INCONSISTENT	95.9613	uniform
DFGT01000005.1	DGHQ01000046.1	94.8563	96.7302	0.8105	0.7872	0.06536	93	0.9751	60	0.669	0.7815	95.3723	97.9493	0.5229	3.11	AlfI:96.85,AloI:96.90,BcgI:96.84,FalI:96.38	2693	93	3677	96	26.27956989247312	ok	94.8563	gamma
DFOH01000003.1	NZ_FMDO01000062.1	88.2389	88.2389	0.0850	0.1115	0.58704	5	1.0000	0	inf	0.2372	88.1632	88.9938	3.0042	0.79	AlfI:88.45,AloI:90.75,BcgI:89.29,FalI:87.75	246	5	248	9	7.2	INCONSISTENT	88.2389	uniform
DFUT01000014.1	DBPW01000041.1	87.8732	89.2083	0.2593	0.2604	0.29296	22	0.9709	5	6.320	0.2500	88.9424	91.6572	1.4001	0.55	AlfI:89.29,AloI:90.38,BcgI:88.98,FalI:89.33	363	22	839	16	8.590909090909092	ok	87.8732	gamma
DFZT01000028.1	DOTD01000007.1	89.9311	91.0232	0.4475	0.3446	0.23732	29	0.9808	4	5.089	0.3657	90.6198	92.9020	2.8935	5.30	AlfI:91.29,AloI:92.77,BcgI:91.62,FalI:89.87	413	29	946	18	8.03448275862069	ok	89.9311	gamma
DFZX01000049.1	DFXU01000007.1	86.9937	90.2922	0.1102	0.1848	0.29084	20	0.9819	3	2.374	0.3193	89.6945	93.7239	0.8087	0.18	AlfI:89.94,AloI:90.75,BcgI:90.31,FalI:90.32	422	20	729	17	9.15	ok	86.9937	gamma
DGJT01000008.1	DGKB01000002.1	85.8544	90.3677	0.3282	0.3210	0.33500	17	1.0000	0	1.833	0.3269	89.5843	94.5241	1.7493	1.50	AlfI:91.45,AloI:91.03,BcgI:89.70,FalI:90.08	241	17	549	13	6.647058823529412	ok	85.8544	gamma
DGOT01000074.1	QMPO01000001.1	91.8290	91.8290	0.1194	0.1072	0.34987	3	1.0000	0	inf	0.4113	91.6919	92.7063	1.8817	1.82	AlfI:91.65,AloI:92.26,BcgI:90.96,FalI:92.84	285	3	368	11	7.666666666666667	ok	91.8290	uniform
DGZL01000079.1	JAAZEW010000130.1	91.5265	91.9407	0.2898	0.2737	0.22249	34	0.9821	4	8.932	0.4239	91.6283	93.1691	0.8986	0.49	AlfI:92.07,AloI:91.33,BcgI:92.23,FalI:91.83	675	34	910	17	7.470588235294118	ok	91.5265	gamma
DGZL01000079.1	DUVA01000087.1	93.4013	93.5982	0.4443	0.4367	0.14731	72	0.9726	16	10.163	0.5421	93.4503	94.0067	0.5337	0.41	AlfI:93.63,AloI:94.02,BcgI:93.49,FalI:93.53	1029	72	1484	25	8.88888888888889	ok	93.4013	gamma
DHFM01000038.1	DCUU01000070.1	89.2255	93.9685	0.1447	0.1328	0.51486	4	1.0000	0	0.783	0.5746	92.5224	97.0483	1.6660	0.78	AlfI:93.26,AloI:94.66,BcgI:93.05,FalI:94.72	141	4	128	12	7.75	INCONSISTENT	89.2255	gamma
NVRM01000082.1	JAESRX010000012.1	86.7418	88.9800	0.1462	0.1482	0.51005	1	1.0000	0	4.097	0.2634	88.5283	92.0681	1.6205	0.56	AlfI:88.54,AloI:88.50,BcgI:90.12,FalI:88.69	149	1	297	5	5	INCONSISTENT	86.7418	gamma
NVUD01000017.1	JAESUJ010000025.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	68	0	0	0	0	BELOW_DETECTION	NaN	none
DHFT01000031.1	JACRDL010000001.1	89.1652	90.9495	0.1474	0.1335	0.49492	5	1.0000	0	3.355	0.3627	90.4787	93.4256	2.4703	0.96	AlfI:90.46,AloI:92.84,BcgI:90.36,FalI:90.99	270	5	224	8	6.6	INCONSISTENT	89.1652	gamma
DHGK01000259.1	MWEK01000001.1	89.1876	89.7749	0.3275	0.3640	0.13643	83	0.9952	3	10.910	0.2722	89.5457	91.6955	3.4135	11.89	AlfI:90.07,AloI:88.16,BcgI:89.58,FalI:91.58	1230	83	3465	31	8.542168674698795	ok	89.1876	gamma
DHGP01000037.1	DCUX01000054.1	90.3919	90.3919	0.3575	0.3059	0.33158	21	0.9669	5	inf	0.3428	90.3786	90.4058	1.5912	0.92	AlfI:90.11,AloI:91.69,BcgI:91.17,FalI:90.10	328	21	535	18	7.9523809523809526	ok	90.3919	uniform
DHGT01000047.1	NZ_BCAG01000001.1	94.8597	95.5012	0.8510	0.6377	0.05946	132	0.9974	9	2.516	0.6797	94.9232	96.3366	0.1713	0.26	AlfI:95.47,AloI:95.37,BcgI:95.54,FalI:95.46	3789	132	5826	161	27.446969696969695	ok	94.8597	gamma
DHJV01000067.1	USFH01000001.1	92.3807	92.3807	0.1397	0.1698	0.26670	21	0.9808	2	inf	0.4445	92.0837	93.5659	2.7595	3.28	AlfI:91.90,AloI:94.45,BcgI:92.49,FalI:91.69	496	21	571	10	5.857142857142857	INCONSISTENT	92.3807	uniform
DHMO01000010.1	URNE01000001.1	94.5184	94.5184	0.3353	0.3966	0.10072	196	0.9013	142	inf	0.6031	94.5282	94.4833	0.3492	0.69	AlfI:94.52,AloI:94.33,BcgI:94.65,FalI:94.30	2202	196	2512	24	7.61734693877551	ok	94.5184	uniform
DHOF01000093.1	LR778134.1	91.6957	92.0660	0.7864	0.6023	0.14731	73	1.0000	0	9.312	0.4272	91.8091	93.1772	1.8093	9.02	AlfI:92.80,AloI:91.73,BcgI:90.99,FalI:92.57	868	73	1996	22	9.027397260273972	ok	91.6957	gamma
DHVJ01000014.1	NZ_AP018437.1	85.9601	87.8790	0.2536	0.2062	0.33175	16	0.9911	1	6.138	0.1888	87.5607	90.9735	4.2401	7.09	AlfI:89.42,AloI:88.63,BcgI:86.80,FalI:85.18	260	16	833	16	7.9375	BELOW_DETECTION	85.9601	gamma
DHVO01000015.1	JAFGDZ010000052.1	90.2442	93.9562	0.5650	0.5461	0.09994	131	0.9907	11	0.973	0.5642	92.7157	96.6599	1.1240	7.94	AlfI:94.24,AloI:93.38,BcgI:94.34,FalI:93.21	1709	131	3250	34	9.98473282442748	ok	90.2442	gamma
DIAF01000049.1	DIBU01000022.1	92.1071	92.6003	0.7990	0.8836	0.07678	65	0.9918	22	6.985	0.4467	92.3028	93.7549	0.9549	9.59	AlfI:93.01,AloI:93.15,BcgI:92.20,FalI:92.39	2761	65	6416	161	41.8	ok	92.1071	gamma
DIAY01000048.1	JADKBZ010000001.1	88.0246	89.6166	0.3602	0.2811	0.16794	46	0.9968	1	5.089	0.2716	89.2390	92.6281	4.5084	15.53	AlfI:87.14,AloI:88.83,BcgI:89.44,FalI:91.65	910	46	2415	17	7.760869565217392	ok	88.0246	gamma
DIEX01000031.1	DINC01000360.1	93.1407	93.5193	0.3211	0.3390	0.14797	99	0.9000	76	6.507	0.5385	93.2370	94.2768	2.3925	7.13	AlfI:93.47,AloI:91.78,BcgI:93.20,FalI:94.17	1267	99	1524	21	7.909090909090909	ok	93.1407	gamma
DIFC01000088.1	JAGOOA010000042.1	89.3522	90.3615	0.4158	0.5290	0.17099	54	0.9785	11	6.320	0.3169	90.0369	92.2382	1.4232	3.20	AlfI:90.26,AloI:89.45,BcgI:90.87,FalI:89.76	822	54	2015	23	10.25925925925926	ok	89.3522	gamma
DIFM01000018.1	JAAYAZ010000042.1	93.4268	93.4268	0.1263	0.1274	0.36195	13	0.9692	2	inf	0.5201	93.4044	93.4167	1.2776	0.58	AlfI:93.28,AloI:93.25,BcgI:93.87,FalI:92.59	334	13	245	10	5.846153846153846	INCONSISTENT	93.4268	uniform
DIFQ01000133.1	JAGPKU010000161.1	88.7216	89.9012	0.2001	0.2542	0.22506	35	0.9917	2	6.138	0.2876	89.5830	92.2007	1.9649	2.87	AlfI:88.73,AloI:88.42,BcgI:90.21,FalI:90.39	654	35	1263	20	7.8	ok	88.7216	gamma
DIKD01000021.1	DIFM01000018.1	90.2792	91.6790	0.4748	0.4686	0.25619	15	1.0000	0	3.707	0.3947	91.1794	93.8231	1.8928	0.92	AlfI:92.22,AloI:90.33,BcgI:91.66,FalI:91.35	342	15	712	11	7.133333333333334	ok	90.2792	gamma
DISM01000001.1	NZ_CP019384.1	86.1897	87.9627	0.7295	0.7216	0.21120	9	0.9919	3	6.320	0.1986	87.6459	90.8868	2.3488	5.80	AlfI:87.72,AloI:87.92,BcgI:88.71,FalI:86.36	437	9	2031	80	41.77777777777778	BELOW_DETECTION	86.1897	gamma
DIVU01000070.1	NZ_FOJJ01000041.1	92.7010	93.7761	0.6351	0.6094	0.09066	158	0.9993	1	2.781	0.5415	93.1704	95.2961	1.1143	4.07	AlfI:94.02,AloI:92.91,BcgI:93.89,FalI:93.20	2021	158	3776	37	9.740506329113924	ok	92.7010	gamma
DIWH01000066.1	DCTU01000359.1	92.7914	93.6622	0.3456	0.4047	0.11711	136	0.9316	75	3.355	0.5369	93.1202	95.0873	1.0918	3.74	AlfI:93.65,AloI:93.62,BcgI:93.39,FalI:94.49	1785	136	2363	25	8.507352941176471	ok	92.7914	gamma
DIQY01000097.1	LR778134.1	92.7802	93.0232	0.7755	0.5792	0.13019	77	1.0000	0	10.163	0.4954	92.8050	93.7822	1.1213	5.00	AlfI:93.42,AloI:93.38,BcgI:92.30,FalI:93.36	1050	77	2121	33	11.74025974025974	ok	92.7802	gamma
DIRQ01000093.1	JAAYCQ010000003.1	92.4393	93.2370	0.1131	0.1052	0.39950	7	1.0000	0	3.817	0.5133	92.8996	94.3180	1.2511	0.50	AlfI:93.85,AloI:92.60,BcgI:92.75,FalI:93.54	320	7	221	10	6.714285714285714	INCONSISTENT	92.4393	gamma
DIXX01000016.1	CAJMTA010000001.1	90.6261	90.6261	0.0836	0.0524	0.63610	3	1.0000	0	inf	0.3648	90.1500	92.9552	4.4720	3.35	AlfI:93.73,AloI:93.15,BcgI:89.76,FalI:89.26	128	3	148	8	7.333333333333333	ok	90.6261	uniform
DJCM01000042.1	CACIJH010000001.1	95.7042	95.7042	0.6455	0.6376	0.13668	41	0.9771	15	inf	0.7019	95.4607	95.9986	1.0706	1.96	AlfI:96.08,AloI:96.30,BcgI:95.72,FalI:95.23	727	41	1027	54	16.585365853658537	ok	95.7042	uniform
DJHE01000006.1	DIXJ01000003.1	91.2033	91.9454	0.4969	0.4715	0.20733	19	0.9898	4	5.719	0.4165	91.5976	93.4248	0.3712	0.11	AlfI:91.81,AloI:92.18,BcgI:91.93,FalI:91.88	417	19	1042	59	21.42105263157895	ok	91.2033	gamma
DJVB01000038.1	JAFGWF010000214.1	91.3578	92.7289	0.0390	0.0447	0.47474	11	1.0000	0	2.863	0.4795	92.1647	94.4283	4.2931	1.34	AlfI:94.22,AloI:89.93,BcgI:92.77,FalI:92.18	366	11	175	10	6.2727272727272725	INCONSISTENT	91.3578	gamma
DJWN01000014.1	JACCQN010000096.1	87.8421	89.7399	0.1732	0.1591	0.29518	19	0.9832	2	4.344	0.2779	89.3123	92.8266	1.4051	0.55	AlfI:90.09,AloI:90.89,BcgI:89.49,FalI:89.56	386	19	758	12	7.157894736842105	ok	87.8421	gamma
DJVZ01000013.1	DIMW01000006.1	87.0747	90.0416	0.5471	0.5008	0.16245	39	0.9948	3	2.863	0.2908	89.4848	93.6015	0.7800	1.48	AlfI:89.55,AloI:89.59,BcgI:90.33,FalI:89.81	712	39	2388	41	15.692307692307692	ok	87.0747	gamma
DJWX01000024.1	CACWKJ010000001.1	96.5227	96.9071	0.1501	0.1834	0.19436	32	0.9320	17	1.833	0.7988	96.6779	97.0956	1.2624	1.43	AlfI:97.72,AloI:96.57,BcgI:96.46,FalI:97.00	595	32	358	18	8.28125	INCONSISTENT	96.5227	gamma
DJZM01000072.1	VFGE01000001.1	91.2542	93.6193	0.4263	0.3964	0.27633	11	1.0000	0	1.434	0.5540	92.6235	95.9297	1.8224	0.96	AlfI:91.97,AloI:93.68,BcgI:93.78,FalI:93.80	296	11	468	12	7.545454545454546	ok	91.2542	gamma
DKDC01000016.1	DJQA01000003.1	88.1316	90.2000	0.5839	0.6682	0.16416	54	0.9558	26	3.707	0.3005	89.7275	93.2253	1.2324	1.79	AlfI:90.55,AloI:89.37,BcgI:89.94,FalI:90.61	716	54	2263	51	11.407407407407407	ok	88.1316	gamma
DKFO01000001.1	JAGPKD010000168.1	96.0803	96.8661	0.3067	0.3610	0.16149	40	0.9711	8	1.189	0.7966	96.0416	97.5287	0.6186	0.35	AlfI:96.73,AloI:96.55,BcgI:97.17,FalI:96.88	731	40	565	17	7.725	INCONSISTENT	96.0803	gamma
NTKP01000001.1	CABZWK010000001.1	94.6236	95.1783	0.6806	0.4940	0.16247	41	0.9958	2	3.165	0.6638	94.6021	96.0713	1.0598	1.62	AlfI:95.53,AloI:95.87,BcgI:94.81,FalI:95.21	589	41	887	25	12.585365853658537	ok	94.6236	gamma
NTJT01000001.1	DAGM01000033.1	92.0376	92.0376	0.5396	0.4988	0.21566	35	0.9739	9	inf	0.4122	92.2208	91.1070	1.3032	0.91	AlfI:92.41,AloI:92.40,BcgI:92.00,FalI:91.10	445	35	880	25	10.6	ok	92.0376	uniform
