GCA_000007325.1	AE009951.2
GCF_000517445.1	NZ_CP006965.1
GCF_000517625.1	NZ_CP007055.1
GCF_000518485.1	NZ_JADR01000001.1
GCF_000518645.1	NZ_KI912466.1
GCF_000518725.1	NZ_KI912485.1
GCF_000519105.1	NZ_KI912578.1
GCF_000521605.1	NZ_CP006942.1
GCF_000526155.1	NZ_JAFN01000001.1
GCF_000526275.1	NZ_JAFT01000001.1
GCF_000526375.1	NZ_JAFY01000001.1
GCF_000585335.1	NZ_KK073872.1
GCF_000586015.1	NZ_JENA01000001.1
GCF_000632715.1	NZ_BAWO01000130.1
GCF_000633595.2	NZ_JIBU02000001.1
GCF_000648235.2	NZ_AP017977.1
GCF_000685865.1	NZ_JMKS01000001.1
GCF_000691145.1	NZ_ASJC01000001.1
GCF_000701525.1	NZ_JNJC01000001.1
GCF_000701705.1	NZ_JNJP01000001.1
GCF_000702505.1	NZ_JNIM01000001.1
GCF_000702545.1	NZ_JNIO01000001.1
GCF_000702665.1	NZ_JNJA01000001.1
GCF_000711215.1	NZ_JOMF01000001.1
GCF_000714935.1	NZ_JMIR01000001.1
GCF_000718085.1	NZ_JOEC01000001.1
GCF_000733295.1	NZ_JPMI01000001.1
GCF_000735345.1	NZ_JMPJ01000001.1
GCF_000737315.1	NZ_JMCB01000001.1
GCF_000737335.2	NZ_JMCC02000001.1
GCF_000739065.1	NZ_CP009149.1
GCF_000739555.1	NZ_BBJN01000071.1
GCF_000739575.1	NZ_BBJO01000081.1
GCF_000739975.1	NZ_BBJW01000056.1
GCF_000742895.1	NZ_CP007666.1
GCF_000744285.1	NZ_JQLQ01000001.1
GCF_000745125.1	NZ_JQNF01000001.1
GCF_000745315.1	NZ_JQNQ01000001.1
GCF_000745455.1	NZ_JQJI01000001.1
GCF_000745485.1	NZ_JQJK01000001.1
GCF_000745975.1	NZ_JQKJ01000001.1
GCF_000755145.1	NZ_CP009228.1
GCF_000759835.1	NZ_BBNB01000030.1
GCF_000760295.1	NZ_JNBA01000001.1
GCF_000760695.4	NZ_JHEG04000001.1
GCF_000768675.1	NZ_AVPI01000001.1
GCF_000784355.1	NZ_AXDV01000001.1
GCF_000784835.1	NZ_JSFH01000001.1
GCF_000794385.1	NZ_JTJB01000001.1
GCF_000799235.1	NZ_JUGI01000001.1
GCF_000815465.1	NZ_JSWE01000001.1
GCF_000817735.3	NZ_JTJC03000013.1
GCF_000819785.1	NZ_CDBK01000001.1
GCF_000826685.1	NZ_JROO01000001.1
GCF_000828075.3	NZ_JXCB02000001.1
GCF_000828085.3	NZ_JXCA02000001.1
GCF_000828575.1	NZ_AP011952.1
GCF_000833605.1	NZ_JXTG01000001.1
GCF_000875755.1	NZ_CP007520.1
GCF_000878135.1	NZ_JXQZ01000001.1
GCF_000935355.1	NZ_JXZC01000001.1
GCF_000943555.1	NZ_JTDV01000001.1
GCF_000943565.1	NZ_JTDW01000001.1
GCF_000964465.1	NZ_BANH01000191.1
GCF_000968535.2	NC_016112.1
GCF_000970045.1	NZ_CP009505.1
GCF_000970325.1	NZ_CP009518.1
GCF_000981785.2	NZ_CP011304.1
GCF_000986785.1	NZ_LAYY01000001.1
GCF_001006285.1	NZ_LBBT01000001.1
GCF_001006485.1	NZ_JUET01000001.1
GCF_001017125.1	NZ_JXOJ01000001.1
GCF_001019615.1	NZ_JNBQ01000001.1
GCF_001020205.1	NZ_CP011663.1
GCF_001026905.1	NZ_LAQL01000001.1
GCF_001027285.1	NZ_CP011509.1
GCF_001028625.1	NZ_CP011805.1
GCF_001038625.1	NZ_CP011804.1
GCF_001071995.1	NZ_JVNU01000002.1
GCF_001077535.1	NZ_CP011968.1
GCF_001155565.1	NZ_CQDU01000001.1
GCF_001182045.1	NZ_CVTY01000001.1
GCF_001183965.1	NZ_LFZV01000001.1
GCF_001185345.1	NZ_KQ236743.1
GCF_001190745.1	NZ_CP012196.1
GCF_001199495.1	NZ_LFYS01000001.1
GCF_001261915.1	NZ_CVRT01000001.1
GCF_001273925.1	NZ_LIGG01000001.1
GCF_001274535.1	NZ_CP012410.1
GCF_001274945.1	NZ_LILB01000012.1
GCF_001276715.1	NZ_LIUQ01000054.1
GCF_001280205.1	NZ_CP012573.1
GCF_001280255.1	NZ_LHCI01000001.1
GCF_001280425.1	NZ_LIUF01000014.1
GCF_001280435.1	NZ_LBIP01000001.1
GCF_001280505.1	NZ_LBIO01000001.1
GCF_001280565.1	NZ_LGRO01000003.1
GCF_001293685.1	NZ_BCAG01000001.1
GCF_001298445.1	NZ_CP012036.1
GCF_001306135.1	NZ_LGKP01000025.1
GCF_001307315.1	NZ_LGUC01000001.1
GCF_001404875.1	NZ_CZAY01000001.1
GCF_001420605.1	NZ_LJIZ01000030.1
GCF_001422285.1	NZ_LMMO01000001.1
GCF_001423185.1	NZ_LMOB01000001.1
GCF_001425045.1	NZ_LMDJ01000001.1
GCF_001425085.1	NZ_LMDN01000001.1
GCF_001425265.1	NZ_LMEC01000001.1
GCF_001427985.1	NZ_LMSA01000001.1
GCF_001428005.1	NZ_LMSB01000001.1
GCF_001429185.1	NZ_LMIW01000001.1
GCF_001439665.1	NZ_LMAK01000001.1
GCF_001447355.1	NZ_JXBW01000001.1
GCF_001457655.1	NZ_LN831035.1
GCF_001457695.1	NZ_LN831025.1
GCF_001468395.1	NZ_LNSG01000001.1
GCF_001469875.2	NZ_LOPW02000001.1
GCF_001469955.1	NZ_LOPU01000001.1
GCF_001483135.1	NZ_LNAL01000001.1
GCF_001484685.1	NZ_CP012200.1
GCF_001485215.1	NZ_BBWW01000001.1
GCF_001485535.1	NZ_BCMZ01000001.1
GCF_001486165.1	NZ_LN908969.1
GCF_001488575.1	NZ_LN831302.1
GCF_001517975.1	NZ_KQ950180.1
GCF_001543205.1	NZ_CP014162.1
GCF_001544135.1	NZ_BCPV01000001.1
GCF_001548395.1	NZ_AP017367.1
GCF_001548435.1	NZ_AP017308.1
GCF_001552255.1	NZ_BCQV01000001.1
GCF_001552655.1	NZ_BCRP01000001.1
GCF_001553035.1	NZ_KQ959913.1
GCF_001553085.1	NZ_KQ960135.1
GCF_001553345.1	NZ_KQ960746.1
GCF_001553955.1	NZ_CP014234.1
GCF_001559775.1	NZ_LOHX01000001.1
GCF_001570525.1	NZ_BBXC01000001.1
GCF_001570585.1	NZ_BBXF01000001.1
GCF_001570625.1	NZ_BBQT01000001.1
GCF_001570745.1	NZ_BCSG01000001.1
GCF_001575205.1	NZ_LSRE01000001.1
GCF_001577755.1	NZ_CP010776.1
GCF_001578185.1	NZ_CP011008.1
GCF_001579025.1	NZ_KQ970235.1
GCF_001591405.1	NZ_BCUV01000001.1
GCF_001591825.1	NZ_BCVQ01000001.1
GCF_001592045.1	NZ_BCWB01000001.1
GCF_001592085.1	NZ_BCWD01000001.1
GCF_001592945.1	NZ_LRPB01000001.1
GCF_001593005.1	NZ_LQZQ01000001.1
GCF_001593955.1	NZ_LTAZ01000001.1
GCF_001597745.1	NZ_LUHJ01000001.1
GCF_001598915.1	NZ_BDAP01000001.1
GCF_001602095.1	NZ_CP014991.1
GCF_001613545.1	NZ_BDCO01000001.1
GCF_001625445.1	NZ_LWHG01000001.1
GCF_001629705.1	NZ_CP015378.1
GCF_001637315.1	NZ_LSZA01000001.1
GCF_001652505.2	NZ_CP015774.2
GCF_001653455.1	NZ_CP011486.1
GCF_001655775.1	NZ_LXFF01000001.1
GCF_001657475.1	NZ_LXEY01000001.1
GCF_001660005.1	NZ_CP014349.1
GCF_001660385.1	NZ_LIZN01000001.1
GCF_001675285.1	NZ_LSGQ01000001.1
GCF_001676055.1	NZ_LZEX01000001.1
GCF_001676615.1	NZ_LYXZ01000001.1
GCF_001683335.1	NZ_CP016201.1
GCF_001693735.1	NZ_LWDV01000001.1
GCF_001696685.1	NZ_MBFG01000001.1
GCF_001701045.1	NZ_CP016757.1
GCF_001707835.1	NZ_LYDR01000001.1
GCF_001730295.1	NZ_MIKA01000001.1
GCF_001735745.1	NZ_CP017260.1
GCF_001746205.1	NZ_MDCO01000001.1
GCF_001747405.1	NZ_CP017305.1
GCF_001748285.1	NZ_BDGT01000001.1
GCF_001858025.1	NZ_LZQD01000001.1
GCF_001874625.1	NZ_CP017671.1
GCF_001880325.1	NZ_CP016312.1
GCF_001884135.1	NZ_MAOC01000001.1
GCF_001886495.1	NZ_CP018022.1
GCF_001886855.1	NZ_CP013197.1
GCF_001887355.1	NZ_MPIN01000030.1
GCF_001888805.2	NZ_CP019113.1
GCF_001889305.1	NZ_CP013074.1
GCF_001889325.1	NZ_CP013243.1
GCF_001889405.1	NZ_CP017921.1
GCF_001891085.1	NZ_JXUP01000001.1
GCF_001891165.1	NZ_LKKW01000008.1
GCF_001904655.1	NZ_MRCC01000001.1
GCF_001904725.1	NZ_MRCE01000001.1
GCF_001908725.1	NZ_CP018725.1
GCF_001922545.1	NZ_CP018744.1
GCF_001936595.1	NZ_MLBG01000001.1
GCF_001945665.1	NZ_CP015780.1
GCF_001950255.1	NZ_BDJK01000001.1
GCF_001950325.1	NZ_BDJL01000001.1
GCF_001955655.1	NZ_MSPW01000010.1
GCF_001982605.1	NZ_MLCN01000001.1
GCF_001984125.1	NZ_MTQL01000001.1
GCF_001997385.1	NZ_CP019633.1
GCF_001999985.1	NZ_CP019645.1
GCF_002002905.1	NZ_CP019509.1
GCF_002003665.1	NZ_JATM01000005.1
GCF_002007215.1	NZ_MUHX01000094.1
GCF_002015045.1	NZ_MUXX01000001.1
GCF_002023665.2	NZ_CP023401.1
GCF_002025255.2	NZ_CP054587.1
GCF_002083135.2	NZ_NBTM02000001.1
GCF_002093115.1	NZ_NAAD01000001.1
GCF_002096815.1	NZ_NCVJ01000021.1
GCF_002102475.1	NZ_MSQD01000001.1
GCF_002117005.1	NZ_CP021023.1
GCF_002118315.1	NZ_MTSZ01000001.1
GCF_002128425.1	NZ_NESS01000001.1
GCF_002139875.1	NZ_CP018793.1
GCF_002139915.1	NZ_CP018788.1
GCF_002141365.1	NZ_NGKX01000001.1
GCF_002154695.1	NZ_MTAV01000064.1
GCF_002154725.1	NZ_MTAW01000059.1
GCF_002159915.1	NZ_NFJP01000001.1
GCF_002159945.1	NZ_NFJQ01000001.1
GCF_002161085.1	NZ_NFLU01000001.1
GCF_002161285.1	NZ_NFHH01000001.1
GCF_002198655.1	NZ_MWLN01000001.1
GCF_002201795.1	NZ_CP021904.1
GCF_002201895.1	NZ_CP019436.1
GCF_002208095.1	NZ_CP017990.1
GCF_002209565.1	NZ_NJIH01000012.1
GCF_002218065.1	NZ_BDUB01000001.1
GCF_002240635.1	NZ_MZMQ01000001.1
GCF_002252625.1	NZ_NQKW01000074.1
GCF_002257705.1	NZ_LSLK01000001.1
GCF_002259645.1	NZ_MWWV01000001.1
GCF_002260845.1	NZ_BEDT01000001.1
GCF_002263495.1	NZ_CP022753.1
GCF_002265435.1	NZ_NOKQ01000120.1
GCF_002266425.1	NZ_NPMN01000001.1
GCF_002272135.1	NZ_NPBF01000001.1
GCF_002272875.1	NZ_MLAN01000010.1
GCF_002272925.1	NZ_MLAR01000010.1
GCF_002276225.1	NZ_NQNY01000010.1
GCF_002287175.1	NZ_LMVM01000001.1
GCF_002290085.1	NZ_CP023173.1
GCF_002305855.1	NZ_CP022163.1
GCF_002355395.1	NZ_AP017315.1
GCF_002355455.1	NZ_AP017375.1
GCF_002355475.1	NZ_AP014862.1
GCF_002355635.1	NZ_AP017558.1
GCF_002368075.1	NZ_AP018314.1
GCF_002368155.1	NZ_AP018180.1
GCF_002368235.1	NZ_AP018194.1
GCF_002368315.1	NZ_AP018298.1
GCF_002368335.1	NZ_AP018288.1
GCF_002368435.1	NZ_AP018268.1
GCF_002379365.1	NZ_JQIU01000001.1
GCF_002441885.1	NZ_JXJT01000001.1
GCF_002487355.1	NZ_NTMG01000006.1
GCF_002532075.1	NZ_LYXE01000001.1
GCF_002564105.1	NZ_PDBX01000001.1
GCF_002573625.1	NZ_NJGI01000001.1
GCF_002574545.1	NZ_NUGT01000017.1
GCF_002688585.1	NZ_CP024034.1
GCF_002723975.1	NZ_BEWO01000001.1
GCF_002735905.1	NZ_PEBD01000001.1
GCF_002742685.1	NZ_PEDM01000010.1
GCF_002761295.1	NZ_CP017881.1
GCF_002761955.1	NZ_PEQY01000001.1
GCF_002797675.1	NZ_PGEX01000001.1
GCF_002797735.1	NZ_PGFG01000001.1
GCF_002798305.1	NZ_PCGR01000001.1
GCF_002804105.1	NZ_CP024964.1
GCF_002804245.1	NZ_CP024968.1
GCF_002812705.1	NZ_CP025030.1
GCF_002813185.1	NZ_PHTX01000001.1
GCF_002835665.1	NZ_PIZV01000001.1
GCF_002837275.1	NZ_NXIF01000087.1
GCF_002843565.1	NZ_CP025257.1
GCF_002844195.1	NZ_PEND01000001.1
GCF_002844335.1	NZ_CP019154.1
GCF_002847345.1	NZ_LXFV01000001.1
GCF_002850605.1	NZ_NXGB01000001.1
GCF_002868735.1	NZ_CP025611.1
GCF_002871995.1	NZ_PNHW01000001.1
GCF_002874535.1	NZ_CP025025.1
GCF_002895525.1	NZ_AZRL01000001.1
GCF_002898515.1	NZ_PPFX01000010.1
GCF_002899695.1	NZ_PPEL01000001.1
GCF_002900975.1	NZ_PJON01000001.1
GCF_002906575.1	NZ_CP026309.1
GCF_002913945.1	NZ_POZK01000001.1
GCF_002918705.1	NZ_PQKR01000001.1
GCF_002921135.1	NZ_PQVJ01000001.1
GCF_002921145.1	NZ_PQVI01000001.1
GCF_002936985.1	NZ_MPZN01000001.1
GCF_002939305.1	NZ_MVDI01000066.1
GCF_002940065.1	NZ_MDEJ01000001.1
GCF_002943105.1	NZ_PTPZ01000010.1
GCF_002949735.1	NZ_CP026681.1
GCF_002950945.1	NZ_CP012673.1
GCF_002959775.1	NZ_PPCX01000010.1
GCF_002959915.1	NZ_PPDE01000010.1
GCF_002964845.1	NZ_KZ672956.1
GCF_002964865.1	NZ_PTJN01000122.1
GCF_002966125.1	NZ_CP027062.1
GCF_002994635.1	NZ_PVNL01000001.1
GCF_003001905.1	NZ_PVNE01000001.1
GCF_003001995.1	NZ_PVNB01000001.1
GCF_003003125.1	NZ_PVTZ01000001.1
GCF_003003175.1	NZ_PVTY01000001.1
GCF_003003845.1	NZ_PVWO01000378.1
GCF_003007785.1	NZ_PXOH01000030.1
GCF_003013815.1	NZ_PRLH01000137.1
GCF_003014695.1	NZ_PYAS01000001.1
GCF_003019675.1	NZ_CP028105.1
GCF_003019695.1	NZ_CP028106.1
GCF_003024675.1	NZ_PYLP01000001.1
GCF_003024685.1	NZ_PYLQ01000001.1
GCF_003049725.1	NZ_QAGM01000001.1
GCF_003053565.1	NZ_QAXS01000001.1
GCF_003058165.1	NZ_QBUC01000001.1
GCF_003073135.1	NZ_PGDQ01000001.1
GCF_003073175.1	NZ_QBBX01000001.1
GCF_003076515.1	NZ_CP022390.1
GCF_003076595.1	NZ_CP025785.1
GCF_003095655.1	NZ_CP029151.1
GCF_003096675.1	NZ_QEKW01000001.1
GCF_003121705.1	NZ_PYHR01000002.1
GCF_003129605.1	NZ_QBDX01000001.1
GCF_003144325.1	NZ_PENS01000011.1
GCF_003148625.1	NZ_QGGO01000001.1
GCF_003148645.1	NZ_QGGP01000001.1
GCF_003182075.1	NZ_QGTH01000001.1
GCF_003182595.1	NZ_PDNZ01000010.1
GCF_003184265.1	NZ_CP027663.1
GCF_003201775.1	NZ_QJJZ01000001.1
GCF_003201855.1	NZ_QJKI01000001.1
GCF_003205875.1	NZ_PUBZ01000001.1
GCF_003217355.1	NZ_QJTK01000001.1
GCF_003226535.1	NZ_QKOB01000001.1
GCF_003236295.1	NZ_POTW01000100.1
GCF_003260095.1	NZ_PTPX01000002.1
GCF_003264935.1	NZ_QLOE01000004.1
GCF_003265355.1	NZ_QFRW01000139.1
GCF_003268475.1	NZ_MCIF01000001.1
GCF_003269275.1	NZ_QLTS01000001.1
GCF_003314995.1	NZ_QNRH01000001.1
GCF_003315205.1	NZ_QNRR01000001.1
GCF_003316765.1	NZ_NIJF01000116.1
GCF_003333315.1	NZ_PSYR01000001.1
GCF_003336245.1	NZ_QPHM01000001.1
GCF_003336365.1	NZ_CP031092.1
GCF_003339585.1	NZ_QPKF01000001.1
GCF_003339775.1	NZ_CP031088.1
GCF_003339815.1	NZ_PPTT01000001.1
GCF_003342675.1	NZ_CP031148.1
GCF_003344865.1	NZ_CP031165.1
GCF_003346775.1	NZ_CP031219.1
GCF_003351865.1	NZ_CP022242.1
GCF_003364115.1	NZ_NXLL01000010.1
GCF_003367075.1	NZ_PVMC01000054.1
GCF_003368535.1	NZ_QSLN01000100.1
GCF_003382565.2	NZ_QHJR02000001.1
GCF_003387075.1	NZ_QUMQ01000001.1
GCF_003387155.1	NZ_QUMT01000001.1
GCF_003387475.1	NZ_QUNO01000001.1
GCF_003402575.1	NZ_BGZJ01000001.1
GCF_003426945.1	NZ_QURO01000001.1
GCF_003436425.1	NZ_QSPK01000001.1
GCF_003438495.1	NZ_QSSH01000001.1
GCF_003439925.1	NZ_QQRR01000001.1
GCF_003458715.1	NZ_QRVI01000001.1
GCF_003463825.1	NZ_QSDY01000001.1
GCF_003467125.1	NZ_QSFA01000001.1
GCF_003544855.1	NZ_CP032101.1
GCF_003544935.1	NZ_CP032098.1
GCF_003550025.1	NZ_QXCY01000001.1
GCF_003555505.1	NZ_CP032152.1
GCF_003570925.1	NZ_QXIS01000001.1
GCF_003570935.1	NZ_QXIU01000001.1
GCF_003574095.1	NZ_QWLA01000001.1
GCF_003574965.1	NZ_CP032317.1
GCF_003589745.1	NZ_CP032364.1
GCF_003602095.1	NZ_RAHH01000001.1
GCF_003605405.2	NZ_QYTW02000001.1
GCF_003610195.1	NZ_RAPO01000001.1
GCF_003610585.1	NZ_RAQA01000001.1
GCF_003611635.1	NZ_RAVZ01000100.1
GCF_003611675.1	NZ_RAWA01000100.1
GCF_003611695.1	NZ_RAWE01000100.1
GCF_003611735.1	NZ_RAWG01000100.1
GCF_003626975.1	NZ_CP032616.1
GCF_003627965.1	NZ_RBWE01000001.1
GCF_003634345.1	NZ_RBXN01000001.1
GCF_003667575.1	NZ_RCUY01000019.1
GCF_003671765.1	NZ_QPIB01000013.1
GCF_003697815.1	NZ_RDQG01000001.1
GCF_003722075.1	NZ_RDSK01000001.1
GCF_003730015.1	NZ_RJTU01000074.1
GCF_003751785.1	NZ_RKIE01000001.1
GCF_003755185.1	NZ_RKIC01000009.1
GCF_003781945.1	NZ_RJJW01000022.1
GCF_003788585.1	NZ_AYKG01000001.1
GCF_003812745.1	NZ_CP033831.1
GCF_003838195.1	NZ_RCBY01000001.1
GCF_003846445.1	NZ_CP030139.1
GCF_003856835.1	NZ_CP034145.1
GCF_003860135.1	NZ_RQYN01000001.1
GCF_003862475.1	NZ_RRCO01000001.1
GCF_003931795.1	NZ_CP034234.1
GCF_003933745.1	NZ_RSEB01000001.1
GCF_003946545.1	NZ_RHOA01000001.1
GCF_003952005.1	NZ_QXGJ01000001.1
GCF_003966975.1	NZ_AP018437.1
GCF_003977755.1	NZ_RQWN01000001.1
GCF_003990045.1	NZ_RZGZ01000001.1
GCF_003992005.1	NZ_RQVL01000001.1
GCF_003992015.1	NZ_RQVK01000001.1
GCF_003992055.1	NZ_RQVD01000001.1
GCF_003992065.1	NZ_RQUZ01000001.1
GCF_003992135.1	NZ_RQVN01000001.1
GCF_003996855.1	NZ_NRQY01000002.1
GCF_003999875.1	NZ_RQVJ01000001.1
GCF_004000785.1	NZ_BILX01000001.1
GCF_004000865.1	NZ_BIMB01000001.1
GCF_004005475.1	NZ_RZTZ01000010.1
GCF_004005565.1	NZ_SADD01000011.1
GCF_004006315.1	NZ_CP026530.1
GCF_004006635.1	NZ_CP034842.1
GCF_004025965.2	NZ_SAYU02000001.1
GCF_004078655.1	NZ_RZNC01000001.1
GCF_004087915.1	NZ_CP035108.1
GCF_004102945.1	NZ_CP019384.1
GCF_004115925.1	NZ_SDDX01000001.1
GCF_004115975.1	NZ_SDDZ01000008.1
GCF_004116625.1	NZ_NXIE01000010.1
GCF_004118325.1	NZ_RDFA01000010.1
GCF_004135735.1	NZ_CP012670.1
GCF_004137855.1	NZ_QBKB01000001.1
GCF_004138285.1	NZ_SCFN01000001.1
GCF_004138455.1	NZ_PRLO01000001.1
GCF_004216855.1	NZ_SGXT01000011.1
GCF_004217495.1	NZ_SHLC01000001.1
GCF_004295645.1	NZ_CP034752.1
GCF_004296575.1	NZ_SAYT01000001.1
GCF_004307015.1	NZ_SIJL01000001.1
GCF_004323185.1	NZ_NAPS01000001.1
GCF_004323735.1	NZ_CP036455.1
GCF_004339575.1	NZ_SMFV01000001.1
GCF_004339665.1	NZ_SMMU01000001.1
GCF_004339805.1	NZ_SLUI01000001.1
GCF_004341445.1	NZ_SLXV01000001.1
GCF_004343035.1	NZ_SMCQ01000001.1
GCF_004343255.1	NZ_SMDD01000001.1
GCF_004343605.1	NZ_POSF01000011.1
GCF_004345005.1	NZ_SMMX01000099.1
GCF_004345615.1	NZ_SLWK01000001.1
GCF_004354915.1	NZ_SMSI01000001.1
GCF_004357905.1	NZ_SMTT01000001.1
GCF_004362405.1	NZ_SNXE01000001.1
GCF_004363095.1	NZ_SNYO01000001.1
GCF_004364165.1	NZ_SOAY01000010.1
GCF_004365815.1	NZ_SODD01000001.1
GCF_004377485.1	NZ_SNTY01000014.1
GCF_004421185.1	NZ_LXQB01000001.1
GCF_004681185.1	NZ_SRIF01000001.1
GCF_004762035.2	NZ_SIJK02000100.1
GCF_004769235.1	NZ_RQFG01000005.1
GCF_004785645.1	NZ_SRPE01000001.1
GCF_004786095.1	NZ_RHPJ01000010.1
GCF_004799685.1	NZ_CP031311.1
GCF_004917065.1	NZ_SSYA01000001.1
GCF_004944975.1	NZ_SPQG01000001.1
GCF_005047595.1	NZ_SUPL01000001.1
GCF_005144475.1	NZ_SWJZ01000097.1
GCF_005144865.1	NZ_SWFM01000010.1
GCF_005222785.1	NZ_STGH01000001.1
GCF_005239165.1	NZ_RAPG01000010.1
GCF_005311025.1	NZ_CP031747.1
GCF_005576615.1	NZ_CP040330.1
GCF_005864045.1	NZ_VBSP01000001.1
GCF_005877055.1	NZ_CP039424.1
GCF_005937995.2	NZ_CP042174.1
GCF_006171285.1	NZ_CP040889.1
GCF_006175985.1	NZ_SRSH01000010.1
GCF_006175995.1	NZ_VDMB01000036.1
GCF_006363815.1	NZ_RRYT01000010.1
GCF_006376675.1	NZ_VEWK01000001.1
GCF_006384255.1	NZ_VCED01000001.1
GCF_006438725.1	NZ_RCZD01000001.1
GCF_006494425.1	NZ_VHIV01000001.1
GCF_006517395.1	NZ_VDCY01000001.1
GCF_006517435.1	NZ_VHQG01000001.1
GCF_006517535.1	NZ_VHQH01000324.1
GCF_006715005.1	NZ_VFMJ01000001.1
GCF_006715515.1	NZ_VFNJ01000001.1
GCF_006715975.1	NZ_VFOF01000001.1
GCF_006716305.1	NZ_VFOU01000001.1
GCF_006717025.1	NZ_VFQB01000001.1
GCF_006740705.1	NZ_CP035485.1
GCF_006802875.1	NZ_CM017267.1
GCF_006861775.1	NZ_VDGG01000001.1
GCF_006874705.1	NZ_CP035382.1
GCF_007004735.1	NZ_ML660182.1
GCF_007197735.1	NZ_CP041637.1
GCF_007475525.1	NZ_CP037899.1
GCF_007559025.1	NZ_CP041765.1
GCF_007671685.1	NZ_VCNL01000001.1
GCF_007680145.1	NZ_VEJO01000010.1
GCF_007747995.1	NZ_CP036276.1
GCF_007748115.1	NZ_CP036289.1
GCF_007751715.1	NZ_CP036292.1
GCF_007752345.1	NZ_CP036299.1
GCF_007752935.1	NZ_CP036319.1
GCF_007753095.1	NZ_CP036348.1
GCF_007826885.1	NZ_ML675578.1
GCF_007827275.1	NZ_VISE01000001.1
GCF_007827365.1	NZ_VISI01000002.1
GCF_007830435.1	NZ_VLLC01000095.1
GCF_007860075.1	NZ_SJPP01000001.1
GCF_007990525.1	NZ_AP019823.1
GCF_007990635.1	NZ_AP019846.1
GCF_007991735.1	NZ_BJYX01000001.1
GCF_007992835.1	NZ_BKBA01000001.1
GCF_007994135.1	NZ_VLKF01000001.1
GCF_007994985.1	NZ_VOQF01000001.1
GCF_008000815.1	NZ_CP042806.1
GCF_008001015.1	NZ_CP042862.1
GCF_008016535.1	NZ_SAXY01000001.1
GCF_008040105.1	NZ_VRMG01000001.1
GCF_008107645.1	NZ_SDGY01000001.1
GCF_008124605.1	NZ_VRYN01000001.1
GCF_008124665.1	NZ_VNHP01000008.1
GCF_008180195.1	NZ_VTAV01000010.1
GCF_008180615.1	NZ_VTEH01000001.1
GCF_008271695.1	NZ_VKKY01000001.1
GCF_008281175.1	NZ_CP036524.1
GCF_008327825.1	NZ_AP019827.1
GCF_008330225.1	NZ_CP042466.1
GCF_008330945.1	NZ_CP043489.1
GCF_008364625.1	NZ_VTTY01000011.1
GCF_008364765.1	NZ_VTUY01000001.1
GCF_008386235.1	NZ_CP040671.1
GCF_008386315.1	NZ_CP043808.1
GCF_008693005.1	NZ_VXKE01000001.1
GCF_008728835.1	NZ_CP042582.1
GCF_008728855.1	NZ_CP042906.1
GCF_008764245.1	NZ_VTQV01000100.1
GCF_008802355.1	NZ_VZRA01000001.1
GCF_008802365.1	NZ_VZQZ01000001.1
GCF_008828755.2	NZ_QBLM01000012.1
GCF_008831045.1	NZ_WAJS01000001.1
GCF_008838325.1	NZ_CP042829.1
GCF_008931845.1	NZ_CP044535.1
GCF_008974285.1	NZ_BKZV01000001.1
GCF_009208075.1	NZ_WFKJ01000001.1
GCF_009363175.1	NZ_CP045205.1
GCF_009380215.1	NZ_WHUG01000010.1
GCF_009601705.1	NZ_CP045687.1
GCF_009674495.1	NZ_WKJN01000100.1
GCF_009695875.1	NZ_VUNC01000001.1
GCF_009695905.1	NZ_VUNA01000001.1
GCF_009696445.1	NZ_VULZ01000001.1
GCF_009696605.1	NZ_VULR01000001.1
GCF_009696675.1	NZ_VULN01000001.1
GCF_009708005.2	NZ_CP052757.1
GCF_009708215.1	NZ_CP046175.1
GCF_009718825.1	NZ_WNHB01000001.1
GCF_009720385.1	NZ_WARX01000001.1
GCF_009725235.1	NZ_WJFC01000001.1
GCF_009729035.1	NZ_CP045483.1
GCF_009729055.1	NZ_CP045484.1
GCF_009729545.1	NZ_WFIY01000004.1
GCF_009733815.1	NZ_WNXY01000011.1
GCF_009733845.1	NZ_WNXZ01000010.1
GCF_009733925.1	NZ_WOEI01000010.1
GCF_009742705.1	NZ_WPCU01000006.1
GCF_009755885.1	NZ_VYIX01000001.1
GCF_009792235.1	NZ_CP046973.1
GCF_009805705.1	NZ_VSMB01000010.1
GCF_009826895.1	NZ_WUMV01000014.1
GCF_009827515.1	NZ_WTYO01000010.1
GCF_009831625.1	NZ_WUUS01000001.1
GCF_009834925.2	NZ_CP063310.1
GCF_009846485.1	NZ_ML776472.1
GCF_009864005.1	NZ_WEZQ01000001.1
GCF_009867135.1	NZ_CP047226.1
GCF_009877425.1	NZ_WXEY01000001.1
GCF_009877435.1	NZ_WXEX01000001.1
GCF_009905255.1	NZ_CP047602.1
GCF_009907385.1	NZ_JAAATR010000001.1
GCF_009909145.1	NZ_JAAAPJ010000001.1
GCF_009913235.1	NZ_CP047897.1
GCF_009914765.1	NZ_WYDS01000001.1
GCF_009936215.1	NZ_AP019551.1
GCF_010119195.1	NZ_WRXL01000001.1
GCF_010119205.1	NZ_WRXM01000001.1
GCF_010131535.1	NZ_WUBS01000001.1
GCF_010211765.1	NZ_PDWO01000010.1
GCF_010287905.1	NZ_JAAFAN010000100.1
GCF_010365865.1	NZ_CP048020.1
GCF_010882125.1	NZ_JAAGVZ010000057.1
GCF_010894405.1	NZ_JAAIYA010000100.1
