query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	skani_ani	skani_align_frac_ref	skani_align_frac_query	s2b_ani	s2b_ani_uniform	s2b_af_q	s2b_af_r	s2b_std_err	s2b_het_shape	s2b_retention	s2b_ani_from_loss	s2b_ani_from_hist	s2b_n_anchors	s2b_n_chains	s2b_n_tags	s2b_flag	fastani_ani
GCA_003343995.1	GCA_900545325.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS775	g__UMGS775	s__UMGS775 sp003343995	s__UMGS775 sp900545325						0.000000	0.000000						123	0	0	BELOW_DETECTION	
GCA_017563195.1	GCA_015064955.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1752	g__UBA1752	s__UBA1752 sp017563195	s__UBA1752 sp015064955						0.062800	0.065200		inf				152	5	222	BELOW_DETECTION	
GCA_017397605.1	GCA_017614095.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1752	g__UBA1752	s__UBA1752 sp017397605	s__UBA1752 sp017614095						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_017397605.1	GCA_017629895.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1752	g__UBA1752	s__UBA1752 sp017397605	s__UBA1752 sp017629895						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_017615235.1	GCA_018065365.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1752	g__UBA1752	s__UBA1752 sp017615235	s__UBA1752 sp018065365						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCA_900554405.1	GCA_017615235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1752	g__UBA1752	s__UBA1752 sp900554405	s__UBA1752 sp017615235						0.000000	0.000000						13	0	0	BELOW_DETECTION	
GCF_000620805.1	GCF_000685865.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Exiguobacterium_A	g__Exiguobacterium_A	s__Exiguobacterium_A undae	s__Exiguobacterium_A antarcticum	0.875700	0.474400	0.470500	81.288900	88.730300	0.864300	0.875200	0.143820	1.729000	0.233500	87.949700	94.450000	906	12	3968	INCONSISTENT	
GCF_003339585.1	GCF_000685865.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Exiguobacterium_A	g__Exiguobacterium_A	s__Exiguobacterium_A sp003339585	s__Exiguobacterium_A antarcticum	0.864700	0.414500	0.432200	81.214700	88.398600	0.836200	0.828200	0.157420	1.856000	0.220100	87.705700	94.022500	755	16	3503	INCONSISTENT	
GCA_902363455.1	GCF_001939065.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Exiguobacterium_A	g__Exiguobacterium_A	s__Exiguobacterium_A sp902363455	s__Exiguobacterium_A indicum						0.322600	0.307600		2.305000				233	12	1375	BELOW_DETECTION	
GCF_000620865.1	GCF_000685865.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Exiguobacterium_A	g__Exiguobacterium_A	s__Exiguobacterium_A sibiricum_A	s__Exiguobacterium_A antarcticum	0.873700	0.449600	0.469300	82.283800	88.639000	0.891500	0.872000	0.148970	1.968000	0.230700	87.941500	94.019700	863	10	3744	INCONSISTENT	
GCF_000685865.1	GCF_001939065.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Exiguobacterium_A	g__Exiguobacterium_A	s__Exiguobacterium_A antarcticum	s__Exiguobacterium_A indicum						0.179600	0.177800		2.175000				215	7	732	BELOW_DETECTION	
GCA_014190515.1	GCA_017858735.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__BJGN01	g__BJGN01	s__BJGN01 sp014190515	s__BJGN01 sp017858735	0.920200	0.614200	0.728600	93.889500	94.336200	0.361400	0.307300	0.153980	4.741000	0.603400	93.917500	95.184100	1136	86	1205	INCONSISTENT	
GCA_017542485.1	GCA_900770055.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Anaeroplasma	g__Anaeroplasma	s__Anaeroplasma sp017542485	s__Anaeroplasma sp900770055						0.000000	0.000000						11	0	0	BELOW_DETECTION	
GCA_905236105.1	GCA_902783745.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Anaeroplasma	g__Anaeroplasma	s__Anaeroplasma sp905236105	s__Anaeroplasma sp902783745						0.000000	0.000000						8	0	0	BELOW_DETECTION	
GCA_902796895.1	GCA_017462645.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Anaeroplasma	g__Anaeroplasma	s__Anaeroplasma sp902796895	s__Anaeroplasma sp017462645						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_902783745.1	GCA_017454375.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Anaeroplasma	g__Anaeroplasma	s__Anaeroplasma sp902783745	s__Anaeroplasma sp017454375						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCA_902783745.1	GCA_016288855.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Anaeroplasma	g__Anaeroplasma	s__Anaeroplasma sp902783745	s__Anaeroplasma sp016288855	0.867000	0.227700	0.279500	96.311600	96.311600	0.006300	0.004800	0.819680	inf	0.760300	95.903600	96.688500	180	3	26	ok	
GCA_011370285.1	GCA_011327835.1	mid_high	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__DTLH01	g__DTLH01	s__DTLH01 sp011370285	s__DTLH01 sp011327835						0.014400	0.015900		inf				161	2	55	BELOW_DETECTION	
GCA_018817585.1	GCA_018817165.1	mid_high	d__Bacteria	d__Bacteria	p__Omnitrophota	p__Omnitrophota	g__JAHITE01	g__JAHITE01	s__JAHITE01 sp018817585	s__JAHITE01 sp018817165	0.853600	0.242100	0.282500	89.862600	89.862600	0.181200	0.158300	0.381310	inf	0.298600	89.735800	90.831800	457	16	442	ok	
GCA_001644455.1	GCA_005888925.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SCGC-AG-212-J23	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp001644455	s__SCGC-AG-212-J23 sp005888925				87.812700	90.341100	0.056700	0.028500	0.425880	3.165000	0.300800	89.781800	93.715200	434	14	326	INCONSISTENT	
GCA_001772055.1	GCA_004297625.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SCGC-AG-212-J23	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp001772055	s__SCGC-AG-212-J23 sp004297625				87.962800	89.972900	0.214900	0.060400	0.264770	4.046000	0.278900	89.581100	92.809700	464	28	891	INCONSISTENT	
GCA_004297625.1	GCA_005883675.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SCGC-AG-212-J23	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp004297625	s__SCGC-AG-212-J23 sp005883675				86.349500	88.447700	0.053800	0.078600	0.319420	5.239000	0.205500	88.123100	91.724700	589	20	808	INCONSISTENT	
GCA_001644455.1	GCA_019237595.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SCGC-AG-212-J23	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp001644455	s__SCGC-AG-212-J23 sp019237595				82.924200	89.689800	0.023000	0.014700	0.741850	1.631000	0.266500	88.904500	94.627500	253	4	123	INCONSISTENT	
GCA_005883675.1	GCA_005888925.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SCGC-AG-212-J23	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp005883675	s__SCGC-AG-212-J23 sp005888925				90.874500	90.874500	0.078800	0.083500	0.235180	inf	0.329700	90.699500	91.899200	1065	45	934	INCONSISTENT	
GCA_005879205.1	GCA_005879585.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__DP-3	g__DP-3	s__DP-3 sp005879205	s__DP-3 sp005879585				90.235200	90.235200	0.085800	0.069400	0.278660	inf	0.294300	90.146600	91.081600	946	33	750	ok	
GCA_005888095.1	GCA_005879585.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__DP-3	g__DP-3	s__DP-3 sp005888095	s__DP-3 sp005879585	0.853300	0.215800	0.208400	89.549800	90.737800	0.214000	0.213500	0.155150	5.239000	0.323900	90.405900	92.981700	1594	81	2254	INCONSISTENT	
GCA_005879205.1	GCA_005888095.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__DP-3	g__DP-3	s__DP-3 sp005879205	s__DP-3 sp005888095	0.874100	0.257000	0.333400	91.332300	91.626100	0.268300	0.215800	0.140990	12.260000	0.379700	91.421200	92.776200	1690	95	2283	INCONSISTENT	
GCA_009995495.1	GCA_016938415.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JAACPL01	g__JAACPL01	s__JAACPL01 sp009995495	s__JAACPL01 sp016938415	0.862000	0.214200	0.168600			0.000000	0.000000						74	0	0	BELOW_DETECTION	
GCA_004555175.1	GCA_017531445.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__Spyradenecus	g__Spyradenecus	s__Spyradenecus sp004555175	s__Spyradenecus sp017531445						0.000000	0.000000						22	0	0	BELOW_DETECTION	
GCA_017646485.1	GCA_004555175.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__Spyradenecus	g__Spyradenecus	s__Spyradenecus sp017646485	s__Spyradenecus sp004555175						0.000000	0.000000						29	0	0	BELOW_DETECTION	
GCA_017558005.1	GCA_018713405.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__Spyradenecus	g__Spyradenecus	s__Spyradenecus sp017558005	s__Spyradenecus faecavium						0.000000	0.000000						48	0	0	BELOW_DETECTION	
GCA_018713405.1	GCA_017457555.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__Spyradenecus	g__Spyradenecus	s__Spyradenecus faecavium	s__Spyradenecus sp017457555						0.000000	0.000000						19	0	0	BELOW_DETECTION	
GCA_017548245.1	GCA_900771325.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__Spyradenecus	g__Spyradenecus	s__Spyradenecus sp017548245	s__Spyradenecus sp900771325						0.000000	0.000000						54	0	0	BELOW_DETECTION	
GCA_003161755.1	GCA_003152875.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fen-1262	g__Fen-1262	s__Fen-1262 sp003161755	s__Fen-1262 sp003152875						0.000000	0.000000						22	0	0	BELOW_DETECTION	
GCF_018304825.1	GCA_002254845.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Chloracidobacterium	g__Chloracidobacterium	s__Chloracidobacterium validum	s__Chloracidobacterium sp002254845						0.006400	0.006800		inf				166	1	30	BELOW_DETECTION	
GCF_000226295.1	GCF_018304765.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Chloracidobacterium	g__Chloracidobacterium	s__Chloracidobacterium thermophilum	s__Chloracidobacterium aggregatum	0.950200	0.893000	0.897800	93.940700	96.052800	0.963700	0.974300	0.058570	0.783000	0.724600	94.808400	97.536600	3538	19	5534	INCONSISTENT	0.952206
GCF_018304825.1	GCF_018304765.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Chloracidobacterium	g__Chloracidobacterium	s__Chloracidobacterium validum	s__Chloracidobacterium aggregatum						0.066500	0.064900		inf				188	7	358	BELOW_DETECTION	
GCF_018304765.1	GCA_002254845.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__Chloracidobacterium	g__Chloracidobacterium	s__Chloracidobacterium aggregatum	s__Chloracidobacterium sp002254845				90.673800	90.673800	0.003200	0.003500	1.751440	inf	0.319100	91.556500	80.856000	191	1	16	INCONSISTENT	
GCA_015233565.1	GCA_015232575.1	mid_high	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__JADFXM01	g__JADFXM01	s__JADFXM01 sp015233565	s__JADFXM01 sp015232575						0.000000	0.000000						46	0	0	BELOW_DETECTION	
GCA_018238375.1	GCA_019057475.1	mid_high	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__WTCK01	g__WTCK01	s__WTCK01 sp018238375	s__WTCK01 sp019057475	0.912000	0.487800	0.649300	94.206900	94.206900	0.436700	0.328500	0.127560	inf	0.584400	94.166800	94.324500	1440	100	1698	ok	
GCA_013138615.1	GCA_018238375.1	mid_high	d__Archaea	d__Archaea	p__Asgardarchaeota	p__Asgardarchaeota	g__WTCK01	g__WTCK01	s__WTCK01 sp013138615	s__WTCK01 sp018238375	0.892800	0.264500	0.451700	92.993100	92.993100	0.102100	0.062400	0.370010	inf	0.495100	93.463600	91.537700	555	21	251	INCONSISTENT	
GCA_902512685.1	GCA_002726375.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__CABZJG01	g__CABZJG01	s__CABZJG01 sp902512685	s__CABZJG01 sp002726375	0.850800	0.221700	0.195900	90.229200	90.229200	0.081400	0.092600	0.408340	inf	0.299600	90.328800	89.157000	296	12	344	ok	
GCA_902525995.1	GCA_002726375.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__CABZJG01	g__CABZJG01	s__CABZJG01 sp902525995	s__CABZJG01 sp002726375	0.884700	0.269700	0.303100	92.731100	92.731100	0.113300	0.102300	0.293460	inf	0.465700	92.731500	92.721800	399	30	423	ok	
GCA_902512685.1	GCA_902525995.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__CABZJG01	g__CABZJG01	s__CABZJG01 sp902512685	s__CABZJG01 sp902525995	0.865700	0.243500	0.191500	92.525100	92.525100	0.100600	0.125400	0.302960	inf	0.449700	92.329500	93.327000	355	28	420	ok	
GCF_004804335.1	GCF_003208435.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagimonas	g__Pelagimonas	s__Pelagimonas sp004804335	s__Pelagimonas varians						0.000000	0.000000						85	0	0	BELOW_DETECTION	
GCF_004364805.1	GCF_003208435.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pelagimonas	g__Pelagimonas	s__Pelagimonas phthalicica	s__Pelagimonas varians						0.027500	0.026500		inf				204	4	258	BELOW_DETECTION	
GCA_015064585.1	GCA_015064925.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SIG655	g__SIG655	s__SIG655 sp015064585	s__SIG655 sp015064925				91.918400	91.918400	0.006500	0.008800	1.148700	inf	0.405900	91.741600	92.748800	119	2	33	ok	
GCA_002839795.1	GCA_003155655.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fen-1258	g__Fen-1258	s__Fen-1258 sp002839795	s__Fen-1258 sp003155655						0.000000	0.000000						14	0	0	BELOW_DETECTION	
GCA_003155655.1	GCA_012026935.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fen-1258	g__Fen-1258	s__Fen-1258 sp003155655	s__Fen-1258 sp012026935						0.000000	0.000000						27	0	0	BELOW_DETECTION	
GCA_003155655.1	GCA_016234355.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Fen-1258	g__Fen-1258	s__Fen-1258 sp003155655	s__Fen-1258 sp016234355						0.000000	0.000000						36	0	0	BELOW_DETECTION	
GCA_017408735.1	GCA_902767135.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG11237	g__RUG11237	s__RUG11237 sp017408735	s__RUG11237 sp902767135				92.618700	92.618700	0.004100	0.004000	1.994820	inf	0.481300	93.654500	88.217700	51	1	9	ok	
GCA_017408735.1	GCA_017399445.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG11237	g__RUG11237	s__RUG11237 sp017408735	s__RUG11237 sp017399445				98.026200	98.026200	0.005100	0.004800	0.876430	inf	0.877500	98.373300	97.849600	135	2	10	ok	
GCA_009786575.1	GCA_009786415.1	mid_high	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__GUT77	g__GUT77	s__GUT77 sp009786575	s__GUT77 sp009786415				87.929700	92.830100	0.020400	0.019700	0.670620	1.014000	0.477200	91.720700	96.328500	300	5	90	INCONSISTENT	
GCA_009786575.1	GCA_001462255.1	mid_high	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__GUT77	g__GUT77	s__GUT77 sp009786575	s__GUT77 sp001462255						0.000000	0.000000						16	0	0	BELOW_DETECTION	
GCA_001782825.1	GCA_001783185.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYB1-40-15	g__XYB1-40-15	s__XYB1-40-15 sp001782825	s__XYB1-40-15 sp001783185						0.000000	0.000000						6	0	0	BELOW_DETECTION	
GCF_000022905.1	GCA_902782855.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Corynebacterium	g__Corynebacterium	s__Corynebacterium aurimucosum	s__Corynebacterium sp902782855						0.000000	0.000000						56	0	0	BELOW_DETECTION	
GCF_900155535.1	GCF_000550785.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Corynebacterium	g__Corynebacterium	s__Corynebacterium urinipleomorphum	s__Corynebacterium casei						0.000000	0.000000						59	0	0	BELOW_DETECTION	
GCF_000550805.1	GCF_003716585.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Corynebacterium	g__Corynebacterium	s__Corynebacterium vitaeruminis	s__Corynebacterium alimapuense				94.569400	94.569400	0.001900	0.002500	1.135900	inf	0.598800	93.970100	95.936200	93	2	20	ok	
GCF_016728505.1	GCF_000626675.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Corynebacterium	g__Corynebacterium	s__Corynebacterium riegelii	s__Corynebacterium glyciniphilum						0.000000	0.000000						82	0	0	BELOW_DETECTION	
GCF_001807265.1	GCF_000550805.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Corynebacterium	g__Corynebacterium	s__Corynebacterium sp001807265	s__Corynebacterium vitaeruminis						0.000000	0.000000						175	0	0	BELOW_DETECTION	
GCF_002160815.1	GCF_002160865.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Massiliomicrobiota	g__Massiliomicrobiota	s__Massiliomicrobiota merdigallinarum	s__Massiliomicrobiota sp002160865	0.882200	0.333100	0.362500	89.381200	94.864700	0.179200	0.164800	0.294660	0.554000	0.649400	93.105700	97.618000	406	20	342	INCONSISTENT	
GCF_014925385.1	GCA_009377535.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__WHTV01	g__WHTV01	s__WHTV01 sp014925385	s__WHTV01 sp009377535	0.832000	0.169400	0.138000	88.022900	89.226400	0.367200	0.432500	0.138710	6.985000	0.246500	88.942600	91.654900	1220	78	3718	INCONSISTENT	
GCA_905205065.1	GCA_900545935.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS911	g__UMGS911	s__UMGS911 sp003343545	s__UMGS911 sp900545935						0.000000	0.000000						7	0	0	BELOW_DETECTION	
GCA_900546695.1	GCA_905205065.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS911	g__UMGS911	s__UMGS911 sp900546695	s__UMGS911 sp003343545						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_014801955.1	GCA_014802435.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA3263	g__UBA3263	s__UBA3263 sp014801955	s__UBA3263 sp014802435				89.036700	89.036700	0.014900	0.012900	1.033750	inf	0.235800	88.497900	93.705600	75	2	71	INCONSISTENT	
GCA_900759865.1	GCA_015061005.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA3263	g__UBA3263	s__UBA3263 sp900759865	s__UBA3263 sp015061005				78.691600	95.270600	0.001700	0.001800	1.612000	0.234000	0.661400	93.221600	98.293500	39	1	10	ok	
GCA_011959405.1	GCA_002490725.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA3263	g__UBA3263	s__UBA3263 sp001689615	s__UBA3263 sp002490725						0.000000	0.000000						38	0	0	BELOW_DETECTION	
GCA_016297495.1	GCF_902381825.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Coprococcus_A	g__Coprococcus_A	s__Coprococcus_A sp016297495	s__Coprococcus_A catus				92.695600	92.695600	0.005300	0.003900	1.323000	inf	0.484100	93.251500	90.616100	84	1	21	ok	
GCF_018785175.1	GCF_902381825.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Coprococcus_A	g__Coprococcus_A	s__Coprococcus_A sp900548825	s__Coprococcus_A catus	0.910000	0.432900	0.429400	91.174500	95.182700	0.522800	0.536900	0.109030	0.650000	0.661700	93.647300	97.536100	1309	64	2150	INCONSISTENT	
GCF_003718715.1	GCF_003600355.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__JN-1	g__JN-1	s__JN-1 sp003718715	s__JN-1 sp003600355				90.352400	90.352400	0.058200	0.057500	0.660960	inf	0.346100	90.039200	92.240800	159	5	140	ok	
GCF_001457815.1	GCF_000382305.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Vitreoscilla	g__Vitreoscilla	s__Vitreoscilla massiliensis	s__Vitreoscilla stercoraria						0.011100	0.015400		inf				141	2	68	BELOW_DETECTION	
GCA_903838995.1	GCA_903828245.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__CAIKLP01	g__CAIKLP01	s__CAIKLP01 sp903838995	s__CAIKLP01 sp903828245	0.930200	0.783100	0.767900	94.305100	94.697000	0.510500	0.526900	0.137930	4.741000	0.620500	94.384800	95.272400	1021	81	1311	ok	
GCA_002730525.1	GCA_002328835.1	mid_high	d__Bacteria	d__Bacteria	p__Acidobacteriota	p__Acidobacteriota	g__UBA2161	g__UBA2161	s__UBA2161 sp002730525	s__UBA2161 sp002328835	0.907800	0.602600	0.660900	91.252200	93.444300	0.853100	0.834900	0.079450	1.680000	0.512300	92.640500	95.712200	2509	65	5352	INCONSISTENT	
GCA_011380285.1	GCA_011364525.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA285	g__UBA285	s__UBA285 sp011380285	s__UBA285 sp011364525						0.000000	0.000000						9	0	0	BELOW_DETECTION	
GCA_011375785.1	GCA_002495025.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA285	g__UBA285	s__UBA285 sp011375785	s__UBA285 sp002495025						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011056815.1	GCA_011380285.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA285	g__UBA285	s__UBA285 sp011056815	s__UBA285 sp011380285						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_011380145.1	GCA_002495025.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA285	g__UBA285	s__UBA285 sp011380145	s__UBA285 sp002495025						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_002495025.1	GCA_011364525.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__UBA285	g__UBA285	s__UBA285 sp002495025	s__UBA285 sp011364525						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_017410325.1	GCA_017453685.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA8612	g__UBA8612	s__UBA8612 sp017410325	s__UBA8612 sp017453685						0.000000	0.000000						28	0	0	BELOW_DETECTION	
GCA_017516745.1	GCA_017410325.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA8612	g__UBA8612	s__UBA8612 sp017516745	s__UBA8612 sp017410325	0.894800	0.544700	0.503000	88.955300	92.168100	0.629200	0.686100	0.112950	1.680000	0.427600	91.338600	95.239600	1466	50	3435	INCONSISTENT	
GCA_017516485.1	GCA_902796535.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA8612	g__UBA8612	s__UBA8612 sp017516485	s__UBA8612 sp902796535						0.000000	0.000000						8	0	0	BELOW_DETECTION	
GCA_003505905.1	GCA_017453685.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA8612	g__UBA8612	s__UBA8612 sp003505905	s__UBA8612 sp017453685						0.000000	0.000000						80	0	0	BELOW_DETECTION	
GCA_017521365.1	GCA_017516745.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA8612	g__UBA8612	s__UBA8612 sp017521365	s__UBA8612 sp017516745	0.890300	0.418400	0.550200	90.762800	92.259600	0.597200	0.451700	0.128190	3.074000	0.431600	91.683000	94.484700	1256	84	2556	INCONSISTENT	
GCA_010027825.1	GCA_903825355.1	mid_high	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__CAIKAH01	g__CAIKAH01	s__CAIKAH01 sp010027825	s__CAIKAH01 sp903825355						0.000000	0.000000						9	0	0	BELOW_DETECTION	
