genome	n_markers	n_present	fraction_present	status	missing_markers	status_extended	n_cag_sv	cag_sv_types	cag_sv_list
GCA_040861505.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:582619-696461;TRA:427870-1067476
GCA_040861525.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	TRA:474832-1543079;TRA:2361-1666206;INV:516694-696484
GCA_040861565.1	28	27	0.9642857142857143	complete	HP0546|cagB	complete_rearranged	3	INS;INV;TRA	INV:565802-761690;TRA:1459-1666206;INS:536928-546400
GCA_040861585.1	28	27	0.9642857142857143	complete	HP0527|cagY	complete_rearranged	2	TRA	TRA:482594-1059225;TRA:1459-1666206
GCA_040861605.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	3	INV;TRA	TRA:456998-1067476;INV:583732-696545;INV:546445-579004
GCA_040861645.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	TRA:1459-1666206;INV:516633-696545;DEL:546687-587157
GCA_040861665.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;TRA:461943-1067476;DEL:546687-587157
GCA_040861685.1	28	28	1.0	complete		complete_rearranged	5	INS;INV;TRA	INV:545713-566066;INS:536781-546400;TRA:53038-1067641;INV:567908-696551;TRA:1459-1666206
GCA_040861705.1	28	28	1.0	complete		complete_collinear	0	none	none
GCA_040861725.1	28	28	1.0	complete		complete_rearranged	1	TRA	TRA:3878-1666206
GCA_040861765.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	TRA:1459-1666206;DEL:545696-583917
GCA_040861785.1	28	1	0.03571428571428571	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB	empty	2	DEL;TRA	TRA:1459-1666206;DEL:545696-580461
GCA_040861805.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	4	INV;TRA	TRA:53038-1067641;TRA:1459-1666206;INV:567950-696509;INV:546188-565591
GCA_040861825.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;TRA:461943-1067641;DEL:546687-587157
GCA_040861845.1	28	28	1.0	complete		complete_collinear	0	none	none
GCA_040861865.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	4	INS;TRA	TRA:53038-1067641;TRA:1459-1666206;INS:536928-548677;TRA:476407-1219037
GCA_040861875.1	28	4	0.14285714285714285	empty	HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;INV	INV:516626-696552;DEL:549034-583238
GCA_040861945.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	DEL;INV;TRA	INV:535662-696509;DEL:538110-545696;TRA:1459-1666206
GCA_040861965.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	4	INS;INV;TRA	TRA:2145-1666206;INV:583321-696516;INS:584390-587157;INV:546170-579379
GCA_040861985.1	28	27	0.9642857142857143	complete	HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1664863
GCA_040862005.1	28	28	1.0	complete		complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:568239-696516
GCA_040862065.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516694-696484
GCA_040862085.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	2	INV;TRA	TRA:2361-1666206;INV:546188-579361
GCA_040862115.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	INV:516633-696545;DEL:546687-587157;TRA:2145-1666206
GCA_040862165.1	28	28	1.0	complete		complete_rearranged	4	INV;TRA	TRA:1459-1666206;INV:582535-696545;TRA:476313-968719;TRA:456998-1067641
GCA_040862185.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;DEL:536928-587157;TRA:476313-787501
GCA_040862205.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;DEL:546687-587157;TRA:532473-635538
GCA_040862225.1	28	26	0.9285714285714286	complete	HP0535|cagQ,HP0547|cagA	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040862245.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:541764-583869
GCA_040862265.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:474832-1044689
GCA_040862285.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040862305.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040862325.1	28	27	0.9642857142857143	complete	HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040862365.1	28	27	0.9642857142857143	complete	HP0521	complete_rearranged	2	TRA	TRA:2145-1666206;TRA:182298-1067027
GCA_040862385.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	TRA:1459-1666206;INV:516643-696535;DEL:546687-587380
GCA_040862445.1	28	28	1.0	complete		complete_rearranged	2	INS;TRA	TRA:1459-1666206;INS:536928-546400
GCA_040862485.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;DEL:536928-587157;TRA:82011-1067641
GCA_040862505.1	28	2	0.07142857142857142	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB	empty	2	DEL;TRA	DEL:546687-580461;TRA:456998-1067641
GCA_040862525.1	28	27	0.9642857142857143	complete	HP0521	complete_collinear	0	none	none
GCA_040862565.1	28	28	1.0	complete		complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040862585.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_040862605.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	TRA:1459-1666206;DEL:546687-587157;INV:516718-547227
GCA_047532155.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:2145-1666206
GCA_052426765.1	28	7	0.25	partial	HP0520|cag1,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB	partial	2	DEL;TRA	DEL:556150-580461;TRA:1459-1666206
